"Date","gender","distance","category","mincost","maxcost","sessiontimes","maxage","minage","sort","location","scholarships","specialneeds","beforeaftercare","gifted","keywords","Users"
"2018-03-20","both",5,"","","","","","","","","","","","","",2
"2018-06-19","both",10,"","","","","","","","","","","","","",1
"2018-06-20","both",10,"","","","","","","","","","","","","",1
"2019-06-05","both",10,"","","","","","","","","","","","","",1
"2018-04-13","",20,"","","","","","","","","","","","","",2
"2018-06-17","",20,"","","","","","","","","","","","","",2
"2019-02-05","",20,"","","","","","","","","","","","","",1
"2019-03-30","",20,"","","","","","","","","","","","","",2
"2019-04-15","",20,"","","","","","","","","","","","","",1
"2018-01-21","both",20,"","","","","","","","","","","","","",1
"2018-01-22","both",20,"","","","","","","","","","","","","",2
"2018-01-24","both",20,"","","","","","","","","","","","","",3
"2018-01-25","both",20,"","","","","","","","","","","","","",14
"2018-01-28","both",20,"","","","","","","","","","","","","",1
"2018-01-29","both",20,"","","","","","","","","","","","","",12
"2018-01-30","both",20,"","","","","","","","","","","","","",15
"2018-02-01","both",20,"","","","","","","","","","","","","",2
"2018-02-02","both",20,"","","","","","","","","","","","","",9
"2018-02-04","both",20,"","","","","","","","","","","","","",2
"2018-02-05","both",20,"","","","","","","","","","","","","",2
"2018-02-06","both",20,"","","","","","","","","","","","","",6
"2018-02-08","both",20,"","","","","","","","","","","","","",1
"2018-02-10","both",20,"","","","","","","","","","","","","",4
"2018-02-11","both",20,"","","","","","","","","","","","","",2
"2018-02-12","both",20,"","","","","","","","","","","","","",5
"2018-02-13","both",20,"","","","","","","","","","","","","",1
"2018-02-14","both",20,"","","","","","","","","","","","","",10
"2018-02-15","both",20,"","","","","","","","","","","","","",9
"2018-02-19","both",20,"","","","","","","","","","","","","",3
"2018-02-20","both",20,"","","","","","","","","","","","","",1
"2018-02-22","both",20,"","","","","","","","","","","","","",1
"2018-02-25","both",20,"","","","","","","","","","","","","",1
"2018-02-27","both",20,"","","","","","","","","","","","","",2
"2018-02-28","both",20,"","","","","","","","","","","","","",3
"2018-03-04","both",20,"","","","","","","","","","","","","",1
"2018-03-05","both",20,"","","","","","","","","","","","","",7
"2018-03-08","both",20,"","","","","","","","","","","","","",25
"2018-03-09","both",20,"","","","","","","","","","","","","",1
"2018-03-11","both",20,"","","","","","","","","","","","","",4
"2018-03-14","both",20,"","","","","","","","","","","","","",53
"2018-03-15","both",20,"","","","","","","","","","","","","",7
"2018-03-16","both",20,"","","","","","","","","","","","","",1
"2018-03-17","both",20,"","","","","","","","","","","","","",1
"2018-03-18","both",20,"","","","","","","","","","","","","",1
"2018-03-19","both",20,"","","","","","","","","","","","","",9
"2018-03-20","both",20,"","","","","","","","","","","","","",9
"2018-03-21","both",20,"","","","","","","","","","","","","",2
"2018-03-23","both",20,"","","","","","","","","","","","","",3
"2018-03-25","both",20,"","","","","","","","","","","","","",1
"2018-03-26","both",20,"","","","","","","","","","","","","",2
"2018-03-27","both",20,"","","","","","","","","","","","","",2
"2018-03-29","both",20,"","","","","","","","","","","","","",1
"2018-04-02","both",20,"","","","","","","","","","","","","",5
"2018-04-03","both",20,"","","","","","","","","","","","","",3
"2018-04-05","both",20,"","","","","","","","","","","","","",30
"2018-04-09","both",20,"","","","","","","","","","","","","",6
"2018-04-10","both",20,"","","","","","","","","","","","","",2
"2018-04-11","both",20,"","","","","","","","","","","","","",1
"2018-04-12","both",20,"","","","","","","","","","","","","",7
"2018-04-13","both",20,"","","","","","","","","","","","","",1
"2018-04-16","both",20,"","","","","","","","","","","","","",3
"2018-04-17","both",20,"","","","","","","","","","","","","",1
"2018-04-18","both",20,"","","","","","","","","","","","","",6
"2018-04-19","both",20,"","","","","","","","","","","","","",1
"2018-04-20","both",20,"","","","","","","","","","","","","",3
"2018-04-21","both",20,"","","","","","","","","","","","","",4
"2018-04-22","both",20,"","","","","","","","","","","","","",1
"2018-04-23","both",20,"","","","","","","","","","","","","",2
"2018-04-24","both",20,"","","","","","","","","","","","","",2
"2018-04-25","both",20,"","","","","","","","","","","","","",2
"2018-04-26","both",20,"","","","","","","","","","","","","",9
"2018-04-30","both",20,"","","","","","","","","","","","","",1
"2018-05-01","both",20,"","","","","","","","","","","","","",2
"2018-05-03","both",20,"","","","","","","","","","","","","",6
"2018-05-04","both",20,"","","","","","","","","","","","","",2
"2018-05-08","both",20,"","","","","","","","","","","","","",2
"2018-05-14","both",20,"","","","","","","","","","","","","",4
"2018-05-16","both",20,"","","","","","","","","","","","","",1
"2018-05-17","both",20,"","","","","","","","","","","","","",2
"2018-05-20","both",20,"","","","","","","","","","","","","",1
"2018-05-23","both",20,"","","","","","","","","","","","","",2
"2018-05-24","both",20,"","","","","","","","","","","","","",2
"2018-06-01","both",20,"","","","","","","","","","","","","",1
"2018-06-02","both",20,"","","","","","","","","","","","","",8
"2018-06-04","both",20,"","","","","","","","","","","","","",3
"2018-06-05","both",20,"","","","","","","","","","","","","",3
"2018-06-07","both",20,"","","","","","","","","","","","","",1
"2018-06-10","both",20,"","","","","","","","","","","","","",1
"2018-06-13","both",20,"","","","","","","","","","","","","",1
"2018-06-19","both",20,"","","","","","","","","","","","","",2
"2018-06-21","both",20,"","","","","","","","","","","","","",5
"2018-06-22","both",20,"","","","","","","","","","","","","",1
"2018-06-25","both",20,"","","","","","","","","","","","","",2
"2018-06-29","both",20,"","","","","","","","","","","","","",2
"2018-07-02","both",20,"","","","","","","","","","","","","",1
"2018-07-05","both",20,"","","","","","","","","","","","","",2
"2018-07-11","both",20,"","","","","","","","","","","","","",3
"2018-07-12","both",20,"","","","","","","","","","","","","",1
"2018-07-13","both",20,"","","","","","","","","","","","","",2
"2018-07-16","both",20,"","","","","","","","","","","","","",3
"2018-07-17","both",20,"","","","","","","","","","","","","",1
"2018-07-31","both",20,"","","","","","","","","","","","","",4
"2018-08-08","both",20,"","","","","","","","","","","","","",1
"2018-08-13","both",20,"","","","","","","","","","","","","",2
"2018-08-28","both",20,"","","","","","","","","","","","","",1
"2018-09-12","both",20,"","","","","","","","","","","","","",1
"2018-09-24","both",20,"","","","","","","","","","","","","",2
"2018-11-05","both",20,"","","","","","","","","","","","","",1
"2018-11-06","both",20,"","","","","","","","","","","","","",1
"2018-12-04","both",20,"","","","","","","","","","","","","",1
"2018-12-06","both",20,"","","","","","","","","","","","","",2
"2018-12-07","both",20,"","","","","","","","","","","","","",1
"2018-12-08","both",20,"","","","","","","","","","","","","",2
"2018-12-11","both",20,"","","","","","","","","","","","","",1
"2018-12-14","both",20,"","","","","","","","","","","","","",6
"2018-12-17","both",20,"","","","","","","","","","","","","",5
"2018-12-18","both",20,"","","","","","","","","","","","","",1
"2018-12-21","both",20,"","","","","","","","","","","","","",24
"2018-12-28","both",20,"","","","","","","","","","","","","",2
"2019-01-02","both",20,"","","","","","","","","","","","","",3
"2019-01-03","both",20,"","","","","","","","","","","","","",1
"2019-01-04","both",20,"","","","","","","","","","","","","",5
"2019-01-07","both",20,"","","","","","","","","","","","","",3
"2019-01-08","both",20,"","","","","","","","","","","","","",3
"2019-01-09","both",20,"","","","","","","","","","","","","",1
"2019-01-10","both",20,"","","","","","","","","","","","","",5
"2019-01-11","both",20,"","","","","","","","","","","","","",2
"2019-01-14","both",20,"","","","","","","","","","","","","",5
"2019-01-15","both",20,"","","","","","","","","","","","","",1
"2019-01-17","both",20,"","","","","","","","","","","","","",1
"2019-01-19","both",20,"","","","","","","","","","","","","",1
"2019-01-22","both",20,"","","","","","","","","","","","","",5
"2019-01-23","both",20,"","","","","","","","","","","","","",23
"2019-01-24","both",20,"","","","","","","","","","","","","",3
"2019-01-28","both",20,"","","","","","","","","","","","","",2
"2019-01-29","both",20,"","","","","","","","","","","","","",3
"2019-01-30","both",20,"","","","","","","","","","","","","",3
"2019-02-01","both",20,"","","","","","","","","","","","","",2
"2019-02-04","both",20,"","","","","","","","","","","","","",1
"2019-02-05","both",20,"","","","","","","","","","","","","",1
"2019-02-07","both",20,"","","","","","","","","","","","","",1
"2019-02-08","both",20,"","","","","","","","","","","","","",6
"2019-02-10","both",20,"","","","","","","","","","","","","",1
"2019-02-11","both",20,"","","","","","","","","","","","","",3
"2019-02-14","both",20,"","","","","","","","","","","","","",1
"2019-02-15","both",20,"","","","","","","","","","","","","",2
"2019-02-17","both",20,"","","","","","","","","","","","","",2
"2019-02-18","both",20,"","","","","","","","","","","","","",4
"2019-02-19","both",20,"","","","","","","","","","","","","",1
"2019-02-20","both",20,"","","","","","","","","","","","","",1
"2019-02-22","both",20,"","","","","","","","","","","","","",1
"2019-02-25","both",20,"","","","","","","","","","","","","",1
"2019-02-27","both",20,"","","","","","","","","","","","","",1
"2019-03-01","both",20,"","","","","","","","","","","","","",4
"2019-03-04","both",20,"","","","","","","","","","","","","",5
"2019-03-05","both",20,"","","","","","","","","","","","","",2
"2019-03-06","both",20,"","","","","","","","","","","","","",3
"2019-03-07","both",20,"","","","","","","","","","","","","",1
"2019-03-08","both",20,"","","","","","","","","","","","","",3
"2019-03-11","both",20,"","","","","","","","","","","","","",2
"2019-03-12","both",20,"","","","","","","","","","","","","",4
"2019-03-13","both",20,"","","","","","","","","","","","","",1
"2019-03-14","both",20,"","","","","","","","","","","","","",1
"2019-03-15","both",20,"","","","","","","","","","","","","",1
"2019-03-18","both",20,"","","","","","","","","","","","","",1
"2019-03-19","both",20,"","","","","","","","","","","","","",3
"2019-03-23","both",20,"","","","","","","","","","","","","",2
"2019-03-24","both",20,"","","","","","","","","","","","","",1
"2019-03-25","both",20,"","","","","","","","","","","","","",1
"2019-04-01","both",20,"","","","","","","","","","","","","",2
"2019-04-02","both",20,"","","","","","","","","","","","","",1
"2019-04-03","both",20,"","","","","","","","","","","","","",1
"2019-04-05","both",20,"","","","","","","","","","","","","",2
"2019-04-08","both",20,"","","","","","","","","","","","","",9
"2019-04-09","both",20,"","","","","","","","","","","","","",2
"2019-04-10","both",20,"","","","","","","","","","","","","",2
"2019-04-11","both",20,"","","","","","","","","","","","","",1
"2019-04-12","both",20,"","","","","","","","","","","","","",2
"2019-04-14","both",20,"","","","","","","","","","","","","",1
"2019-04-16","both",20,"","","","","","","","","","","","","",1
"2019-04-21","both",20,"","","","","","","","","","","","","",2
"2019-04-22","both",20,"","","","","","","","","","","","","",3
"2019-04-23","both",20,"","","","","","","","","","","","","",1
"2019-04-25","both",20,"","","","","","","","","","","","","",16
"2019-04-29","both",20,"","","","","","","","","","","","","",1
"2019-05-01","both",20,"","","","","","","","","","","","","",3
"2019-05-02","both",20,"","","","","","","","","","","","","",1
"2019-05-06","both",20,"","","","","","","","","","","","","",4
"2019-05-07","both",20,"","","","","","","","","","","","","",3
"2019-05-14","both",20,"","","","","","","","","","","","","",3
"2019-05-15","both",20,"","","","","","","","","","","","","",2
"2019-05-17","both",20,"","","","","","","","","","","","","",1
"2019-05-21","both",20,"","","","","","","","","","","","","",2
"2019-05-23","both",20,"","","","","","","","","","","","","",1
"2019-05-28","both",20,"","","","","","","","","","","","","",3
"2019-05-29","both",20,"","","","","","","","","","","","","",2
"2019-05-30","both",20,"","","","","","","","","","","","","",1
"2019-05-31","both",20,"","","","","","","","","","","","","",6
"2019-06-07","both",20,"","","","","","","","","","","","","",1
"2019-06-11","both",20,"","","","","","","","","","","","","",1
"2019-06-12","both",20,"","","","","","","","","","","","","",1
"2019-06-13","both",20,"","","","","","","","","","","","","",1
"2019-06-14","both",20,"","","","","","","","","","","","","",1
"2019-06-19","both",20,"","","","","","","","","","","","","",1
"2019-07-06","both",20,"","","","","","","","","","","","","",2
"2019-07-08","both",20,"","","","","","","","","","","","","",1
"2019-07-09","both",20,"","","","","","","","","","","","","",1
"2019-07-16","both",20,"","","","","","","","","","","","","",5
"2019-07-19","both",20,"","","","","","","","","","","","","",2
"2019-07-22","both",20,"","","","","","","","","","","","","",1
"2019-07-25","both",20,"","","","","","","","","","","","","",2
"2018-03-15","female",20,"","","","","","","","","","","","","",2
"2019-02-23","female",20,"","","","","","","","","","","","","",3
"2019-03-20","female",20,"","","","","","","","","","","","","",2
"2018-03-15","male",20,"","","","","","","","","","","","","",1
"2018-04-21","both",5,"academic","","","","","","","","","","","","",1
"2018-01-22","both",20,"academic","","","","","","","","","","","","",5
"2018-01-31","both",20,"academic","","","","","","","","","","","","",3
"2018-02-06","both",20,"academic","","","","","","","","","","","","",4
"2018-02-08","both",20,"academic","","","","","","","","","","","","",2
"2018-02-09","both",20,"academic","","","","","","","","","","","","",1
"2018-02-10","both",20,"academic","","","","","","","","","","","","",2
"2018-02-11","both",20,"academic","","","","","","","","","","","","",1
"2018-02-15","both",20,"academic","","","","","","","","","","","","",1
"2018-02-22","both",20,"academic","","","","","","","","","","","","",1
"2018-02-25","both",20,"academic","","","","","","","","","","","","",2
"2018-02-28","both",20,"academic","","","","","","","","","","","","",8
"2018-03-01","both",20,"academic","","","","","","","","","","","","",1
"2018-03-04","both",20,"academic","","","","","","","","","","","","",2
"2018-03-11","both",20,"academic","","","","","","","","","","","","",1
"2018-03-12","both",20,"academic","","","","","","","","","","","","",1
"2018-03-14","both",20,"academic","","","","","","","","","","","","",1
"2018-03-15","both",20,"academic","","","","","","","","","","","","",1
"2018-03-20","both",20,"academic","","","","","","","","","","","","",2
"2018-03-25","both",20,"academic","","","","","","","","","","","","",1
"2018-04-01","both",20,"academic","","","","","","","","","","","","",1
"2018-04-02","both",20,"academic","","","","","","","","","","","","",2
"2018-04-03","both",20,"academic","","","","","","","","","","","","",2
"2018-04-04","both",20,"academic","","","","","","","","","","","","",3
"2018-04-05","both",20,"academic","","","","","","","","","","","","",4
"2018-04-06","both",20,"academic","","","","","","","","","","","","",10
"2018-04-08","both",20,"academic","","","","","","","","","","","","",27
"2018-04-09","both",20,"academic","","","","","","","","","","","","",10
"2018-04-11","both",20,"academic","","","","","","","","","","","","",3
"2018-04-18","both",20,"academic","","","","","","","","","","","","",5
"2018-04-20","both",20,"academic","","","","","","","","","","","","",1
"2018-04-21","both",20,"academic","","","","","","","","","","","","",4
"2018-04-28","both",20,"academic","","","","","","","","","","","","",1
"2018-04-30","both",20,"academic","","","","","","","","","","","","",1
"2018-05-01","both",20,"academic","","","","","","","","","","","","",3
"2018-05-05","both",20,"academic","","","","","","","","","","","","",2
"2018-05-08","both",20,"academic","","","","","","","","","","","","",3
"2018-05-09","both",20,"academic","","","","","","","","","","","","",2
"2018-05-11","both",20,"academic","","","","","","","","","","","","",4
"2018-05-13","both",20,"academic","","","","","","","","","","","","",2
"2018-05-15","both",20,"academic","","","","","","","","","","","","",3
"2018-05-17","both",20,"academic","","","","","","","","","","","","",3
"2018-05-20","both",20,"academic","","","","","","","","","","","","",5
"2018-05-21","both",20,"academic","","","","","","","","","","","","",2
"2018-05-23","both",20,"academic","","","","","","","","","","","","",7
"2018-05-25","both",20,"academic","","","","","","","","","","","","",3
"2018-05-26","both",20,"academic","","","","","","","","","","","","",1
"2018-05-29","both",20,"academic","","","","","","","","","","","","",11
"2018-06-01","both",20,"academic","","","","","","","","","","","","",4
"2018-06-03","both",20,"academic","","","","","","","","","","","","",1
"2018-06-04","both",20,"academic","","","","","","","","","","","","",3
"2018-06-08","both",20,"academic","","","","","","","","","","","","",1
"2018-06-09","both",20,"academic","","","","","","","","","","","","",3
"2018-06-10","both",20,"academic","","","","","","","","","","","","",1
"2018-06-11","both",20,"academic","","","","","","","","","","","","",1
"2018-06-12","both",20,"academic","","","","","","","","","","","","",6
"2018-06-17","both",20,"academic","","","","","","","","","","","","",2
"2018-06-18","both",20,"academic","","","","","","","","","","","","",6
"2018-06-19","both",20,"academic","","","","","","","","","","","","",6
"2018-06-20","both",20,"academic","","","","","","","","","","","","",6
"2018-06-21","both",20,"academic","","","","","","","","","","","","",16
"2018-06-22","both",20,"academic","","","","","","","","","","","","",4
"2018-06-29","both",20,"academic","","","","","","","","","","","","",3
"2018-07-06","both",20,"academic","","","","","","","","","","","","",1
"2018-07-08","both",20,"academic","","","","","","","","","","","","",1
"2018-07-11","both",20,"academic","","","","","","","","","","","","",1
"2018-07-12","both",20,"academic","","","","","","","","","","","","",1
"2018-07-19","both",20,"academic","","","","","","","","","","","","",2
"2018-07-21","both",20,"academic","","","","","","","","","","","","",2
"2018-08-01","both",20,"academic","","","","","","","","","","","","",1
"2018-08-06","both",20,"academic","","","","","","","","","","","","",1
"2018-08-16","both",20,"academic","","","","","","","","","","","","",2
"2018-08-30","both",20,"academic","","","","","","","","","","","","",2
"2018-09-10","both",20,"academic","","","","","","","","","","","","",3
"2018-10-01","both",20,"academic","","","","","","","","","","","","",1
"2018-10-11","both",20,"academic","","","","","","","","","","","","",5
"2018-12-19","both",20,"academic","","","","","","","","","","","","",1
"2018-12-21","both",20,"academic","","","","","","","","","","","","",1
"2019-01-02","both",20,"academic","","","","","","","","","","","","",3
"2019-01-03","both",20,"academic","","","","","","","","","","","","",8
"2019-01-17","both",20,"academic","","","","","","","","","","","","",2
"2019-01-21","both",20,"academic","","","","","","","","","","","","",1
"2019-01-23","both",20,"academic","","","","","","","","","","","","",3
"2019-01-25","both",20,"academic","","","","","","","","","","","","",3
"2019-01-27","both",20,"academic","","","","","","","","","","","","",1
"2019-01-29","both",20,"academic","","","","","","","","","","","","",1
"2019-02-04","both",20,"academic","","","","","","","","","","","","",1
"2019-02-09","both",20,"academic","","","","","","","","","","","","",1
"2019-02-12","both",20,"academic","","","","","","","","","","","","",14
"2019-02-17","both",20,"academic","","","","","","","","","","","","",1
"2019-02-18","both",20,"academic","","","","","","","","","","","","",5
"2019-03-03","both",20,"academic","","","","","","","","","","","","",3
"2019-03-04","both",20,"academic","","","","","","","","","","","","",5
"2019-03-05","both",20,"academic","","","","","","","","","","","","",1
"2019-03-07","both",20,"academic","","","","","","","","","","","","",5
"2019-03-13","both",20,"academic","","","","","","","","","","","","",2
"2019-03-14","both",20,"academic","","","","","","","","","","","","",20
"2019-03-15","both",20,"academic","","","","","","","","","","","","",6
"2019-03-16","both",20,"academic","","","","","","","","","","","","",1
"2019-03-17","both",20,"academic","","","","","","","","","","","","",2
"2019-03-18","both",20,"academic","","","","","","","","","","","","",2
"2019-03-19","both",20,"academic","","","","","","","","","","","","",5
"2019-03-20","both",20,"academic","","","","","","","","","","","","",1
"2019-03-21","both",20,"academic","","","","","","","","","","","","",6
"2019-03-22","both",20,"academic","","","","","","","","","","","","",1
"2019-03-24","both",20,"academic","","","","","","","","","","","","",1
"2019-03-25","both",20,"academic","","","","","","","","","","","","",3
"2019-03-27","both",20,"academic","","","","","","","","","","","","",4
"2019-03-28","both",20,"academic","","","","","","","","","","","","",3
"2019-03-29","both",20,"academic","","","","","","","","","","","","",1
"2019-03-30","both",20,"academic","","","","","","","","","","","","",1
"2019-03-31","both",20,"academic","","","","","","","","","","","","",2
"2019-04-01","both",20,"academic","","","","","","","","","","","","",12
"2019-04-02","both",20,"academic","","","","","","","","","","","","",1
"2019-04-03","both",20,"academic","","","","","","","","","","","","",1
"2019-04-04","both",20,"academic","","","","","","","","","","","","",4
"2019-04-07","both",20,"academic","","","","","","","","","","","","",1
"2019-04-08","both",20,"academic","","","","","","","","","","","","",1
"2019-04-10","both",20,"academic","","","","","","","","","","","","",2
"2019-04-11","both",20,"academic","","","","","","","","","","","","",10
"2019-04-12","both",20,"academic","","","","","","","","","","","","",6
"2019-04-13","both",20,"academic","","","","","","","","","","","","",1
"2019-04-14","both",20,"academic","","","","","","","","","","","","",2
"2019-04-15","both",20,"academic","","","","","","","","","","","","",5
"2019-04-18","both",20,"academic","","","","","","","","","","","","",1
"2019-04-19","both",20,"academic","","","","","","","","","","","","",4
"2019-04-20","both",20,"academic","","","","","","","","","","","","",3
"2019-04-22","both",20,"academic","","","","","","","","","","","","",1
"2019-04-24","both",20,"academic","","","","","","","","","","","","",1
"2019-04-25","both",20,"academic","","","","","","","","","","","","",2
"2019-04-26","both",20,"academic","","","","","","","","","","","","",10
"2019-04-29","both",20,"academic","","","","","","","","","","","","",5
"2019-04-30","both",20,"academic","","","","","","","","","","","","",11
"2019-05-01","both",20,"academic","","","","","","","","","","","","",2
"2019-05-02","both",20,"academic","","","","","","","","","","","","",1
"2019-05-03","both",20,"academic","","","","","","","","","","","","",4
"2019-05-04","both",20,"academic","","","","","","","","","","","","",2
"2019-05-05","both",20,"academic","","","","","","","","","","","","",2
"2019-05-06","both",20,"academic","","","","","","","","","","","","",3
"2019-05-07","both",20,"academic","","","","","","","","","","","","",3
"2019-05-08","both",20,"academic","","","","","","","","","","","","",10
"2019-05-09","both",20,"academic","","","","","","","","","","","","",22
"2019-05-10","both",20,"academic","","","","","","","","","","","","",1
"2019-05-11","both",20,"academic","","","","","","","","","","","","",4
"2019-05-12","both",20,"academic","","","","","","","","","","","","",1
"2019-05-13","both",20,"academic","","","","","","","","","","","","",3
"2019-05-14","both",20,"academic","","","","","","","","","","","","",1
"2019-05-16","both",20,"academic","","","","","","","","","","","","",4
"2019-05-17","both",20,"academic","","","","","","","","","","","","",4
"2019-05-18","both",20,"academic","","","","","","","","","","","","",1
"2019-05-19","both",20,"academic","","","","","","","","","","","","",3
"2019-05-20","both",20,"academic","","","","","","","","","","","","",4
"2019-05-21","both",20,"academic","","","","","","","","","","","","",6
"2019-05-23","both",20,"academic","","","","","","","","","","","","",4
"2019-05-24","both",20,"academic","","","","","","","","","","","","",1
"2019-05-25","both",20,"academic","","","","","","","","","","","","",1
"2019-05-26","both",20,"academic","","","","","","","","","","","","",1
"2019-05-27","both",20,"academic","","","","","","","","","","","","",3
"2019-05-28","both",20,"academic","","","","","","","","","","","","",2
"2019-05-29","both",20,"academic","","","","","","","","","","","","",6
"2019-05-30","both",20,"academic","","","","","","","","","","","","",2
"2019-05-31","both",20,"academic","","","","","","","","","","","","",11
"2019-06-01","both",20,"academic","","","","","","","","","","","","",2
"2019-06-02","both",20,"academic","","","","","","","","","","","","",2
"2019-06-03","both",20,"academic","","","","","","","","","","","","",5
"2019-06-04","both",20,"academic","","","","","","","","","","","","",4
"2019-06-05","both",20,"academic","","","","","","","","","","","","",5
"2019-06-06","both",20,"academic","","","","","","","","","","","","",2
"2019-06-07","both",20,"academic","","","","","","","","","","","","",13
"2019-06-10","both",20,"academic","","","","","","","","","","","","",1
"2019-06-16","both",20,"academic","","","","","","","","","","","","",2
"2019-07-11","both",20,"academic","","","","","","","","","","","","",2
"2019-07-22","both",20,"academic","","","","","","","","","","","","",2
"2019-07-24","both",20,"academic","","","","","","","","","","","","",1
"2018-03-01","both",1000,"academic","","","","","","","","","","","","",58
"2019-05-02","both",20,"art","","","","","","","","","","","","",2
"2019-05-05","both",20,"art","","","","","","","","","","","","",1
"2019-05-09","both",20,"art","","","","","","","","","","","","",2
"2019-05-11","both",20,"art","","","","","","","","","","","","",2
"2019-05-15","both",20,"art","","","","","","","","","","","","",1
"2019-05-17","both",20,"art","","","","","","","","","","","","",2
"2019-05-25","both",20,"art","","","","","","","","","","","","",2
"2019-05-31","both",20,"art","","","","","","","","","","","","",1
"2019-06-01","both",20,"art","","","","","","","","","","","","",1
"2019-06-02","both",20,"art","","","","","","","","","","","","",2
"2019-06-03","both",20,"art","","","","","","","","","","","","",1
"2019-06-05","both",20,"art","","","","","","","","","","","","",1
"2019-06-06","both",20,"art","","","","","","","","","","","","",1
"2019-06-10","both",20,"art","","","","","","","","","","","","",1
"2019-07-18","both",20,"art","","","","","","","","","","","","",1
"2018-01-22","both",20,"arts","","","","","","","","","","","","",3
"2018-01-25","both",20,"arts","","","","","","","","","","","","",2
"2018-01-29","both",20,"arts","","","","","","","","","","","","",1
"2018-01-31","both",20,"arts","","","","","","","","","","","","",2
"2018-02-01","both",20,"arts","","","","","","","","","","","","",3
"2018-02-06","both",20,"arts","","","","","","","","","","","","",2
"2018-02-07","both",20,"arts","","","","","","","","","","","","",1
"2018-02-09","both",20,"arts","","","","","","","","","","","","",1
"2018-02-11","both",20,"arts","","","","","","","","","","","","",1
"2018-02-12","both",20,"arts","","","","","","","","","","","","",2
"2018-02-16","both",20,"arts","","","","","","","","","","","","",9
"2018-02-19","both",20,"arts","","","","","","","","","","","","",2
"2018-02-20","both",20,"arts","","","","","","","","","","","","",1
"2018-02-21","both",20,"arts","","","","","","","","","","","","",37
"2018-02-22","both",20,"arts","","","","","","","","","","","","",10
"2018-02-23","both",20,"arts","","","","","","","","","","","","",1
"2018-02-24","both",20,"arts","","","","","","","","","","","","",1
"2018-02-25","both",20,"arts","","","","","","","","","","","","",2
"2018-02-26","both",20,"arts","","","","","","","","","","","","",2
"2018-02-27","both",20,"arts","","","","","","","","","","","","",3
"2018-03-02","both",20,"arts","","","","","","","","","","","","",2
"2018-03-04","both",20,"arts","","","","","","","","","","","","",5
"2018-03-06","both",20,"arts","","","","","","","","","","","","",3
"2018-03-07","both",20,"arts","","","","","","","","","","","","",3
"2018-03-10","both",20,"arts","","","","","","","","","","","","",2
"2018-03-11","both",20,"arts","","","","","","","","","","","","",1
"2018-03-12","both",20,"arts","","","","","","","","","","","","",1
"2018-03-13","both",20,"arts","","","","","","","","","","","","",2
"2018-03-15","both",20,"arts","","","","","","","","","","","","",1
"2018-03-16","both",20,"arts","","","","","","","","","","","","",15
"2018-03-20","both",20,"arts","","","","","","","","","","","","",10
"2018-03-21","both",20,"arts","","","","","","","","","","","","",1
"2018-03-23","both",20,"arts","","","","","","","","","","","","",1
"2018-03-25","both",20,"arts","","","","","","","","","","","","",2
"2018-03-26","both",20,"arts","","","","","","","","","","","","",3
"2018-03-27","both",20,"arts","","","","","","","","","","","","",1
"2018-03-30","both",20,"arts","","","","","","","","","","","","",1
"2018-04-01","both",20,"arts","","","","","","","","","","","","",8
"2018-04-02","both",20,"arts","","","","","","","","","","","","",11
"2018-04-03","both",20,"arts","","","","","","","","","","","","",1
"2018-04-05","both",20,"arts","","","","","","","","","","","","",3
"2018-04-09","both",20,"arts","","","","","","","","","","","","",4
"2018-04-10","both",20,"arts","","","","","","","","","","","","",2
"2018-04-11","both",20,"arts","","","","","","","","","","","","",9
"2018-04-16","both",20,"arts","","","","","","","","","","","","",1
"2018-04-20","both",20,"arts","","","","","","","","","","","","",5
"2018-04-23","both",20,"arts","","","","","","","","","","","","",1
"2018-04-26","both",20,"arts","","","","","","","","","","","","",7
"2018-04-30","both",20,"arts","","","","","","","","","","","","",9
"2018-05-01","both",20,"arts","","","","","","","","","","","","",1
"2018-05-07","both",20,"arts","","","","","","","","","","","","",2
"2018-05-08","both",20,"arts","","","","","","","","","","","","",2
"2018-05-11","both",20,"arts","","","","","","","","","","","","",1
"2018-05-14","both",20,"arts","","","","","","","","","","","","",2
"2018-05-15","both",20,"arts","","","","","","","","","","","","",46
"2018-05-16","both",20,"arts","","","","","","","","","","","","",3
"2018-05-17","both",20,"arts","","","","","","","","","","","","",52
"2018-05-18","both",20,"arts","","","","","","","","","","","","",38
"2018-05-19","both",20,"arts","","","","","","","","","","","","",1
"2018-05-20","both",20,"arts","","","","","","","","","","","","",1
"2018-05-21","both",20,"arts","","","","","","","","","","","","",2
"2018-05-22","both",20,"arts","","","","","","","","","","","","",12
"2018-05-29","both",20,"arts","","","","","","","","","","","","",8
"2018-05-30","both",20,"arts","","","","","","","","","","","","",5
"2018-05-31","both",20,"arts","","","","","","","","","","","","",1
"2018-06-01","both",20,"arts","","","","","","","","","","","","",4
"2018-06-02","both",20,"arts","","","","","","","","","","","","",4
"2018-06-03","both",20,"arts","","","","","","","","","","","","",1
"2018-06-04","both",20,"arts","","","","","","","","","","","","",2
"2018-06-05","both",20,"arts","","","","","","","","","","","","",2
"2018-06-06","both",20,"arts","","","","","","","","","","","","",2
"2018-06-12","both",20,"arts","","","","","","","","","","","","",2
"2018-06-21","both",20,"arts","","","","","","","","","","","","",2
"2018-06-28","both",20,"arts","","","","","","","","","","","","",18
