"Date","gender","distance","category","mincost","maxcost","sessiontimes","maxage","minage","sort","location","scholarships","specialneeds","beforeaftercare","gifted","keywords","Users"
"2019-05-06","both",20,"nature","","","","","","Cost","","","","","","",3
"2019-05-23","both",20,"nature","","","","","","Cost","","","","","","",1
"2019-05-28","both",20,"nature","","","","","","Cost","","","","","","",1
"2019-06-03","both",20,"nature","","","","","","Cost","","","","","","",2
"2019-06-04","both",20,"nature","","","","","","Cost","","","","","","",56
"2019-06-09","both",20,"nature","","","","","","Cost","","","","","","",1
"2019-06-14","both",20,"nature","","","","","","Cost","","","","","","",2
"2019-07-09","both",20,"nature","","","","","","Cost","","","","","","",6
"2018-02-06","both",20,"sports","","","","","","Cost","","","","","","",1
"2018-03-05","both",20,"sports","","","","","","Cost","","","","","","",1
"2018-03-16","both",20,"sports","","","","","","Cost","","","","","","",6
"2018-04-24","both",20,"sports","","","","","","Cost","","","","","","",6
"2018-05-08","both",20,"sports","","","","","","Cost","","","","","","",1
"2018-06-02","both",20,"sports","","","","","","Cost","","","","","","",1
"2018-06-03","both",20,"sports","","","","","","Cost","","","","","","",1
"2018-07-21","both",20,"sports","","","","","","Cost","","","","","","",11
"2018-07-23","both",20,"sports","","","","","","Cost","","","","","","",2
"2019-02-04","both",20,"sports","","","","","","Cost","","","","","","",1
"2019-02-05","both",20,"sports","","","","","","Cost","","","","","","",2
"2019-02-28","both",20,"sports","","","","","","Cost","","","","","","",1
"2019-03-04","both",20,"sports","","","","","","Cost","","","","","","",2
"2019-04-02","both",20,"sports","","","","","","Cost","","","","","","",2
"2019-04-03","both",20,"sports","","","","","","Cost","","","","","","",1
"2019-04-12","both",20,"sports","","","","","","Cost","","","","","","",7
"2019-04-13","both",20,"sports","","","","","","Cost","","","","","","",3
"2019-04-14","both",20,"sports","","","","","","Cost","","","","","","",6
"2019-05-01","both",20,"sports","","","","","","Cost","","","","","","",1
"2019-05-03","both",20,"sports","","","","","","Cost","","","","","","",1
"2019-05-05","both",20,"sports","","","","","","Cost","","","","","","",1
"2019-05-06","both",20,"sports","","","","","","Cost","","","","","","",3
"2019-05-07","both",20,"sports","","","","","","Cost","","","","","","",8
"2019-05-09","both",20,"sports","","","","","","Cost","","","","","","",1
"2019-05-15","both",20,"sports","","","","","","Cost","","","","","","",3
"2019-05-24","both",20,"sports","","","","","","Cost","","","","","","",2
"2019-05-26","both",20,"sports","","","","","","Cost","","","","","","",7
"2019-06-03","both",20,"sports","","","","","","Cost","","","","","","",2
"2019-06-04","both",20,"sports","","","","","","Cost","","","","","","",44
"2019-06-12","both",20,"sports","","","","","","Cost","","","","","","",5
"2019-07-10","both",20,"sports","","","","","","Cost","","","","","","",3
"2019-07-19","both",20,"sports","","","","","","Cost","","","","","","",10
"2018-03-15","both",20,"stem","","","","","","Cost","","","","","","",1
"2018-06-11","both",20,"stem","","","","","","Cost","","","","","","",2
"2018-06-12","both",20,"stem","","","","","","Cost","","","","","","",4
"2018-06-13","both",20,"stem","","","","","","Cost","","","","","","",1
"2019-01-18","both",20,"stem","","","","","","Cost","","","","","","",3
"2019-02-05","both",20,"stem","","","","","","Cost","","","","","","",1
"2019-03-20","both",20,"stem","","","","","","Cost","","","","","","",8
"2019-03-30","both",20,"stem","","","","","","Cost","","","","","","",1
"2019-04-17","both",20,"stem","","","","","","Cost","","","","","","",2
"2019-05-05","both",20,"stem","","","","","","Cost","","","","","","",8
"2019-06-02","both",20,"stem","","","","","","Cost","","","","","","",2
"2019-06-09","both",20,"stem","","","","","","Cost","","","","","","",5
"2019-06-19","both",20,"stem","","","","","","Cost","","","","","","",3
"2019-04-19","both",20,"","0","","","","","Cost","","","","","","",1
"2018-04-20","both",20,"","","0","","","","Cost","","","","","","",1
"2018-12-18","both",20,"","","0","","","","Cost","","","","","","",1
"2019-01-24","both",20,"drama","","0","","","","Cost","","","","","","",2
"2018-05-23","both",20,"stem","","0","","","","Cost","","","","","","",1
"2019-07-15","both",4,"","0","0","","","","Cost","","","","","","",4
"2018-01-21","both",20,"","0","0","","","","Cost","","","","","","",2
"2018-03-22","both",20,"","0","0","","","","Cost","","","","","","",1
"2018-04-30","both",20,"","0","0","","","","Cost","","","","","","",4
"2018-05-03","both",20,"","0","0","","","","Cost","","","","","","",1
"2018-05-05","both",20,"","0","0","","","","Cost","","","","","","",1
"2018-05-08","both",20,"","0","0","","","","Cost","","","","","","",3
"2018-06-05","both",20,"","0","0","","","","Cost","","","","","","",3
"2019-04-02","both",20,"","0","0","","","","Cost","","","","","","",2
"2019-04-08","both",20,"","0","0","","","","Cost","","","","","","",1
"2019-05-06","both",20,"","0","0","","","","Cost","","","","","","",6
"2019-06-03","both",20,"","0","0","","","","Cost","","","","","","",1
"2019-06-26","both",20,"","0","0","","","","Cost","","","","","","",6
"2018-05-19","both",20,"arts","0","0","","","","Cost","","","","","","",2
"2018-07-12","both",20,"arts","0","0","","","","Cost","","","","","","",1
"2018-03-16","both",20,"","","0.00","","","","Cost","","","","","","",1
"2019-06-26","both",20,"cooking","","100","","","","Cost","","","","","","",1
"2018-02-25","both",20,"","0","100","","","","Cost","","","","","","",1
"2019-05-29","both",20,"academic","0","100","","","","Cost","","","","","","",17
"2018-05-04","both",20,"","0","1000","","","","Cost","","","","","","",3
"2018-05-04","both",20,"cooking","0","1000","","","","Cost","","","","","","",1
"2018-04-05","both",20,"","","150","","","","Cost","","","","","","",1
"2018-04-05","both",20,"stem","","150","","","","Cost","","","","","","",1
"2019-07-15","both",2,"","0","25","","","","Cost","","","","","","",1
"2019-05-06","both",20,"drama","0","250","","","","Cost","","","","","","",2
"2018-06-01","both",20,"arts","0","300","","","","Cost","","","","","","",4
"2018-02-09","both",20,"","","350","","","","Cost","","","","","","",1
"2019-04-01","both",20,"arts","0","45","","","","Cost","","","","","","",1
"2018-03-27","both",20,"","0","50","","","","Cost","","","","","","",2
"2018-04-28","both",20,"","0","50","","","","Cost","","","","","","",2
"2018-03-16","both",20,"arts","300","600","","","","Cost","","","","","","",23
"2018-04-10","both",20,"","","","afternoon","","","Cost","","","","","","",1
"2019-05-09","both",20,"","","","day","","","Cost","","","","","","",1
"2018-06-05","both",20,"stem","0","20","day","","","Cost","","","","","","",1
"2019-02-18","both",20,"","0","250","day","","","Cost","","","","","","",2
"2018-03-19","both",20,"","","","morning","","","Cost","","","","","","",1
"2019-04-19","both",20,"music","0","","morning","","","Cost","","","","","","",6
"2018-06-08","both",20,"","1","200","morning","","","Cost","","","","","","",5
"2018-06-13","both",20,"stem","0","200","","12","","Cost","","","","","","",1
"2019-05-31","both",20,"","0","50","","3","0","Cost","","","","","","",20
"2019-06-14","both",20,"nature","0","75","","7","0","Cost","","","","","","",7
"2018-04-10","both",20,"","","","","3","1","Cost","","","","","","",16
"2018-04-12","both",20,"","","","","3","1","Cost","","","","","","",5
"2018-06-12","both",20,"stem","","","","7","1","Cost","","","","","","",13
"2018-06-19","both",20,"stem","","","","7","1","Cost","","","","","","",1
"2018-06-25","both",20,"stem","","","","7","1","Cost","","","","","","",1
"2019-05-09","both",20,"drama","","","","10","10","Cost","","","","","","",4
"2019-05-15","both",20,"","","","","13","10","Cost","","","","","","",1
"2018-05-16","both",20,"academic","","","","13","10","Cost","","","","","","",1
"2018-03-08","both",20,"drama","","","","13","10","Cost","","","","","","",2
"2018-03-09","both",20,"drama","","","","13","10","Cost","","","","","","",2
"2018-04-26","both",20,"drama","","","","13","10","Cost","","","","","","",1
"2018-06-03","both",20,"nature","","","","13","10","Cost","","","","","","",2
"2019-04-11","both",20,"nature","","","","13","10","Cost","","","","","","",1
"2019-05-10","both",20,"sports","","","","13","10","Cost","","","","","","",8
"2018-06-03","both",20,"nature","0","0","","13","10","Cost","","","","","","",1
"2019-04-18","both",20,"stem","","100","","13","10","Cost","","","","","","",1
"2019-05-08","both",20,"academic","1","10000","","13","10","Cost","","","","","","",1
"2019-03-27","both",20,"academic","0","100","day","13","10","Cost","","","","","","",3
"2019-03-27","both",20,"cooking","0","100","day","13","10","Cost","","","","","","",4
"2019-05-13","both",20,"music","","","","18","10","Cost","","","","","","",9
"2018-05-17","both",20,"academic","0","0","","15","11","Cost","","","","","","",2
"2018-03-17","both",20,"","0","200","","16","12","Cost","","","","","","",1
"2018-05-05","both",20,"sports","","","","18","14","Cost","","","","","","",2
"2018-03-19","both",20,"","","","","18","16","Cost","","","","","","",1
"2019-05-31","both",20,"sports","0","100","evening","13","2","Cost","","","","","","",3
"2019-03-22","both",20,"","0","180","","7","2","Cost","","","","","","",2
"2018-06-12","both",20,"","0","0","","12","3","Cost","","","","","","",1
"2019-06-25","both",20,"nature","0","50","","3","3","Cost","","","","","","",15
"2019-07-07","both",20,"nature","0","50","","3","3","Cost","","","","","","",1
"2018-05-30","both",20,"","0","100","","4","3","Cost","","","","","","",7
"2019-06-25","both",20,"nature","0","50","","4","3","Cost","","","","","","",1
"2019-05-31","both",20,"arts","","","","5","3","Cost","","","","","","",1
"2018-04-10","both",20,"dance","","","","5","3","Cost","","","","","","",1
"2019-05-31","both",20,"dance","","","","5","3","Cost","","","","","","",1
"2019-06-10","both",20,"dance","","","","5","3","Cost","","","","","","",5
"2019-03-12","both",20,"drama","","","","5","3","Cost","","","","","","",2
"2019-07-07","both",20,"drama","","","","5","3","Cost","","","","","","",1
"2018-06-10","both",20,"sports","","","","5","3","Cost","","","","","","",6
"2019-03-26","both",20,"sports","","","","5","3","Cost","","","","","","",2
"2018-03-29","both",20,"academic","0","100","","5","3","Cost","","","","","","",5
"2018-06-12","both",20,"drama","0","50","","5","3","Cost","","","","","","",4
"2019-06-25","both",20,"nature","0","50","","5","3","Cost","","","","","","",1
"2019-05-07","both",20,"dance","0","0","","8","3","Cost","","","","","","",2
"2019-05-07","both",20,"nature","0","0","","8","3","Cost","","","","","","",6
"2018-04-20","both",20,"","","0","","7","5","Cost","","","","","","",1
"2018-03-13","both",20,"stem","","","","8","5","Cost","","","","","","",2
"2018-05-09","both",20,"dance","100","150","morning","8","5","Cost","","","","","","",2
"2018-06-06","both",20,"","","300","","11","6","Cost","","","","","","",1
"2018-05-01","both",20,"academic","","","","9","6","Cost","","","","","","",2
"2018-06-06","both",20,"drama","","","","9","6","Cost","","","","","","",2
"2018-06-10","both",20,"drama","","","","9","6","Cost","","","","","","",2
"2019-06-04","both",20,"drama","","","","9","6","Cost","","","","","","",1
"2018-02-09","both",20,"music","","","","9","6","Cost","","","","","","",8
"2018-04-09","both",20,"music","","","","9","6","Cost","","","","","","",3
"2018-05-03","both",20,"music","","","","9","6","Cost","","","","","","",4
"2018-06-03","both",20,"music","","","","9","6","Cost","","","","","","",1
"2018-06-07","both",20,"music","","","","9","6","Cost","","","","","","",3
"2018-07-05","both",20,"music","","","","9","6","Cost","","","","","","",1
"2019-05-23","both",20,"music","","","","9","6","Cost","","","","","","",7
"2019-06-10","both",20,"music","","","","9","6","Cost","","","","","","",9
"2018-05-03","both",20,"nature","","","","9","6","Cost","","","","","","",4
"2019-03-31","both",20,"nature","","","","9","6","Cost","","","","","","",2
"2018-04-09","both",20,"stem","","","","9","6","Cost","","","","","","",2
"2018-04-28","both",20,"stem","","","","9","6","Cost","","","","","","",1
"2019-06-05","both",20,"stem","","","","9","6","Cost","","","","","","",3
"2018-04-26","both",10,"academic","0","100","","9","6","Cost","","","","","","",3
"2018-05-04","both",10,"academic","0","100","","9","6","Cost","","","","","","",1
"2018-05-08","both",10,"academic","0","100","","9","6","Cost","","","","","","",1
"2019-05-31","both",20,"nature","0","200","","9","6","Cost","","","","","","",7
"2019-03-29","both",20,"arts","","250","","9","6","Cost","","","","","","",1
"2018-03-24","both",20,"","","300","","9","6","Cost","","","","","","",1
"2019-02-18","both",20,"","0","250","day","9","6","Cost","","","","","","",2
"2018-06-10","both",20,"cooking","","","morning","9","6","Cost","","","","","","",2
"2018-05-18","both",35,"academic","","100","","","7","Cost","","","","","","",62
"2018-03-13","both",20,"","0","100","day","10","7","Cost","","","","","","",2
"2018-04-03","both",20,"academic","0","150","","11","7","Cost","","","","","","",2
"2018-04-03","both",20,"academic","0","0","overnight","11","7","Cost","","","","","","",1
"2018-04-03","both",20,"academic","0","500","overnight","11","7","Cost","","","","","","",1
"2018-05-16","both",20,"","","","","9","7","Cost","","","","","","",1
"2018-04-30","both",20,"arts","","","","9","7","Cost","","","","","","",10
"2018-05-20","both",20,"","0","10","","9","7","Cost","","","","","","",1
"2018-04-30","both",20,"arts","10","60","","9","7","Cost","","","","","","",5
"2018-04-25","both",20,"academic","0","0","afternoon","9","7","Cost","","","","","","",2
"2019-04-01","both",20,"arts","0","45","","10","8","Cost","","","","","","",1
"2018-05-23","both",20,"arts","0","","day","12","8","Cost","","","","","","",1
"2018-05-23","both",20,"academic","0","","evening","12","8","Cost","","","","","","",16
"2019-04-06","both",20,"drama","0","1000","day","15","8","Cost","","","","","","",1
"2019-06-07","both",20,"cooking","","","","13","9","Cost","","","","","","",2
"2018-06-01","both",20,"arts","100","300","","13","9","Cost","","","","","","",67
"2018-04-26","both",20,"academic","1","5","","14","9","Cost","","","","","","",1
"2019-06-05","both",10,"","","","","","","Date","","","","","","",6
"2018-02-06","both",20,"","","","","","","Date","","","","","","",1
"2018-03-17","both",20,"","","","","","","Date","","","","","","",1
"2018-04-02","both",20,"","","","","","","Date","","","","","","",2
"2018-04-03","both",20,"","","","","","","Date","","","","","","",1
"2018-05-20","both",20,"","","","","","","Date","","","","","","",5
"2018-07-02","both",20,"","","","","","","Date","","","","","","",1
"2019-01-30","both",20,"","","","","","","Date","","","","","","",2
"2019-02-25","both",20,"","","","","","","Date","","","","","","",2
"2019-05-29","both",20,"","","","","","","Date","","","","","","",2
"2019-07-06","both",20,"","","","","","","Date","","","","","","",1
"2019-07-09","both",20,"","","","","","","Date","","","","","","",1
"2019-07-16","both",20,"","","","","","","Date","","","","","","",5
"2019-07-25","both",20,"","","","","","","Date","","","","","","",2
"2018-05-11","both",20,"academic","","","","","","Date","","","","","","",1
"2018-06-22","both",20,"academic","","","","","","Date","","","","","","",4
"2019-03-06","both",20,"academic","","","","","","Date","","","","","","",3
"2019-04-04","both",20,"academic","","","","","","Date","","","","","","",20
"2019-04-15","both",20,"academic","","","","","","Date","","","","","","",3
"2019-05-30","both",20,"academic","","","","","","Date","","","","","","",1
"2019-07-02","both",20,"academic","","","","","","Date","","","","","","",3
"2019-07-09","both",20,"academic","","","","","","Date","","","","","","",2
"2019-07-14","both",20,"academic","","","","","","Date","","","","","","",1
"2019-05-30","both",20,"art","","","","","","Date","","","","","","",1
"2019-06-03","both",20,"art","","","","","","Date","","","","","","",1
"2019-03-12","both",20,"cooking","","","","","","Date","","","","","","",1
"2018-06-19","both",20,"dance","","","","","","Date","","","","","","",2
"2019-05-03","both",20,"dance","","","","","","Date","","","","","","",2
"2019-05-15","both",20,"dance","","","","","","Date","","","","","","",2
"2019-06-20","both",20,"dance","","","","","","Date","","","","","","",2
"2019-06-27","both",20,"dance","","","","","","Date","","","","","","",1
"2019-03-31","both",20,"drama","","","","","","Date","","","","","","",3
"2019-05-05","both",20,"drama","","","","","","Date","","","","","","",1
"2019-05-24","both",20,"drama","","","","","","Date","","","","","","",1
"2019-05-25","both",20,"drama","","","","","","Date","","","","","","",1
"2019-06-10","both",20,"drama","","","","","","Date","","","","","","",1
"2018-05-31","both",20,"music","","","","","","Date","","","","","","",8
"2019-06-07","both",20,"music","","","","","","Date","","","","","","",1
"2018-05-05","both",20,"nature","","","","","","Date","","","","","","",4
"2018-08-10","both",20,"nature","","","","","","Date","","","","","","",1
"2019-06-14","both",20,"nature","","","","","","Date","","","","","","",19
"2018-05-20","both",20,"sports","","","","","","Date","","","","","","",1
"2018-07-21","both",20,"sports","","","","","","Date","","","","","","",11
"2019-03-04","both",20,"sports","","","","","","Date","","","","","","",1
"2019-04-24","both",20,"sports","","","","","","Date","","","","","","",12
"2019-05-07","both",20,"sports","","","","","","Date","","","","","","",2
"2019-05-15","both",20,"sports","","","","","","Date","","","","","","",9
"2019-07-02","both",20,"sports","","","","","","Date","","","","","","",1
"2018-02-20","both",20,"stem","","","","","","Date","","","","","","",3
"2018-02-22","both",20,"stem","","","","","","Date","","","","","","",1
"2018-05-01","both",20,"stem","","","","","","Date","","","","","","",6
"2018-06-01","both",20,"stem","","","","","","Date","","","","","","",3
"2019-05-05","both",20,"stem","","","","","","Date","","","","","","",1
"2019-07-22","both",20,"stem","","","","","","Date","","","","","","",1
"2019-06-26","both",20,"","0","0","","","","Date","","","","","","",1
"2018-06-07","both",20,"","","","day","","","Date","","","","","","",1
"2018-06-07","both",20,"","","","morning","","","Date","","","","","","",1
"2019-05-26","both",20,"","","","morning","","","Date","","","","","","",1
"2019-02-25","both",20,"","","","overnight","","","Date","","","","","","",1
"2019-05-31","both",20,"nature","","","overnight","","","Date","","","","","","",3
"2019-05-28","both",20,"","","","","3","0","Date","","","","","","",4
"2018-07-11","both",20,"music","","","","3","0","Date","","","","","","",13
"2019-06-10","both",20,"","","","","4","0","Date","","","","","","",2
"2019-06-14","both",20,"nature","0","75","","7","0","Date","","","","","","",2
"2018-05-31","both",20,"","","","","4","1","Date","","","","","","",3
"2019-05-09","both",20,"drama","","","","10","10","Date","","","","","","",1
"2019-04-27","both",20,"academic","","","","12","10","Date","","","","","","",7
"2019-03-18","both",20,"academic","","","","13","10","Date","","","","","","",3
"2019-03-20","both",20,"academic","","","","13","10","Date","","","","","","",1
"2019-03-25","both",20,"academic","","","","13","10","Date","","","","","","",1
"2019-04-01","both",20,"academic","","","","13","10","Date","","","","","","",1
"2019-04-27","both",20,"academic","","","","13","10","Date","","","","","","",2
"2019-04-03","both",20,"dance","","","","13","10","Date","","","","","","",2
"2018-04-09","both",20,"music","","","","13","10","Date","","","","","","",2
"2019-06-08","both",20,"music","","","","13","10","Date","","","","","","",14
"2019-03-03","both",20,"stem","","","","13","10","Date","","","","","","",1
"2018-06-03","both",20,"nature","0","0","","13","10","Date","","","","","","",2
"2019-05-07","both",20,"sports","","160","","13","10","Date","","","","","","",8
"2018-07-05","both",20,"dance","","","morning","13","10","Date","","","","","","",20
"2019-05-11","both",20,"","","","","12","11","Date","","","","","","",1
"2018-04-04","female",20,"arts","","","morning","13","13","Date","","","","","","",1
"2018-06-09","both",20,"academic","","","","14","14","Date","","","","","","",4
"2018-06-09","both",20,"academic","","","day","14","14","Date","","","","","","",7
"2019-05-27","both",20,"sports","","","","18","14","Date","","","","","","",1
"2019-03-12","both",20,"drama","","","","5","3","Date","","","","","","",1
"2018-03-29","both",20,"academic","0","100","","5","3","Date","","","","","","",4
"2019-05-04","both",20,"","","","","4","4","Date","","","","","","",4
"2019-07-25","both",20,"","","","","5","4","Date","","","","","","",3
"2018-05-26","both",20,"dance","","","","6","4","Date","","","","","","",1
"2018-03-14","both",10,"nature","","","","6","4","Date","","","","","","",2
"2018-03-14","both",20,"nature","","","","6","4","Date","","","","","","",1
"2019-06-05","both",20,"academic","0","10","","12","5","Date","","","","","","",8
"2018-06-07","both",20,"","","","day","12","5","Date","","","","","","",1
"2019-05-13","both",20,"dance","","","","5","5","Date","","","","","","",1
"2019-05-13","both",20,"dance","","","day","5","5","Date","","","","","","",3
"2019-07-25","both",20,"","","","","8","6","Date","","","","","","",2
"2019-06-17","both",20,"stem","","","morning","8","6","Date","","","","","","",3
"2018-03-18","both",20,"","","","","9","6","Date","","","","","","",1
"2018-04-22","both",20,"","","","","9","6","Date","","","","","","",2
"2018-04-30","both",20,"","","","","9","6","Date","","","","","","",3
"2018-05-19","both",20,"","","","","9","6","Date","","","","","","",1
"2019-06-05","both",20,"stem","","","","9","6","Date","","","","","","",1
"2018-04-30","both",20,"","","","day","9","6","Date","","","","","","",1
"2019-01-30","both",20,"","","","","12","7","Date","","","","","","",2
"2018-07-07","both",20,"","","","","7","7","Date","","","","","","",1
"2019-03-24","both",20,"","","","","10","8","Date","","","","","","",19
"2019-03-25","both",20,"","","","","10","8","Date","","","","","","",6
"2019-03-25","both",20,"academic","","","","10","8","Date","","","","","","",2
"2019-03-25","both",20,"arts","","","","10","8","Date","","","","","","",1
"2019-03-24","both",20,"","","","morning","10","8","Date","","","","","","",4
"2019-06-03","both",20,"nature","0","100","","12","8","Date","","","","","","",1
"2019-02-25","both",20,"stem","","","overnight","12","8","Date","","","","","","",1
"2019-07-06","both",20,"","","","","9","8","Date","","","","","","",2
"2019-07-09","both",20,"","","","","12","9","Date","","","","","","",4
"2019-07-10","both",20,"","","","","12","9","Date","","","","","","",1
"2018-06-19","both",20,"","","","","","","Distance","","","","","","",1
"2018-07-05","both",20,"","","","","","","Distance","","","","","","",1
"2018-02-26","both",20,"academic","","","","","","Distance","","","","","","",2
"2018-05-08","both",20,"academic","","","","","","Distance","","","","","","",17
"2018-06-03","both",20,"academic","","","","","","Distance","","","","","","",10
"2018-06-06","both",20,"academic","","","","","","Distance","","","","","","",8
"2019-03-22","both",20,"academic","","","","","","Distance","","","","","","",2
"2019-04-04","both",20,"academic","","","","","","Distance","","","","","","",1
"2019-04-13","both",20,"academic","","","","","","Distance","","","","","","",1
"2019-04-23","both",20,"academic","","","","","","Distance","","","","","","",5
"2019-04-29","both",20,"academic","","","","","","Distance","","","","","","",1
"2019-05-23","both",20,"academic","","","","","","Distance","","","","","","",2
"2019-06-06","both",20,"academic","","","","","","Distance","","","","","","",5
"2019-07-02","both",20,"academic","","","","","","Distance","","","","","","",2
"2019-07-09","both",20,"academic","","","","","","Distance","","","","","","",1
"2018-03-23","both",20,"arts","","","","","","Distance","","","","","","",11
"2018-03-27","both",20,"arts","","","","","","Distance","","","","","","",2
"2018-04-06","both",20,"arts","","","","","","Distance","","","","","","",6
"2018-04-11","both",20,"arts","","","","","","Distance","","","","","","",5
"2018-05-14","both",20,"arts","","","","","","Distance","","","","","","",5
"2019-03-18","both",20,"arts","","","","","","Distance","","","","","","",1
"2019-04-18","both",20,"arts","","","","","","Distance","","","","","","",7
"2019-04-28","both",20,"arts","","","","","","Distance","","","","","","",1
"2018-04-10","both",20,"cooking","","","","","","Distance","","","","","","",2
"2019-03-14","both",20,"cooking","","","","","","Distance","","","","","","",6
"2019-03-17","both",20,"cooking","","","","","","Distance","","","","","","",9
"2019-04-12","both",20,"cooking","","","","","","Distance","","","","","","",11
"2019-06-05","both",20,"cooking","","","","","","Distance","","","","","","",9
"2018-02-19","both",20,"dance","","","","","","Distance","","","","","","",2
"2018-05-11","both",20,"dance","","","","","","Distance","","","","","","",1
"2019-03-05","both",20,"dance","","","","","","Distance","","","","","","",3
"2019-05-07","both",20,"dance","","","","","","Distance","","","","","","",4
"2019-05-27","both",20,"dance","","","","","","Distance","","","","","","",1
"2018-03-05","both",20,"drama","","","","","","Distance","","","","","","",1
"2019-03-31","both",20,"drama","","","","","","Distance","","","","","","",4
"2019-05-25","both",20,"drama","","","","","","Distance","","","","","","",2
"2019-06-18","both",20,"drama","","","","","","Distance","","","","","","",8
"2018-04-23","both",20,"music","","","","","","Distance","","","","","","",2
"2018-07-11","both",20,"music","","","","","","Distance","","","","","","",8
"2019-03-25","both",20,"music","","","","","","Distance","","","","","","",1
"2019-06-07","both",20,"music","","","","","","Distance","","","","","","",3
"2018-03-05","both",20,"nature","","","","","","Distance","","","","","","",29
"2018-04-09","both",20,"nature","","","","","","Distance","","","","","","",1
"2018-07-09","both",20,"nature","","","","","","Distance","","","","","","",2
"2019-03-06","both",20,"nature","","","","","","Distance","","","","","","",3
"2019-05-25","both",20,"nature","","","","","","Distance","","","","","","",8
"2019-05-31","both",20,"nature","","","","","","Distance","","","","","","",6
"2018-02-07","both",20,"sports","","","","","","Distance","","","","","","",1
"2018-02-14","both",20,"sports","","","","","","Distance","","","","","","",2
"2018-02-23","both",20,"sports","","","","","","Distance","","","","","","",2
"2018-03-05","both",20,"sports","","","","","","Distance","","","","","","",2
"2018-05-21","both",20,"sports","","","","","","Distance","","","","","","",3
"2019-01-21","both",20,"sports","","","","","","Distance","","","","","","",1
"2019-03-04","both",20,"sports","","","","","","Distance","","","","","","",2
"2019-04-02","both",20,"sports","","","","","","Distance","","","","","","",37
"2019-05-05","both",20,"sports","","","","","","Distance","","","","","","",1
"2019-05-11","both",20,"sports","","","","","","Distance","","","","","","",1
"2019-05-16","both",20,"sports","","","","","","Distance","","","","","","",19
"2019-05-31","both",20,"sports","","","","","","Distance","","","","","","",4
"2018-03-15","both",20,"stem","","","","","","Distance","","","","","","",1
"2018-06-13","both",20,"stem","","","","","","Distance","","","","","","",4
"2018-12-05","both",20,"stem","","","","","","Distance","","","","","","",3
"2019-03-13","both",20,"stem","","","","","","Distance","","","","","","",1
"2019-03-14","both",20,"stem","","","","","","Distance","","","","","","",1
"2019-05-16","both",20,"stem","","","","","","Distance","","","","","","",5
"2019-07-18","both",20,"stem","","","","","","Distance","","","","","","",2
"2019-01-24","both",20,"drama","","0","","","","Distance","","","","","","",1
"2018-06-03","both",20,"","0","0","","","","Distance","","","","","","",1
"2019-05-22","both",20,"stem","","","","12","10","Distance","","","","","","",2
"2018-05-16","both",20,"academic","","","","13","10","Distance","","","","","","",3
"2018-05-23","both",20,"academic","","","","13","10","Distance","","","","","","",4
"2018-06-17","both",20,"arts","","","","13","10","Distance","","","","","","",24
"2018-04-10","both",20,"cooking","","","","13","10","Distance","","","","","","",2
"2018-03-15","both",20,"drama","","","","13","10","Distance","","","","","","",1
"2019-06-23","both",20,"drama","","","","13","10","Distance","","","","","","",2
"2018-02-28","both",20,"music","","","","13","10","Distance","","","","","","",1
"2018-04-09","both",20,"music","","","","13","10","Distance","","","","","","",1
"2018-04-10","both",20,"music","","","","13","10","Distance","","","","","","",1
"2018-05-02","both",20,"music","","","","13","10","Distance","","","","","","",1
"2018-04-04","both",20,"nature","","","","13","10","Distance","","","","","","",1
"2018-03-18","both",20,"sports","","","","13","10","Distance","","","","","","",1
"2019-04-16","both",20,"sports","","","","13","10","Distance","","","","","","",3
"2019-05-27","both",20,"","","","day","13","10","Distance","","","","","","",25
"2019-05-17","both",20,"nature","","","","18","14","Distance","","","","","","",2
"2019-05-18","both",20,"nature","","","","18","14","Distance","","","","","","",10
"2019-05-27","both",20,"sports","","","","18","14","Distance","","","","","","",10
"2019-04-27","both",20,"cooking","","","","4","3","Distance","","","","","","",1
"2019-04-27","both",20,"academic","","","day","4","3","Distance","","","","","","",1
"2019-05-16","both",20,"academic","","","","5","3","Distance","","","","","","",2
"2019-06-10","both",20,"dance","","","","5","3","Distance","","","","","","",3
"2019-05-23","both",20,"academic","","","","6","3","Distance","","","","","","",3
"2019-03-22","both",20,"academic","","","morning","","5","Distance","","","","","","",2
"2018-04-02","both",20,"","","","","7","6","Distance","","","","","","",21
"2018-05-08","both",20,"cooking","","","","9","6","Distance","","","","","","",17
"2018-06-07","both",20,"music","","","","9","6","Distance","","","","","","",2
"2019-05-09","both",20,"music","","","","9","6","Distance","","","","","","",4
"2018-03-26","both",20,"nature","","","","9","6","Distance","","","","","","",3
"2019-03-31","both",20,"nature","","","","9","6","Distance","","","","","","",1
"2018-06-11","both",20,"sports","","","","9","6","Distance","","","","","","",1
"2019-04-03","both",20,"arts","","","","7","7","Distance","","","","","","",13
"2018-04-30","both",20,"arts","","","","9","7","Distance","","","","","","",4
"2018-03-04","both",20,"","","","","11","9","Distance","","","","","","",2
"2018-07-05","both",20,"academic","","","","","","","08201","","","","","",1
"2018-07-12","both",20,"music","","","","","","","10719+e.25+drive.","","","","","",1
"2018-07-14","both",20,"music","","","","","","","10719+e.25+drive.","","","","","",1
"2018-03-26","both",20,"arts","","","day","","","","1100+akron","","","","","",1
"2018-05-31","both",10,"","0","30","","4","0","","1158+Revere+St","","","","","",1
"2018-05-31","both",10,"","0","30","","4","0","Distance","1158+Revere+St","","","","","",9
