"","nbhd_name","AI_has_nature_anycost","AI_has_nature_lowcost","AI_has_nature_free","AI_has_sports_anycost","AI_has_sports_lowcost","AI_has_sports_free","AI_art_anycost","AI_art_lowcost","AI_art_free","AI_academic_anycost","AI_academic_lowcost","AI_academic_free","AI_overall","AI_overall_free"
"33","Hampden South",40.1143140127627,54.830751304742,96.5958166127162,46.1922779204541,66.8490394047659,32.4885195355582,47.8894874527168,45.9404284199931,25.7555487016509,51.2425242908595,44.8624487426507,25.7555487016509,46.3596509191983,45.1488583878941
"34","Harvey Park",32.5589255229576,46.3688699160001,72.037598643246,28.4747880853978,39.994694365281,27.4342228671085,38.3174911519531,36.2228344235584,23.0773156189477,41.2420067048636,35.3831301455394,23.0773156189477,35.148302866293,36.4066131870625
"35","Harvey Park South",31.7337585273661,43.7122658092206,70.6801878530599,27.9691307379472,40.5128335157519,23.240015579763,35.6077263173839,33.1653440840606,19.642846487808,39.3692310880735,32.2887065533047,19.642846487808,33.6699616676927,33.3014741021097
"36","Highland",51.0517695764388,78.8524315454077,77.0064046898562,50.5766274814851,70.6675348658708,60.1464926425097,69.7340293526036,71.5603656585582,46.4506333228957,70.1422709381601,71.1171243648868,46.4506333228957,60.3761743371719,57.5135409945393
"37","Hilltop",72.5473626367237,81.0661923484196,76.5145014458468,79.1124626420453,62.6095263270112,25.4019541030756,72.8386786293728,55.8621480251591,26.814110604439,73.2363721388291,55.724697718691,26.814110604439,74.4337190117428,38.8861691894501
"38","Indian Creek",50.7661799666081,59.1799598327803,79.0760147034216,55.7117843223761,58.0664955823991,27.1719640267392,52.5385609467606,41.9436853091041,20.9081904496193,54.0139883637694,41.4143732226868,20.9081904496193,53.2576283998786,37.0160899073499
"39","Jefferson Park",58.3155836790119,83.1107379228817,79.004743401134,55.0565583848923,73.6833614925248,77.7445215705995,82.0958191659863,82.0622889302225,57.9791279244248,82.4766161684295,81.5189233970535,57.9791279244248,69.4861443495799,68.1768802051458
"40","Kennedy",37.1369365903841,51.2073723465477,91.2580734039844,45.4202220843208,65.6054894307529,26.8673523125309,40.9613858074284,37.5684209360205,19.3257049127115,43.4829005182337,36.6969968216786,19.3257049127115,41.7503612500917,39.1942088854846
"41","Lincoln Park",54.2304822136295,75.9073908625573,81.7332437379502,53.0185063955734,66.6892415327066,81.6946566927711,80.7594543757188,81.6374744255058,84.3939485650182,80.6872510689301,80.3345374010305,84.3939485650182,67.173923513463,83.0539493901894
"42","Lowry Field",54.1673173006192,68.6020277213434,74.7693299278954,61.8277969811031,60.0120200199116,19.8345386513882,54.7015221361029,46.1560190593077,20.3532425666454,55.4622964669265,46.0489280536024,20.3532425666454,56.539733221188,33.8275884281436
"43","Mar Lee",37.2927141057842,53.2872534274774,74.2763923899638,33.2195444911561,42.5217756751155,36.5285730686475,44.9730698055298,42.9546393563002,28.9368673580545,46.8948168611152,42.0907834026206,28.9368673580545,40.5950363158963,42.1696750436801
"44","Marston",29.7784211534466,40.377677354334,68.1392773822145,21.3608311140476,30.2779960784451,18.4588868434414,31.5968672084854,28.1735141638547,15.3491898031567,34.9423721849581,27.7627523209322,15.3491898031567,29.4196229152344,29.3241359579923
"45","Montbello",32.410829441516,60.8346110126491,73.9012531838046,34.0663443778552,49.5543488850834,21.8073100402286,36.1224195732698,40.7544353743151,17.6328342929275,37.3691370285814,40.6111773117237,17.6328342929275,34.9921826053056,32.7435579524721
"46","Montclair",55.1444611211915,71.1038434061158,73.2443989206798,72.4856049629518,65.1912341317276,25.0444399474752,58.2384185956151,51.9916151590454,25.8789161916999,58.6514344821412,51.8385511814062,25.8789161916999,61.1299797904749,37.5116678128887
"47","North Capitol Hill",47.1411161535304,71.7276591132698,72.5569710322738,52.8196063407306,65.6640974468208,42.623996912325,70.909294038211,73.8065889654606,55.6378741976394,69.4322373680327,72.7228040139896,55.6378741976394,60.0755634751262,56.6141790849694
"48","North Park Hill",47.2628441593478,74.0050138300402,66.9070354217154,61.5818375955241,72.2922855160034,26.5030324787929,52.3851219970267,54.8306146052635,23.0082074481562,52.6165947759128,54.9862502687448,23.0082074481562,53.4615996319529,34.8566206992052
"49","Northeast Park Hill",46.4557135979013,75.1756183785105,70.4910222757691,56.7171411688839,71.2254224249567,31.1730243132729,52.4469056248588,55.6062581024892,24.5551126370215,52.9247983365652,55.7264051636469,24.5551126370215,52.1361396820523,37.6935679657713
"50","Overland",43.1062255490993,59.0407376753193,80.1043500363876,42.7108398805574,59.8491252178974,41.6674579766693,54.5292254980184,49.094281427629,33.0383488677815,56.9257479871287,47.5536423459986,33.0383488677815,49.318009728701,46.962126437155
"51","Platt Park",48.7643726452919,63.265239786416,89.0366891089955,51.4622012482212,68.5768092411021,51.0461164403573,63.5535315972661,55.3728979670455,38.0471186794045,64.8107940663675,52.4079922289261,38.0471186794045,57.1477248892866,54.0442607270405
"52","Regis",44.2966867290948,76.4661974725895,66.8998290592872,52.9632803749215,88.9334306889367,39.012767797453,54.0039476905931,58.9099554042572,31.7625986532701,54.9189658247511,58.4184467708427,31.7625986532701,51.5457201548401,42.3594485408201
"53","Rosedale",40.6565751702513,51.9747965471158,85.2563760366613,45.3602294480007,63.1220658163337,41.0019361775785,54.3446323690458,46.7152690705688,31.9472281547781,56.578031877623,44.3734209011815,31.9472281547781,49.2348672162302,47.538192130949
"54","Ruby Hill",45.3051151647053,60.5499593829254,78.8172492283975,43.762976469641,55.9738196736005,44.7258306233893,55.890516900236,51.0093091553745,34.959144149614,57.3333497809553,49.4429638190008,34.959144149614,50.5729895788844,48.3653420377537
"55","Skyland",46.1662584969701,74.7889291040521,63.5618871586094,59.3378782142641,78.1752044618051,24.0058740624443,56.2096807022185,60.2804752928258,29.7017499446308,55.9930421334268,60.2374243942635,29.7017499446308,54.4267148867199,36.7428152775788
"56","Sloan Lake",47.1364030513874,71.8912138042695,74.4696928751466,45.7356363226028,64.6230132633668,53.5238271259727,63.9733961445312,67.1569481181062,42.9853149081271,64.670795742058,66.7893753628593,42.9853149081271,55.3790578151449,53.4910374543434
"57","South Park Hill",48.2505464436642,72.2821390361433,69.1030065555863,69.4162163477211,72.1140512309221,22.6899097465266,53.0259706235452,53.5032399925913,24.3056506039221,53.1619763114459,53.4191168265324,24.3056506039221,55.9636774315941,35.1010543774893
"58","Southmoor Park",37.623941742042,54.0097238141597,90.4275881178316,44.554372284203,67.1216184538582,31.2895322941791,44.5222692951154,43.0012446003114,23.0382485578858,48.6518580185382,41.7664471143963,23.0382485578858,43.8381103349747,41.9484043819456
