"","Id2","AI_has_nature_anycost","AI_has_nature_lowcost","AI_has_nature_free","AI_has_sports_anycost","AI_has_sports_lowcost","AI_has_sports_free","AI_art_anycost","AI_art_lowcost","AI_art_free","AI_academic_anycost","AI_academic_lowcost","AI_academic_free","AI_overall","AI_overall_free"
"1",80310001021,8.29557861312388,11.4764994772097,0.270091971587252,8.77639893406293,10.6318029699286,10.6318029699286,11.6317599476077,11.7630149077478,6.97195935034204,11.6036005508241,11.7630149077478,6.97195935034204,10.0768345114047,6.21145341054999
"2",80310001022,7.92920256864938,11.1567598141801,0.267074680966005,9.60723537825534,6.83598153028197,6.83598153028197,11.1223281116293,11.4166094907734,6.73261663503409,11.0083198760982,11.4166094907734,6.73261663503409,9.91677148365806,5.14207237032904
"3",80310001023,7.04710078815707,10.3116437247444,0.264181088635502,9.39248725038509,5.19708984564886,5.19708984564886,9.79188144407782,10.3832720715458,5.81500958587156,9.70842244165091,10.3832720715458,5.81500958587156,8.98497298106772,4.27282252650687
"4",80310002011,6.54686132375942,11.3735726424,0.2648125249376,11.9851988986057,9.10845907678634,9.10845907678634,10.5739317663832,11.8326509538032,7.33349657173359,10.5421753351509,11.8326509538032,7.33349657173359,9.91204183097481,6.01006618629778
"5",80310002012,8.77317124320075,12.3824565599645,0.265261419574141,9.93396556572356,5.13590369826024,5.13590369826024,12.6736676379207,13.0142534617735,8.30293609205273,12.5835433608122,13.0142534617735,8.30293609205273,10.9910869519143,5.50175932548496
"6",80310002021,9.23328596259274,14.9830950395466,0.268473498451853,11.8643077806079,5.91461421955005,5.91461421955005,15.6160955188325,16.2801868824156,11.3349639104758,15.4543433745088,16.2801868824156,11.3349639104758,13.0420081591355,7.21325388473836
"7",80310002022,10.0532627464061,13.2736504162086,0.269908610838364,13.2058199610292,6.41249465725915,6.41249465725915,15.1772143934279,14.2697657525268,9.67226681639988,15.01680365962,14.2697657525268,9.67226681639988,13.3632751901208,6.50673422522432
"8",80310002023,10.380506787378,12.7265014524751,0.269971817585022,14.6182384018335,9.61485573103615,9.61485573103615,15.0152206121062,13.5222968851016,8.88822241669909,14.7375439150486,13.5222968851016,8.88822241669909,13.6878774290916,6.91531809550484
"9",80310002024,8.13034511899579,11.1562374356204,0.268272995472699,10.5922230928656,9.3672720525592,9.3672720525592,11.6011471833371,11.5704226294584,7.10616115201217,11.5292466867433,11.5704226294584,7.10616115201217,10.4632405204854,5.96196683801406
"10",80310003011,8.47568638740274,11.9088773412857,0.274231889239949,9.33967978223302,13.4733482316428,13.4733482316428,11.9780527366284,12.2246972970531,7.27925959467471,11.9434724268387,12.2246972970531,7.27925959467471,10.4342228332757,7.07652482755804
"11",80310003012,8.23914836849295,11.1843890149634,0.273154250540605,8.99836170970302,10.6233748857904,10.6233748857904,11.6537057925441,11.5465698237751,6.99574885097243,11.5401948509301,11.5465698237751,6.99574885097243,10.1078526804176,6.22200670956896
"12",80310003013,7.63999293241049,10.8867622602312,0.271132432972795,8.5509347081718,8.22155274773075,8.22155274773075,10.7646233459204,11.0636651525181,6.3843701635394,10.669166617315,11.0636651525181,6.3843701635394,9.40617940095441,5.31535637694559
"13",80310003014,7.44144612609617,10.74107783135,0.26959290981755,8.68577663368081,7.25451017521707,7.25451017521707,10.5390483606769,10.9070755803494,6.27832650013126,10.4471074334611,10.9070755803494,6.27832650013126,9.27834463847874,5.02018902132428
"14",80310003015,7.77355499773871,10.7136716966253,0.266900597792868,8.64754244851074,5.84365484101755,5.84365484101755,11.0235188497065,11.0224035388308,6.60895946357717,10.91217634854,11.0224035388308,6.60895946357717,9.58919816112399,4.83211859149119
"15",80310003016,6.96919736272452,11.3331330833862,0.268925452823321,7.65836596873099,7.69127898558531,7.69127898558531,9.69280993704536,10.9842935774444,5.35481822637769,9.61012979229466,10.9842935774444,5.35481822637769,8.48262576519889,4.667460222791
"16",80310003021,7.64864069801439,10.8233760379794,0.273902114596167,8.17862198225978,7.61784304243181,7.61784304243181,10.8726849828785,11.0689347623038,6.51611600522992,10.7738400930639,11.0689347623038,6.51611600522992,9.36844693905415,5.23099429187195
"17",80310003022,9.199431025317,11.9441764041595,0.276917928376579,8.95273697489796,7.32844616155776,7.32844616155776,13.3391986140006,12.5736191724671,8.05820417480901,13.1539385724885,12.5736191724671,8.05820417480901,11.161326296676,5.93044310988809
"18",80310003023,8.28941870698612,11.4046663321816,0.27534196126558,8.28152125127529,6.4574902088872,6.4574902088872,11.8515150508473,11.7324020567657,7.03272565042614,11.7294518572309,11.7324020567657,7.03272565042614,10.0379767165849,5.19957086775127
"19",80310003024,8.35895492576313,10.9538997038959,0.273727768787944,8.50717220335194,6.7483776837754,6.7483776837754,12.0222752147004,11.5239339248831,7.37326810675287,11.8887113400745,11.5239339248831,7.37326810675287,10.1942784209725,5.44216041651727
"20",80310003025,7.11831078191789,11.470998749733,0.271559230038295,7.23844514473669,7.91374884841989,7.91374884841989,10.7108440834574,11.479065172074,6.29461783482535,10.6111176168142,11.479065172074,6.29461783482535,8.91967940673155,5.19363593702722
"21",80310003031,9.82174783123441,12.8468185766709,0.277509935370709,10.5326866010116,13.7234260859369,13.7234260859369,14.0162311859593,13.5073352218046,8.62655881306766,13.8460487186449,13.5073352218046,8.62655881306766,12.0541785842126,7.81351341186073
"22",80310003032,11.2208428573857,12.9749098234221,0.28086052686515,11.5642757384862,15.4555520881312,15.4555520881312,16.1700583162364,14.145726334344,9.93255262164337,15.9962418124566,14.145726334344,9.93255262164337,13.7378546811412,8.90037946457077
