"","Id2","AI_has_nature_anycost","AI_has_nature_lowcost","AI_has_nature_free","AI_has_sports_anycost","AI_has_sports_lowcost","AI_has_sports_free","AI_art_anycost","AI_art_lowcost","AI_art_free","AI_academic_anycost","AI_academic_lowcost","AI_academic_free","AI_overall","AI_overall_free"
"1",80310001021,11.3425656551365,12.8251437723432,11.1938118292243,9.23371952023202,13.6403189102389,14.9524835703568,14.5258276959155,14.7445056100816,15.2208315178784,15.4047668134474,15.5918205541138,15.7411533787232,12.6267199211829,14.2770700740457
"2",80310001022,10.5201555463122,11.6223982633993,8.86478175685079,9.08116905549077,13.5094482340867,9.62878433136633,12.5645207252415,12.5327238738684,11.868743930094,13.4871746953442,13.0057381369862,12.2578283024776,11.4132550055972,10.6550345801972
"3",80310001023,10.9969410138458,12.7214494526303,8.69029833493612,9.55941017666874,15.3342513807829,8.80320090420414,12.5681688832367,12.9553009638917,11.6226873049496,14.8201147789348,13.3681636804671,11.9887694206717,11.9861587131715,10.2762389911904
"4",80310002011,10.5057915813653,12.0290717327331,9.97589611644296,9.75036864185627,15.7420499059339,12.6933604298328,13.3771918074875,13.5932599042569,13.4909728447201,14.3536561193113,14.1435141523518,13.8497034022797,11.9967520375051,12.5024831983189
"5",80310002012,10.2431669869239,10.5714511068172,7.54613186227501,9.25971485640564,12.6786635371443,8.41948499636579,11.8547761086845,11.0344285280321,9.56948794216263,12.5120585299046,11.0931190049573,9.79942298243292,10.9674291204797,8.83363194580909
"6",80310002021,11.7617842295343,12.5777546879898,9.53758339017342,10.7043748577204,15.2997523680169,10.5612871353707,14.5342176072797,13.7469092043291,12.4435267696061,15.2034891539803,13.9024965438676,12.7110136017783,13.0509664621287,11.3133527242321
"7",80310002022,11.7962771907963,12.4797821315492,8.86762200665297,10.8516541509313,15.941159422003,10.6888460764417,14.2389729518085,13.4020489614881,11.8973096073573,14.8730581406617,13.6478972775226,12.2522715315711,12.9399906085494,10.9265123055058
"8",80310002023,12.3150514811105,13.3876135526517,10.8165052928737,10.466041966248,15.1736659274613,13.9089102170247,15.3165536088381,14.9786772980793,14.6584263509045,16.1170029348513,15.6787670988784,15.1762801894295,13.553662497762,13.6400305125581
"9",80310002024,10.8353306168857,11.9956352940671,10.0668426692147,9.46033699948732,14.1869316180129,13.2514538743706,13.5960748042472,13.5881723281763,13.565853585907,14.2839421895485,14.1816512939847,13.9750045312345,12.0439211525422,12.7147886651817
"10",80310003011,12.9547785450032,15.0490233077007,14.35524499406,10.442367601801,15.4989206996977,20.0317364253184,17.3462820720235,18.0946520557002,19.7764181031064,18.5737713490256,19.4886335858135,20.6032069196199,14.8292998919633,18.6916516105262
"11",80310003012,11.5147334640389,12.9701048583515,11.4081422128771,9.51475101919477,13.9681686280744,15.1302007702916,14.6917707107489,14.9645078701487,15.4748903007423,15.8025688268886,16.0790633500943,16.3710756916454,12.8809560052178,14.5960772438891
"12",80310003013,10.4719543015735,11.5734929654364,9.35757671382388,8.98294383833998,13.0913030555145,11.9678367737504,12.7191357215632,12.7719229258674,12.4637764491355,13.605601258101,13.3812691003157,12.9768048512218,11.4449087798944,11.6914986969829
"13",80310003014,10.2776401911917,11.326700696962,8.73699553228354,9.01489965454885,13.2549823542274,10.6417676737007,12.1128495576684,12.1462840196668,11.4604274340856,12.8115030225691,12.6094349743828,11.8840390182796,11.0542231064945,10.6808074145874
"14",80310003015,10.8865615816397,12.1703674234146,8.47377156242364,9.52580819134162,14.368842063888,10.1141450030139,12.4302181828817,12.3561837569952,10.901321030572,13.6126425584254,12.6870605496356,11.2658667073341,11.6138076285721,10.1887760758359
"15",80310003016,11.1798121356156,12.7904808649917,9.48871405387189,9.61283567823437,14.803645387632,12.0732409909242,12.8703736898882,13.2300390138479,12.1547130493061,13.8066662861916,13.6757658278517,12.5440823946864,11.8674219474824,11.5651876221972
"16",80310003021,10.5687453808773,11.7471747380558,8.90493820980901,9.33711591965697,13.9111982377103,11.7672469661217,12.4889679148931,12.5236173287273,11.6327362414961,12.9293774852122,12.9985294597141,12.0966384292113,11.3310516751599,11.1003899616595
"17",80310003022,11.690788350227,12.8793559004492,10.0034814145502,10.9778049904013,16.1148479318125,13.8967587068744,14.4462121846015,14.1887803520014,13.4732198494754,14.8469567429167,14.8397345900648,14.0577205571441,12.9904405670366,12.857795132011
"18",80310003023,11.4004062933131,12.8043326546157,9.67651150651115,10.9616561276248,16.564890668613,12.6707433278529,13.5347733930352,13.5083864225621,12.4837268281043,14.0861048415351,14.0263470433695,12.9842191928299,12.495735163877,11.9538002138246
"19",80310003024,11.5272384757431,12.9520179605094,9.89843965258515,10.410080876792,15.5307618739567,13.2106310030604,13.8504557055782,13.7902003702922,12.8770797937862,14.5110636525738,14.4023871173297,13.4086180035468,12.5747096776718,12.3486921132446
"20",80310003025,10.8816776000631,12.2705557228335,9.04905794386588,9.40789878417064,14.1336620954382,11.8339077827617,12.6678844317736,12.6985145908788,11.4826020788707,13.2852355261596,13.132666426173,11.9280002358228,11.5606740855418,11.0733920103303
"21",80310003031,13.4764416494351,15.4117870635704,14.891685980523,10.9775283635218,16.3574900048138,21.3867699683761,18.2231029042974,18.742140869228,20.5474361764494,19.1449322612251,20.1730173629169,21.346079739397,15.4555012946199,19.5429929661864
"22",80310003032,14.4291799677856,16.3651425871055,15.3176802193941,11.9812928311224,17.7587104257794,21.7108997666694,19.6757766334995,19.6559505210611,21.0468667735164,20.3216198447124,20.9860333632784,21.7428281077443,16.60196731928,19.9545687168311
