"long","lat","name","class","has_nature","has_garden","has_biking","sqft","bgroup_id2","nbhd_id","nbhd_name"
-104.83270966,39.77793424,"Village Place Park","Neighborhood",FALSE,FALSE,TRUE,425590.501319736,"80310083121",45,"Montbello"
-104.83961779,39.78068111,"Montbello Civic Center Park","Neighborhood",FALSE,FALSE,TRUE,289713.321873977,"80310083063",45,"Montbello"
-104.84029108,39.78582173,"Silverman (Melvin F) Park","Neighborhood",FALSE,FALSE,TRUE,391358.153443586,"80310083061",45,"Montbello"
-104.84142359,39.79256388,"Elmendorf Park","Neighborhood",FALSE,FALSE,FALSE,252138.097525081,"80310083043",45,"Montbello"
-104.84355855,39.7802668,"Montbello Open Space","Undeveloped",FALSE,FALSE,FALSE,244442.602232836,"80310083122",45,"Montbello"
-104.85467897,39.65659885,"Kennedy Ballfields Complex","Athletic Complex",TRUE,FALSE,FALSE,2467015.3811797,"80310070061",40,"Kennedy"
-104.86606774,39.6533622,"Kennedy (John F) Municipal Golf Course","Golf",FALSE,FALSE,FALSE,11880596.7942626,"80310070062",40,"Kennedy"
-104.86810206,39.669062,"Babi-Yar Park","Community",TRUE,FALSE,TRUE,1097118.08973228,"80310068133",32,"Hampden"
-104.86966413,39.70492006,"Bezoff (Ben) Park","Neighborhood",FALSE,FALSE,TRUE,232171.239042953,"80310070372",78,"Windsor"
-104.87117455,39.66332109,"Hentzell (Paul A) Park","Open Space",TRUE,FALSE,TRUE,2578455.07046466,"80310068131",32,"Hampden"
-104.8726623,39.7673232,"Sand Creek Open Space","Undeveloped",FALSE,FALSE,FALSE,4477459.1581043,"80310041061",60,"Stapleton"
-104.87287345,39.76548279,"Prairie Uplands Park","Open Space",TRUE,FALSE,TRUE,1935746.81449215,"80310041061",60,"Stapleton"
-104.87372727,39.64775967,"Kennedy Soccer Complex","Athletic Complex",TRUE,FALSE,FALSE,1707984.72372397,"80310070062",40,"Kennedy"
-104.87453712,39.76087547,"Central Park Rec Center","Recreation Center",FALSE,FALSE,TRUE,461151.578226506,"80310041061",60,"Stapleton"
-104.87744155,39.65804452,"Hampden Heights Park","Community",FALSE,FALSE,TRUE,1414076.08018294,"80310068141",32,"Hampden"
-104.8783094,39.7572061,"Westerly Creek Park","Open Space",TRUE,FALSE,TRUE,3002854.43749279,"80310041061",60,"Stapleton"
-104.87904447,39.7968785,"Northfield Athletic Complex","Athletic Complex",FALSE,FALSE,TRUE,909208.594760981,"80310041061",60,"Stapleton"
-104.88082509,39.71927559,"Lowry Open Space","Open Space",TRUE,FALSE,TRUE,2461127.81323938,"80310044052",42,"Lowry Field"
-104.88362635,39.7158548,"Lowry Dam","Open Space",FALSE,FALSE,FALSE,2009520.70686219,"80310044052",42,"Lowry Field"
-104.88418477,39.76156414,"Central Park","Regional",TRUE,FALSE,TRUE,3310860.69896132,"80310041061",60,"Stapleton"
-104.88489926,39.70188346,"Highline Canal (Parker to Havana)","Linear",TRUE,FALSE,TRUE,1252971.92057189,"80310070881",78,"Windsor"
-104.88585221,39.73676264,"New Freedom Park","Neighborhood",FALSE,TRUE,TRUE,92907.9535622363,"80310044043",24,"East Colfax"
-104.88675532,39.66314864,"Golden Key Park","Neighborhood",FALSE,FALSE,TRUE,123265.12228539,"80310068144",32,"Hampden"
-104.88708143,39.73425075,"Westerly Creek (Lowry)","Linear",TRUE,FALSE,TRUE,101047.833132956,"80310044042",24,"East Colfax"
-104.88785016,39.72399595,"Great Lawn Park","Community",TRUE,FALSE,TRUE,1890940.35145433,"80310044053",42,"Lowry Field"
-104.88793324,39.65775006,"Hampden Heights West Park","Linear",TRUE,FALSE,TRUE,186685.173887143,"80310068112",32,"Hampden"
-104.88968119,39.7726042,"Bulk Fuel Farm","Undeveloped",FALSE,FALSE,FALSE,1030547.93444557,"80310041071",60,"Stapleton"
-104.88971011,39.71724295,"Lowry Sports Complex","Athletic Complex",FALSE,FALSE,TRUE,2239729.98861393,"80310044052",42,"Lowry Field"
-104.89004887,39.71893041,"Jackie Robinson Fields","Athletic Complex",FALSE,FALSE,FALSE,865943.269396836,"80310044052",42,"Lowry Field"
-104.89019941,39.62910513,"Wallace (George M) Park","Neighborhood",FALSE,FALSE,TRUE,1080200.84438486,"80310068042",33,"Hampden South"
-104.8905515,39.72976602,"Kelly Open Space","Open Space",TRUE,FALSE,FALSE,2590613.62665791,"80310044053",42,"Lowry Field"
-104.89118022,39.7529316,"Greenway Park","Linear",TRUE,TRUE,TRUE,1761147.62644623,"80310041071",60,"Stapleton"
-104.89127129,39.73425285,"Verbena Park","Neighborhood",FALSE,FALSE,TRUE,312694.792240817,"80310044042",24,"East Colfax"
-104.89229852,39.63316937,"Wallace (George M) Park North","Neighborhood",FALSE,FALSE,TRUE,336397.497337058,"80310068041",33,"Hampden South"
-104.89371892,39.63776456,"Goldsmith Gulch North Middle","Open Space",TRUE,FALSE,FALSE,194607.004673101,"80310068095",33,"Hampden South"
-104.89508112,39.72742602,"Montclair Recreation Center","Recreation Center",FALSE,FALSE,FALSE,244296.719723273,"80310044054",42,"Lowry Field"
-104.89512424,39.64062663,"Rosamond Park","Community",FALSE,FALSE,TRUE,1551181.73017763,"80310068094",33,"Hampden South"
-104.89661029,39.64686875,"Goldsmith Gulch North","Linear",TRUE,FALSE,TRUE,235219.435703995,"80310068104",33,"Hampden South"
-104.89710154,39.77582078,"Swift Property","Undeveloped",FALSE,FALSE,FALSE,410693.623313914,"80310041071",60,"Stapleton"
-104.89729808,39.6585628,"Hutchinson East Park","Linear",TRUE,FALSE,TRUE,248602.197322839,"80310068114",32,"Hampden"
-104.89779145,39.78248559,"Northfield Pond Park","Open Space",TRUE,FALSE,TRUE,1460657.27702011,"80310041071",60,"Stapleton"
-104.89857614,39.72924484,"Crescent Park","Neighborhood",TRUE,FALSE,TRUE,311480.788251785,"80310044054",42,"Lowry Field"
-104.89870471,39.71462494,"Bayaud Park","Linear",FALSE,FALSE,TRUE,302487.171501947,"80310044051",42,"Lowry Field"
