"long","lat","name","class","has_nature","has_garden","has_biking","sqft","bgroup_id2","nbhd_id","nbhd_name"
-104.89935554,39.74471184,"McNichols (William H) Park","Neighborhood",FALSE,FALSE,TRUE,142032.486558797,"80310044033",24,"East Colfax"
-104.89998713,39.72440221,"City of Ulaanbaatar Park","Neighborhood",TRUE,FALSE,TRUE,224242.691887584,"80310044054",42,"Lowry Field"
-104.90146325,39.75265535,"Thomas (Fred N) Park","Community",FALSE,FALSE,TRUE,1280705.7126123,"80310041071",60,"Stapleton"
-104.9016431,39.65492748,"Goldsmith Gulch","Linear",FALSE,FALSE,FALSE,110922.616558536,"80310068122",32,"Hampden"
-104.90212166,39.68652829,"City of Chennai Park","Neighborhood",TRUE,FALSE,TRUE,351762.33381198,"80310070131",38,"Indian Creek"
-104.90380174,39.76121983,"McClain (Thomas Ernest) Park","Pocket",FALSE,FALSE,TRUE,14170.9333642429,"80310041041",48,"North Park Hill"
-104.90384432,39.65841965,"Hutchinson (Theodore A) Park","Open Space",TRUE,FALSE,TRUE,709481.210405745,"80310068122",32,"Hampden"
-104.90401965,39.73354294,"Denison Park","Neighborhood",FALSE,FALSE,FALSE,104519.410036466,"80310043041",46,"Montclair"
-104.90429729,39.67467856,"Unnamed Quebec & Wesley Park","Pocket",FALSE,FALSE,FALSE,25262.4756094976,"80310069011",30,"Goldsmith"
-104.90574483,39.69656292,"Jacobs (Frances Weisbart) Park","Neighborhood",FALSE,FALSE,TRUE,523617.74686441,"80310050024",72,"Washington Virginia Vale"
-104.90620394,39.66494841,"Bible (James A) Park","Community",TRUE,FALSE,TRUE,2878838.36044785,"80310068121",32,"Hampden"
-104.90694239,39.65146329,"Southmoor Park","Community",FALSE,FALSE,TRUE,753959.525327241,"80310068092",33,"Hampden South"
-104.90750414,39.72989403,"Kittredge Park","Neighborhood",FALSE,FALSE,TRUE,96420.0575918806,"80310043042",46,"Montclair"
-104.9079275,39.73348895,"Richthofen Memorial Fountain","Pocket",FALSE,FALSE,FALSE,5421.00864215593,"80310043041",46,"Montclair"
-104.90820402,39.7701928,"Martin Luther King Park","Neighborhood",FALSE,FALSE,TRUE,492359.038326124,"80310041021",49,"Northeast Park Hill"
-104.90875465,39.63981143,"Eastmoor Park","Neighborhood",TRUE,FALSE,TRUE,521878.280048025,"80310068092",33,"Hampden South"
