"","Id","Id2","Geography","Estimate..Total.","Margin.of.Error..Total.","Estimate..Male.","Margin.of.Error..Male.","Estimate..Male....Under.5.years","Margin.of.Error..Male....Under.5.years","Estimate..Male....5.to.9.years","Margin.of.Error..Male....5.to.9.years","Estimate..Male....10.to.14.years","Margin.of.Error..Male....10.to.14.years","Estimate..Male....15.to.17.years","Margin.of.Error..Male....15.to.17.years","Estimate..Male....18.and.19.years","Margin.of.Error..Male....18.and.19.years","Estimate..Male....20.years","Margin.of.Error..Male....20.years","Estimate..Male....21.years","Margin.of.Error..Male....21.years","Estimate..Male....22.to.24.years","Margin.of.Error..Male....22.to.24.years","Estimate..Male....25.to.29.years","Margin.of.Error..Male....25.to.29.years","Estimate..Male....30.to.34.years","Margin.of.Error..Male....30.to.34.years","Estimate..Male....35.to.39.years","Margin.of.Error..Male....35.to.39.years","Estimate..Male....40.to.44.years","Margin.of.Error..Male....40.to.44.years","Estimate..Male....45.to.49.years","Margin.of.Error..Male....45.to.49.years","Estimate..Male....50.to.54.years","Margin.of.Error..Male....50.to.54.years","Estimate..Male....55.to.59.years","Margin.of.Error..Male....55.to.59.years","Estimate..Male....60.and.61.years","Margin.of.Error..Male....60.and.61.years","Estimate..Male....62.to.64.years","Margin.of.Error..Male....62.to.64.years","Estimate..Male....65.and.66.years","Margin.of.Error..Male....65.and.66.years","Estimate..Male....67.to.69.years","Margin.of.Error..Male....67.to.69.years","Estimate..Male....70.to.74.years","Margin.of.Error..Male....70.to.74.years","Estimate..Male....75.to.79.years","Margin.of.Error..Male....75.to.79.years","Estimate..Male....80.to.84.years","Margin.of.Error..Male....80.to.84.years","Estimate..Male....85.years.and.over","Margin.of.Error..Male....85.years.and.over","Estimate..Female.","Margin.of.Error..Female.","Estimate..Female....Under.5.years","Margin.of.Error..Female....Under.5.years","Estimate..Female....5.to.9.years","Margin.of.Error..Female....5.to.9.years","Estimate..Female....10.to.14.years","Margin.of.Error..Female....10.to.14.years","Estimate..Female....15.to.17.years","Margin.of.Error..Female....15.to.17.years","Estimate..Female....18.and.19.years","Margin.of.Error..Female....18.and.19.years","Estimate..Female....20.years","Margin.of.Error..Female....20.years","Estimate..Female....21.years","Margin.of.Error..Female....21.years","Estimate..Female....22.to.24.years","Margin.of.Error..Female....22.to.24.years","Estimate..Female....25.to.29.years","Margin.of.Error..Female....25.to.29.years","Estimate..Female....30.to.34.years","Margin.of.Error..Female....30.to.34.years","Estimate..Female....35.to.39.years","Margin.of.Error..Female....35.to.39.years","Estimate..Female....40.to.44.years","Margin.of.Error..Female....40.to.44.years","Estimate..Female....45.to.49.years","Margin.of.Error..Female....45.to.49.years","Estimate..Female....50.to.54.years","Margin.of.Error..Female....50.to.54.years","Estimate..Female....55.to.59.years","Margin.of.Error..Female....55.to.59.years","Estimate..Female....60.and.61.years","Margin.of.Error..Female....60.and.61.years","Estimate..Female....62.to.64.years","Margin.of.Error..Female....62.to.64.years","Estimate..Female....65.and.66.years","Margin.of.Error..Female....65.and.66.years","Estimate..Female....67.to.69.years","Margin.of.Error..Female....67.to.69.years","Estimate..Female....70.to.74.years","Margin.of.Error..Female....70.to.74.years","Estimate..Female....75.to.79.years","Margin.of.Error..Female....75.to.79.years","Estimate..Female....80.to.84.years","Margin.of.Error..Female....80.to.84.years","Estimate..Female....85.years.and.over","Margin.of.Error..Female....85.years.and.over"
"110","1500000US080310017013",80310017013,"Block Group 3, Census Tract 17.01, Denver County, Colorado",369,113,273,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,23,35,15,23,17,27,0,11,65,53,26,42,35,41,0,11,71,91,0,11,21,24,0,11,0,11,0,11,0,11,96,60,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,15,24,0,11,0,11,0,11,20,31,14,24,47,39,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
"111","1500000US080310017014",80310017014,"Block Group 4, Census Tract 17.01, Denver County, Colorado",1320,291,823,249,0,11,14,23,0,11,0,11,0,11,0,11,0,11,9,15,179,209,70,70,34,42,36,40,62,60,62,61,106,98,33,37,17,28,27,26,22,26,76,75,31,35,45,56,0,11,497,144,19,30,17,26,0,11,0,11,0,11,0,11,0,11,41,46,0,11,16,27,0,11,31,37,53,54,54,68,19,24,30,33,42,54,78,69,7,14,54,45,24,28,0,11,12,21
"112","1500000US080310017015",80310017015,"Block Group 5, Census Tract 17.01, Denver County, Colorado",827,221,503,177,0,11,0,11,28,44,28,43,0,11,0,11,0,11,23,29,101,100,50,50,23,36,31,49,17,27,58,55,30,29,0,11,30,33,12,19,17,22,47,38,0,11,0,11,8,13,324,117,0,11,0,11,0,11,0,11,0,11,0,11,0,11,11,19,54,64,74,64,0,11,23,36,16,25,26,30,46,54,10,17,38,38,0,11,8,14,0,11,0,11,9,14,9,14
"113","1500000US080310017021",80310017021,"Block Group 1, Census Tract 17.02, Denver County, Colorado",1695,317,957,214,0,11,0,11,0,11,0,11,0,11,0,11,0,11,95,81,160,112,318,143,38,43,145,121,73,54,29,41,69,89,0,11,0,11,14,19,0,11,16,25,0,11,0,11,0,11,738,210,0,11,0,11,0,11,0,11,0,11,0,11,35,38,97,76,244,123,104,71,19,31,93,102,31,35,25,26,16,28,43,64,0,11,14,19,17,30,0,11,0,11,0,11,0,11
"114","1500000US080310017022",80310017022,"Block Group 2, Census Tract 17.02, Denver County, Colorado",2288,355,1169,240,0,11,11,17,0,11,0,11,188,127,46,44,126,89,69,51,84,66,125,97,95,69,66,52,113,78,28,35,74,56,15,23,50,48,34,39,16,25,16,25,13,18,0,11,0,11,1119,262,13,19,0,11,17,26,0,11,165,87,130,113,86,73,79,79,106,114,100,101,30,35,60,55,33,36,71,88,91,62,0,11,59,62,0,11,17,27,15,24,47,34,0,11,0,11
"115","1500000US080310018001",80310018001,"Block Group 1, Census Tract 18, Denver County, Colorado",1858,213,885,139,22,34,0,11,0,11,0,11,0,11,0,11,44,31,89,63,231,93,101,56,65,44,66,65,77,47,13,14,52,41,12,16,39,43,11,18,24,28,23,22,16,20,0,11,0,11,973,163,0,11,0,11,0,11,50,37,43,45,0,11,47,46,132,68,317,137,80,48,40,31,26,24,53,40,35,38,36,34,30,34,7,11,0,11,25,22,18,20,10,15,15,16,9,14
"116","1500000US080310018002",80310018002,"Block Group 2, Census Tract 18, Denver County, Colorado",1529,388,858,259,81,52,89,103,53,54,0,11,0,11,20,28,0,11,3,6,50,58,75,44,116,61,84,85,60,52,49,39,26,37,24,22,37,33,34,29,3,6,26,27,20,30,5,13,3,6,671,180,24,27,82,55,31,45,32,34,0,11,22,32,17,28,18,22,40,35,82,51,117,69,26,28,23,26,7,12,33,31,30,32,15,21,0,11,16,22,21,20,20,25,5,12,10,18
"117","1500000US080310019011",80310019011,"Block Group 1, Census Tract 19.01, Denver County, Colorado",879,362,398,138,40,42,26,46,79,51,13,15,33,33,0,11,0,11,0,11,6,10,49,50,14,16,8,13,23,27,8,10,0,11,0,11,19,30,0,11,9,15,22,31,49,37,0,11,0,11,481,271,20,33,108,60,84,51,12,14,0,11,0,11,0,11,0,11,77,73,36,45,63,47,13,31,7,16,0,11,20,32,7,15,0,11,0,11,8,12,18,29,0,11,0,11,8,13
"118","1500000US080310019012",80310019012,"Block Group 2, Census Tract 19.01, Denver County, Colorado",1763,338,993,232,48,47,31,36,30,39,15,22,26,30,0,11,12,19,153,82,95,53,181,92,67,52,21,24,49,48,95,71,58,54,13,15,39,31,13,15,10,13,0,11,6,9,16,18,15,18,770,181,20,23,37,44,75,63,36,53,10,16,29,44,30,38,12,19,33,34,32,26,58,41,62,47,49,48,53,43,79,42,18,22,9,13,30,34,30,39,12,14,26,28,7,11,23,35
"119","1500000US080310019021",80310019021,"Block Group 1, Census Tract 19.02, Denver County, Colorado",812,204,358,131,0,11,0,11,0,11,0,11,253,109,22,22,22,30,2,4,4,5,15,23,11,20,9,11,0,11,4,5,12,20,0,11,0,11,4,5,0,11,0,11,0,11,0,11,0,11,454,146,0,11,0,11,0,11,0,11,296,115,53,44,42,35,21,30,15,23,0,11,0,11,8,8,0,11,0,11,19,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
"120","1500000US080310020001",80310020001,"Block Group 1, Census Tract 20, Denver County, Colorado",1918,201,1135,155,37,35,0,11,0,11,0,11,0,11,7,12,23,35,52,46,119,105,143,48,129,63,115,65,43,36,102,73,210,84,51,46,9,15,12,18,9,13,9,15,28,26,37,58,0,11,783,136,0,11,0,11,0,11,0,11,0,11,8,13,0,11,10,12,196,70,61,42,85,44,48,25,52,40,55,36,117,83,27,30,29,27,0,11,35,54,39,41,21,24,0,11,0,11
"121","1500000US080310021001",80310021001,"Block Group 1, Census Tract 21, Denver County, Colorado",1140,310,724,191,0,11,17,24,9,20,0,11,0,11,36,44,0,11,26,37,132,80,102,82,9,15,53,46,47,46,58,63,75,79,19,32,33,38,61,68,47,45,0,11,0,11,0,11,0,11,416,182,0,11,17,29,36,58,0,11,0,11,0,11,0,11,29,33,35,42,66,39,80,85,58,51,0,11,26,30,25,28,0,11,10,16,23,35,0,11,0,11,0,11,0,11,11,27
"122","1500000US080310021002",80310021002,"Block Group 2, Census Tract 21, Denver County, Colorado",1516,444,740,252,16,26,44,58,0,11,0,11,0,11,0,11,0,11,0,11,82,69,237,164,79,60,80,81,78,96,17,30,16,26,0,11,13,22,18,28,28,33,32,33,0,11,0,11,0,11,776,279,9,15,77,69,0,11,0,11,0,11,82,119,0,11,30,37,70,68,180,106,97,59,8,15,96,118,0,11,83,76,25,29,0,11,0,11,0,11,0,11,0,11,0,11,19,28
"123","1500000US080310021003",80310021003,"Block Group 3, Census Tract 21, Denver County, Colorado",1010,218,560,152,30,52,30,43,0,11,0,11,0,11,8,12,0,11,36,57,53,53,161,102,47,45,0,11,77,43,15,23,13,22,16,26,0,11,11,19,32,31,31,32,0,11,0,11,0,11,450,148,0,11,0,11,10,18,0,11,9,15,0,11,0,11,106,109,12,20,76,64,13,21,33,48,11,20,62,73,25,29,13,21,32,36,0,11,0,11,14,22,0,11,0,11,34,39
"124","1500000US080310021004",80310021004,"Block Group 4, Census Tract 21, Denver County, Colorado",442,252,205,107,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,24,61,69,67,67,12,19,0,11,15,25,36,47,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,237,189,72,119,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,21,96,84,10,16,12,19,0,11,0,11,0,11,0,11,0,11,16,25,0,11,0,11,0,11,0,11,18,29
"125","1500000US080310021005",80310021005,"Block Group 5, Census Tract 21, Denver County, Colorado",1763,575,910,340,52,56,95,58,71,57,0,11,46,74,11,18,0,11,63,85,144,117,57,47,121,71,71,84,55,79,53,88,0,11,40,50,0,11,0,11,18,26,13,21,0,11,0,11,0,11,853,264,161,113,75,52,0,11,0,11,0,11,0,11,0,11,72,106,15,20,219,83,25,30,75,57,0,11,31,45,76,93,0,11,66,70,0,11,18,26,20,32,0,11,0,11,0,11
"126","1500000US080310023001",80310023001,"Block Group 1, Census Tract 23, Denver County, Colorado",2567,520,1075,213,83,89,118,107,141,170,4,8,29,49,0,11,0,11,58,77,144,98,84,81,110,95,135,112,29,33,5,9,100,77,0,11,0,11,0,11,24,29,0,11,11,22,0,11,0,11,1492,462,120,156,210,178,133,71,87,89,10,15,0,11,0,11,33,32,176,111,314,148,235,112,27,44,16,24,48,54,7,13,0,11,47,73,0,11,13,21,0,11,16,25,0,11,0,11
"127","1500000US080310023002",80310023002,"Block Group 2, Census Tract 23, Denver County, Colorado",1056,335,442,211,47,54,41,39,38,49,21,27,11,21,8,17,0,11,0,11,45,67,97,79,33,38,14,22,68,54,12,19,0,11,0,11,0,11,7,11,0,11,0,11,0,11,0,11,0,11,614,162,26,29,29,33,11,17,13,21,10,21,13,21,0,11,0,11,145,103,52,42,43,42,88,56,32,37,0,11,61,61,25,31,0,11,0,11,0,11,27,45,17,27,22,34,0,11
"128","1500000US080310023003",80310023003,"Block Group 3, Census Tract 23, Denver County, Colorado",2365,476,998,251,54,61,40,50,57,54,0,11,12,24,0,11,40,58,9,16,100,66,103,96,82,44,188,113,42,50,50,52,60,45,0,11,27,30,57,73,50,45,11,20,16,24,0,11,0,11,1367,300,69,75,75,56,0,11,32,47,0,11,22,27,0,11,203,144,408,170,163,91,64,49,114,78,31,37,12,20,56,45,16,25,0,11,1,7,14,24,33,37,15,23,18,28,21,26
"129","1500000US080310024021",80310024021,"Block Group 1, Census Tract 24.02, Denver County, Colorado",1118,166,526,95,55,35,5,8,33,28,5,8,0,11,0,11,0,11,33,35,43,25,88,47,18,15,58,34,68,40,73,37,6,8,17,23,5,8,15,22,4,8,0,11,0,11,0,11,0,11,592,124,11,12,17,24,19,17,20,15,20,22,24,30,0,11,32,25,134,97,42,24,39,29,53,34,49,35,69,40,23,27,7,11,0,11,6,9,9,10,12,15,0,11,0,11,6,9
"130","1500000US080310024022",80310024022,"Block Group 2, Census Tract 24.02, Denver County, Colorado",769,160,367,100,47,32,5,8,0,11,0,11,0,11,0,11,0,11,32,28,34,23,50,40,11,12,27,22,39,29,29,23,22,25,14,11,6,15,5,9,3,7,23,18,15,13,0,11,5,8,402,94,23,19,11,11,26,27,0,11,0,11,0,11,0,11,12,11,54,53,60,43,41,32,12,13,26,22,26,19,18,14,3,7,17,16,8,11,14,14,7,11,18,15,11,14,15,13
"131","1500000US080310024031",80310024031,"Block Group 1, Census Tract 24.03, Denver County, Colorado",1257,256,563,223,0,11,0,11,11,20,29,27,0,11,0,11,0,11,43,53,91,81,76,57,53,39,80,101,10,16,61,79,62,91,13,24,20,27,0,11,8,13,0,11,6,10,0,11,0,11,694,229,21,34,21,26,0,11,35,29,6,10,0,11,0,11,25,29,172,175,42,39,105,56,140,94,7,12,29,29,32,33,0,11,0,11,11,17,0,11,48,39,0,11,0,11,0,11
"132","1500000US080310024032",80310024032,"Block Group 2, Census Tract 24.03, Denver County, Colorado",884,195,521,135,18,29,0,11,0,11,0,11,0,11,0,11,0,11,33,32,116,97,30,28,80,56,40,46,30,37,39,33,42,40,13,20,35,50,20,22,12,19,6,10,7,12,0,11,0,11,363,116,0,11,0,11,0,11,0,11,0,11,0,11,8,13,23,27,76,71,23,19,38,39,19,32,31,27,20,24,8,13,69,87,7,13,24,27,6,10,11,16,0,11,0,11,0,11
"133","1500000US080310024033",80310024033,"Block Group 3, Census Tract 24.03, Denver County, Colorado",1492,377,822,300,129,174,9,14,0,11,0,11,0,11,9,21,0,11,97,77,87,78,158,90,65,50,0,11,115,87,68,62,34,34,0,11,14,21,0,11,0,11,7,12,30,48,0,11,0,11,670,209,9,15,0,11,67,79,23,39,0,11,0,11,19,30,64,59,113,70,41,36,63,52,11,17,41,42,36,31,25,32,15,24,36,42,25,44,8,13,11,20,36,38,16,28,11,16
"134","1500000US080310026011",80310026011,"Block Group 1, Census Tract 26.01, Denver County, Colorado",1600,299,887,224,57,71,0,11,0,11,0,11,7,12,0,11,0,11,47,51,275,171,169,93,26,30,101,82,36,42,9,14,40,46,56,8,10,18,15,21,12,19,13,21,0,11,14,23,0,11,713,214,0,11,0,11,0,11,0,11,0,11,0,11,0,11,105,73,280,190,97,58,41,41,31,40,0,11,53,45,64,60,14,21,16,25,0,11,12,19,0,11,0,11,0,11,0,11
"135","1500000US080310026012",80310026012,"Block Group 2, Census Tract 26.01, Denver County, Colorado",1532,278,1051,218,0,11,0,11,0,11,0,11,0,11,36,58,0,11,168,131,152,82,199,107,37,38,17,27,17,23,73,64,110,80,30,34,111,85,7,11,43,32,14,23,25,26,0,11,12,20,481,141,0,11,0,11,0,11,0,11,0,11,0,11,0,11,9,15,124,76,126,88,12,19,0,11,0,11,43,69,16,25,51,43,0,11,44,40,27,32,14,21,0,11,15,24,0,11
"136","1500000US080310026021",80310026021,"Block Group 1, Census Tract 26.02, Denver County, Colorado",2702,203,1340,194,0,11,6,11,0,11,18,23,0,11,0,11,15,24,78,47,353,140,268,104,155,76,108,64,99,44,55,38,60,39,0,11,22,27,23,23,23,21,12,14,7,11,4,9,34,48,1362,185,17,19,0,11,16,27,0,11,25,32,8,13,0,11,144,83,561,145,304,86,56,35,15,18,23,20,58,58,52,35,6,7,12,14,7,10,16,15,22,19,13,21,4,10,3,9
"137","1500000US080310027011",80310027011,"Block Group 1, Census Tract 27.01, Denver County, Colorado",1030,193,537,149,0,11,0,11,0,11,0,11,0,11,0,11,0,11,14,16,136,77,150,95,29,31,15,25,88,72,47,57,30,35,0,11,12,20,0,11,16,24,0,11,0,11,0,11,0,11,493,137,0,11,0,11,0,11,0,11,0,11,0,11,8,13,28,38,197,114,87,66,0,11,13,21,14,24,46,49,41,55,12,21,47,57,0,11,0,11,0,11,0,11,0,11,0,11
"138","1500000US080310027012",80310027012,"Block Group 2, Census Tract 27.01, Denver County, Colorado",1165,265,678,234,0,11,17,24,0,11,0,11,0,11,7,12,0,11,58,48,96,88,174,91,42,38,104,98,16,25,59,63,29,32,0,11,0,11,23,30,33,38,20,28,0,11,0,11,0,11,487,151,13,23,0,11,17,24,0,11,0,11,0,11,0,11,23,27,113,64,128,106,20,31,36,34,13,23,0,11,34,56,14,23,0,11,0,11,61,45,0,11,0,11,15,23,0,11
"139","1500000US080310027013",80310027013,"Block Group 3, Census Tract 27.01, Denver County, Colorado",1637,220,886,168,0,11,0,11,14,25,0,11,0,11,0,11,0,11,36,35,284,127,213,85,60,48,39,45,50,62,28,29,55,62,0,11,0,11,51,56,41,66,0,11,15,28,0,11,0,11,751,171,0,11,11,17,0,11,10,17,0,11,0,11,0,11,56,74,264,112,189,80,52,48,0,11,57,66,57,73,42,40,0,11,0,11,0,11,0,11,13,21,0,11,0,11,0,11
"140","1500000US080310027014",80310027014,"Block Group 4, Census Tract 27.01, Denver County, Colorado",841,156,383,136,0,11,0,11,0,11,0,11,0,11,0,11,0,11,104,82,101,74,72,54,54,67,0,11,0,11,39,63,0,11,0,11,0,11,0,11,0,11,13,21,0,11,0,11,0,11,458,130,0,11,0,11,0,11,0,11,0,11,0,11,9,14,89,55,264,101,20,32,19,30,0,11,0,11,44,68,0,11,0,11,0,11,0,11,0,11,0,11,13,22,0,11,0,11
"141","1500000US080310027021",80310027021,"Block Group 1, Census Tract 27.02, Denver County, Colorado",1534,248,899,220,50,73,0,11,0,11,0,11,0,11,0,11,0,11,0,11,280,120,65,64,126,82,29,31,17,27,14,22,89,83,31,44,121,85,3,7,60,47,14,23,0,11,0,11,0,11,635,156,50,52,43,61,0,11,0,11,0,11,0,11,6,12,0,11,173,94,54,59,62,54,91,80,0,11,0,11,25,28,15,23,27,41,20,31,53,49,0,11,0,11,16,26,0,11
"142","1500000US080310027022",80310027022,"Block Group 2, Census Tract 27.02, Denver County, Colorado",1617,316,701,197,35,31,0,11,0,11,30,48,0,11,0,11,0,11,8,13,156,107,185,89,16,27,87,80,26,33,70,64,27,42,0,11,28,44,33,39,0,11,0,11,0,11,0,11,0,11,916,234,0,11,50,72,0,11,0,11,23,33,0,11,9,14,49,49,289,176,131,67,100,82,59,53,28,36,17,28,76,58,34,37,16,26,0,11,0,11,18,30,0,11,0,11,17,27
"143","1500000US080310027023",80310027023,"Block Group 3, Census Tract 27.02, Denver County, Colorado",1023,264,562,179,0,11,0,11,1,3,0,11,0,11,0,11,0,11,83,94,207,112,61,44,56,46,51,49,0,11,19,27,24,30,2,6,35,56,1,3,1,3,19,33,2,6,0,11,0,11,461,172,0,11,0,11,0,11,0,11,0,11,0,11,0,11,70,44,141,105,150,112,7,14,0,11,18,24,26,28,4,10,3,9,16,26,1,3,17,27,7,15,1,3,0,11,0,11
"144","1500000US080310027024",80310027024,"Block Group 4, Census Tract 27.02, Denver County, Colorado",673,141,340,87,0,11,0,11,0,11,0,11,0,11,0,11,0,11,28,26,95,50,71,48,13,22,37,60,0,11,64,66,0,11,0,11,0,11,0,11,0,11,0,11,32,32,0,11,0,11,333,114,0,11,0,11,0,11,0,11,0,11,9,13,0,11,24,28,120,81,49,36,58,69,0,11,0,11,35,40,0,11,0,11,0,11,20,29,18,29,0,11,0,11,0,11,0,11
"145","1500000US080310027025",80310027025,"Block Group 5, Census Tract 27.02, Denver County, Colorado",1110,219,732,202,0,11,0,11,0,11,0,11,0,11,6,10,11,19,28,28,170,106,255,206,34,37,3,4,33,52,0,11,32,37,44,70,20,32,17,29,43,44,0,11,0,11,36,40,0,11,378,168,0,11,0,11,0,11,0,11,0,11,0,11,0,11,95,129,109,90,81,54,1,4,5,6,1,4,17,26,22,31,0,11,16,26,0,11,0,11,17,28,0,11,14,23,0,11
"146","1500000US080310027031",80310027031,"Block Group 1, Census Tract 27.03, Denver County, Colorado",1673,301,922,213,61,96,54,87,0,11,38,60,0,11,9,14,0,11,72,63,109,64,111,73,118,107,62,78,100,74,59,70,30,34,14,21,14,22,0,11,38,51,33,34,0,11,0,11,0,11,751,178,0,11,0,11,45,74,0,11,38,59,0,11,0,11,78,57,259,125,140,79,100,96,0,11,13,21,0,11,48,45,16,27,14,25,0,11,0,11,0,11,0,11,0,11,0,11
"147","1500000US080310027032",80310027032,"Block Group 2, Census Tract 27.03, Denver County, Colorado",1257,233,766,211,0,11,0,11,0,11,0,11,0,11,0,11,0,11,86,75,279,114,169,122,32,36,84,70,0,11,45,55,11,17,14,22,0,11,0,11,46,42,0,11,0,11,0,11,0,11,491,139,0,11,0,11,0,11,0,11,0,11,0,11,9,14,88,56,144,87,110,95,70,67,14,22,0,11,0,11,0,11,18,31,0,11,0,11,38,42,0,11,0,11,0,11,0,11
"148","1500000US080310027033",80310027033,"Block Group 3, Census Tract 27.03, Denver County, Colorado",1201,321,694,281,13,22,0,11,0,11,0,11,0,11,0,11,0,11,48,47,216,133,122,110,105,80,42,39,13,21,55,67,4,10,26,34,45,36,5,11,0,11,0,11,0,11,0,11,0,11,507,165,13,21,0,11,0,11,0,11,0,11,0,11,0,11,88,115,191,99,27,32,43,42,58,63,58,75,0,11,14,25,0,11,15,24,0,11,0,11,0,11,0,11,0,11,0,11
"149","1500000US080310027034",80310027034,"Block Group 4, Census Tract 27.03, Denver County, Colorado",1110,242,584,183,0,11,0,11,0,11,0,11,0,11,0,11,0,11,20,22,219,161,91,61,120,71,30,34,11,18,13,21,12,19,0,11,0,11,38,43,14,21,0,11,0,11,16,27,0,11,526,154,0,11,0,11,0,11,87,54,0,11,0,11,0,11,10,16,170,98,48,43,66,56,92,62,2,6,34,37,16,23,0,11,0,11,0,11,0,11,0,11,0,11,1,3,0,11
"150","1500000US080310028011",80310028011,"Block Group 1, Census Tract 28.01, Denver County, Colorado",1028,223,369,108,18,29,0,11,20,30,0,11,0,11,0,11,0,11,0,11,19,21,110,63,18,21,19,22,24,25,27,34,58,53,8,13,0,11,30,47,8,15,10,15,0,11,0,11,0,11,659,177,10,16,47,46,22,25,26,29,0,11,0,11,0,11,37,35,155,98,85,67,52,41,84,59,38,46,13,20,21,24,10,14,11,16,10,16,0,11,9,15,0,11,0,11,29,32
"151","1500000US080310028012",80310028012,"Block Group 2, Census Tract 28.01, Denver County, Colorado",778,156,430,137,11,17,9,15,8,12,0,11,0,11,0,11,9,14,12,19,97,84,95,56,0,11,0,11,22,26,21,23,48,33,20,23,19,21,11,16,29,27,0,11,0,11,19,29,0,11,348,85,12,18,0,11,0,11,0,11,0,11,0,11,0,11,13,14,67,53,31,27,25,22,0,11,0,11,42,30,88,44,12,19,12,19,8,12,0,11,28,27,0,11,0,11,10,16
"152","1500000US080310028013",80310028013,"Block Group 3, Census Tract 28.01, Denver County, Colorado",899,181,460,103,41,34,7,11,12,17,0,11,0,11,0,11,7,10,26,31,70,44,134,67,66,57,33,30,8,13,0,11,15,17,0,11,0,11,0,11,23,24,8,11,10,14,0,11,0,11,439,132,0,11,0,11,0,11,0,11,0,11,0,11,4,8,30,24,112,114,74,40,103,62,20,22,20,22,0,11,31,29,26,28,0,11,0,11,9,15,0,11,10,15,0,11,0,11
"153","1500000US080310028021",80310028021,"Block Group 1, Census Tract 28.02, Denver County, Colorado",1728,345,883,259,0,11,37,28,34,39,13,20,0,11,0,11,0,11,65,58,35,34,200,123,85,77,97,63,100,92,13,21,47,55,13,21,100,95,22,29,12,23,0,11,0,11,0,11,10,21,845,209,42,38,66,49,0,11,0,11,0,11,0,11,0,11,98,77,81,54,189,132,71,54,15,26,47,48,19,37,15,30,70,76,39,39,40,63,13,21,17,28,0,11,14,21,9,19
"154","1500000US080310028022",80310028022,"Block Group 2, Census Tract 28.02, Denver County, Colorado",764,178,371,130,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,39,50,135,115,58,53,103,79,0,11,0,11,17,28,0,11,0,11,0,11,0,11,19,30,0,11,0,11,0,11,393,145,0,11,0,11,0,11,0,11,0,11,0,11,0,11,53,52,78,43,112,84,40,67,0,11,74,81,0,11,17,28,0,11,0,11,0,11,0,11,0,11,19,31,0,11,0,11
"155","1500000US080310028023",80310028023,"Block Group 3, Census Tract 28.02, Denver County, Colorado",1008,252,556,162,12,21,0,11,23,33,0,11,9,15,0,11,0,11,25,24,103,71,50,47,47,75,76,60,104,95,55,51,35,42,16,25,0,11,0,11,0,11,1,4,0,11,0,11,0,11,452,166,48,51,19,31,0,11,11,24,10,16,0,11,15,34,17,19,72,47,75,84,14,23,38,35,82,82,14,20,35,37,0,11,0,11,0,11,0,11,0,11,0,11,2,4,0,11
"156","1500000US080310028024",80310028024,"Block Group 4, Census Tract 28.02, Denver County, Colorado",834,192,596,186,0,11,0,11,0,11,0,11,0,11,0,11,0,11,31,30,236,110,99,92,21,34,0,11,24,35,0,11,74,84,15,23,11,19,17,25,0,11,51,39,0,11,17,28,0,11,238,103,0,11,0,11,0,11,0,11,0,11,0,11,0,11,8,13,96,79,75,55,33,41,0,11,0,11,26,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
"157","1500000US080310028031",80310028031,"Block Group 1, Census Tract 28.03, Denver County, Colorado",712,195,297,105,0,11,0,11,0,11,0,11,0,11,0,11,0,11,65,65,23,26,14,24,69,53,45,42,0,11,35,42,0,11,17,27,0,11,16,27,0,11,0,11,13,19,0,11,0,11,415,129,37,60,0,11,13,24,0,11,0,11,0,11,0,11,23,27,127,86,27,32,78,52,22,25,13,21,0,11,31,36,0,11,16,25,13,21,0,11,15,21,0,11,0,11,0,11
"158","1500000US080310028032",80310028032,"Block Group 2, Census Tract 28.03, Denver County, Colorado",1236,249,751,180,25,38,19,31,23,36,0,11,0,11,0,11,0,11,0,11,112,74,81,55,81,55,141,98,16,26,59,72,85,72,0,11,36,34,14,22,14,21,16,27,0,11,15,24,14,22,485,138,0,11,0,11,0,11,0,11,0,11,0,11,0,11,66,82,137,82,35,28,81,60,14,22,50,65,15,24,35,43,0,11,0,11,13,20,12,19,0,11,13,21,14,22,0,11
"159","1500000US080310028033",80310028033,"Block Group 3, Census Tract 28.03, Denver County, Colorado",1389,337,695,186,0,11,0,11,0,11,0,11,0,11,0,11,0,11,21,24,183,95,160,112,17,27,141,86,0,11,35,40,78,84,0,11,18,28,27,29,15,24,0,11,0,11,0,11,0,11,694,223,22,34,42,43,18,26,0,11,0,11,0,11,0,11,180,168,209,106,82,70,36,41,57,49,15,24,0,11,18,25,0,11,15,25,0,11,0,11,0,11,0,11,0,11,0,11
