"","Id","Id2","Geography","Estimate..Total.","Margin.of.Error..Total.","Estimate..Male.","Margin.of.Error..Male.","Estimate..Male....Under.5.years","Margin.of.Error..Male....Under.5.years","Estimate..Male....5.to.9.years","Margin.of.Error..Male....5.to.9.years","Estimate..Male....10.to.14.years","Margin.of.Error..Male....10.to.14.years","Estimate..Male....15.to.17.years","Margin.of.Error..Male....15.to.17.years","Estimate..Male....18.and.19.years","Margin.of.Error..Male....18.and.19.years","Estimate..Male....20.years","Margin.of.Error..Male....20.years","Estimate..Male....21.years","Margin.of.Error..Male....21.years","Estimate..Male....22.to.24.years","Margin.of.Error..Male....22.to.24.years","Estimate..Male....25.to.29.years","Margin.of.Error..Male....25.to.29.years","Estimate..Male....30.to.34.years","Margin.of.Error..Male....30.to.34.years","Estimate..Male....35.to.39.years","Margin.of.Error..Male....35.to.39.years","Estimate..Male....40.to.44.years","Margin.of.Error..Male....40.to.44.years","Estimate..Male....45.to.49.years","Margin.of.Error..Male....45.to.49.years","Estimate..Male....50.to.54.years","Margin.of.Error..Male....50.to.54.years","Estimate..Male....55.to.59.years","Margin.of.Error..Male....55.to.59.years","Estimate..Male....60.and.61.years","Margin.of.Error..Male....60.and.61.years","Estimate..Male....62.to.64.years","Margin.of.Error..Male....62.to.64.years","Estimate..Male....65.and.66.years","Margin.of.Error..Male....65.and.66.years","Estimate..Male....67.to.69.years","Margin.of.Error..Male....67.to.69.years","Estimate..Male....70.to.74.years","Margin.of.Error..Male....70.to.74.years","Estimate..Male....75.to.79.years","Margin.of.Error..Male....75.to.79.years","Estimate..Male....80.to.84.years","Margin.of.Error..Male....80.to.84.years","Estimate..Male....85.years.and.over","Margin.of.Error..Male....85.years.and.over","Estimate..Female.","Margin.of.Error..Female.","Estimate..Female....Under.5.years","Margin.of.Error..Female....Under.5.years","Estimate..Female....5.to.9.years","Margin.of.Error..Female....5.to.9.years","Estimate..Female....10.to.14.years","Margin.of.Error..Female....10.to.14.years","Estimate..Female....15.to.17.years","Margin.of.Error..Female....15.to.17.years","Estimate..Female....18.and.19.years","Margin.of.Error..Female....18.and.19.years","Estimate..Female....20.years","Margin.of.Error..Female....20.years","Estimate..Female....21.years","Margin.of.Error..Female....21.years","Estimate..Female....22.to.24.years","Margin.of.Error..Female....22.to.24.years","Estimate..Female....25.to.29.years","Margin.of.Error..Female....25.to.29.years","Estimate..Female....30.to.34.years","Margin.of.Error..Female....30.to.34.years","Estimate..Female....35.to.39.years","Margin.of.Error..Female....35.to.39.years","Estimate..Female....40.to.44.years","Margin.of.Error..Female....40.to.44.years","Estimate..Female....45.to.49.years","Margin.of.Error..Female....45.to.49.years","Estimate..Female....50.to.54.years","Margin.of.Error..Female....50.to.54.years","Estimate..Female....55.to.59.years","Margin.of.Error..Female....55.to.59.years","Estimate..Female....60.and.61.years","Margin.of.Error..Female....60.and.61.years","Estimate..Female....62.to.64.years","Margin.of.Error..Female....62.to.64.years","Estimate..Female....65.and.66.years","Margin.of.Error..Female....65.and.66.years","Estimate..Female....67.to.69.years","Margin.of.Error..Female....67.to.69.years","Estimate..Female....70.to.74.years","Margin.of.Error..Female....70.to.74.years","Estimate..Female....75.to.79.years","Margin.of.Error..Female....75.to.79.years","Estimate..Female....80.to.84.years","Margin.of.Error..Female....80.to.84.years","Estimate..Female....85.years.and.over","Margin.of.Error..Female....85.years.and.over"
"367","1500000US080310053001",80310053001,"Block Group 1, Census Tract 53, Denver County, Colorado",1363,123,660,92,59,42,27,22,17,18,0,11,16,18,14,14,0,11,40,50,43,22,45,25,35,27,35,24,44,28,36,26,41,27,24,20,36,31,17,14,27,20,5,8,3,9,27,24,69,30,703,109,9,13,40,27,0,11,12,11,0,11,0,11,0,11,0,11,46,21,45,33,14,14,35,22,26,16,59,34,28,21,13,13,45,24,30,20,16,12,26,26,45,25,87,38,127,64
"368","1500000US080310055021",80310055021,"Block Group 1, Census Tract 55.02, Denver County, Colorado",2048,189,1068,124,83,43,70,35,67,34,11,12,0,11,0,11,12,17,76,44,112,57,121,52,72,40,41,31,76,45,121,60,26,19,38,28,44,35,6,9,6,8,18,14,49,20,4,6,15,16,980,149,52,36,43,28,50,44,66,62,26,25,4,7,0,11,50,35,61,42,88,41,44,23,76,29,56,25,53,30,53,40,48,27,31,23,0,11,23,29,27,30,53,31,29,32,47,42
"369","1500000US080310055031",80310055031,"Block Group 1, Census Tract 55.03, Denver County, Colorado",741,203,355,121,45,44,0,11,24,35,23,25,0,11,0,11,0,11,21,23,12,18,0,11,44,40,10,16,29,28,0,11,53,31,19,20,19,21,0,11,14,22,0,11,12,18,10,14,20,21,386,107,18,26,21,32,33,38,29,33,8,12,0,11,0,11,7,12,8,12,18,22,46,41,25,24,53,43,18,20,9,13,9,15,0,11,0,11,0,11,0,11,22,23,30,26,32,28
"370","1500000US080310055032",80310055032,"Block Group 2, Census Tract 55.03, Denver County, Colorado",2395,483,1096,307,114,108,110,82,99,82,56,44,8,14,8,12,0,11,75,72,87,82,117,55,70,54,45,36,47,45,43,34,35,28,17,19,30,29,0,11,15,19,45,33,18,20,41,28,16,18,1299,260,74,46,88,43,138,86,9,15,16,18,43,49,6,9,16,18,162,120,150,81,37,39,33,25,78,50,61,49,99,52,43,33,50,35,11,17,20,22,56,33,31,28,11,17,67,59
"371","1500000US080310055033",80310055033,"Block Group 3, Census Tract 55.03, Denver County, Colorado",1012,171,498,108,0,11,0,11,0,11,10,15,21,19,8,14,9,14,8,14,48,36,11,19,0,11,49,40,83,57,64,32,54,37,34,30,4,9,27,21,10,15,32,22,9,14,17,20,0,11,514,100,0,11,26,24,37,34,7,13,0,11,0,11,8,14,8,12,49,39,0,11,7,13,24,23,45,31,38,27,82,39,21,22,27,25,11,16,21,23,57,47,8,13,11,17,27,29
"372","1500000US080310055034",80310055034,"Block Group 4, Census Tract 55.03, Denver County, Colorado",727,195,329,115,0,11,98,112,0,11,19,21,0,11,0,11,0,11,1,6,24,24,24,20,0,11,10,15,37,30,13,15,10,15,18,20,18,20,0,11,27,23,20,23,10,15,0,11,0,11,398,121,33,51,7,11,0,11,7,11,0,11,0,11,12,21,33,45,72,64,20,23,7,11,30,28,10,16,45,28,27,25,8,13,25,23,19,20,2,7,19,22,12,19,0,11,10,16
"373","1500000US080310067011",80310067011,"Block Group 1, Census Tract 67.01, Denver County, Colorado",3231,252,1679,171,62,39,8,12,26,37,11,20,0,11,15,25,36,41,182,84,481,130,317,89,64,46,168,62,35,33,47,48,78,46,26,29,7,13,15,26,27,29,18,19,36,24,0,11,20,34,1552,218,108,68,0,11,18,19,18,19,0,11,52,41,22,33,236,88,384,111,178,79,108,61,81,64,23,25,84,53,99,46,0,11,29,20,8,13,0,11,64,29,0,11,21,35,19,25
"374","1500000US080310068041",80310068041,"Block Group 1, Census Tract 68.04, Denver County, Colorado",796,161,464,160,12,18,11,17,0,11,11,17,0,11,0,11,0,11,7,13,85,98,49,51,0,11,11,21,30,41,12,18,68,69,31,26,10,15,19,19,55,28,5,9,7,11,22,20,19,16,332,63,0,11,0,11,0,11,8,11,0,11,0,11,0,11,6,11,6,11,12,20,12,21,14,19,24,25,0,11,37,29,11,16,45,27,23,21,41,25,35,23,18,14,23,21,17,18
"375","1500000US080310068042",80310068042,"Block Group 2, Census Tract 68.04, Denver County, Colorado",1627,221,807,143,53,41,25,19,0,11,19,17,0,11,0,11,0,11,13,16,78,54,106,65,100,44,59,59,22,25,58,50,80,42,41,27,49,35,46,30,23,21,7,11,9,15,13,17,6,10,820,126,65,45,40,29,9,14,10,15,0,11,0,11,8,13,14,18,66,44,166,63,8,13,59,53,85,59,29,27,60,40,10,17,52,37,10,16,41,26,17,18,17,18,17,19,37,30
"376","1500000US080310068091",80310068091,"Block Group 1, Census Tract 68.09, Denver County, Colorado",839,278,346,153,74,76,0,11,0,11,15,25,0,11,0,11,0,11,0,11,0,11,36,39,34,39,39,47,0,11,15,26,13,23,0,11,14,25,0,11,27,38,79,87,0,11,0,11,0,11,493,174,17,28,55,63,28,48,0,11,0,11,0,11,0,11,12,20,0,11,53,50,38,41,90,79,16,27,0,11,13,22,31,43,23,27,0,11,0,11,79,88,28,31,8,14,2,4
"377","1500000US080310068092",80310068092,"Block Group 2, Census Tract 68.09, Denver County, Colorado",2573,645,1451,743,0,11,43,67,103,72,30,35,0,11,0,11,0,11,29,45,355,472,270,299,37,44,54,56,201,137,141,102,39,40,20,21,44,37,14,23,30,35,34,36,0,11,7,12,0,11,1122,319,56,91,29,29,174,136,24,28,27,43,0,11,0,11,67,71,93,69,36,39,73,70,28,49,225,128,0,11,35,34,10,18,56,52,28,33,63,50,45,42,0,11,23,28,30,34
"378","1500000US080310068093",80310068093,"Block Group 3, Census Tract 68.09, Denver County, Colorado",1267,480,657,258,15,24,140,162,0,11,13,22,0,11,0,11,0,11,0,11,125,58,14,23,22,35,64,86,36,45,33,32,21,24,20,41,24,29,15,25,16,24,13,22,86,55,0,11,0,11,610,269,0,11,85,73,0,11,11,21,0,11,10,18,0,11,32,61,14,23,0,11,22,36,67,69,33,44,53,74,55,58,33,31,0,11,29,36,13,21,29,41,57,59,44,102,23,25
"379","1500000US080310068094",80310068094,"Block Group 4, Census Tract 68.09, Denver County, Colorado",1066,269,641,211,68,70,67,86,24,36,0,11,0,11,0,11,0,11,14,22,101,86,113,98,37,41,24,29,23,34,32,36,107,94,18,29,13,24,0,11,0,11,0,11,0,11,0,11,0,11,425,130,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,54,66,83,75,20,34,0,11,56,79,54,44,31,35,22,28,23,30,23,27,28,33,15,24,0,11,16,24,0,11
"380","1500000US080310068095",80310068095,"Block Group 5, Census Tract 68.09, Denver County, Colorado",911,230,422,126,15,24,16,26,0,11,0,11,0,11,0,11,0,11,0,11,48,39,93,55,37,42,42,63,0,11,59,56,0,11,0,11,36,39,16,25,0,11,0,11,26,31,20,22,14,22,489,154,33,37,21,34,0,11,0,11,22,35,0,11,0,11,0,11,64,55,97,66,17,26,0,11,0,11,15,24,33,35,25,28,0,11,0,11,41,64,91,70,15,24,15,25,0,11
"381","1500000US080310068096",80310068096,"Block Group 6, Census Tract 68.09, Denver County, Colorado",669,244,270,131,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,55,70,101,91,41,49,0,11,17,27,0,11,0,11,0,11,0,11,0,11,0,11,31,34,0,11,0,11,25,32,399,137,0,11,25,40,0,11,0,11,0,11,0,11,0,11,21,25,85,74,110,98,51,83,0,11,9,15,0,11,0,11,14,23,8,14,0,11,0,11,15,24,0,11,0,11,61,50
"382","1500000US080310068101",80310068101,"Block Group 1, Census Tract 68.10, Denver County, Colorado",1118,264,546,160,48,54,0,11,14,24,17,28,12,19,0,11,0,11,0,11,13,21,41,45,79,77,136,101,46,55,17,25,41,46,0,11,0,11,0,11,35,36,18,27,13,21,0,11,16,24,572,181,82,78,0,11,20,33,13,22,31,37,0,11,0,11,9,16,74,77,41,46,57,65,24,38,17,28,85,71,11,17,35,53,20,34,0,11,18,30,0,11,14,22,0,11,21,36
"383","1500000US080310068102",80310068102,"Block Group 2, Census Tract 68.10, Denver County, Colorado",1900,371,799,172,14,25,114,101,24,39,0,11,41,46,0,11,0,11,32,44,78,55,107,90,0,11,86,84,39,47,47,52,68,61,15,23,18,30,13,21,0,11,51,47,22,35,14,25,16,25,1101,260,91,70,103,72,26,44,7,11,100,76,0,11,0,11,44,43,71,59,25,29,150,107,86,75,68,75,60,52,68,58,0,11,19,30,16,26,61,45,30,35,37,44,16,26,23,37
"384","1500000US080310068103",80310068103,"Block Group 3, Census Tract 68.10, Denver County, Colorado",721,241,385,142,23,35,20,33,0,11,0,11,0,11,0,11,0,11,0,11,50,41,37,44,53,57,0,11,56,55,15,24,12,22,31,35,14,22,16,26,16,26,0,11,26,30,16,25,0,11,336,128,70,66,25,38,0,11,0,11,0,11,0,11,0,11,11,20,0,11,11,18,25,38,11,21,22,35,24,38,29,35,0,11,14,22,29,33,16,27,0,11,49,44,0,11,0,11
"385","1500000US080310068104",80310068104,"Block Group 4, Census Tract 68.10, Denver County, Colorado",1844,357,761,204,61,68,44,50,36,53,26,35,0,11,0,11,11,18,63,51,105,72,77,61,20,33,68,63,73,83,20,29,51,40,0,11,49,44,0,11,15,22,0,11,28,31,0,11,14,22,1083,227,0,11,22,36,69,61,25,32,16,24,0,11,0,11,126,93,66,59,88,66,46,51,37,41,116,103,156,90,109,68,0,11,32,35,55,80,48,42,15,24,0,11,40,37,17,29
"386","1500000US080310068111",80310068111,"Block Group 1, Census Tract 68.11, Denver County, Colorado",2250,380,1048,234,83,74,44,57,61,35,59,39,0,11,24,39,0,11,76,76,0,11,37,39,74,62,90,66,61,65,28,46,116,72,13,22,93,62,34,35,67,47,35,31,37,44,16,25,0,11,1202,214,172,86,51,47,28,33,72,85,12,20,0,11,0,11,12,21,87,86,15,20,113,75,98,52,43,48,64,52,138,72,46,43,106,71,25,31,52,42,51,43,17,26,0,11,0,11
"387","1500000US080310068112",80310068112,"Block Group 2, Census Tract 68.11, Denver County, Colorado",579,267,270,177,11,40,50,76,0,11,0,11,8,13,0,11,0,11,9,15,28,34,16,21,17,33,4,23,47,73,10,19,32,37,0,11,0,11,20,32,13,21,5,12,0,11,0,11,0,11,309,109,0,11,3,21,0,11,4,10,0,11,10,17,0,11,27,34,29,35,17,23,49,78,3,12,19,31,34,38,20,24,0,11,25,39,0,11,14,22,31,32,0,11,0,11,24,37
"388","1500000US080310068113",80310068113,"Block Group 3, Census Tract 68.11, Denver County, Colorado",1863,374,901,207,15,24,0,11,83,68,0,11,0,11,0,11,1,7,129,98,174,106,59,94,131,98,29,37,0,11,0,11,71,58,35,37,36,56,10,19,0,11,71,72,11,17,46,57,0,11,962,256,90,60,0,11,55,54,0,11,0,11,1,8,0,11,114,104,164,109,24,29,51,78,106,91,50,74,18,28,75,60,0,11,0,11,67,55,15,24,64,70,51,62,0,11,17,26
"389","1500000US080310068114",80310068114,"Block Group 4, Census Tract 68.11, Denver County, Colorado",1498,424,826,301,60,73,0,11,4,13,0,11,0,11,0,11,8,13,19,22,107,88,94,84,106,113,17,20,59,48,0,11,168,141,0,11,34,39,62,96,38,45,24,28,26,23,0,11,0,11,672,217,0,11,5,12,50,79,0,11,0,11,28,35,14,23,37,38,102,79,118,112,34,40,90,87,11,19,34,38,16,26,15,23,17,27,26,33,8,13,0,11,50,34,17,28,0,11
"390","1500000US080310068121",80310068121,"Block Group 1, Census Tract 68.12, Denver County, Colorado",1742,271,964,216,21,23,69,65,54,62,41,47,10,16,16,19,10,16,22,26,126,92,60,80,24,27,66,37,77,55,106,58,67,47,35,30,38,33,12,14,16,16,20,22,53,32,14,12,7,12,778,150,31,33,61,45,12,18,0,11,7,12,0,11,0,11,8,14,30,27,61,55,42,41,55,34,39,29,94,52,92,51,27,25,36,28,0,11,16,18,99,73,36,24,0,11,32,27
"391","1500000US080310068122",80310068122,"Block Group 2, Census Tract 68.12, Denver County, Colorado",1309,177,535,115,20,23,30,28,10,17,12,18,0,11,0,11,0,11,31,33,12,21,16,24,10,15,25,27,71,33,60,46,33,30,13,19,7,12,20,21,0,11,50,38,48,33,46,35,21,18,774,116,0,11,17,26,41,49,0,11,0,11,0,11,15,20,0,11,37,33,47,39,7,12,17,26,73,45,21,25,34,29,13,19,53,35,32,49,61,35,78,37,43,30,96,53,89,43
"392","1500000US080310068123",80310068123,"Block Group 3, Census Tract 68.12, Denver County, Colorado",813,185,350,93,9,14,6,12,13,20,0,11,8,13,0,11,9,14,42,44,28,25,68,50,7,12,76,40,0,11,0,11,0,11,13,20,9,14,10,16,7,11,16,17,0,11,15,24,14,23,463,116,10,16,18,20,32,26,0,11,0,11,0,11,7,13,27,40,74,48,48,37,52,33,22,24,12,19,10,15,16,19,44,58,0,11,11,18,20,15,7,11,22,23,0,11,31,22
"393","1500000US080310068131",80310068131,"Block Group 1, Census Tract 68.13, Denver County, Colorado",1032,281,408,156,39,39,22,27,26,27,0,11,0,11,0,11,0,11,10,15,21,31,21,34,16,26,23,39,83,85,0,11,66,55,22,32,18,29,13,21,0,11,16,26,0,11,12,21,0,11,624,175,0,11,14,22,23,28,15,24,14,24,0,11,0,11,10,16,80,99,73,64,40,47,66,58,43,41,64,55,56,53,17,29,15,26,45,72,23,27,0,11,26,23,0,11,0,11
"394","1500000US080310068132",80310068132,"Block Group 2, Census Tract 68.13, Denver County, Colorado",1664,486,904,345,111,117,145,151,14,19,14,23,0,11,0,11,0,11,8,14,167,114,79,63,47,43,12,17,60,61,148,143,45,42,0,11,0,11,0,11,0,11,26,36,15,24,0,11,13,21,760,218,18,29,3,14,26,55,12,17,0,11,0,11,9,15,97,82,143,112,94,88,74,66,30,31,0,11,101,92,18,30,0,11,32,39,28,34,20,27,14,22,0,11,0,11,41,54
"395","1500000US080310068133",80310068133,"Block Group 3, Census Tract 68.13, Denver County, Colorado",1562,406,698,284,83,74,0,11,0,11,0,11,0,11,0,11,17,26,47,54,39,32,15,24,158,120,30,34,81,128,49,79,0,11,0,11,16,26,34,36,0,11,13,21,0,11,101,98,15,26,864,247,81,81,33,39,0,11,0,11,0,11,0,11,31,45,77,62,151,121,82,96,50,50,28,35,64,63,20,33,41,50,0,11,0,11,0,11,30,35,12,21,16,26,79,82,69,44
"396","1500000US080310068141",80310068141,"Block Group 1, Census Tract 68.14, Denver County, Colorado",454,163,216,99,17,24,7,20,17,27,14,23,9,13,0,11,0,11,0,11,0,11,47,81,18,26,0,11,17,28,21,25,9,25,21,25,7,11,12,18,0,11,0,11,0,11,0,11,0,11,238,91,0,11,40,30,0,11,29,46,0,11,0,11,0,11,0,11,0,11,20,33,0,11,46,33,15,23,31,36,0,11,13,21,0,11,0,11,0,11,26,35,0,11,0,11,18,28
"397","1500000US080310068142",80310068142,"Block Group 2, Census Tract 68.14, Denver County, Colorado",1239,317,609,227,14,22,80,95,0,11,16,27,19,30,0,11,40,67,209,152,104,101,0,11,0,11,48,46,12,20,0,11,0,11,29,32,0,11,0,11,24,36,0,11,0,11,0,11,14,24,630,285,60,78,95,134,0,11,35,59,0,11,0,11,46,75,132,116,47,77,42,67,15,24,43,73,11,19,29,34,35,43,16,25,24,36,0,11,0,11,0,11,0,11,0,11,0,11
"398","1500000US080310068143",80310068143,"Block Group 3, Census Tract 68.14, Denver County, Colorado",2081,499,1121,321,0,11,111,74,0,11,75,59,0,11,0,11,0,11,35,35,12,20,204,183,212,121,84,66,21,26,60,59,87,76,24,27,0,11,34,40,40,41,68,54,14,22,40,39,0,11,960,245,0,11,166,126,113,89,0,11,0,11,0,11,0,11,152,135,38,45,33,36,65,75,0,11,15,26,111,68,31,35,32,37,37,43,0,11,63,55,20,32,66,56,0,11,18,31
"399","1500000US080310068144",80310068144,"Block Group 4, Census Tract 68.14, Denver County, Colorado",702,222,384,160,0,11,0,11,19,34,17,32,0,11,0,11,15,26,15,26,35,55,18,31,0,11,0,11,29,37,62,60,27,30,28,25,14,22,0,11,0,11,33,36,60,43,0,11,12,19,318,117,23,41,0,11,14,22,0,11,0,11,0,11,0,11,0,11,16,27,32,39,0,11,45,46,13,23,0,11,58,36,26,41,14,22,0,11,0,11,37,43,40,43,0,11,0,11
"400","1500000US080310069011",80310069011,"Block Group 1, Census Tract 69.01, Denver County, Colorado",2266,561,1224,362,249,181,98,82,39,43,26,30,0,11,0,11,7,19,56,51,152,160,189,137,10,14,63,71,47,43,44,40,32,41,85,82,23,33,0,11,13,22,33,34,10,18,15,24,33,35,1042,270,78,49,162,145,15,28,16,26,0,11,22,25,29,28,51,37,181,143,180,100,32,32,52,84,33,34,62,44,15,26,35,36,0,11,27,30,13,20,14,24,0,11,0,11,25,34
"401","1500000US080310069012",80310069012,"Block Group 2, Census Tract 69.01, Denver County, Colorado",1391,312,626,203,48,54,21,31,21,31,0,11,0,11,0,11,8,13,20,29,74,78,39,34,40,65,43,52,20,28,62,79,58,52,5,12,33,34,0,11,0,11,12,14,60,47,50,49,12,11,765,221,23,38,0,11,0,11,0,11,0,11,0,11,0,11,95,88,78,74,56,75,37,40,15,24,17,22,87,71,44,43,28,36,47,60,4,8,16,24,53,42,23,29,62,36,80,63
"402","1500000US080310069013",80310069013,"Block Group 3, Census Tract 69.01, Denver County, Colorado",601,157,352,117,14,23,0,11,0,11,0,11,14,24,0,11,11,19,35,57,21,23,29,38,74,86,35,39,30,34,0,11,60,57,0,11,12,18,0,11,17,26,0,11,0,11,0,11,0,11,249,105,0,11,0,11,0,11,0,11,8,12,8,14,0,11,25,31,61,63,0,11,0,11,38,53,15,24,0,11,65,74,0,11,15,23,0,11,0,11,0,11,14,22,0,11,0,11
"403","1500000US080310069014",80310069014,"Block Group 4, Census Tract 69.01, Denver County, Colorado",847,339,517,316,6,19,0,11,0,11,25,39,79,96,0,11,0,11,115,109,172,203,15,24,10,19,21,34,12,20,25,29,0,11,0,11,37,49,0,11,0,11,0,11,0,11,0,11,0,11,330,222,0,11,5,18,38,59,0,11,0,11,0,11,0,11,32,40,38,59,9,15,20,30,86,141,17,32,34,30,0,11,5,11,0,11,5,11,0,11,4,11,0,11,5,11,32,35
"404","1500000US080310069015",80310069015,"Block Group 5, Census Tract 69.01, Denver County, Colorado",373,133,144,62,0,11,7,13,0,11,7,17,0,11,0,11,0,11,0,11,27,43,0,11,33,44,0,11,0,11,0,11,11,20,13,21,0,11,0,11,0,11,0,11,16,27,30,35,0,11,229,101,0,11,21,37,0,11,0,11,0,11,0,11,0,11,53,91,0,11,23,35,21,27,31,36,0,11,0,11,0,11,13,21,0,11,0,11,0,11,0,11,50,41,17,27,0,11
"405","1500000US080310070061",80310070061,"Block Group 1, Census Tract 70.06, Denver County, Colorado",2412,442,1224,283,78,75,62,85,53,67,7,17,28,44,52,52,47,59,109,82,225,104,232,118,91,73,67,68,80,70,0,11,1,7,51,52,0,11,14,26,0,11,6,10,11,17,10,17,0,11,1188,267,201,129,53,64,36,57,0,11,0,11,50,63,42,56,201,106,330,128,170,95,41,41,7,20,1,6,46,40,2,14,0,11,1,8,7,11,0,11,0,11,0,11,0,11,0,11
"406","1500000US080310070062",80310070062,"Block Group 2, Census Tract 70.06, Denver County, Colorado",2359,493,1313,280,84,88,60,75,9,23,43,63,8,16,0,11,29,47,41,41,182,137,278,128,102,96,297,131,113,84,56,73,11,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1046,386,150,120,114,85,48,78,9,21,21,37,0,11,0,11,55,47,101,85,130,86,131,103,121,106,86,109,53,55,16,34,0,11,0,11,11,18,0,11,0,11,0,11,0,11,0,11
"407","1500000US080310070131",80310070131,"Block Group 1, Census Tract 70.13, Denver County, Colorado",2455,291,1115,167,98,76,81,46,35,41,0,11,2,5,0,11,0,11,68,61,142,75,57,40,203,76,70,64,36,36,78,60,111,76,19,27,26,25,9,13,27,25,28,25,9,14,16,13,0,11,1340,208,75,43,8,13,40,36,3,7,7,10,66,73,0,11,107,49,170,88,44,35,141,60,152,83,72,39,26,21,80,51,84,67,56,34,26,32,55,39,36,30,30,25,37,58,25,23
"408","1500000US080310070132",80310070132,"Block Group 2, Census Tract 70.13, Denver County, Colorado",1191,199,469,142,66,65,29,46,12,20,0,11,0,11,0,11,0,11,0,11,99,93,12,19,23,28,11,17,30,29,45,40,23,27,0,11,31,28,7,12,25,24,37,30,0,11,19,20,0,11,722,106,19,18,7,14,0,11,0,11,0,11,0,11,0,11,19,25,38,46,45,35,85,66,8,15,27,20,78,50,70,46,57,32,66,34,55,32,24,21,64,47,30,22,21,22,9,14
"409","1500000US080310070371",80310070371,"Block Group 1, Census Tract 70.37, Denver County, Colorado",2663,450,1276,283,124,102,151,103,64,56,0,11,22,37,34,53,27,30,58,53,160,80,85,68,188,100,148,82,53,45,58,61,61,62,8,13,0,11,0,11,0,11,27,24,8,12,0,11,0,11,1387,303,143,90,55,53,151,139,113,84,35,41,0,11,0,11,60,52,297,106,110,72,178,100,61,47,89,53,27,25,8,12,0,11,45,60,0,11,9,13,6,10,0,11,0,11,0,11
"410","1500000US080310070372",80310070372,"Block Group 2, Census Tract 70.37, Denver County, Colorado",945,330,567,228,77,108,29,40,2,4,18,28,3,7,0,11,0,11,0,11,163,113,17,19,69,60,0,11,80,53,10,10,48,33,11,18,18,22,0,11,16,26,4,7,0,11,2,6,0,11,378,140,59,66,7,10,1,4,1,3,0,11,0,11,3,6,59,48,32,50,34,37,20,32,7,11,29,29,10,12,35,28,16,17,6,11,13,13,10,12,23,21,0,11,7,10,6,10
