"","X","Id","Id2","Geography","TTL_population","Male","Female","Total","Age_Less_5","Age_5_to_9","Age_10_to_14","Age_15_to_17","Age_Less_18","Age_0_to_9","Age_10_to_19","Age_20_to_29","Age_30_to_39","Age_40_to_49","Age_50_to_59","Age_60_to_69","Age_70_to_79","Age_80_and_over","PCT_Less_18","White","Black","AmericanIndian","Asian","PacificIslanders","OtherRaces","Two.or.more.races","PCT_White","PCT_African","PCT_AmericanIndian","PCT_Asian","PCT_PacificIslander","PCT_OtherRaces","PCT_Two.or.more.races","Hispanic","PCT_Hispanic","TTPOP_25PLUS_EDU","LESS_THAN_HS_DIPLOMA","HSGREAD_OR_EQUIV_EDU","SOMECOLLEGE_OR_AA_EDU","BACHELORS_OR_HIGHER_EDU","Median_HH_income","Native","PCT_Housing_rent","PCT_Vehicle_none","PCT_Vehicle_own","TTPOP_18PLUS_LNG","LNG_English","LNG_Spanish","LNG_Spanish_English_bad","LNG_IndoEuropean","LNG_IndoEuropean_English_bad","LNG_AsianPacific","LNG_AsianPacific_English_bad","LNG_Others","LNG_Others_English_bad","TTL_HH_Children_under_18","Poverty_HH","Poverty_PCT_HH","MarriedCouple_HH","SingleDad_HH","SingleMom_HH","PCT_MarriedCouple_HH","PCT_SingleDad_HH","PCT_SingleMom_HH"
"381",381,"1500000US080310068096",80310068096,"Block Group 6, Census Tract 68.09, Denver County, Colorado",37,321,560,881,0,64,15,0,79,64,15,394,277,11,0,11,71,38,8.96708286038593,750,110,0,21,0,0,0,85.1305334846765,12.4858115777526,0,2.38365493757094,0,0,0,127,343.243243243243,622,49,38,121,414,"47101",851,93.7629937629938,3.95010395010395,96.049896049896,802,736,36,30,0,0,145,109,30,0,54,0,0,0,54,0,0,100,0
"382",382,"1500000US080310068101",80310068101,"Block Group 1, Census Tract 68.10, Denver County, Colorado",61,456,585,1041,93,0,42,25,160,93,136,105,126,208,194,72,46,61,15.3698366954851,639,228,2,38,0,0,268,61.3832853025937,21.9020172910663,0.192122958693564,3.65033621517771,0,0,25.7444764649376,136,222.950819672131,801,0,126,270,405,"64250",951,29.0135396518375,0,100,881,777,34,32,38,0,185,151,32,0,120,0,0,88,12,20,73.3333333333333,10,16.6666666666667
"383",383,"1500000US080310068102",80310068102,"Block Group 2, Census Tract 68.10, Denver County, Colorado",90,979,975,1954,48,185,53,18,304,233,170,261,319,319,238,198,122,94,15.5578300921187,1078,529,0,208,0,0,278,55.1688843398158,27.0726714431934,0,10.6448311156602,0,0,14.2272262026612,271,301.111111111111,1439,61,381,560,437,"63880",1630,57.307249712313,0,100,1650,1305,106,208,0,31,419,313,208,0,132,16,12.1212121212121,52,34,46,39.3939393939394,25.7575757575758,34.8484848484849
"384",384,"1500000US080310068103",80310068103,"Block Group 3, Census Tract 68.10, Denver County, Colorado",46,395,293,688,63,41,13,23,140,104,36,38,124,94,58,110,109,15,20.3488372093023,619,40,0,0,0,0,58,89.9709302325581,5.81395348837209,0,0,0,0,8.43023255813953,99,215.217391304348,548,69,132,74,273,"115921",672,8.18965517241379,0,100,548,548,0,0,0,0,193,193,0,0,70,0,0,38,21,11,54.2857142857143,30,15.7142857142857
"385",385,"1500000US080310068104",80310068104,"Block Group 4, Census Tract 68.10, Denver County, Colorado",94,786,1016,1802,59,78,51,74,262,137,136,331,254,210,305,234,83,112,14.5394006659267,1346,390,0,0,0,24,84,74.6947835738069,21.6426193118757,0,0,0,1.33185349611543,4.661487236404,172,182.978723404255,1328,136,224,307,661,"60602",1660,46.8354430379747,4.64135021097046,95.3586497890295,1540,1363,79,66,0,32,408,329,66,0,151,32,21.1920529801325,67,0,84,44.3708609271523,0,55.6291390728477
"386",386,"1500000US080310068111",80310068111,"Block Group 1, Census Tract 68.11, Denver County, Colorado",139,1237,1098,2335,216,108,135,114,573,324,271,209,266,363,313,433,139,17,24.5396145610278,1742,362,0,171,0,0,120,74.6038543897216,15.5032119914347,0,7.32334047109208,0,0,5.13918629550321,383,275.539568345324,1634,26,164,400,1044,"113250",1996,14.5522388059702,0,100,1762,1361,120,89,172,20,450,306,65,24,295,37,12.5423728813559,198,0,97,67.1186440677966,0,32.8813559322034
"387",387,"1500000US080310068112",80310068112,"Block Group 2, Census Tract 68.11, Denver County, Colorado",46,185,267,452,23,18,0,20,61,41,27,88,68,14,78,72,41,23,13.4955752212389,387,65,0,0,0,0,0,85.6194690265487,14.3805309734513,0,0,0,0,0,41,89.1304347826087,341,20,37,140,144,"75313",449,3.24074074074074,10.6481481481481,89.3518518518518,391,391,0,0,0,0,113,113,0,0,39,6,15.3846153846154,22,11,6,56.4102564102564,28.2051282051282,15.3846153846154
"388",388,"1500000US080310068113",80310068113,"Block Group 3, Census Tract 68.11, Denver County, Colorado",85,883,1039,1922,81,0,127,11,219,81,138,582,320,235,102,178,213,73,11.3943808532778,1262,234,0,236,0,101,178,65.6607700312175,12.1748178980229,0,12.2788761706556,0,5.25494276795005,9.26118626430801,224,263.529411764706,1451,12,378,394,667,"49900",1607,85.4545454545455,14.3636363636364,85.6363636363636,1703,1419,114,73,97,0,468,422,51,22,162,0,0,50,37,75,30.8641975308642,22.8395061728395,46.2962962962963
"389",389,"1500000US080310068114",80310068114,"Block Group 4, Census Tract 68.11, Denver County, Colorado",82,863,773,1636,70,5,53,0,128,75,53,311,344,218,202,268,114,51,7.8239608801956,1135,171,146,123,0,44,34,69.3765281173594,10.4523227383863,8.9242053789731,7.51833740831296,0,2.68948655256724,2.07823960880196,306,373.170731707317,1401,17,261,556,567,"46648",1508,76.1178861788618,9.55284552845528,90.4471544715447,1508,1408,19,66,0,15,340,321,66,0,134,0,0,99,0,35,73.8805970149254,0,26.1194029850746
"390",390,"1500000US080310068121",80310068121,"Block Group 1, Census Tract 68.12, Denver County, Colorado",156,913,801,1714,59,144,71,13,287,203,113,181,182,269,350,163,180,73,16.7444574095683,1565,33,2,26,0,40,96,91.3068844807468,1.92532088681447,0.116686114352392,1.5169194865811,0,2.33372228704784,5.60093348891482,236,151.282051282051,1340,21,201,334,784,"71786",1593,21.9194312796209,2.48815165876777,97.5118483412322,1427,1255,87,85,0,0,393,282,68,24,174,9,5.17241379310345,106,15,53,60.9195402298851,8.62068965517241,30.4597701149425
"391",391,"1500000US080310068122",80310068122,"Block Group 2, Census Tract 68.12, Denver County, Colorado",111,527,668,1195,17,67,15,27,126,84,48,82,68,179,156,180,217,181,10.5439330543933,1044,48,0,24,26,0,106,87.3640167364017,4.01673640167364,0,2.00836820083682,2.17573221757322,0,8.87029288702929,49,44.1441441441441,1036,17,148,242,629,"52177",1100,11.0157367668097,5.86552217453505,94.1344778254649,1069,984,7,78,0,0,493,449,48,37,94,0,0,79,0,15,84.0425531914894,0,15.9574468085106
"392",392,"1500000US080310068123",80310068123,"Block Group 3, Census Tract 68.12, Denver County, Colorado",74,453,471,924,0,9,34,0,43,9,34,205,302,113,6,91,64,100,4.65367965367965,748,70,0,47,0,23,72,80.9523809523809,7.57575757575758,0,5.08658008658009,0,2.48917748917749,7.79220779220779,94,127.027027027027,792,0,180,214,398,"55625",860,58.955223880597,16.9776119402985,83.0223880597015,881,801,28,0,47,5,248,220,0,0,22,0,0,22,0,0,100,0,0
"393",393,"1500000US080310068131",80310068131,"Block Group 1, Census Tract 68.13, Denver County, Colorado",47,315,581,896,0,14,30,15,59,14,58,143,60,115,297,153,56,0,6.58482142857143,881,0,0,0,0,15,0,98.3258928571429,0,0,0,0,1.67410714285714,0,33,70.2127659574468,808,0,129,140,539,"66953",817,24.0506329113924,3.79746835443038,96.2025316455696,837,760,15,14,16,32,149,108,0,14,50,18,36,0,0,50,0,0,100
"394",394,"1500000US080310068132",80310068132,"Block Group 2, Census Tract 68.13, Denver County, Colorado",85,1030,1031,2061,250,144,43,28,465,394,71,599,346,156,277,96,61,61,22.5618631732169,1096,848,0,105,0,0,24,53.1780688985929,41.1450752062106,0,5.09461426491994,0,0,1.16448326055313,162,190.588235294118,1460,172,388,544,356,"45082",1502,97.1980676328502,15.0724637681159,84.9275362318841,1596,1059,48,157,134,198,212,74,145,26,270,101,37.4074074074074,169,0,101,62.5925925925926,0,37.4074074074074
"395",395,"1500000US080310068133",80310068133,"Block Group 3, Census Tract 68.13, Denver County, Colorado",57,551,759,1310,70,29,0,0,99,99,0,248,312,219,109,113,44,166,7.55725190839695,835,262,0,31,0,100,164,63.7404580152672,20,0,2.36641221374046,0,7.63358778625954,12.5190839694656,114,200,1063,167,162,280,454,"43679",1138,98.4530386740331,24.4198895027624,75.5801104972376,1211,1098,29,39,15,30,272,243,14,39,83,15,18.0722891566265,41,15,27,49.3975903614458,18.0722891566265,32.5301204819277
"396",396,"1500000US080310068141",80310068141,"Block Group 1, Census Tract 68.14, Denver County, Colorado",42,284,341,625,19,108,24,61,212,127,94,0,62,93,67,78,104,0,33.92,499,22,0,0,54,9,82,79.84,3.52,0,0,8.64,1.44,13.12,26,61.9047619047619,404,12,19,122,251,"92063",602,1.96078431372549,0,100,413,393,0,20,0,0,135,135,20,0,98,0,0,48,16,34,48.9795918367347,16.3265306122449,34.6938775510204
"397",397,"1500000US080310068142",80310068142,"Block Group 2, Census Tract 68.14, Denver County, Colorado",54,709,640,1349,85,225,13,20,343,310,54,605,95,121,70,77,0,17,25.4262416604893,728,338,0,49,0,216,36,53.9659006671609,25.0555967383247,0,3.63232023721275,0,16.0118606375093,2.66864343958488,478,885.185185185185,561,70,106,150,235,"32639",971,85.1437699680511,5.59105431309904,94.408945686901,1006,716,123,91,76,0,105,86,79,12,241,95,39.4190871369295,81,31,129,33.6099585062241,12.8630705394191,53.5269709543568
"398",398,"1500000US080310068143",80310068143,"Block Group 3, Census Tract 68.14, Denver County, Colorado",83,1166,1107,2273,9,356,217,96,678,365,313,181,638,144,251,229,118,34,29.8284205895293,1221,615,24,39,0,340,68,53.7175538935328,27.0567531896172,1.05587329520458,1.71579410470743,0,14.9582050153982,2.99164100307963,626,754.21686746988,1443,148,539,315,441,"53278",2020,59.0849673202614,4.18300653594771,95.8169934640523,1595,1280,264,12,39,0,338,414,48,0,288,0,0,179,0,109,62.1527777777778,0,37.8472222222222
"399",399,"1500000US080310068144",80310068144,"Block Group 4, Census Tract 68.14, Denver County, Colorado",45,424,284,708,28,0,18,17,63,28,35,67,55,85,107,118,166,47,8.89830508474576,614,0,0,43,0,51,0,86.7231638418079,0,0,6.07344632768362,0,7.20338983050847,0,51,113.333333333333,621,26,74,194,327,"73259",672,4.27350427350427,0,100,645,580,0,65,0,0,232,232,65,0,31,0,0,31,0,0,100,0,0
"400",400,"1500000US080310069011",80310069011,"Block Group 1, Census Tract 69.01, Denver County, Colorado",115,1135,1143,2278,181,239,152,43,615,420,202,334,534,158,193,217,77,143,26.9973661106234,1491,359,0,73,0,268,174,65.4521510096576,15.7594381035996,0,3.20456540825285,0,11.7647058823529,7.63827919227393,568,493.913043478261,1485,98,522,371,494,"44870",1999,71.9260065288357,9.90206746463547,90.0979325353645,1663,1327,150,122,22,42,358,318,104,32,351,0,0,181,117,53,51.5669515669516,33.3333333333333,15.0997150997151
"401",401,"1500000US080310069012",80310069012,"Block Group 2, Census Tract 69.01, Denver County, Colorado",110,711,833,1544,77,19,19,0,115,96,19,206,243,134,339,142,117,248,7.44818652849741,1098,49,40,14,0,195,296,71.1139896373057,3.17357512953368,2.59067357512953,0.906735751295337,0,12.6295336787565,19.1709844559585,293,266.363636363636,1354,124,366,282,582,"39657",1374,73.0113636363636,6.25,93.75,1429,1258,139,15,0,17,497,343,113,15,51,23,45.0980392156863,28,0,23,54.9019607843137,0,45.0980392156863
"402",402,"1500000US080310069013",80310069013,"Block Group 3, Census Tract 69.01, Denver County, Colorado",35,499,333,832,107,43,0,0,150,150,22,141,112,150,135,87,17,18,18.0288461538462,672,0,47,0,0,40,146,80.7692307692308,0,5.64903846153846,0,0,4.80769230769231,17.5480769230769,118,337.142857142857,595,67,195,178,155,"28772",803,66.6044776119403,15.2985074626866,84.7014925373134,682,620,40,16,0,6,143,103,16,0,47,42,89.3617021276596,5,42,0,10.6382978723404,89.3617021276596,0
"403",403,"1500000US080310069014",80310069014,"Block Group 4, Census Tract 69.01, Denver County, Colorado",40,420,290,710,10,9,14,22,55,19,112,250,43,137,68,17,24,40,7.74647887323944,451,217,5,37,0,0,0,63.5211267605634,30.5633802816901,0.704225352112676,5.2112676056338,0,0,0,90,225,507,99,139,165,104,"26271",523,85.1116625310174,33.9950372208437,66.0049627791563,655,500,61,19,18,57,130,32,0,19,27,0,0,27,0,0,100,0,0
"404",404,"1500000US080310069015",80310069015,"Block Group 5, Census Tract 69.01, Denver County, Colorado",28,214,241,455,31,36,26,22,115,67,48,49,91,44,13,94,49,0,25.2747252747253,315,13,0,0,0,127,0,69.2307692307692,2.85714285714286,0,0,0,27.9120879120879,0,127,453.571428571429,305,40,65,60,140,"52292",328,32.4175824175824,0,100,340,292,48,0,0,0,137,133,0,0,52,26,50,40,0,12,76.9230769230769,0,23.0769230769231
"405",405,"1500000US080310070061",80310070061,"Block Group 1, Census Tract 70.06, Denver County, Colorado",116,1165,1126,2291,240,105,77,11,433,345,117,942,547,121,103,88,28,0,18.9000436490615,989,316,0,498,0,355,266,43.1689218681798,13.7931034482759,0,21.737232649498,0,15.4954168485378,11.610650371017,609,525,1379,53,238,422,666,"36478",1506,100,12.3817712811694,87.6182287188306,1858,1046,246,185,197,184,212,106,160,25,350,0,0,116,131,103,33.1428571428571,37.4285714285714,29.4285714285714
"406",406,"1500000US080310070062",80310070062,"Block Group 2, Census Tract 70.06, Denver County, Colorado",88,1411,1134,2545,227,152,60,77,516,379,172,338,648,725,189,94,0,0,20.2750491159136,1792,281,41,224,0,193,28,70.4125736738703,11.041257367387,1.61100196463654,8.80157170923379,0,7.58349705304519,1.10019646365422,1034,1175,1865,404,330,728,403,"36450",1583,100,4.98773507767784,95.0122649223222,2029,1126,385,271,0,247,209,206,202,69,307,126,41.042345276873,181,54,72,58.957654723127,17.5895765472313,23.4527687296417
"407",407,"1500000US080310070131",80310070131,"Block Group 1, Census Tract 70.13, Denver County, Colorado",196,1182,1326,2508,182,85,88,8,363,267,101,543,478,298,297,318,138,68,14.4736842105263,1851,134,11,99,0,132,562,73.8038277511962,5.34290271132376,0.43859649122807,3.94736842105263,0,5.26315789473684,22.408293460925,372,189.795918367347,1937,136,334,491,976,"55900",2098,47.479674796748,8.86178861788618,91.1382113821138,2145,1744,172,95,32,102,447,310,89,35,227,9,3.9647577092511,144,16,67,63.4361233480176,7.04845814977974,29.5154185022026
"408",408,"1500000US080310070132",80310070132,"Block Group 2, Census Tract 70.13, Denver County, Colorado",118,551,740,1291,135,56,18,0,209,191,18,158,204,97,232,221,117,53,16.1890007745933,1114,107,0,7,0,12,102,86.289697908598,8.28814872192099,0,0.542215336948102,0,0.929512006196747,7.90085205267235,257,217.796610169492,1054,0,64,345,645,"66726",1229,12.8476821192053,1.19205298013245,98.8079470198676,1082,962,90,30,0,0,367,277,30,0,130,0,0,41,11,78,31.5384615384615,8.46153846153846,60
"409",409,"1500000US080310070371",80310070371,"Block Group 1, Census Tract 70.37, Denver County, Colorado",158,1204,1362,2566,310,251,250,115,926,561,365,501,524,387,100,84,44,0,36.087295401403,1127,619,9,160,0,534,234,43.9204988308652,24.1231488698363,0.350740452065472,6.23538581449727,0,20.8106001558846,9.11925175370226,1372,868.354430379747,1527,507,365,326,329,"37027",1421,95.6572769953052,5.75117370892019,94.2488262910798,1640,497,788,142,0,213,373,513,140,20,348,215,61.7816091954023,205,9,134,58.9080459770115,2.58620689655172,38.5057471264368
"410",410,"1500000US080310070372",80310070372,"Block Group 2, Census Tract 70.37, Denver County, Colorado",98,773,541,1314,156,51,39,58,304,207,107,269,133,218,146,152,58,24,23.1354642313546,392,601,0,15,0,235,142,29.8325722983257,45.738203957382,0,1.14155251141552,0,17.8843226788432,10.806697108067,309,315.30612244898,922,118,398,177,229,"35959",1042,69.0292758089368,16.9491525423729,83.0508474576271,1010,780,118,0,15,97,242,134,22,0,171,68,39.766081871345,116,24,31,67.8362573099415,14.0350877192982,18.1286549707602
"411",411,"1500000US080310070373",80310070373,"Block Group 3, Census Tract 70.37, Denver County, Colorado",56,415,208,623,9,0,20,6,35,9,40,114,137,128,100,76,9,10,5.61797752808989,289,255,0,0,0,72,14,46.3884430176565,40.9309791332263,0,0,0,11.5569823434992,2.24719101123596,203,362.5,524,156,162,101,105,"41058",289,74.5714285714286,21.7142857142857,78.2857142857143,588,231,147,122,0,88,100,123,121,12,34,8,23.5294117647059,28,0,6,82.3529411764706,0,17.6470588235294
"412",412,"1500000US080310070881",80310070881,"Block Group 1, Census Tract 70.88, Denver County, Colorado",58,617,719,1336,78,86,0,0,164,164,0,185,340,250,201,136,17,43,12.2754491017964,938,96,0,250,0,0,104,70.2095808383233,7.18562874251497,0,18.7125748502994,0,0,7.78443113772455,157,270.689655172414,1172,42,296,299,535,"69053",1062,100,6.57672849915683,93.4232715008432,1172,823,146,127,23,53,178,32,212,0,121,26,21.4876033057851,83,0,38,68.5950413223141,0,31.404958677686
"413",413,"1500000US080310070882",80310070882,"Block Group 2, Census Tract 70.88, Denver County, Colorado",28,706,281,987,86,31,66,0,183,117,101,236,81,237,180,35,0,0,18.5410334346505,368,333,0,22,0,264,0,37.2847011144883,33.7386018237082,0,2.2289766970618,0,26.7477203647416,0,463,1653.57142857143,646,172,197,182,95,"37071",536,78.3068783068783,18.5185185185185,81.4814814814815,804,353,242,51,0,158,170,72,20,31,78,0,0,0,48,30,0,61.5384615384615,38.4615384615385
"414",414,"1500000US080310070883",80310070883,"Block Group 3, Census Tract 70.88, Denver County, Colorado",77,603,770,1373,110,21,19,0,150,131,19,177,66,115,124,310,201,230,10.924981791697,1092,229,0,41,0,0,22,79.5338674435543,16.6788055353241,0,2.98616168973052,0,0,1.60233066278223,139,180.519480519481,1114,52,295,144,623,"49821",999,33.1168831168831,22.8571428571429,77.1428571428572,1223,766,99,130,31,197,762,533,53,77,92,36,39.1304347826087,19,0,73,20.6521739130435,0,79.3478260869565
"415",415,"1500000US080310070884",80310070884,"Block Group 4, Census Tract 70.88, Denver County, Colorado",68,540,668,1208,23,73,8,0,104,96,8,513,310,13,125,143,0,0,8.60927152317881,775,165,0,201,0,52,30,64.1556291390728,13.658940397351,0,16.6390728476821,0,4.3046357615894,2.48344370860927,172,252.941176470588,852,0,80,314,458,"81638",898,100,0,100,1104,950,10,102,29,13,68,58,102,0,82,0,0,22,9,51,26.8292682926829,10.9756097560976,62.1951219512195
"416",416,"1500000US080310070891",80310070891,"Block Group 1, Census Tract 70.89, Denver County, Colorado",29,142,302,444,0,0,0,0,0,0,0,0,0,0,25,216,126,77,0,433,11,0,0,0,0,0,97.5225225225225,2.47747747747748,0,0,0,0,0,13,44.8275862068966,444,22,122,157,143,"27763",444,16.0493827160494,0,100,444,431,13,0,0,0,375,362,13,0,0,0,NA,0,0,0,NA,NA,NA
"417",417,"1500000US080310070892",80310070892,"Block Group 2, Census Tract 70.89, Denver County, Colorado",65,392,827,1219,0,0,0,0,0,0,0,0,43,41,7,416,316,396,0,1050,140,22,0,0,0,14,86.1361771944217,11.4848236259229,1.80475799835931,0,0,0,1.14848236259229,44,67.6923076923077,1219,30,377,318,494,"28919",1116,22.0963172804533,19.1690273843248,80.8309726156752,1219,1110,44,65,0,0,951,863,35,44,0,0,NA,0,0,0,NA,NA,NA
"418",418,"1500000US080310070893",80310070893,"Block Group 3, Census Tract 70.89, Denver County, Colorado",106,567,1190,1757,0,0,0,0,0,0,0,0,0,83,292,359,488,535,0,1636,109,0,0,0,12,0,93.1132612407513,6.20375640295959,0,0,0,0.682982356289129,0,62,58.4905660377358,1757,0,417,545,795,"31762",1657,17.8879310344828,10.5603448275862,89.4396551724138,1757,1615,16,126,0,0,1213,1126,71,71,0,0,NA,0,0,0,NA,NA,NA
"419",419,"1500000US080310070894",80310070894,"Block Group 4, Census Tract 70.89, Denver County, Colorado",74,859,823,1682,28,75,112,104,319,103,216,192,179,386,133,219,126,128,18.9655172413793,934,437,0,118,130,0,126,55.5291319857313,25.9809750297265,0,7.01545778834721,7.72889417360285,0,7.4910820451843,385,520.27027027027,1293,152,158,417,566,"36743",1348,46.1293743372216,1.80275715800636,98.1972428419936,1363,1117,56,97,0,93,324,302,59,52,140,0,0,52,13,75,37.1428571428571,9.28571428571429,53.5714285714286
"420",420,"1500000US080310083041",80310083041,"Block Group 1, Census Tract 83.04, Denver County, Colorado",197,1104,1054,2158,210,337,208,87,842,547,326,325,334,262,145,160,33,26,39.017608897127,1226,469,18,89,0,139,434,56.8118628359592,21.7330861909175,0.834105653382762,4.1241890639481,0,6.44114921223355,20.1112140871177,1236,627.41116751269,1090,280,369,223,218,"48480",1675,49.7959183673469,5.30612244897959,94.6938775510204,1316,488,727,0,64,37,633,268,32,0,295,87,29.4915254237288,120,78,97,40.6779661016949,26.4406779661017,32.8813559322034
"421",421,"1500000US080310083042",80310083042,"Block Group 2, Census Tract 83.04, Denver County, Colorado",90,425,429,854,63,49,97,83,292,112,215,120,131,116,45,83,28,4,34.192037470726,529,187,0,0,0,100,76,61.943793911007,21.8969555035129,0,0,0,11.7096018735363,8.89929742388759,447,496.666666666667,460,129,133,136,62,"55833",706,28.2608695652174,0,100,562,339,207,16,0,0,127,142,15,16,113,16,14.1592920353982,62,13,38,54.8672566371681,11.5044247787611,33.6283185840708
"422",422,"1500000US080310083043",80310083043,"Block Group 3, Census Tract 83.04, Denver County, Colorado",82,373,465,838,34,73,79,25,211,107,148,114,58,65,183,75,49,39,25.1789976133652,564,215,0,24,0,10,50,67.3031026252983,25.6563245823389,0,2.86396181384248,0,1.19331742243437,5.96658711217184,575,701.219512195122,549,240,151,132,26,"47955",558,12.1951219512195,5.69105691056911,94.3089430894309,627,280,323,0,24,0,336,125,32,0,83,41,49.3975903614458,20,0,63,24.0963855421687,0,75.9036144578313
"423",423,"1500000US080310083051",80310083051,"Block Group 1, Census Tract 83.05, Denver County, Colorado",123,545,641,1186,150,143,91,77,461,293,186,144,191,200,104,23,33,12,38.8701517706577,812,126,0,0,0,248,0,68.4654300168634,10.6239460370995,0,0,0,20.9106239460371,0,939,763.414634146341,656,308,245,68,35,"47614",797,52.5679758308157,9.96978851963746,90.0302114803625,725,256,453,0,0,16,253,272,15,0,199,33,16.5829145728643,143,11,45,71.8592964824121,5.52763819095477,22.6130653266332
"424",424,"1500000US080310083052",80310083052,"Block Group 2, Census Tract 83.05, Denver County, Colorado",158,806,740,1546,38,203,180,89,510,241,305,247,208,245,116,144,40,0,32.9883570504528,860,167,0,154,0,200,330,55.627425614489,10.8020698576973,0,9.96119016817594,0,12.9366106080207,21.3454075032342,971,614.556962025316,831,297,327,112,95,"55900",968,30.7471264367816,0,100,1036,394,543,15,84,0,442,265,78,0,219,53,24.2009132420091,124,38,57,56.62100456621,17.351598173516,26.027397260274
"425",425,"1500000US080310083053",80310083053,"Block Group 3, Census Tract 83.05, Denver County, Colorado",203,885,1035,1920,184,204,208,136,732,388,417,251,334,188,177,89,64,12,38.125,1219,533,0,0,0,149,38,63.4895833333333,27.7604166666667,0,0,0,7.76041666666667,1.97916666666667,1115,549.261083743842,957,273,378,271,35,"71250",1483,34.6478873239437,2.53521126760563,97.4647887323944,1188,564,601,0,0,23,520,253,55,0,229,33,14.410480349345,143,9,77,62.4454148471616,3.93013100436681,33.6244541484716
"426",426,"1500000US080310083061",80310083061,"Block Group 1, Census Tract 83.06, Denver County, Colorado",63,367,443,810,31,63,51,58,203,94,116,158,94,50,158,66,34,40,25.0617283950617,234,401,30,36,0,86,46,28.8888888888889,49.5061728395062,3.7037037037037,4.44444444444444,0,10.6172839506173,5.67901234567901,257,407.936507936508,540,102,209,164,65,"49423",665,30.7692307692308,13.7362637362637,86.2637362637363,607,396,175,0,36,0,169,135,11,0,65,0,0,7,0,58,10.7692307692308,0,89.2307692307692
"427",427,"1500000US080310083062",80310083062,"Block Group 2, Census Tract 83.06, Denver County, Colorado",131,754,948,1702,72,161,190,40,463,233,336,254,187,126,245,152,121,48,27.2032902467685,681,625,0,198,0,198,0,40.0117508813161,36.7215041128085,0,11.6333725029377,0,11.6333725029377,0,809,617.557251908397,1085,352,350,293,90,"53750",1251,9.58333333333333,5,95,1239,599,424,0,198,18,539,271,3,0,199,50,25.1256281407035,135,0,64,67.8391959798995,0,32.1608040201005
"428",428,"1500000US080310083063",80310083063,"Block Group 3, Census Tract 83.06, Denver County, Colorado",105,595,472,1067,66,58,87,97,308,124,249,106,188,76,99,96,73,56,28.8659793814433,616,392,0,7,0,38,28,57.7319587628866,36.738519212746,0,0.656044985941893,0,3.56138706654171,2.62417994376757,382,363.809523809524,633,127,177,228,101,"53482",790,14.3396226415094,3.0188679245283,96.9811320754717,759,453,265,34,7,0,370,260,20,14,124,41,33.0645161290323,77,14,33,62.0967741935484,11.2903225806452,26.6129032258064
"429",429,"1500000US080310083064",80310083064,"Block Group 4, Census Tract 83.06, Denver County, Colorado",194,1717,1534,3251,490,349,339,94,1272,839,526,504,689,281,261,115,27,9,39.1264226391879,1906,400,39,19,0,710,354,58.6281144263304,12.3039064903107,1.19963088280529,0.584435558289757,0,21.8394340203014,10.8889572439249,2407,1240.72164948454,1699,807,547,280,65,"32882",1938,89.6216216216216,15.027027027027,84.972972972973,1979,571,1362,19,0,27,397,1105,19,0,482,221,45.850622406639,269,29,184,55.8091286307054,6.01659751037344,38.1742738589212
"430",430,"1500000US080310083121",80310083121,"Block Group 1, Census Tract 83.12, Denver County, Colorado",212,1567,1823,3390,276,389,302,186,1153,665,654,598,436,396,385,160,64,32,34.0117994100295,2192,761,0,66,0,328,86,64.6607669616519,22.4483775811209,0,1.94690265486726,0,9.67551622418879,2.53687315634218,2116,998.11320754717,1985,560,698,603,124,"57097",2541,42.7033492822966,0.358851674641148,99.6411483253589,2237,992,1174,13,33,25,995,384,64,13,481,113,23.4927234927235,288,40,153,59.8752598752599,8.31600831600832,31.8087318087318
"431",431,"1500000US080310083122",80310083122,"Block Group 2, Census Tract 83.12, Denver County, Colorado",164,1390,1307,2697,138,184,265,88,675,322,461,509,457,376,297,168,81,26,25.027808676307,1429,769,0,55,0,146,596,52.9847979236188,28.513162773452,0,2.03930292918057,0,5.41342232109752,22.0986281053022,1385,844.512195121951,1682,479,482,528,193,"43646",1833,61.1363636363636,13.1818181818182,86.8181818181818,2022,1006,853,17,90,56,751,436,35,8,337,110,32.6409495548961,97,84,156,28.7833827893175,24.9258160237389,46.2908011869436
"432",432,"1500000US080310083123",80310083123,"Block Group 3, Census Tract 83.12, Denver County, Colorado",134,980,1072,2052,196,190,238,105,729,386,418,331,203,324,168,140,50,32,35.5263157894737,1252,511,0,5,0,264,40,61.0136452241715,24.9025341130604,0,0.243664717348928,0,12.8654970760234,1.94931773879142,1406,1049.25373134328,1032,245,252,361,174,"64139",1642,30.5785123966942,1.2396694214876,98.7603305785124,1323,609,669,0,19,26,583,286,57,0,249,81,32.5301204819277,144,13,92,57.8313253012048,5.22088353413655,36.9477911646586
"433",433,"1500000US080310083861",80310083861,"Block Group 1, Census Tract 83.86, Denver County, Colorado",150,1219,1124,2343,230,248,115,63,656,478,255,418,336,248,289,130,143,46,27.9982927870252,1379,514,0,11,0,439,0,58.8561673068715,21.9376867264191,0,0.469483568075117,0,18.7366623986342,0,1511,1007.33333333333,1400,534,480,281,105,"59776",1782,37.291280148423,0.556586270871985,99.443413729128,1687,832,838,0,17,0,667,404,109,0,295,61,20.6779661016949,186,46,63,63.0508474576271,15.5932203389831,21.3559322033898
