"","X","Id","Id2","Geography","TTL_population","Male","Female","Total","Age_Less_5","Age_5_to_9","Age_10_to_14","Age_15_to_17","Age_Less_18","Age_0_to_9","Age_10_to_19","Age_20_to_29","Age_30_to_39","Age_40_to_49","Age_50_to_59","Age_60_to_69","Age_70_to_79","Age_80_and_over","PCT_Less_18","White","Black","AmericanIndian","Asian","PacificIslanders","OtherRaces","Two.or.more.races","PCT_White","PCT_African","PCT_AmericanIndian","PCT_Asian","PCT_PacificIslander","PCT_OtherRaces","PCT_Two.or.more.races","Hispanic","PCT_Hispanic","TTPOP_25PLUS_EDU","LESS_THAN_HS_DIPLOMA","HSGREAD_OR_EQUIV_EDU","SOMECOLLEGE_OR_AA_EDU","BACHELORS_OR_HIGHER_EDU","Median_HH_income","Native","PCT_Housing_rent","PCT_Vehicle_none","PCT_Vehicle_own","TTPOP_18PLUS_LNG","LNG_English","LNG_Spanish","LNG_Spanish_English_bad","LNG_IndoEuropean","LNG_IndoEuropean_English_bad","LNG_AsianPacific","LNG_AsianPacific_English_bad","LNG_Others","LNG_Others_English_bad","TTL_HH_Children_under_18","Poverty_HH","Poverty_PCT_HH","MarriedCouple_HH","SingleDad_HH","SingleMom_HH","PCT_MarriedCouple_HH","PCT_SingleDad_HH","PCT_SingleMom_HH"
"123",123,"1500000US080310021003",80310021003,"Block Group 3, Census Tract 21, Denver County, Colorado",64,611,616,1227,33,29,14,0,76,62,24,410,282,179,95,72,89,14,6.19396903015485,1106,0,0,0,0,60,122,90.1385493072535,0,0,0,0,4.88997555012225,9.94295028524857,279,435.9375,967,157,82,93,635,"47995",1154,77.9803646563815,30.5750350631136,69.4249649368864,1151,1026,52,43,0,30,155,60,14,43,62,0,0,48,0,14,77.4193548387097,0,22.5806451612903
"124",124,"1500000US080310021004",80310021004,"Block Group 4, Census Tract 21, Denver County, Colorado",22,196,282,478,100,0,0,0,100,100,0,35,291,31,21,0,0,0,20.9205020920502,478,0,0,0,0,0,0,100,0,0,0,0,0,0,28,127.272727272727,378,0,0,60,318,"97333",478,24.8,0,100,378,378,0,0,0,0,0,0,0,0,49,0,0,49,0,0,100,0,0
"125",125,"1500000US080310021005",80310021005,"Block Group 5, Census Tract 21, Denver County, Colorado",77,1115,1034,2149,247,219,92,0,558,466,141,364,608,160,176,155,23,56,25.9655653792462,1759,0,0,9,0,150,462,81.8520241973011,0,0,0.418799441600745,0,6.97999069334574,21.4983713355049,1185,1538.96103896104,1386,446,356,110,474,"67443",1573,43.7756497948016,5.74555403556772,94.2544459644323,1591,723,785,83,0,0,583,340,129,0,231,93,40.2597402597403,201,18,12,87.012987012987,7.79220779220779,5.19480519480519
"126",126,"1500000US080310023001",80310023001,"Block Group 1, Census Tract 23, Denver County, Colorado",82,889,1233,2122,147,165,281,88,681,312,418,322,460,262,158,130,60,0,32.0923656927427,1340,485,24,0,0,211,124,63.1479736098021,22.8557964184731,1.13100848256362,0,0,9.94344957587182,5.8435438265787,852,1039.0243902439,1335,228,366,260,481,"61288",1846,55.2941176470588,21.0588235294118,78.9411764705882,1441,1059,361,0,0,21,368,167,15,0,209,83,39.7129186602871,162,0,47,77.511961722488,0,22.488038277512
"127",127,"1500000US080310023002",80310023002,"Block Group 2, Census Tract 23, Denver County, Colorado",69,537,675,1212,56,81,91,47,275,137,160,133,344,238,51,98,31,20,22.6897689768977,805,349,17,0,0,8,66,66.4191419141914,28.7953795379538,1.4026402640264,0,0,0.66006600660066,5.44554455445545,86,124.63768115942,886,70,101,251,464,"84464",1212,42.9515418502203,26.8722466960352,73.1277533039648,937,902,35,0,0,0,97,62,0,0,162,24,14.8148148148148,59,19,84,36.4197530864198,11.7283950617284,51.8518518518518
"128",128,"1500000US080310023003",80310023003,"Block Group 3, Census Tract 23, Denver County, Colorado",135,985,1482,2467,78,100,45,45,268,178,103,796,527,493,169,98,58,45,10.8633968382651,1701,555,0,13,0,0,396,68.9501418727199,22.4969598702878,0,0.526955816781516,0,0,16.0518848804216,444,328.888888888889,1924,235,178,408,1103,"90136",2391,40.8163265306122,3.97422126745435,96.0257787325456,2199,1937,249,13,0,0,424,175,13,0,207,0,0,154,0,53,74.3961352657005,0,25.6038647342995
"129",129,"1500000US080310024021",80310024021,"Block Group 1, Census Tract 24.02, Denver County, Colorado",136,489,582,1071,69,18,54,31,172,87,102,238,242,205,114,71,12,0,16.0597572362278,673,216,0,26,0,53,206,62.8384687208217,20.1680672268908,0,2.42763772175537,0,4.94864612511671,19.234360410831,110,80.8823529411765,809,56,96,248,409,"61635",981,55.3535353535354,22.8282828282828,77.1717171717172,899,797,64,11,20,7,81,81,11,0,123,48,39.0243902439024,48,19,56,39.0243902439024,15.4471544715447,45.5284552845528
"130",130,"1500000US080310024022",80310024022,"Block Group 2, Census Tract 24.02, Denver County, Colorado",126,445,472,917,106,6,35,4,151,112,39,134,238,109,94,85,73,33,16.4667393675027,720,144,0,0,0,31,44,78.5169029443839,15.7033805888768,0,0,0,3.38058887677208,4.79825517993457,131,103.968253968254,720,62,105,185,368,"74423",893,59.3434343434343,30.5555555555556,69.4444444444444,766,692,42,0,32,0,161,111,33,0,83,9,10.8433734939759,60,14,9,72.289156626506,16.8674698795181,10.8433734939759
"131",131,"1500000US080310024031",80310024031,"Block Group 1, Census Tract 24.03, Denver County, Colorado",65,660,543,1203,19,29,14,36,98,48,50,316,330,164,189,89,17,0,8.14630091438072,829,170,0,8,0,79,234,68.9110556940981,14.1313383208645,0,0.665004156275977,0,6.56691604322527,19.4513715710723,177,272.307692307692,1064,62,264,314,424,"50438",1195,60.8040201005025,16.750418760469,83.249581239531,1105,967,17,75,46,0,97,34,75,0,79,39,49.3670886075949,41,0,38,51.8987341772152,0,48.1012658227848
"132",132,"1500000US080310024032",80310024032,"Block Group 2, Census Tract 24.03, Denver County, Colorado",59,515,445,960,60,0,0,0,60,60,0,309,194,108,86,187,16,0,6.25,716,98,32,14,0,20,160,74.5833333333333,10.2083333333333,3.33333333333333,1.45833333333333,0,2.08333333333333,16.6666666666667,110,186.440677966102,799,32,35,270,462,"-",942,66.4086687306501,18.266253869969,81.733746130031,900,808,74,18,0,0,125,87,18,0,62,43,69.3548387096774,19,0,43,30.6451612903226,0,69.3548387096774
"133",133,"1500000US080310024033",80310024033,"Block Group 3, Census Tract 24.03, Denver County, Colorado",83,744,778,1522,160,8,81,26,275,168,107,300,304,258,148,119,57,61,18.0683311432326,1036,195,42,0,0,39,420,68.0683311432326,12.8120893561104,2.75952693823916,0,0,2.56241787122208,27.5952693823916,552,665.060240963855,1110,181,183,247,499,"32000",1387,75.8101851851852,20.7175925925926,79.2824074074074,1247,1021,204,22,0,0,289,85,81,0,109,35,32.1100917431193,49,0,60,44.954128440367,0,55.045871559633
"134",134,"1500000US080310026011",80310026011,"Block Group 1, Census Tract 26.01, Denver County, Colorado",88,810,798,1608,18,0,0,0,18,18,7,760,342,152,176,135,0,18,1.11940298507463,1309,114,26,81,0,18,120,81.4054726368159,7.08955223880597,1.61691542288557,5.03731343283582,0,1.11940298507463,7.46268656716418,191,217.045454545455,1338,36,54,195,1053,"62363",1457,84.8053181386515,21.3675213675214,78.6324786324786,1590,1459,19,13,40,59,74,55,13,0,19,19,100,19,0,0,100,0,0
"135",135,"1500000US080310026012",80310026012,"Block Group 2, Census Tract 26.01, Denver County, Colorado",91,1127,581,1708,0,0,0,0,0,0,0,470,494,107,175,343,89,30,0,1454,207,0,0,0,20,54,85.1288056206089,12.1194379391101,0,0,0,1.17096018735363,3.1615925058548,170,186.813186813187,1545,107,304,507,627,"30568",1521,100,59.7701149425287,40.2298850574713,1708,1512,48,115,33,0,253,167,56,87,0,0,NA,0,0,0,NA,NA,NA
"136",136,"1500000US080310026021",80310026021,"Block Group 1, Census Tract 26.02, Denver County, Colorado",263,1379,1345,2724,33,7,2,22,64,40,48,1104,782,308,220,124,52,46,2.34948604992658,2418,137,17,26,0,9,234,88.7665198237885,5.02936857562408,0.624082232011747,0.954478707782673,0,0.330396475770925,8.59030837004405,249,94.6768060836502,2418,107,124,363,1824,"77500",2569,76.9630484988453,16.9745958429561,83.0254041570439,2660,2423,131,76,26,4,292,143,73,19,52,7,13.4615384615385,25,27,0,48.0769230769231,51.9230769230769,0
"137",137,"1500000US080310027011",80310027011,"Block Group 1, Census Tract 27.01, Denver County, Colorado",55,587,496,1083,0,0,0,0,0,0,0,401,289,120,177,96,0,0,0,973,78,0,32,0,0,0,89.8430286241921,7.20221606648199,0,2.95475530932595,0,0,0,137,249.090909090909,1049,13,160,363,513,"33324",1083,97.4165769644779,40.5812701829925,59.4187298170075,1083,1022,54,7,0,0,76,22,0,7,0,0,NA,0,0,0,NA,NA,NA
"138",138,"1500000US080310027012",80310027012,"Block Group 2, Census Tract 27.01, Denver County, Colorado",61,563,565,1128,19,18,19,0,56,37,19,262,332,123,113,191,32,19,4.9645390070922,1001,8,23,31,0,30,70,88.7411347517731,0.709219858156028,2.03900709219858,2.74822695035461,0,2.65957446808511,6.20567375886525,116,190.16393442623,1004,19,23,226,736,"47424",1056,59.9099099099099,19.3693693693694,80.6306306306306,1072,909,113,19,31,0,305,192,52,0,39,18,46.1538461538462,39,0,0,100,0,0
"139",139,"1500000US080310027013",80310027013,"Block Group 3, Census Tract 27.01, Denver County, Colorado",87,965,632,1597,0,11,8,13,32,11,21,584,545,151,198,65,0,22,2.00375704445836,1261,111,0,75,0,30,240,78.9605510331872,6.95053224796493,0,4.69630557294928,0,1.87852222917971,15.0281778334377,275,316.091954022988,1530,112,120,345,953,"42315",1480,88.9423076923077,22.6762820512821,77.323717948718,1565,1328,133,74,15,15,220,87,74,0,32,12,37.5,12,13,7,37.5,40.625,21.875
"140",140,"1500000US080310027014",80310027014,"Block Group 4, Census Tract 27.01, Denver County, Colorado",49,491,422,913,0,0,0,0,0,0,0,534,147,58,133,13,28,0,0,722,0,32,18,0,0,282,79.0799561883899,0,3.50492880613363,1.97152245345016,0,0,30.8871851040526,76,155.102040816327,757,28,31,176,522,"33317",867,97.7150537634409,23.9247311827957,76.0752688172043,913,746,15,99,43,10,28,0,114,0,0,0,NA,0,0,0,NA,NA,NA
"141",141,"1500000US080310027021",80310027021,"Block Group 1, Census Tract 27.02, Denver County, Colorado",91,753,672,1425,69,29,0,0,98,98,0,429,288,88,160,348,14,0,6.87719298245614,1273,0,0,86,0,35,62,89.3333333333333,0,0,6.03508771929825,0,2.45614035087719,4.35087719298246,57,62.6373626373626,1287,0,75,186,1026,"63429",1403,37.7142857142857,9.48571428571429,90.5142857142857,1327,1293,31,0,3,0,200,169,0,0,92,16,17.3913043478261,76,16,0,82.6086956521739,17.3913043478261,0
"142",142,"1500000US080310027022",80310027022,"Block Group 2, Census Tract 27.02, Denver County, Colorado",84,842,1062,1904,50,32,16,32,130,82,75,618,468,220,309,91,21,20,6.82773109243697,1713,0,0,67,0,94,60,89.968487394958,0,0,3.51890756302521,0,4.93697478991597,3.15126050420168,303,360.714285714286,1612,0,182,285,1145,"67546",1641,70.397404703974,13.8686131386861,86.1313868613139,1774,1458,256,0,13,47,250,154,0,0,64,0,0,31,0,33,48.4375,0,51.5625
"143",143,"1500000US080310027023",80310027023,"Block Group 3, Census Tract 27.02, Denver County, Colorado",70,545,450,995,0,0,1,0,1,0,1,474,275,89,61,59,36,0,0.100502512562814,855,60,0,22,0,22,72,85.929648241206,6.03015075376884,0,2.21105527638191,0,2.21105527638191,7.23618090452261,52,74.2857142857143,871,30,138,225,478,"70417",918,84.7145488029466,9.57642725598527,90.4235727440147,994,912,36,39,7,0,74,38,40,0,0,0,NA,0,0,0,NA,NA,NA
"144",144,"1500000US080310027024",80310027024,"Block Group 4, Census Tract 27.02, Denver County, Colorado",50,384,435,819,0,0,0,0,0,0,0,339,324,16,67,41,32,0,0,715,18,14,37,0,18,34,87.3015873015873,2.1978021978022,1.70940170940171,4.51770451770452,0,2.1978021978022,4.15140415140415,73,146,746,0,83,137,526,"59835",768,79.00466562986,17.1073094867807,82.8926905132193,819,742,0,77,0,0,73,61,47,30,0,0,NA,0,0,0,NA,NA,NA
"145",145,"1500000US080310027025",80310027025,"Block Group 5, Census Tract 27.02, Denver County, Colorado",57,454,316,770,0,0,0,0,0,0,0,286,213,8,66,138,15,44,0,619,21,2,73,0,9,92,80.3896103896104,2.72727272727273,0.25974025974026,9.48051948051948,0,1.16883116883117,11.9480519480519,68,119.298245614035,703,1,128,168,406,"35197",702,80.6784660766962,26.9911504424779,73.0088495575221,770,720,11,0,39,0,173,162,0,0,0,0,NA,0,0,0,NA,NA,NA
"146",146,"1500000US080310027031",80310027031,"Block Group 1, Census Tract 27.03, Denver County, Colorado",76,896,711,1607,63,52,46,39,200,115,143,490,499,125,135,100,0,0,12.4455507156192,895,416,67,110,0,46,146,55.6938394523958,25.8867454884879,4.16925948973242,6.84505289359054,0,2.86247666459241,9.08525202240199,258,339.473684210526,1186,27,250,258,651,"23935",1386,85.1118760757315,23.8382099827883,76.1617900172117,1407,1280,38,22,67,0,86,48,22,0,100,49,49,0,51,49,0,51,49
"147",147,"1500000US080310027032",80310027032,"Block Group 2, Census Tract 27.03, Denver County, Colorado",71,751,533,1284,0,0,0,0,0,0,0,646,380,128,48,82,0,0,0,1154,31,0,16,0,55,56,89.8753894080997,2.41433021806854,0,1.24610591900312,0,4.28348909657321,4.3613707165109,100,140.845070422535,1086,0,73,221,792,"42102",1247,74.8344370860927,18.4326710816777,81.5673289183223,1284,1172,96,16,0,0,134,38,20,8,0,0,NA,0,0,0,NA,NA,NA
"148",148,"1500000US080310027033",80310027033,"Block Group 3, Census Tract 27.03, Denver County, Colorado",65,653,514,1167,27,0,16,0,43,27,22,484,372,147,81,34,0,0,3.68466152527849,1002,22,0,82,0,0,122,85.8611825192802,1.88517566409597,0,7.02656383890317,0,0,10.4541559554413,78,120,989,19,50,283,637,"47067",1058,83.1428571428571,17.7142857142857,82.2857142857143,1124,1091,15,0,18,0,20,5,0,0,47,0,0,28,0,19,59.5744680851064,0,40.4255319148936
"149",149,"1500000US080310027034",80310027034,"Block Group 4, Census Tract 27.03, Denver County, Colorado",63,594,567,1161,0,0,0,98,98,0,98,447,363,126,54,24,24,25,8.44099913867356,1126,4,3,0,0,0,56,96.9853574504737,0.344530577088717,0.258397932816538,0,0,0,4.82342807924203,66,104.761904761905,1044,19,230,151,644,"53458",1133,87.5486381322957,15.1750972762646,84.8249027237354,1063,1017,31,15,0,0,89,88,15,0,105,0,0,90,15,0,85.7142857142857,14.2857142857143,0
"150",150,"1500000US080310028011",80310028011,"Block Group 1, Census Tract 28.01, Denver County, Colorado",73,354,612,966,28,29,28,21,106,57,49,165,292,146,114,94,26,23,10.9730848861284,915,0,0,32,0,0,38,94.7204968944099,0,0,3.31262939958592,0,0,3.93374741200828,106,145.205479452055,847,21,97,201,528,"63691",915,66.6666666666667,7.20720720720721,92.7927927927928,860,744,10,106,0,0,69,49,96,10,52,0,0,30,0,22,57.6923076923077,0,42.3076923076923
"151",151,"1500000US080310028012",80310028012,"Block Group 2, Census Tract 28.01, Denver County, Colorado",72,330,449,779,0,34,0,0,34,34,0,215,79,45,227,137,42,0,4.36456996148909,721,22,0,0,0,36,0,92.5545571245186,2.82413350449294,0,0,0,4.62130937098845,0,50,69.4444444444444,664,0,20,117,527,"83601",768,25.0559284116331,4.92170022371365,95.0782997762864,745,713,22,10,0,0,125,103,10,0,20,0,0,20,0,0,100,0,0
"152",152,"1500000US080310028013",80310028013,"Block Group 3, Census Tract 28.01, Denver County, Colorado",92,503,543,1046,52,8,12,0,72,60,12,304,427,87,49,62,45,0,6.88336520076482,889,10,0,65,0,11,142,84.9904397705545,0.956022944550669,0,6.21414913957935,0,1.05162523900574,13.5755258126195,85,92.3913043478261,904,35,48,86,735,"57750",999,76.7647058823529,8.82352941176471,91.1764705882353,974,875,58,31,10,0,140,82,43,0,52,12,23.0769230769231,32,0,20,61.5384615384615,0,38.4615384615385
"153",153,"1500000US080310028021",80310028021,"Block Group 1, Census Tract 28.02, Denver County, Colorado",102,829,737,1566,57,43,39,27,166,100,66,172,626,179,95,244,31,53,10.6002554278416,1356,67,11,49,0,48,70,86.5900383141762,4.27841634738186,0.70242656449553,3.12899106002554,0,3.06513409961686,4.46998722860792,263,257.843137254902,1359,87,147,268,857,"61208",1424,74.1693461950697,10.8252947481243,89.1747052518757,1400,1324,60,0,16,0,162,124,14,0,89,19,21.3483146067416,54,27,8,60.6741573033708,30.3370786516854,8.98876404494382
"154",154,"1500000US080310028022",80310028022,"Block Group 2, Census Tract 28.02, Denver County, Colorado",42,336,547,883,0,11,0,0,11,11,65,203,306,214,35,15,34,0,1.24575311438279,883,0,0,0,0,0,0,100,0,0,0,0,0,0,50,119.047619047619,753,0,15,148,590,"66032",823,60.9756097560976,7.80487804878049,92.1951219512195,872,816,56,0,0,0,90,34,0,0,12,0,0,12,0,0,100,0,0
"155",155,"1500000US080310028023",80310028023,"Block Group 3, Census Tract 28.02, Denver County, Colorado",64,653,486,1139,102,12,68,49,231,114,137,332,99,250,100,89,18,0,20.2809482001756,1070,26,10,16,0,0,34,93.9420544337138,2.28270412642669,0.877963125548727,1.40474100087796,0,0,2.98507462686567,491,767.1875,770,3,119,203,445,"44104",1093,66.884176182708,10.7667210440457,89.2332789559543,908,848,60,0,0,0,114,54,0,0,107,7,6.54205607476635,27,69,11,25.2336448598131,64.4859813084112,10.2803738317757
"156",156,"1500000US080310028024",80310028024,"Block Group 4, Census Tract 28.02, Denver County, Colorado",38,397,362,759,0,0,0,0,0,0,0,274,285,61,46,31,45,17,0,702,25,0,16,0,0,32,92.4901185770751,3.29380764163373,0,2.10803689064559,0,0,4.21607378129117,85,223.684210526316,730,16,100,214,400,"51985",741,84.1441441441441,29.009009009009,70.990990990991,759,663,78,18,0,0,155,77,18,0,0,0,NA,0,0,0,NA,NA,NA
"157",157,"1500000US080310028031",80310028031,"Block Group 1, Census Tract 28.03, Denver County, Colorado",56,392,488,880,44,0,14,0,58,44,14,273,292,76,62,76,43,0,6.59090909090909,810,0,0,40,0,13,34,92.0454545454545,0,0,4.54545454545455,0,1.47727272727273,3.86363636363636,118,210.714285714286,729,0,31,174,524,"73333",818,79.3594306049822,2.66903914590747,97.3309608540925,822,778,14,30,0,0,87,73,14,16,44,0,0,28,16,0,63.6363636363636,36.3636363636364,0
"158",158,"1500000US080310028032",80310028032,"Block Group 2, Census Tract 28.03, Denver County, Colorado",78,855,618,1473,48,13,15,0,76,61,15,491,342,218,178,93,29,46,5.15953835709437,1379,0,0,66,0,0,56,93.6184657162254,0,0,4.4806517311609,0,0,3.80176510522743,118,151.282051282051,1254,12,28,299,915,"52367",1336,79.0137614678899,1.72018348623853,98.2798165137615,1397,1235,51,111,0,0,181,115,69,42,74,0,0,60,0,14,81.0810810810811,0,18.9189189189189
"159",159,"1500000US080310028033",80310028033,"Block Group 3, Census Tract 28.03, Denver County, Colorado",66,538,503,1041,32,28,13,0,73,60,13,300,308,162,109,74,15,0,7.01248799231508,988,0,0,14,24,0,30,94.9087415946206,0,0,1.34486071085495,2.30547550432277,0,2.88184438040346,24,36.3636363636364,918,16,90,135,677,"47941",1012,77.8115501519757,4.55927051671733,95.4407294832827,968,926,28,14,0,0,70,58,0,14,61,14,22.9508196721311,47,0,14,77.0491803278689,0,22.9508196721311
"160",160,"1500000US080310028034",80310028034,"Block Group 4, Census Tract 28.03, Denver County, Colorado",89,635,626,1261,14,0,0,51,65,14,52,359,294,149,99,47,81,166,5.15463917525773,1014,86,0,102,0,30,58,80.4123711340206,6.81998413957177,0,8.08881839809675,0,2.37906423473434,4.59952418715305,32,35.9550561797753,1133,2,90,184,857,"55086",1142,79.2626728110599,16.2442396313364,83.7557603686636,1196,1047,35,34,80,0,298,234,34,0,45,0,0,0,45,0,0,100,0
"161",161,"1500000US080310029011",80310029011,"Block Group 1, Census Tract 29.01, Denver County, Colorado",84,457,397,854,25,26,22,1,74,51,23,129,205,235,77,53,42,39,8.66510538641686,805,0,0,14,0,0,70,94.2622950819672,0,0,1.63934426229508,0,0,8.19672131147541,52,61.9047619047619,770,0,15,194,561,"93611",812,20.5263157894737,3.94736842105263,96.0526315789474,780,735,18,25,2,0,121,92,16,9,44,10,22.7272727272727,23,0,21,52.2727272727273,0,47.7272727272727
"162",162,"1500000US080310029012",80310029012,"Block Group 2, Census Tract 29.01, Denver County, Colorado",106,738,520,1258,83,24,13,7,127,107,32,315,272,211,99,109,75,38,10.0953895071542,1131,0,9,39,0,4,150,89.9046104928458,0,0.715421303656598,3.10015898251192,0,0.317965023847377,11.9236883942766,148,139.622641509434,1008,13,100,281,614,"55972",1154,42.0091324200913,8.06697108066971,91.9330289193303,1131,988,101,21,21,0,225,124,48,0,102,0,0,102,0,0,100,0,0
"163",163,"1500000US080310029013",80310029013,"Block Group 3, Census Tract 29.01, Denver County, Colorado",115,592,606,1198,31,36,51,0,118,67,51,473,370,67,102,49,19,0,9.84974958263773,1103,6,0,9,0,28,104,92.0701168614357,0.500834724540901,0,0.751252086811352,0,2.33722871452421,8.68113522537563,28,24.3478260869565,1007,28,51,164,764,"83750",1163,61.0591900311526,4.04984423676012,95.9501557632399,1080,1024,15,9,18,14,41,26,16,0,66,9,13.6363636363636,38,0,28,57.5757575757576,0,42.4242424242424
"164",164,"1500000US080310029021",80310029021,"Block Group 1, Census Tract 29.02, Denver County, Colorado",175,977,983,1960,108,118,19,0,245,226,30,299,518,289,239,266,59,34,12.5,1789,44,0,8,0,19,200,91.2755102040816,2.24489795918367,0,0.408163265306122,0,0.969387755102041,10.2040816326531,206,117.714285714286,1573,9,81,290,1193,"116786",1905,30.5288461538462,0,100,1715,1663,21,22,0,9,282,245,6,16,147,7,4.76190476190476,130,7,10,88.4353741496599,4.76190476190476,6.80272108843537
"165",165,"1500000US080310029022",80310029022,"Block Group 2, Census Tract 29.02, Denver County, Colorado",140,692,673,1365,92,77,45,10,224,169,63,149,279,288,209,121,47,40,16.4102564102564,1266,0,0,0,0,49,100,92.7472527472527,0,0,0,0,3.58974358974359,7.32600732600733,82,58.5714285714286,1125,38,136,59,892,"132083",1298,18.8908145580589,1.38648180242634,98.6135181975737,1141,1092,40,9,0,0,183,143,9,0,142,0,0,107,27,8,75.3521126760563,19.0140845070423,5.63380281690141
"166",166,"1500000US080310029023",80310029023,"Block Group 3, Census Tract 29.02, Denver County, Colorado",94,553,509,1062,47,76,10,0,133,123,10,199,300,177,125,116,12,0,12.5235404896422,991,12,0,17,0,0,84,93.3145009416196,1.12994350282486,0,1.60075329566855,0,0,7.90960451977401,41,43.6170212765958,894,8,48,129,709,"99750",1054,53.7414965986395,6.46258503401361,93.5374149659864,929,921,0,0,8,0,65,65,0,0,78,19,24.3589743589744,59,19,0,75.6410256410256,24.3589743589744,0
"167",167,"1500000US080310030011",80310030011,"Block Group 1, Census Tract 30.01, Denver County, Colorado",51,357,534,891,109,30,0,0,139,139,0,64,296,60,162,120,14,36,15.6004489337823,871,0,0,0,0,0,40,97.7553310886644,0,0,0,0,0,4.48933782267116,19,37.2549019607843,752,0,57,67,628,"105735",860,22.6244343891403,2.48868778280543,97.5113122171946,752,741,0,11,0,0,147,147,0,11,92,15,16.304347826087,92,0,0,100,0,0
"168",168,"1500000US080310030012",80310030012,"Block Group 2, Census Tract 30.01, Denver County, Colorado",66,582,652,1234,59,27,57,30,173,86,87,313,382,58,116,181,11,0,14.0194489465154,1124,68,0,0,0,0,84,91.0858995137763,5.51053484602917,0,0,0,0,6.80713128038898,0,0,1051,0,75,253,723,"79255",1205,35.7142857142857,10.7936507936508,89.2063492063492,1061,1020,23,18,0,0,132,91,13,18,88,0,0,75,13,0,85.2272727272727,14.7727272727273,0
"169",169,"1500000US080310030013",80310030013,"Block Group 3, Census Tract 30.01, Denver County, Colorado",62,406,496,902,97,70,0,14,181,167,14,140,142,103,148,147,14,27,20.0665188470067,844,15,0,0,0,0,86,93.569844789357,1.6629711751663,0,0,0,0,9.53436807095344,127,204.838709677419,696,24,18,93,561,"126389",863,20,0,100,721,697,24,0,0,0,130,106,0,0,93,0,0,93,0,0,100,0,0
"170",170,"1500000US080310030014",80310030014,"Block Group 4, Census Tract 30.01, Denver County, Colorado",72,613,678,1291,81,30,0,57,168,111,57,146,422,32,178,303,14,28,13.0131680867545,1247,0,0,0,0,0,88,96.5917893106119,0,0,0,0,0,6.81642137877614,54,75,1066,0,102,160,804,"97679",1225,30.7324840764331,4.77707006369427,95.2229299363057,1123,1056,0,46,21,0,95,67,18,28,128,22,17.1875,104,15,9,81.25,11.71875,7.03125
"171",171,"1500000US080310030015",80310030015,"Block Group 5, Census Tract 30.01, Denver County, Colorado",73,659,745,1404,113,62,71,68,314,175,139,168,301,214,321,60,13,13,22.3646723646724,1242,32,0,0,0,38,184,88.4615384615385,2.27920227920228,0,0,0,2.70655270655271,13.1054131054131,231,316.438356164384,1055,45,58,196,756,"113799",1365,32.6229508196721,8.36065573770492,91.6393442622951,1090,1052,38,0,0,0,95,57,0,0,228,0,0,115,63,50,50.4385964912281,27.6315789473684,21.9298245614035
"172",172,"1500000US080310030021",80310030021,"Block Group 1, Census Tract 30.02, Denver County, Colorado",67,282,277,559,34,60,4,0,98,94,4,64,120,62,109,69,21,16,17.5313059033989,520,9,0,30,0,0,0,93.0232558139535,1.61001788908766,0,5.36672629695885,0,0,0,23,34.3283582089552,438,8,24,20,386,"88125",529,31.6176470588235,0,100,461,436,6,7,12,0,98,85,0,7,47,0,0,42,0,5,89.3617021276596,0,10.6382978723404
"173",173,"1500000US080310030022",80310030022,"Block Group 2, Census Tract 30.02, Denver County, Colorado",77,410,429,839,13,7,16,14,50,20,30,181,247,75,89,32,41,124,5.95947556615018,761,0,10,45,0,23,0,90.7032181168057,0,1.19189511323004,5.36352800953516,0,2.74135876042908,0,82,106.493506493506,784,0,65,206,513,"79485",816,57.8842315369261,23.5528942115768,76.4471057884232,789,744,23,0,22,0,194,195,0,0,51,0,0,51,0,0,100,0,0
"174",174,"1500000US080310030023",80310030023,"Block Group 3, Census Tract 30.02, Denver County, Colorado",123,588,512,1100,38,60,13,23,134,98,36,214,338,183,107,77,17,30,12.1818181818182,1025,26,0,24,0,19,12,93.1818181818182,2.36363636363636,0,2.18181818181818,0,1.72727272727273,1.09090909090909,149,121.138211382114,937,29,86,176,646,"81406",1001,41.1428571428571,6.85714285714286,93.1428571428571,966,862,55,40,9,0,102,101,40,0,98,10,10.2040816326531,56,24,18,57.1428571428571,24.4897959183673,18.3673469387755
"175",175,"1500000US080310030031",80310030031,"Block Group 1, Census Tract 30.03, Denver County, Colorado",146,964,779,1743,93,47,76,32,248,140,164,379,399,204,221,178,48,10,14.2283419391853,1663,59,0,9,0,0,24,95.4102122776822,3.38496844520941,0,0.516351118760757,0,0,1.37693631669535,57,39.041095890411,1314,9,92,332,881,"103393",1661,26.5060240963855,0.937081659973226,99.0629183400268,1495,1447,12,19,9,8,156,125,0,19,180,9,5,124,35,21,68.8888888888889,19.4444444444444,11.6666666666667
"176",176,"1500000US080310030032",80310030032,"Block Group 2, Census Tract 30.03, Denver County, Colorado",185,752,891,1643,0,0,0,25,25,0,1049,488,74,0,8,24,0,0,1.52160681679854,1286,73,0,179,0,37,136,78.2714546561169,4.44309190505173,0,10.8947048082775,0,2.25197808886184,8.27754108338405,201,108.648648648649,318,8,15,39,256,"-",1466,96.3276836158192,33.6158192090396,66.3841807909605,1618,1233,111,81,158,35,111,0,81,0,0,0,NA,0,0,0,NA,NA,NA
