"X","Row.names","camp_id","session_id","camp_zip","camp_address_1","session_size","session_cost","session_date_start","session_date_end","session_categories","calendar_date","start.time.hours","end.time.hours","duration","lat","long","NBHD_Name"
1,1,813,"42697","80401","2750 Crabapple Road",18,"207","2019-06-24 00:00:00","2019-06-27 00:00:00","drama,arts,scholarshipsAvailable,academic","2019-06-24","12:00 AM","9:00 AM",9,39.6214415,-104.9138135,NA
2,10,966,"42676","80603","14500 Lark Bunting Lane",8,"750","2019-06-09 00:00:00","2019-06-14 00:00:00","academic,scholarshipsAvailable","2019-06-10","12:00 AM","12:00 AM",24,39.7373083,-104.9882038,"Civic Center"
3,100,991,"43543","80222","4400 E. Iliff Ave.",0,"540","2019-06-10 00:00:00","2019-07-12 00:00:00","academic","2019-06-21","9:30 AM","11:00 AM",1.5,39.7187299,-105.0900493,NA
4,1000,964,"42490","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,sports,stem,academic,specialNeedsStudent","2019-06-07","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
5,10000,696,"38907","80306","PO Box 287",13,"459","2019-08-05 00:00:00","2019-08-09 00:00:00","scholarshipsAvailable,offersBeforeAfterCare,nature,sports","2019-08-07","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
6,10001,696,"38907","80306","PO Box 287",13,"459","2019-08-05 00:00:00","2019-08-09 00:00:00","scholarshipsAvailable,offersBeforeAfterCare,nature,sports","2019-08-08","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
7,10002,696,"38907","80306","PO Box 287",13,"459","2019-08-05 00:00:00","2019-08-09 00:00:00","scholarshipsAvailable,offersBeforeAfterCare,nature,sports","2019-08-09","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
8,10003,696,"38908","80306","PO Box 287",13,"459","2019-08-12 00:00:00","2019-08-16 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-08-12","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
9,10004,696,"38908","80306","PO Box 287",13,"459","2019-08-12 00:00:00","2019-08-16 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-08-13","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
10,10005,696,"38908","80306","PO Box 287",13,"459","2019-08-12 00:00:00","2019-08-16 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-08-14","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
11,10006,696,"38908","80306","PO Box 287",13,"459","2019-08-12 00:00:00","2019-08-16 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-08-15","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
12,10007,696,"38908","80306","PO Box 287",13,"459","2019-08-12 00:00:00","2019-08-16 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-08-16","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
13,10008,696,"38909","80306","PO Box 287",13,"439","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,sports,nature,offersBeforeAfterCare","2019-06-03","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
14,10009,696,"38909","80306","PO Box 287",13,"439","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,sports,nature,offersBeforeAfterCare","2019-06-04","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
15,1001,964,"42491","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-10 00:00:00","2019-06-14 00:00:00","stem,specialNeedsStudent,sports,academic,scholarshipsAvailable","2019-06-10","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
16,10010,696,"38909","80306","PO Box 287",13,"439","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,sports,nature,offersBeforeAfterCare","2019-06-05","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
17,10011,696,"38909","80306","PO Box 287",13,"439","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,sports,nature,offersBeforeAfterCare","2019-06-06","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
18,10012,696,"38909","80306","PO Box 287",13,"439","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,sports,nature,offersBeforeAfterCare","2019-06-07","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
19,10013,696,"38910","80306","PO Box 287",13,"439","2019-06-10 00:00:00","2019-06-14 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-10","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
20,10014,696,"38910","80306","PO Box 287",13,"439","2019-06-10 00:00:00","2019-06-14 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-11","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
21,10015,696,"38910","80306","PO Box 287",13,"439","2019-06-10 00:00:00","2019-06-14 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-12","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
22,10016,696,"38910","80306","PO Box 287",13,"439","2019-06-10 00:00:00","2019-06-14 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-13","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
23,10017,696,"38910","80306","PO Box 287",13,"439","2019-06-10 00:00:00","2019-06-14 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-14","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
24,10018,696,"38911","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","offersBeforeAfterCare,scholarshipsAvailable,nature,sports","2019-06-24","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
25,10019,696,"38911","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","offersBeforeAfterCare,scholarshipsAvailable,nature,sports","2019-06-25","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
26,1002,964,"42491","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-10 00:00:00","2019-06-14 00:00:00","stem,specialNeedsStudent,sports,academic,scholarshipsAvailable","2019-06-11","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
27,10020,696,"38911","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","offersBeforeAfterCare,scholarshipsAvailable,nature,sports","2019-06-26","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
28,10021,696,"38911","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","offersBeforeAfterCare,scholarshipsAvailable,nature,sports","2019-06-27","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
29,10022,696,"38911","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","offersBeforeAfterCare,scholarshipsAvailable,nature,sports","2019-06-28","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
30,10023,696,"38912","80306","PO Box 287",13,"439","2019-07-01 00:00:00","2019-07-05 00:00:00","sports,offersBeforeAfterCare,scholarshipsAvailable,nature","2019-07-01","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
31,10024,696,"38912","80306","PO Box 287",13,"439","2019-07-01 00:00:00","2019-07-05 00:00:00","sports,offersBeforeAfterCare,scholarshipsAvailable,nature","2019-07-02","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
32,10025,696,"38912","80306","PO Box 287",13,"439","2019-07-01 00:00:00","2019-07-05 00:00:00","sports,offersBeforeAfterCare,scholarshipsAvailable,nature","2019-07-03","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
33,10026,696,"38912","80306","PO Box 287",13,"439","2019-07-01 00:00:00","2019-07-05 00:00:00","sports,offersBeforeAfterCare,scholarshipsAvailable,nature","2019-07-05","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
34,10027,696,"38913","80306","PO Box 287",13,"439","2019-07-15 00:00:00","2019-07-19 00:00:00","offersBeforeAfterCare,nature,scholarshipsAvailable,sports","2019-07-15","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
35,10028,696,"38913","80306","PO Box 287",13,"439","2019-07-15 00:00:00","2019-07-19 00:00:00","offersBeforeAfterCare,nature,scholarshipsAvailable,sports","2019-07-16","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
36,10029,696,"38913","80306","PO Box 287",13,"439","2019-07-15 00:00:00","2019-07-19 00:00:00","offersBeforeAfterCare,nature,scholarshipsAvailable,sports","2019-07-17","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
37,1003,964,"42491","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-10 00:00:00","2019-06-14 00:00:00","stem,specialNeedsStudent,sports,academic,scholarshipsAvailable","2019-06-12","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
38,10030,696,"38913","80306","PO Box 287",13,"439","2019-07-15 00:00:00","2019-07-19 00:00:00","offersBeforeAfterCare,nature,scholarshipsAvailable,sports","2019-07-18","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
39,10031,696,"38913","80306","PO Box 287",13,"439","2019-07-15 00:00:00","2019-07-19 00:00:00","offersBeforeAfterCare,nature,scholarshipsAvailable,sports","2019-07-19","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
40,10032,696,"38914","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","offersBeforeAfterCare,nature,sports,scholarshipsAvailable","2019-07-22","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
41,10033,696,"38914","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","offersBeforeAfterCare,nature,sports,scholarshipsAvailable","2019-07-23","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
42,10034,696,"38914","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","offersBeforeAfterCare,nature,sports,scholarshipsAvailable","2019-07-24","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
43,10035,696,"38914","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","offersBeforeAfterCare,nature,sports,scholarshipsAvailable","2019-07-25","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
44,10036,696,"38914","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","offersBeforeAfterCare,nature,sports,scholarshipsAvailable","2019-07-26","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
45,10037,696,"38915","80306","PO Box 287",13,"439","2019-08-05 00:00:00","2019-08-09 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-08-05","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
46,10038,696,"38915","80306","PO Box 287",13,"439","2019-08-05 00:00:00","2019-08-09 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-08-06","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
47,10039,696,"38915","80306","PO Box 287",13,"439","2019-08-05 00:00:00","2019-08-09 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-08-07","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
48,1004,964,"42491","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-10 00:00:00","2019-06-14 00:00:00","stem,specialNeedsStudent,sports,academic,scholarshipsAvailable","2019-06-13","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
49,10040,696,"38915","80306","PO Box 287",13,"439","2019-08-05 00:00:00","2019-08-09 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-08-08","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
50,10041,696,"38915","80306","PO Box 287",13,"439","2019-08-05 00:00:00","2019-08-09 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-08-09","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
51,10042,696,"38916","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,nature,sports,offersBeforeAfterCare","2019-06-03","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
52,10043,696,"38916","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,nature,sports,offersBeforeAfterCare","2019-06-04","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
53,10044,696,"38916","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,nature,sports,offersBeforeAfterCare","2019-06-05","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
54,10045,696,"38916","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,nature,sports,offersBeforeAfterCare","2019-06-06","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
55,10046,696,"38916","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","scholarshipsAvailable,nature,sports,offersBeforeAfterCare","2019-06-07","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
56,10047,696,"38917","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-06-10","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
57,10048,696,"38917","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-06-11","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
58,10049,696,"38917","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-06-12","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
59,1005,964,"42491","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-10 00:00:00","2019-06-14 00:00:00","stem,specialNeedsStudent,sports,academic,scholarshipsAvailable","2019-06-14","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
60,10050,696,"38917","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-06-13","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
61,10051,696,"38917","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,scholarshipsAvailable,offersBeforeAfterCare","2019-06-14","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
62,10052,696,"38918","80306","PO Box 287",13,"444","2019-07-29 00:00:00","2019-08-02 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-07-29","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
63,10053,696,"38918","80306","PO Box 287",13,"444","2019-07-29 00:00:00","2019-08-02 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-07-30","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
64,10054,696,"38918","80306","PO Box 287",13,"444","2019-07-29 00:00:00","2019-08-02 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-07-31","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
65,10055,696,"38918","80306","PO Box 287",13,"444","2019-07-29 00:00:00","2019-08-02 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-08-01","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
66,10056,696,"38918","80306","PO Box 287",13,"444","2019-07-29 00:00:00","2019-08-02 00:00:00","offersBeforeAfterCare,sports,scholarshipsAvailable,nature","2019-08-02","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
67,10057,696,"38919","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-24","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
68,10058,696,"38919","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-25","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
69,10059,696,"38919","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-26","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
70,1006,964,"42492","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-17 00:00:00","2019-06-21 00:00:00","stem,academic,specialNeedsStudent,scholarshipsAvailable,sports","2019-06-17","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
71,10060,696,"38919","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-27","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
72,10061,696,"38919","80306","PO Box 287",13,"439","2019-06-24 00:00:00","2019-06-28 00:00:00","sports,scholarshipsAvailable,nature,offersBeforeAfterCare","2019-06-28","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
73,10062,696,"38920","80306","PO Box 287",13,"439","2019-07-08 00:00:00","2019-07-12 00:00:00","sports,nature,scholarshipsAvailable,offersBeforeAfterCare","2019-07-08","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
74,10063,696,"38920","80306","PO Box 287",13,"439","2019-07-08 00:00:00","2019-07-12 00:00:00","sports,nature,scholarshipsAvailable,offersBeforeAfterCare","2019-07-09","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
75,10064,696,"38920","80306","PO Box 287",13,"439","2019-07-08 00:00:00","2019-07-12 00:00:00","sports,nature,scholarshipsAvailable,offersBeforeAfterCare","2019-07-10","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
76,10065,696,"38920","80306","PO Box 287",13,"439","2019-07-08 00:00:00","2019-07-12 00:00:00","sports,nature,scholarshipsAvailable,offersBeforeAfterCare","2019-07-11","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
77,10066,696,"38920","80306","PO Box 287",13,"439","2019-07-08 00:00:00","2019-07-12 00:00:00","sports,nature,scholarshipsAvailable,offersBeforeAfterCare","2019-07-12","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
78,10067,696,"38921","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","scholarshipsAvailable,offersBeforeAfterCare,sports,nature","2019-07-22","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
79,10068,696,"38921","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","scholarshipsAvailable,offersBeforeAfterCare,sports,nature","2019-07-23","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
80,10069,696,"38921","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","scholarshipsAvailable,offersBeforeAfterCare,sports,nature","2019-07-24","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
81,1007,964,"42492","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-17 00:00:00","2019-06-21 00:00:00","stem,academic,specialNeedsStudent,scholarshipsAvailable,sports","2019-06-18","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
82,10070,696,"38921","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","scholarshipsAvailable,offersBeforeAfterCare,sports,nature","2019-07-25","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
83,10071,696,"38921","80306","PO Box 287",13,"439","2019-07-22 00:00:00","2019-07-26 00:00:00","scholarshipsAvailable,offersBeforeAfterCare,sports,nature","2019-07-26","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
84,10072,696,"38922","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-03","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
85,10073,696,"38922","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-04","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
86,10074,696,"38922","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-05","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
87,10075,696,"38922","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-06","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
88,10076,696,"38922","80306","PO Box 287",13,"444","2019-06-03 00:00:00","2019-06-07 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-07","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
89,10077,696,"38923","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-10","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
90,10078,696,"38923","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-11","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
91,10079,696,"38923","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-12","9:00 AM","3:00 PM",6,39.6737446,-104.9344593,"University Hills"
92,1008,964,"42492","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-17 00:00:00","2019-06-21 00:00:00","stem,academic,specialNeedsStudent,scholarshipsAvailable,sports","2019-06-19","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
93,10080,696,"38923","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-13","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
94,10081,696,"38923","80306","PO Box 287",13,"444","2019-06-10 00:00:00","2019-06-14 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-14","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
95,10082,696,"38924","80306","PO Box 287",13,"444","2019-06-17 00:00:00","2019-06-21 00:00:00","sports,offersBeforeAfterCare,nature,scholarshipsAvailable","2019-06-17","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
96,10083,696,"38924","80306","PO Box 287",13,"444","2019-06-17 00:00:00","2019-06-21 00:00:00","sports,offersBeforeAfterCare,nature,scholarshipsAvailable","2019-06-18","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
97,10084,696,"38924","80306","PO Box 287",13,"444","2019-06-17 00:00:00","2019-06-21 00:00:00","sports,offersBeforeAfterCare,nature,scholarshipsAvailable","2019-06-19","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
98,10085,696,"38924","80306","PO Box 287",13,"444","2019-06-17 00:00:00","2019-06-21 00:00:00","sports,offersBeforeAfterCare,nature,scholarshipsAvailable","2019-06-20","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
99,10086,696,"38924","80306","PO Box 287",13,"444","2019-06-17 00:00:00","2019-06-21 00:00:00","sports,offersBeforeAfterCare,nature,scholarshipsAvailable","2019-06-21","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
100,10087,696,"38925","80306","PO Box 287",13,"444","2019-06-24 00:00:00","2019-06-28 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-24","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
101,10088,696,"38925","80306","PO Box 287",13,"444","2019-06-24 00:00:00","2019-06-28 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-25","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
102,10089,696,"38925","80306","PO Box 287",13,"444","2019-06-24 00:00:00","2019-06-28 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-26","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
103,1009,964,"42492","80012","15151 E. Alameda Parkway, Suite 4600",35,"219","2019-06-17 00:00:00","2019-06-21 00:00:00","stem,academic,specialNeedsStudent,scholarshipsAvailable,sports","2019-06-20","7:30 AM","5:30 PM",10,39.599753,-105.989506,NA
104,10090,696,"38925","80306","PO Box 287",13,"444","2019-06-24 00:00:00","2019-06-28 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-27","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
105,10091,696,"38925","80306","PO Box 287",13,"444","2019-06-24 00:00:00","2019-06-28 00:00:00","nature,sports,offersBeforeAfterCare,scholarshipsAvailable","2019-06-28","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
106,10092,696,"38926","80306","PO Box 287",13,"444","2019-07-22 00:00:00","2019-07-26 00:00:00","nature,offersBeforeAfterCare,scholarshipsAvailable,sports","2019-07-22","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
107,10093,696,"38926","80306","PO Box 287",13,"444","2019-07-22 00:00:00","2019-07-26 00:00:00","nature,offersBeforeAfterCare,scholarshipsAvailable,sports","2019-07-23","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
108,10094,696,"38926","80306","PO Box 287",13,"444","2019-07-22 00:00:00","2019-07-26 00:00:00","nature,offersBeforeAfterCare,scholarshipsAvailable,sports","2019-07-24","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
109,10095,696,"38926","80306","PO Box 287",13,"444","2019-07-22 00:00:00","2019-07-26 00:00:00","nature,offersBeforeAfterCare,scholarshipsAvailable,sports","2019-07-25","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
110,10096,696,"38926","80306","PO Box 287",13,"444","2019-07-22 00:00:00","2019-07-26 00:00:00","nature,offersBeforeAfterCare,scholarshipsAvailable,sports","2019-07-26","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
111,10097,696,"38927","80306","PO Box 287",13,"444","2019-07-29 00:00:00","2019-08-02 00:00:00","offersBeforeAfterCare,nature,scholarshipsAvailable,sports","2019-07-29","9:00 AM","3:00 PM",6,39.7775754,-104.9994221,"Sunnyside"
