"","camp_address_1","camp_zip","session_date_start","session_date_end","session_max_age","session_min_age","total.duration","lat","lon","session_id","session_size","session_cost","session_categories"
"1","1 Red Fox Lane","80111","6/3/19","6/7/19","16","6",35,39.652262,-104.933188,"23884"," ",369,"stem,giftedStudent,academic"
"2","1 Red Fox Lane","80111","6/3/19","6/7/19","16","6",15,39.652262,-104.933188,"23885"," ",249,"giftedStudent,stem,academic"
"3","1 Red Fox Lane","80111","6/3/19","6/7/19","16","6",15,39.652262,-104.933188,"23886"," ",249,"academic,stem,giftedStudent"
"4","1 Red Fox Lane","80111","7/8/19","7/10/19","16","6",21,39.652262,-104.933188,"23887"," ",259,"stem,giftedStudent,academic"
"5","4751 York St.","80216","6/4/19","8/1/19","10","3",51,39.7826999,-104.9598726,"33241"," ",0,"nature,academic,cooking,stem"
"6","4751 York St.","80216","6/10/19","8/2/19","16","14",138,39.7826999,-104.9598726,"33242"," ",0,"cooking,nature,stem"
"7","191 University Blvd","80206","6/3/19","6/8/19","17","6",84,39.0019264,-105.0628341,"37771","100",0,"specialNeedsStudent"
"8","","80465","6/3/19","6/7/19","9","6",30,39.6892398,-105.1903668,"37785","23",325,"nature,academic"
"9","","80465","6/10/19","6/14/19","13","10",30,39.6892398,-105.1903668,"37786","23",325,"academic,nature"
"10","","80465","6/17/19","6/21/19","11","8",30,39.6892398,-105.1903668,"37787","23",325,"academic,nature"
"11","","80465","6/24/19","6/28/19","9","6",30,39.6892398,-105.1903668,"37788","23",325,"nature,academic"
"12","","80465","7/8/19","7/12/19","10","6",30,39.6892398,-105.1903668,"37789","23",325,"academic,nature"
"13","","80465","7/22/19","7/26/19","13","8",30,39.6892398,-105.1903668,"37790","23",325,"nature,academic"
"14","","80465","7/15/19","7/19/19","13","11",30,39.6892398,-105.1903668,"37791","23",300,"academic,nature"
"15","","80465","7/22/19","7/26/19","11","8",30,39.6892398,-105.1903668,"37792","23",300,"academic,nature"
"16","","80465","7/29/19","8/2/19","10","6",30,39.6892398,-105.1903668,"37793","23",300,"academic,nature"
"17","","80465","8/5/19","8/9/19","10","6",30,39.6892398,-105.1903668,"37794","23",300,"academic,nature"
"18","2823 Havana St.","80238","6/10/19","6/14/19","10","4",15,39.7537967,-104.921638,"37875","40",190,"sports"
"19","2823 Havana St.","80238","6/17/19","6/21/19","10","4",15,39.7537967,-104.921638,"37876","40",190,"sports"
"20","2823 Havana St.","80238","7/8/19","7/12/19","11","4",15,39.7608701,-104.886197,"37877"," ",160,"sports"
"21","2823 Havana St.","80238","7/15/19","7/19/19","11","4",15,39.7608701,-104.886197,"37878"," ",160,"sports"
"22","2823 Havana St.","80238","7/22/19","7/26/19","11","4",15,39.7608701,-104.886197,"37879"," ",160,"sports"
"23","2823 Havana St.","80238","7/29/19","8/2/19","11","4",15,39.7608701,-104.886197,"37880"," ",160,"sports"
"24","855 Lawrence Way","80204","6/10/19","6/14/19","18","13",17,39.7428157,-105.0040466,"37947"," ",500,"scholarshipsAvailable,music,academic"
"25","855 Lawrence Way","80204","6/10/19","6/14/19","18","13",17,39.7428157,-105.0040466,"37953"," ",500,"arts,academic,scholarshipsAvailable"
"26","216 S Grant St","80209","6/3/19","6/7/19","11","7",30,39.7127211,-104.9837006,"37954","15",425,"music"
"27","216 S Grant St","80209","6/17/19","6/21/19","17","10",30,39.7127211,-104.9837006,"37955","15",425,"music"
"28","216 S Grant St","80209","7/8/19","7/12/19","17","10",30,39.7127211,-104.9837006,"37956","8",425,"music"
"29","216 S Grant St","80209","7/22/19","7/26/19","11","7",30,39.7127211,-104.9837006,"37957","15",425,"music"
"30","216 S Grant St","80209","8/5/19","8/9/19","17","10",30,39.7127211,-104.9837006,"37958","15",425,"music"
"31","1101 13th Street","80204","7/8/19","7/12/19","17","13",32.5,39.7453568,-104.9992014,"37967","16",250,"drama,academic,arts,specialNeedsStudent"
"32","1101 13th Street","80204","6/24/19","6/28/19","17","13",32.5,39.7453568,-104.9992014,"37968","16",250,"arts,specialNeedsStudent,drama,academic"
"33","1101 13th Street","80204","6/3/19","6/7/19","17","13",32.5,39.7453568,-104.9992014,"37969","16",250,"arts,specialNeedsStudent,drama,academic"
"34","1101 13th Street","80204","7/15/19","7/26/19","17","13",65,39.7453568,-104.9992014,"37970","16",500,"specialNeedsStudent,academic,arts,drama"
"35","1101 13th Street","80204","6/17/19","6/21/19","17","13",32.5,39.7453568,-104.9992014,"37971","14",250,"specialNeedsStudent,drama,arts,academic"
"36","1101 13th Street","80204","6/10/19","6/21/19","17","13",80,39.7453568,-104.9992014,"37972","24",650,"specialNeedsStudent,drama,arts,academic"
"37","1101 13th Street","80204","6/3/19","6/14/19","17","13",65,39.7453568,-104.9992014,"37973","10",300,"academic,drama,specialNeedsStudent,arts"
"38","1101 13th Street","80204","6/10/19","6/21/19","17","13",65,39.7453568,-104.9992014,"37974","10",300,"arts,academic,specialNeedsStudent,drama"
"39","1101 13th Street","80204","6/24/19","7/12/19","17","13",97.5,39.7453568,-104.9992014,"37975","10",300,"academic,arts,drama,specialNeedsStudent"
"40","1101 13th Street","80204","7/15/19","8/2/19","17","13",97.5,39.7453568,-104.9992014,"37976","10",300,"specialNeedsStudent,drama,academic,arts"
"41","1101 13th Street","80204","6/3/19","6/14/19","17","13",65,39.7453568,-104.9992014,"37977","20",500,"specialNeedsStudent,arts,academic,drama"
"42","1101 13th Street","80204","7/15/19","8/2/19","17","13",97.5,39.7453568,-104.9992014,"37978","20",500,"academic,drama,specialNeedsStudent,arts"
"43","1101 13th Street","80204","6/10/19","6/14/19","17","13",32.5,39.7453568,-104.9992014,"37979","16",250,"academic,specialNeedsStudent,drama,arts"
"44","1101 13th Street","80204","7/29/19","8/2/19","17","13",32.5,39.7453568,-104.9992014,"37980","16",250,"academic,arts,drama,specialNeedsStudent"
"45","1101 13th Street","80204","6/24/19","6/28/19","10","5",32.5,39.7453568,-104.9992014,"37981","20",250,"specialNeedsStudent,academic,drama,offersBeforeAfterCare,arts"
"46","1101 13th Street","80204","6/24/19","6/28/19","10","5",32.5,39.7453568,-104.9992014,"37982","24",250,"specialNeedsStudent,arts,academic,drama,offersBeforeAfterCare"
"47","1101 13th Street","80204","6/24/19","6/28/19","10","5",32.5,39.7453568,-104.9992014,"37983","28",250,"arts,drama,specialNeedsStudent,academic,offersBeforeAfterCare"
"48","1101 13th Street","80204","6/24/19","6/28/19","10","5",32.5,39.7453568,-104.9992014,"37984","28",250,"specialNeedsStudent,arts,drama,academic,offersBeforeAfterCare"
"49","1101 13th Street","80204","6/24/19","6/28/19","10","5",32.5,39.7453568,-104.9992014,"37985","32",250,"arts,drama,academic,specialNeedsStudent,offersBeforeAfterCare"
"50","1101 13th Street","80204","6/24/19","6/28/19","10","5",32.5,39.7453568,-104.9992014,"37986","16",250,"academic,drama,specialNeedsStudent,offersBeforeAfterCare,arts"
"51","1101 13th Street","80204","6/10/19","6/14/19","10","5",32.5,39.7453568,-104.9992014,"37987","28",250,"academic,arts,offersBeforeAfterCare,drama,specialNeedsStudent"
"52","1101 13th Street","80204","6/10/19","6/14/19","10","5",32.5,39.7453568,-104.9992014,"37988","20",250,"drama,academic,offersBeforeAfterCare,specialNeedsStudent,arts"
"53","1101 13th Street","80204","6/10/19","6/14/19","10","5",32.5,39.7453568,-104.9992014,"37989","24",250,"specialNeedsStudent,offersBeforeAfterCare,drama,arts,academic"
"54","1101 13th Street","80204","6/10/19","6/14/19","10","5",32.5,39.7453568,-104.9992014,"37990","28",250,"offersBeforeAfterCare,specialNeedsStudent,arts,academic,drama"
"55","1101 13th Street","80204","6/10/19","6/14/19","10","5",32.5,39.7453568,-104.9992014,"37991","32",250,"arts,academic,drama,offersBeforeAfterCare,specialNeedsStudent"
"56","1101 13th Street","80204","6/10/19","6/14/19","10","5",32.5,39.7453568,-104.9992014,"37992","16",250,"specialNeedsStudent,offersBeforeAfterCare,academic,drama,arts"
"57","1101 13th Street","80204","6/17/19","6/21/19","10","5",32.5,39.7453568,-104.9992014,"37993","20",250,"drama,academic,offersBeforeAfterCare,arts,specialNeedsStudent"
"58","1101 13th Street","80204","6/17/19","6/21/19","10","5",32.5,39.7453568,-104.9992014,"37994","24",250,"academic,specialNeedsStudent,drama,arts,offersBeforeAfterCare"
"59","1101 13th Street","80204","6/17/19","6/21/19","10","5",32.5,39.7453568,-104.9992014,"37995","28",250,"academic,offersBeforeAfterCare,arts,drama,specialNeedsStudent"
"60","1101 13th Street","80204","6/17/19","6/21/19","10","5",32.5,39.7453568,-104.9992014,"37996","28",250,"arts,offersBeforeAfterCare,drama,specialNeedsStudent,academic"
"61","1101 13th Street","80204","6/17/19","6/21/19","10","5",32.5,39.7453568,-104.9992014,"37997","32",250,"arts,offersBeforeAfterCare,specialNeedsStudent,academic,drama"
"62","1101 13th Street","80204","6/17/19","6/21/19","10","5",32.5,39.7453568,-104.9992014,"37998","32",250,"drama,offersBeforeAfterCare,specialNeedsStudent,arts,academic"
"63","1101 13th Street","80204","7/8/19","7/19/19","10","5",65,39.7453568,-104.9992014,"37999","20",500,"arts,drama,specialNeedsStudent,offersBeforeAfterCare,academic"
"64","1101 13th Street","80204","7/8/19","7/19/19","10","5",65,39.7453568,-104.9992014,"38000","24",500,"drama,offersBeforeAfterCare,specialNeedsStudent,academic,arts"
"65","1101 13th Street","80204","7/8/19","7/19/19","10","5",65,39.7453568,-104.9992014,"38001","28",500,"drama,arts,specialNeedsStudent,academic,offersBeforeAfterCare"
"66","1101 13th Street","80204","7/8/19","7/19/19","10","5",65,39.7453568,-104.9992014,"38002","28",500,"academic,arts,offersBeforeAfterCare,specialNeedsStudent,drama"
"67","1101 13th Street","80204","7/8/19","7/19/19","10","5",65,39.7453568,-104.9992014,"38003","32",500,"specialNeedsStudent,academic,arts,offersBeforeAfterCare,drama"
"68","1101 13th Street","80204","7/8/19","7/19/19","10","5",65,39.7453568,-104.9992014,"38004","16",500,"academic,drama,arts,offersBeforeAfterCare,specialNeedsStudent"
"69","1101 13th Street","80204","7/22/19","8/2/19","10","5",65,39.7453568,-104.9992014,"38005","20",500,"arts,specialNeedsStudent,academic,offersBeforeAfterCare,drama"
"70","1101 13th Street","80204","7/22/19","8/2/19","10","5",65,39.7453568,-104.9992014,"38006","24",500,"academic,arts,offersBeforeAfterCare,specialNeedsStudent,drama"
"71","1101 13th Street","80204","7/22/19","8/2/19","10","5",65,39.7453568,-104.9992014,"38007","28",500,"arts,academic,specialNeedsStudent,drama,offersBeforeAfterCare"
"72","1101 13th Street","80204","7/22/19","8/2/19","10","5",65,39.7453568,-104.9992014,"38008","28",500,"drama,specialNeedsStudent,academic,arts,offersBeforeAfterCare"
"73","1101 13th Street","80204","7/22/19","8/2/19","10","5",65,39.7453568,-104.9992014,"38009","32",500,"specialNeedsStudent,academic,offersBeforeAfterCare,arts,drama"
"74","1101 13th Street","80204","7/22/19","8/2/19","10","5",65,39.7453568,-104.9992014,"38010","16",500,"offersBeforeAfterCare,specialNeedsStudent,arts,drama,academic"
"75","1101 13th Street","80204","6/3/19","6/7/19","10","5",32.5,39.7453568,-104.9992014,"38011","16",250,"specialNeedsStudent,drama,arts,offersBeforeAfterCare,academic"
"76","1101 13th Street","80204","6/3/19","6/7/19","10","5",32.5,39.7453568,-104.9992014,"38012","16",250,"academic,drama,specialNeedsStudent,offersBeforeAfterCare,arts"
"77","1101 13th Street","80204","6/3/19","6/7/19","10","5",32.5,39.7453568,-104.9992014,"38013","16",250,"arts,offersBeforeAfterCare,specialNeedsStudent,drama,academic"
"78","1101 13th Street","80204","6/3/19","6/7/19","10","5",32.5,39.7453568,-104.9992014,"38014","16",250,"drama,offersBeforeAfterCare,specialNeedsStudent,academic,arts"
"79","1101 13th Street","80204","6/3/19","6/7/19","10","5",32.5,39.7453568,-104.9992014,"38015","16",250,"academic,arts,specialNeedsStudent,drama,offersBeforeAfterCare"
"80","1101 13th Street","80204","6/3/19","6/7/19","10","5",32.5,39.7453568,-104.9992014,"38016","16",250,"offersBeforeAfterCare,drama,specialNeedsStudent,arts,academic"
"81","1101 13th Street","80204","7/8/19","7/12/19","13","11",35,39.7453568,-104.9992014,"38017","28",250,"specialNeedsStudent,arts,academic,drama"
"82","1101 13th Street","80204","7/22/19","7/26/19","13","11",35,39.7453568,-104.9992014,"38018","42",250,"specialNeedsStudent,academic,arts,drama"
"83","1101 13th Street","80204","7/15/19","7/19/19","13","11",35,39.7453568,-104.9992014,"38019","28",250,"drama,academic,arts,specialNeedsStudent"
"84","1101 13th Street","80204","6/3/19","6/7/19","13","11",35,39.7453568,-104.9992014,"38020","42",250,"academic,drama,specialNeedsStudent,arts"
"85","1101 13th Street","80204","6/10/19","6/21/19","13","11",70,39.7453568,-104.9992014,"38021","28",500,"academic,drama,arts,specialNeedsStudent"
"86","1101 13th Street","80204","6/10/19","6/21/19","13","11",65,39.7453568,-104.9992014,"38022","16",500,"arts,academic,drama,specialNeedsStudent"
"87","1101 13th Street","80204","6/24/19","7/12/19","13","11",97.5,39.7453568,-104.9992014,"38023","16",500,"specialNeedsStudent,arts,drama,academic"
"88","1101 13th Street","80204","6/24/19","6/28/19","13","11",35,39.7453568,-104.9992014,"38024","28",250,"academic,arts,drama,specialNeedsStudent"
"89","1101 13th Street","80204","7/29/19","8/2/19","13","11",35,39.7453568,-104.9992014,"38025","14",250,"academic,drama,specialNeedsStudent,arts"
"90","1101 13th Street","80204","6/17/19","6/21/19","4","3",15,39.7453568,-104.9992014,"38026","16",175,"specialNeedsStudent,academic,drama,arts"
"91","1101 13th Street","80204","6/24/19","6/28/19","4","3",15,39.7453568,-104.9992014,"38027","16",175,"specialNeedsStudent,drama,academic,arts"
"92","1101 13th Street","80204","7/8/19","7/12/19","4","3",15,39.7453568,-104.9992014,"38028","16",175,"specialNeedsStudent,arts,drama,academic"
"93","1101 13th Street","80204","7/15/19","7/19/19","4","3",15,39.7453568,-104.9992014,"38029","16",175,"academic,arts,drama,specialNeedsStudent"
"94","1101 13th Street","80204","7/22/19","7/26/19","4","3",15,39.7453568,-104.9992014,"38030","16",175,"specialNeedsStudent,arts,academic,drama"
"95","1101 13th Street","80204","7/29/19","8/2/19","4","3",15,39.7453568,-104.9992014,"38031","16",175,"arts,drama,specialNeedsStudent,academic"
"96","1 Red Fox Lane","80111","7/1/19","7/2/19","18","6",14,39.6214415,-104.9138135,"38106"," ",165,"giftedStudent,stem,academic"
"97","1 Red Fox Lane","80111","7/29/19","7/30/19","18","6",14,39.6214415,-104.9138135,"38107"," ",165,"stem,giftedStudent,academic"
"98","5105 W Moncrieff Pl","80212","6/3/19","6/7/19","12","5",35,39.7632048,-105.0527962,"38149"," ",280,"specialNeedsStudent,academic"
"99","5105 W Moncrieff Pl","80212","6/10/19","6/14/19","12","5",35,39.7632048,-105.0527962,"38150"," ",280,"specialNeedsStudent,academic"
"100","350 South Dahlia Street","80246","6/3/19","6/7/19","6","5",35,39.7100813,-104.930599,"38165"," ",405,"music,arts,offersBeforeAfterCare,sports,scholarshipsAvailable"
"101","350 South Dahlia Street","80246","6/10/19","6/14/19","6","5",35,39.7170127,-104.9362357,"38166"," ",405,"arts,music,scholarshipsAvailable,offersBeforeAfterCare,sports"
"102","350 South Dahlia Street","80246","6/17/19","6/21/19","6","5",35,39.7170127,-104.9362357,"38167"," ",405,"scholarshipsAvailable,music,sports,offersBeforeAfterCare,arts"
"103","350 South Dahlia Street","80246","6/24/19","6/28/19","6","5",35,39.7170127,-104.9362357,"38168"," ",405,"sports,offersBeforeAfterCare,music,scholarshipsAvailable,arts"
"104","350 South Dahlia Street","80246","7/8/19","7/12/19","6","5",35,39.7170127,-104.9362357,"38169"," ",405,"scholarshipsAvailable,arts,music,offersBeforeAfterCare,sports"
"105","350 South Dahlia Street","80246","7/15/19","7/19/19","6","5",35,39.7170127,-104.9362357,"38170"," ",405,"sports,arts,offersBeforeAfterCare,scholarshipsAvailable,music"
"106","350 South Dahlia Street","80246","7/22/19","7/26/19","6","5",35,39.7170127,-104.9362357,"38171"," ",405,"music,scholarshipsAvailable,offersBeforeAfterCare,sports,arts"
"107","350 South Dahlia Street","80246","7/29/19","8/2/19","6","5",35,39.7170127,-104.9362357,"38172"," ",405,"arts,offersBeforeAfterCare,scholarshipsAvailable,sports,music"
"108","350 South Dahlia Street","80246","6/3/19","6/7/19","7","6",35,39.7100813,-104.930599,"38173"," ",405,"sports,scholarshipsAvailable,arts,music,offersBeforeAfterCare"
"109","350 South Dahlia Street","80246","6/10/19","6/14/19","7","6",35,39.7170127,-104.9362357,"38174"," ",405,"sports,offersBeforeAfterCare,arts,music,scholarshipsAvailable"
"110","350 South Dahlia Street","80246","6/17/19","6/21/19","7","6",35,39.7170127,-104.9362357,"38175"," ",405,"arts,offersBeforeAfterCare,scholarshipsAvailable,sports,music"
"111","350 South Dahlia Street","80246","6/24/19","6/28/19","7","6",35,39.7170127,-104.9362357,"38176"," ",405,"music,sports,scholarshipsAvailable,arts,offersBeforeAfterCare"
"112","350 South Dahlia Street","80246","7/8/19","7/12/19","7","6",35,39.7170127,-104.9362357,"38177"," ",405,"sports,scholarshipsAvailable,offersBeforeAfterCare,music,arts"
"113","350 South Dahlia Street","80246","7/15/19","7/19/19","7","6",35,39.7170127,-104.9362357,"38178"," ",405,"sports,scholarshipsAvailable,music,arts,offersBeforeAfterCare"
"114","350 South Dahlia Street","80246","7/22/19","7/26/19","7","6",35,39.7170127,-104.9362357,"38179"," ",405,"sports,offersBeforeAfterCare,music,scholarshipsAvailable,arts"
"115","350 South Dahlia Street","80246","7/29/19","8/2/19","7","6",35,39.7170127,-104.9362357,"38180"," ",405,"arts,offersBeforeAfterCare,sports,scholarshipsAvailable,music"
"116","350 South Dahlia Street","80246","6/3/19","6/7/19","9","7",35,39.7100813,-104.930599,"38181"," ",405,"music,sports,scholarshipsAvailable,arts,offersBeforeAfterCare"
"117","350 South Dahlia Street","80246","6/10/19","6/14/19","9","7",35,39.7170127,-104.9362357,"38182"," ",405,"scholarshipsAvailable,music,arts,sports,offersBeforeAfterCare"
"118","350 South Dahlia Street","80246","6/17/19","6/21/19","9","7",35,39.7170127,-104.9362357,"38183"," ",405,"arts,music,offersBeforeAfterCare,sports,scholarshipsAvailable"
"119","350 South Dahlia Street","80246","6/24/19","6/28/19","9","7",35,39.7170127,-104.9362357,"38184"," ",405,"arts,scholarshipsAvailable,sports,music,offersBeforeAfterCare"
"120","350 South Dahlia Street","80246","7/8/19","7/12/19","9","7",35,39.7170127,-104.9362357,"38185"," ",405,"music,arts,sports,offersBeforeAfterCare,scholarshipsAvailable"
"121","350 South Dahlia Street","80246","7/15/19","7/19/19","9","7",35,39.7170127,-104.9362357,"38186"," ",405,"scholarshipsAvailable,sports,arts,offersBeforeAfterCare,music"
"122","350 South Dahlia Street","80246","7/22/19","7/26/19","9","7",35,39.7170127,-104.9362357,"38187"," ",405,"music,arts,scholarshipsAvailable,offersBeforeAfterCare,sports"
"123","350 South Dahlia Street","80246","7/29/19","8/2/19","9","7",35,39.7170127,-104.9362357,"38188"," ",405,"arts,sports,offersBeforeAfterCare,music,scholarshipsAvailable"
"124","350 South Dahlia Street","80246","6/3/19","6/7/19","11","9",35,39.7100813,-104.930599,"38189"," ",405,"offersBeforeAfterCare,music,sports,scholarshipsAvailable,arts"
"125","350 South Dahlia Street","80246","6/10/19","6/14/19","11","9",35,39.7170127,-104.9362357,"38190"," ",405,"music,sports,offersBeforeAfterCare,scholarshipsAvailable,arts"
"126","350 South Dahlia Street","80246","6/17/19","6/21/19","11","9",35,39.7170127,-104.9362357,"38191"," ",405,"offersBeforeAfterCare,scholarshipsAvailable,arts,music,sports"
"127","350 South Dahlia Street","80246","6/24/19","6/28/19","11","9",35,39.7170127,-104.9362357,"38192"," ",405,"arts,music,offersBeforeAfterCare,sports,scholarshipsAvailable"
"128","350 South Dahlia Street","80246","7/8/19","7/12/19","11","9",35,39.7170127,-104.9362357,"38193"," ",405,"music,sports,scholarshipsAvailable,offersBeforeAfterCare,arts"
"129","350 South Dahlia Street","80246","7/15/19","7/19/19","11","9",35,39.7170127,-104.9362357,"38194"," ",405,"arts,music,offersBeforeAfterCare,sports,scholarshipsAvailable"
"130","350 South Dahlia Street","80246","7/22/19","7/26/19","11","9",35,39.7170127,-104.9362357,"38195"," ",405,"scholarshipsAvailable,arts,music,offersBeforeAfterCare,sports"
"131","350 South Dahlia Street","80246","7/29/19","8/2/19","11","9",35,39.7170127,-104.9362357,"38196"," ",405,"arts,music,scholarshipsAvailable,offersBeforeAfterCare,sports"
"132","350 South Dahlia Street","80246","6/3/19","6/7/19","11","5",35,39.7100813,-104.930599,"38197"," ",435,"sports,arts,music,offersBeforeAfterCare,scholarshipsAvailable"
"133","350 South Dahlia Street","80246","7/8/19","7/12/19","11","5",35,39.7170127,-104.9362357,"38198"," ",435,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"134","350 South Dahlia Street","80246","6/10/19","6/14/19","11","5",35,39.7170127,-104.9362357,"38199"," ",435,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"135","350 South Dahlia Street","80246","7/1/19","7/5/19","11","5",28,39.7170127,-104.9362357,"38200"," ",348,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"136","350 South Dahlia Street","80246","6/17/19","6/21/19","11","5",35,39.7170127,-104.9362357,"38201"," ",435,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"137","350 South Dahlia Street","80246","7/15/19","7/19/19","11","5",35,39.7170127,-104.9362357,"38202"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"138","350 South Dahlia Street","80246","6/24/19","6/28/19","11","5",35,39.7170127,-104.9362357,"38203"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"139","350 South Dahlia Street","80246","7/29/19","8/2/19","11","5",35,39.7170127,-104.9362357,"38204"," ",435,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"140","350 South Dahlia Street","80246","6/3/19","6/7/19","7","5",35,39.7100813,-104.930599,"38205"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,arts"
"141","350 South Dahlia Street","80246","6/3/19","6/7/19","11","7",35,39.7100813,-104.930599,"38206"," ",435,"arts,scholarshipsAvailable,offersBeforeAfterCare"
"142","350 South Dahlia Street","80246","6/10/19","6/14/19","7","5",35,39.7170127,-104.9362357,"38207"," ",435,"scholarshipsAvailable,arts,offersBeforeAfterCare"
"143","350 South Dahlia Street","80246","6/10/19","6/14/19","11","7",35,39.7170127,-104.9362357,"38208"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,arts"
"144","350 South Dahlia Street","80246","6/17/19","6/21/19","7","5",35,39.7170127,-104.9362357,"38209"," ",435,"scholarshipsAvailable,arts,offersBeforeAfterCare"
"145","350 South Dahlia Street","80246","6/17/19","6/21/19","11","7",35,39.7170127,-104.9362357,"38210"," ",435,"arts,offersBeforeAfterCare,scholarshipsAvailable"
"146","350 South Dahlia Street","80246","6/24/19","6/28/19","7","5",35,39.7170127,-104.9362357,"38211"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,arts"
"147","350 South Dahlia Street","80246","6/24/19","6/28/19","11","7",35,39.7170127,-104.9362357,"38212"," ",435,"scholarshipsAvailable,offersBeforeAfterCare,arts"
"148","350 South Dahlia Street","80246","7/1/19","7/5/19","7","5",28,39.7170127,-104.9362357,"38213"," ",348,"scholarshipsAvailable,arts,offersBeforeAfterCare"
"149","350 South Dahlia Street","80246","7/1/19","7/5/19","11","7",28,39.7170127,-104.9362357,"38214"," ",348,"scholarshipsAvailable,arts,offersBeforeAfterCare"
"150","350 South Dahlia Street","80246","7/8/19","7/12/19","7","5",35,39.7170127,-104.9362357,"38215"," ",435,"offersBeforeAfterCare,arts,scholarshipsAvailable"
"151","350 South Dahlia Street","80246","7/8/19","7/12/19","11","7",35,39.7170127,-104.9362357,"38216"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,arts"
"152","350 South Dahlia Street","80246","7/15/19","7/19/19","7","5",35,39.7170127,-104.9362357,"38217"," ",435,"offersBeforeAfterCare,arts,scholarshipsAvailable"
"153","350 South Dahlia Street","80246","7/15/19","7/19/19","11","7",35,39.7170127,-104.9362357,"38218"," ",435,"scholarshipsAvailable,offersBeforeAfterCare,arts"
"154","350 South Dahlia Street","80246","7/22/19","7/26/19","7","5",35,39.7170127,-104.9362357,"38219"," ",435,"offersBeforeAfterCare,arts,scholarshipsAvailable"
"155","350 South Dahlia Street","80246","7/22/19","7/26/19","11","7",35,39.7170127,-104.9362357,"38220"," ",435,"scholarshipsAvailable,offersBeforeAfterCare,arts"
"156","350 South Dahlia Street","80246","7/29/19","8/2/19","7","5",35,39.7170127,-104.9362357,"38221"," ",435,"offersBeforeAfterCare,arts,scholarshipsAvailable"
"157","350 South Dahlia Street","80246","7/29/19","8/2/19","11","7",35,39.7170127,-104.9362357,"38222"," ",435,"arts,offersBeforeAfterCare,scholarshipsAvailable"
"158","350 South Dahlia Street","80246","6/3/19","6/7/19","6","4",35,39.7100813,-104.930599,"38223"," ",435,"offersBeforeAfterCare,stem,academic,scholarshipsAvailable"
"159","350 South Dahlia Street","80246","6/3/19","6/7/19","11","6",35,39.7100813,-104.930599,"38224"," ",435,"scholarshipsAvailable,stem,offersBeforeAfterCare,academic"
"160","350 South Dahlia Street","80246","6/10/19","6/10/19","6","4",7,39.7170127,-104.9362357,"38225"," ",435,"stem,offersBeforeAfterCare,academic,scholarshipsAvailable"
"161","350 South Dahlia Street","80246","6/10/19","6/10/19","11","6",7,39.7170127,-104.9362357,"38226"," ",435,"scholarshipsAvailable,academic,stem,offersBeforeAfterCare"
"162","350 South Dahlia Street","80246","6/17/19","6/21/19","6","4",35,39.7170127,-104.9362357,"38227"," ",435,"academic,stem,offersBeforeAfterCare,scholarshipsAvailable"
"163","350 South Dahlia Street","80246","6/17/19","6/21/19","11","6",35,39.7170127,-104.9362357,"38228"," ",435,"academic,scholarshipsAvailable,offersBeforeAfterCare,stem"
"164","350 South Dahlia Street","80246","6/24/19","6/28/19","11","6",35,39.7170127,-104.9362357,"38229"," ",435,"academic,offersBeforeAfterCare,stem,scholarshipsAvailable"
"165","350 South Dahlia Street","80246","7/1/19","7/5/19","6","4",28,39.7170127,-104.9362357,"38230"," ",348,"offersBeforeAfterCare,academic,scholarshipsAvailable,stem"
"166","350 South Dahlia Street","80246","7/1/19","7/5/19","11","6",28,39.7170127,-104.9362357,"38231"," ",348,"academic,stem,scholarshipsAvailable,offersBeforeAfterCare"
"167","350 South Dahlia Street","80246","7/8/19","7/12/19","11","6",35,39.7170127,-104.9362357,"38232"," ",435,"offersBeforeAfterCare,academic,scholarshipsAvailable,stem"
"168","350 South Dahlia Street","80246","7/15/19","7/19/19","6","4",35,39.7170127,-104.9362357,"38233"," ",435,"offersBeforeAfterCare,scholarshipsAvailable,stem,academic"
"169","350 South Dahlia Street","80246","7/15/19","7/19/19","11","6",35,39.7170127,-104.9362357,"38234"," ",435,"stem,scholarshipsAvailable,academic,offersBeforeAfterCare"
"170","350 South Dahlia Street","80246","7/22/19","7/26/19","6","4",35,39.7170127,-104.9362357,"38235"," ",435,"scholarshipsAvailable,stem,offersBeforeAfterCare,academic"
"171","350 South Dahlia Street","80246","7/22/19","7/26/19","11","6",35,39.7170127,-104.9362357,"38236"," ",435,"academic,scholarshipsAvailable,stem,offersBeforeAfterCare"
"172","350 South Dahlia Street","80246","7/29/19","8/2/19","11","6",35,39.7170127,-104.9362357,"38237"," ",435,"academic,stem,offersBeforeAfterCare,scholarshipsAvailable"
"173","350 South Dahlia Street","80246","6/10/19","6/14/19","11","6",35,39.7170127,-104.9362357,"38238"," ",435,"academic,scholarshipsAvailable,drama,offersBeforeAfterCare"
