"","camp_address_1","camp_zip","session_date_start","session_date_end","session_max_age","session_min_age","total.duration","lat","lon","session_id","session_size","session_cost","session_categories"
"599","PO Box 287","80306","7/8/19","7/12/19","6","3",13.75,39.7128155,-104.8964548,"38668","20",222,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"600","PO Box 287","80306","7/15/19","7/19/19","6","3",13.75,39.7128155,-104.8964548,"38669","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"601","PO Box 287","80306","7/15/19","7/19/19","6","3",13.75,39.7128155,-104.8964548,"38670","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"602","PO Box 287","80306","7/22/19","7/26/19","6","3",13.75,39.7128155,-104.8964548,"38671","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"603","PO Box 287","80306","7/22/19","7/26/19","6","3",13.75,39.7128155,-104.8964548,"38672","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports"
"604","PO Box 287","80306","6/3/19","6/7/19","6","3",13.75,39.7560446,-104.8852189,"38673","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"605","PO Box 287","80306","6/3/19","6/7/19","6","3",13.75,39.7560446,-104.8852189,"38674","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"606","PO Box 287","80306","6/10/19","6/14/19","6","3",13.75,39.7560446,-104.8852189,"38675","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"607","PO Box 287","80306","6/10/19","6/14/19","6","3",13.75,39.7560446,-104.8852189,"38676","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"608","PO Box 287","80306","6/17/19","6/21/19","6","3",13.75,39.7560446,-104.8852189,"38677","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"609","PO Box 287","80306","6/17/19","6/21/19","6","3",13.75,39.7560446,-104.8852189,"38678","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"610","PO Box 287","80306","6/24/19","6/28/19","6","3",13.75,39.7560446,-104.8852189,"38679","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"611","PO Box 287","80306","6/24/19","6/28/19","6","3",13.75,39.7560446,-104.8852189,"38680","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"612","PO Box 287","80306","7/8/19","7/12/19","6","3",13.75,39.7560446,-104.8852189,"38681","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"613","PO Box 287","80306","7/8/19","7/12/19","6","3",13.75,39.7560446,-104.8852189,"38682","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"614","PO Box 287","80306","7/15/19","7/19/19","6","3",13.75,39.7560446,-104.8852189,"38683","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"615","PO Box 287","80306","7/15/19","7/19/19","6","3",13.75,39.7560446,-104.8852189,"38684","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"616","PO Box 287","80306","7/22/19","7/26/19","6","3",13.75,39.7560446,-104.8852189,"38685","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"617","PO Box 287","80306","7/22/19","7/26/19","6","3",13.75,39.7560446,-104.8852189,"38686","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports"
"618","PO Box 287","80306","7/29/19","8/2/19","6","3",13.75,39.7560446,-104.8852189,"38687","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"619","PO Box 287","80306","7/29/19","8/2/19","6","3",13.75,39.7560446,-104.8852189,"38688","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports"
"620","PO Box 287","80306","7/15/19","7/19/19","13","9",30,40.004278,-105.243941,"38689","13",444,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"621","PO Box 287","80306","8/5/19","8/9/19","13","9",30,40.004278,-105.243941,"38690","13",444,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"622","PO Box 287","80306","6/3/19","6/7/19","13","9",30,39.6918312,-104.9663572,"38691","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"623","PO Box 287","80306","6/10/19","6/14/19","13","9",30,39.6918312,-104.9663572,"38692","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"624","PO Box 287","80306","6/17/19","6/21/19","13","9",30,39.6918312,-104.9663572,"38693","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"625","PO Box 287","80306","6/24/19","6/28/19","13","9",30,39.6918312,-104.9663572,"38694","13",459,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"626","PO Box 287","80306","7/1/19","7/5/19","13","9",24,39.6918312,-104.9663572,"38695","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"627","PO Box 287","80306","7/8/19","7/12/19","13","9",30,39.6918312,-104.9663572,"38696","13",459,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"628","PO Box 287","80306","7/15/19","7/19/19","13","9",30,39.6918312,-104.9663572,"38697","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"629","PO Box 287","80306","7/22/19","7/26/19","13","9",30,39.6918312,-104.9663572,"38698","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"630","PO Box 287","80306","7/29/19","8/2/19","13","9",30,39.6918312,-104.9663572,"38699","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"631","PO Box 287","80306","8/5/19","8/9/19","13","9",30,39.6918312,-104.9663572,"38700","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"632","PO Box 287","80306","8/12/19","8/16/19","13","9",30,39.7036388,-104.9583707,"38701","13",459,"scholarshipsAvailable,offersBeforeAfterCare,sports"
"633","PO Box 287","80306","6/10/19","6/14/19","13","9",30,39.743626,-105.2114009,"38702","13",439,"scholarshipsAvailable,offersBeforeAfterCare,sports"
"634","PO Box 287","80306","7/8/19","7/12/19","13","9",30,39.743626,-105.2114009,"38703","13",439,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"635","PO Box 287","80306","7/29/19","8/2/19","13","9",30,39.743626,-105.2114009,"38704","13",439,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"636","PO Box 287","80306","7/15/19","7/19/19","13","9",30,39.6019006,-104.9582794,"38705","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"637","PO Box 287","80306","6/10/19","6/14/19","13","9",30,39.5405857,-105.0026892,"38706","13",439,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"638","PO Box 287","80306","6/24/19","6/28/19","13","9",30,39.5405857,-105.0026892,"38707","13",439,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"639","PO Box 287","80306","6/10/19","6/14/19","13","9",30,39.9881389,-105.1088567,"38708","13",419,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"640","PO Box 287","80306","6/17/19","6/21/19","13","9",30,39.7560446,-104.8852189,"38709","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"641","PO Box 287","80306","6/10/19","6/14/19","13","8",30,40.004278,-105.243941,"38710","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"642","PO Box 287","80306","7/1/19","7/5/19","13","8",24,40.004278,-105.243941,"38711","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"643","PO Box 287","80306","7/22/19","7/26/19","13","8",30,40.004278,-105.243941,"38712","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"644","PO Box 287","80306","6/17/19","6/21/19","13","8",30,39.6918312,-104.9663572,"38713","13",459,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"645","PO Box 287","80306","7/8/19","7/12/19","13","8",30,39.6918312,-104.9663572,"38714","13",459,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"646","PO Box 287","80306","7/29/19","8/2/19","13","8",30,39.6918312,-104.9663572,"38715","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"647","PO Box 287","80306","6/3/19","6/7/19","13","8",30,39.743626,-105.2114009,"38716","13",439,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"648","PO Box 287","80306","6/24/19","6/28/19","13","8",30,39.743626,-105.2114009,"38717","13",439,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"649","PO Box 287","80306","7/15/19","7/19/19","13","8",30,39.743626,-105.2114009,"38718","13",439,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"650","PO Box 287","80306","8/5/19","8/9/19","13","8",30,39.743626,-105.2114009,"38719","13",439,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"651","PO Box 287","80306","5/28/19","5/31/19","10","7",6,40.004278,-105.243941,"38720","13",444,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"652","PO Box 287","80306","6/3/19","6/7/19","10","7",30,40.004278,-105.243941,"38721","13",444,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"653","PO Box 287","80306","6/17/19","6/21/19","10","7",30,40.004278,-105.243941,"38722","13",444,"scholarshipsAvailable,offersBeforeAfterCare,sports"
"654","PO Box 287","80306","6/24/19","6/28/19","10","7",30,40.004278,-105.243941,"38723","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"655","PO Box 287","80306","7/8/19","7/12/19","10","7",30,40.004278,-105.243941,"38724","13",444,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"656","PO Box 287","80306","7/29/19","8/2/19","10","7",30,40.004278,-105.243941,"38725","26",444,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"657","PO Box 287","80306","6/3/19","6/7/19","10","7",30,39.6918312,-104.9663572,"38726","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"658","PO Box 287","80306","6/10/19","6/14/19","10","7",30,39.6918312,-104.9663572,"38727","13",459,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"659","PO Box 287","80306","6/17/19","6/21/19","10","7",30,39.6918312,-104.9663572,"38728","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"660","PO Box 287","80306","6/24/19","6/28/19","10","7",30,39.6918312,-104.9663572,"38729","13",459,"scholarshipsAvailable,offersBeforeAfterCare,sports"
"661","PO Box 287","80306","7/1/19","7/5/19","10","7",24,39.6918312,-104.9663572,"38730","13",459,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"662","PO Box 287","80306","7/8/19","7/12/19","10","7",30,39.6918312,-104.9663572,"38731","13",459,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"663","PO Box 287","80306","7/15/19","7/19/19","10","7",30,39.6918312,-104.9663572,"38732","13",459,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"664","PO Box 287","80306","7/22/19","7/26/19","10","7",30,39.6918312,-104.9663572,"38733","13",459,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"665","PO Box 287","80306","7/29/19","8/2/19","10","7",30,39.6918312,-104.9663572,"38734","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"666","PO Box 287","80306","8/5/19","8/9/19","10","7",30,39.6918312,-104.9663572,"38735","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"667","PO Box 287","80306","8/12/19","8/16/19","10","7",30,39.7036388,-104.9583707,"38736","13",459,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"668","PO Box 287","80306","5/28/19","5/31/19","10","7",6,39.743626,-105.2114009,"38737","13",439,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"669","PO Box 287","80306","6/3/19","6/7/19","10","7",30,39.743626,-105.2114009,"38738","13",439,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"670","PO Box 287","80306","6/17/19","6/21/19","10","7",30,39.743626,-105.2114009,"38739","13",439,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"671","PO Box 287","80306","6/24/19","6/28/19","10","7",30,39.743626,-105.2114009,"38740","13",439,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"672","PO Box 287","80306","7/1/19","7/5/19","10","7",24,39.743626,-105.2114009,"38741","13",439,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"673","PO Box 287","80306","7/15/19","7/19/19","10","7",30,39.743626,-105.2114009,"38742","13",439,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"674","PO Box 287","80306","7/22/19","7/26/19","10","7",30,39.743626,-105.2114009,"38743","13",439,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"675","PO Box 287","80306","8/5/19","8/9/19","10","7",30,39.743626,-105.2114009,"38744","13",439,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"676","PO Box 287","80306","7/8/19","7/12/19","10","7",30,39.6019006,-104.9582794,"38745","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"677","PO Box 287","80306","6/3/19","6/7/19","10","7",30,39.5405857,-105.0026892,"38746","13",439,"scholarshipsAvailable,offersBeforeAfterCare,sports"
"678","PO Box 287","80306","6/17/19","6/21/19","10","7",30,39.5405857,-105.0026892,"38747","13",439,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"679","PO Box 287","80306","7/29/19","8/2/19","10","7",30,39.5405857,-105.0026892,"38748","13",439,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"680","PO Box 287","80306","7/22/19","7/26/19","10","7",30,39.9881389,-105.1088567,"38749","13",419,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"681","PO Box 287","80306","6/24/19","6/28/19","10","7",30,39.7128155,-104.8964548,"38750","13",444,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"682","PO Box 287","80306","6/3/19","6/7/19","10","7",30,39.7560446,-104.8852189,"38751","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"683","PO Box 287","80306","6/10/19","6/14/19","10","7",30,39.7560446,-104.8852189,"38752","13",444,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"684","PO Box 287","80306","7/15/19","7/19/19","10","7",30,39.7560446,-104.8852189,"38753","13",444,"scholarshipsAvailable,offersBeforeAfterCare,sports"
"685","PO Box 287","80306","7/22/19","7/26/19","10","7",30,39.7560446,-104.8852189,"38754","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"686","PO Box 287","80306","7/29/19","8/2/19","10","7",30,39.7560446,-104.8852189,"38755","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"687","PO Box 287","80306","8/5/19","8/9/19","10","7",30,39.7560446,-104.8852189,"38756","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"688","PO Box 287","80306","6/10/19","6/14/19","13","9",30,40.004278,-105.243941,"38757","13",444,"nature,offersBeforeAfterCare,sports,scholarshipsAvailable"
"689","PO Box 287","80306","7/22/19","7/26/19","13","9",30,40.004278,-105.243941,"38758","13",444,"sports,nature,offersBeforeAfterCare,scholarshipsAvailable"
"690","PO Box 287","80306","6/10/19","6/14/19","13","9",30,39.393938,-104.913348,"38759","13",399,"nature,offersBeforeAfterCare,sports,scholarshipsAvailable"
"691","PO Box 287","80306","6/3/19","6/7/19","13","9",30,39.6918312,-104.9663572,"38760","13",459,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare"
"692","PO Box 287","80306","6/10/19","6/14/19","13","9",30,39.6918312,-104.9663572,"38761","13",459,"scholarshipsAvailable,sports,offersBeforeAfterCare,nature"
"693","PO Box 287","80306","6/17/19","6/21/19","13","9",30,39.6918312,-104.9663572,"38762","13",459,"nature,sports,scholarshipsAvailable,offersBeforeAfterCare"
"694","PO Box 287","80306","6/24/19","6/28/19","13","9",30,39.6918312,-104.9663572,"38763","13",459,"sports,nature,offersBeforeAfterCare,scholarshipsAvailable"
"695","PO Box 287","80306","7/1/19","7/5/19","13","9",24,39.6918312,-104.9663572,"38764","13",459,"nature,offersBeforeAfterCare,sports,scholarshipsAvailable"
"696","PO Box 287","80306","7/8/19","7/12/19","13","9",30,39.6918312,-104.9663572,"38765","13",459,"offersBeforeAfterCare,scholarshipsAvailable,nature,sports"
"697","PO Box 287","80306","7/15/19","7/19/19","13","9",30,39.6918312,-104.9663572,"38766","13",459,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"698","PO Box 287","80306","7/22/19","7/26/19","13","9",30,39.6918312,-104.9663572,"38767","13",459,"nature,scholarshipsAvailable,offersBeforeAfterCare,sports"
"699","PO Box 287","80306","7/29/19","8/2/19","13","9",30,39.6918312,-104.9663572,"38768","13",459,"scholarshipsAvailable,sports,offersBeforeAfterCare,nature"
"700","PO Box 287","80306","8/5/19","8/9/19","13","9",30,39.6918312,-104.9663572,"38769","13",459,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"701","PO Box 287","80306","8/12/19","8/16/19","13","9",30,39.7036388,-104.9583707,"38770","13",459,"scholarshipsAvailable,sports,offersBeforeAfterCare,nature"
"702","PO Box 287","80306","6/24/19","6/28/19","13","9",30,39.743626,-105.2114009,"38771","13",439,"nature,scholarshipsAvailable,sports,offersBeforeAfterCare"
"703","PO Box 287","80306","8/5/19","8/9/19","13","9",30,39.743626,-105.2114009,"38772","13",439,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare"
"704","PO Box 287","80306","7/22/19","7/26/19","13","9",30,39.5405857,-105.0026892,"38773","13",439,"offersBeforeAfterCare,sports,scholarshipsAvailable,nature"
"705","PO Box 287","80306","7/8/19","7/12/19","13","9",30,39.9881389,-105.1088567,"38774","13",419,"scholarshipsAvailable,offersBeforeAfterCare,sports,nature"
"706","PO Box 287","80306","6/17/19","6/21/19","13","8",30,40.004278,-105.243941,"38775","13",444,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare"
"707","PO Box 287","80306","7/8/19","7/12/19","13","8",30,40.004278,-105.243941,"38776","13",444,"sports,nature,offersBeforeAfterCare,scholarshipsAvailable"
"708","PO Box 287","80306","7/29/19","8/2/19","13","8",30,40.004278,-105.243941,"38777","13",444,"offersBeforeAfterCare,sports,nature,scholarshipsAvailable"
"709","PO Box 287","80306","6/3/19","6/7/19","13","8",30,39.6918312,-104.9663572,"38778","13",459,"scholarshipsAvailable,sports,offersBeforeAfterCare,nature"
"710","PO Box 287","80306","6/24/19","6/28/19","13","8",30,39.6918312,-104.9663572,"38779","13",459,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"711","PO Box 287","80306","7/15/19","7/19/19","13","8",30,39.6918312,-104.9663572,"38780","13",459,"scholarshipsAvailable,offersBeforeAfterCare,nature,sports"
"712","PO Box 287","80306","8/5/19","8/9/19","13","8",30,39.6918312,-104.9663572,"38781","13",459,"scholarshipsAvailable,sports,offersBeforeAfterCare,nature"
"713","PO Box 287","80306","6/10/19","6/14/19","13","8",30,39.743626,-105.2114009,"38782","13",439,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare"
"714","PO Box 287","80306","7/1/19","7/5/19","13","8",24,39.743626,-105.2114009,"38783","13",439,"sports,nature,offersBeforeAfterCare,scholarshipsAvailable"
"715","PO Box 287","80306","7/22/19","7/26/19","13","8",30,39.743626,-105.2114009,"38784","13",439,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"716","PO Box 287","80306","5/28/19","5/31/19","10","7",6,40.004278,-105.243941,"38785","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports,nature"
"717","PO Box 287","80306","6/3/19","6/7/19","10","7",30,40.004278,-105.243941,"38786","13",444,"sports,offersBeforeAfterCare,scholarshipsAvailable,nature"
"718","PO Box 287","80306","6/24/19","6/28/19","10","7",30,40.004278,-105.243941,"38787","13",444,"sports,nature,scholarshipsAvailable,offersBeforeAfterCare"
"719","PO Box 287","80306","7/1/19","7/5/19","10","7",24,40.004278,-105.243941,"38788","13",444,"nature,scholarshipsAvailable,offersBeforeAfterCare,sports"
"720","PO Box 287","80306","7/15/19","7/19/19","10","7",30,40.004278,-105.243941,"38789","13",444,"scholarshipsAvailable,nature,offersBeforeAfterCare,sports"
"721","PO Box 287","80306","8/5/19","8/9/19","10","7",30,40.004278,-105.243941,"38790","13",444,"offersBeforeAfterCare,nature,sports,scholarshipsAvailable"
"722","PO Box 287","80306","6/17/19","6/21/19","10","7",30,39.393938,-104.913348,"38791","13",399,"offersBeforeAfterCare,scholarshipsAvailable,sports,nature"
"723","PO Box 287","80306","6/3/19","6/7/19","10","7",30,39.6918312,-104.9663572,"38792","13",459,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare"
"724","PO Box 287","80306","6/10/19","6/14/19","10","7",30,39.6918312,-104.9663572,"38793","13",459,"nature,sports,scholarshipsAvailable,offersBeforeAfterCare"
"725","PO Box 287","80306","6/17/19","6/21/19","10","7",30,39.6918312,-104.9663572,"38794","13",459,"nature,sports,scholarshipsAvailable,offersBeforeAfterCare"
"726","PO Box 287","80306","6/24/19","6/28/19","10","7",30,39.6918312,-104.9663572,"38795","13",459,"scholarshipsAvailable,offersBeforeAfterCare,sports,nature"
"727","PO Box 287","80306","7/1/19","7/5/19","10","7",24,39.6918312,-104.9663572,"38796","13",459,"nature,offersBeforeAfterCare,scholarshipsAvailable,sports"
"728","PO Box 287","80306","7/8/19","7/12/19","10","7",30,39.6918312,-104.9663572,"38797","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable,nature"
"729","PO Box 287","80306","7/15/19","7/19/19","10","7",30,39.6918312,-104.9663572,"38798","13",459,"scholarshipsAvailable,offersBeforeAfterCare,nature,sports"
"730","PO Box 287","80306","7/22/19","7/26/19","10","7",30,39.6918312,-104.9663572,"38799","13",459,"nature,scholarshipsAvailable,sports,offersBeforeAfterCare"
"731","PO Box 287","80306","7/29/19","8/2/19","10","7",30,39.6918312,-104.9663572,"38800","13",459,"nature,offersBeforeAfterCare,scholarshipsAvailable,sports"
"732","PO Box 287","80306","8/5/19","8/9/19","10","7",30,39.6918312,-104.9663572,"38801","13",459,"offersBeforeAfterCare,nature,sports,scholarshipsAvailable"
"733","PO Box 287","80306","8/12/19","8/16/19","10","7",30,39.7036388,-104.9583707,"38802","13",459,"scholarshipsAvailable,nature,offersBeforeAfterCare,sports"
"734","PO Box 287","80306","5/28/19","5/31/19","10","7",6,39.743626,-105.2114009,"38803","13",439,"sports,nature,scholarshipsAvailable,offersBeforeAfterCare"
"735","PO Box 287","80306","6/3/19","6/7/19","10","7",30,39.743626,-105.2114009,"38804","13",439,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare"
"736","PO Box 287","80306","6/10/19","6/14/19","10","7",30,39.743626,-105.2114009,"38805","13",439,"scholarshipsAvailable,offersBeforeAfterCare,nature,sports"
"737","PO Box 287","80306","6/17/19","6/21/19","10","7",30,39.743626,-105.2114009,"38806","13",439,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"738","PO Box 287","80306","7/8/19","7/12/19","10","7",30,39.743626,-105.2114009,"38807","13",439,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable"
"739","PO Box 287","80306","7/15/19","7/19/19","10","7",30,39.743626,-105.2114009,"38808","13",439,"offersBeforeAfterCare,sports,scholarshipsAvailable,nature"
"740","PO Box 287","80306","7/29/19","8/2/19","10","7",30,39.743626,-105.2114009,"38809","13",439,"scholarshipsAvailable,sports,offersBeforeAfterCare,nature"
"741","PO Box 287","80306","6/24/19","6/28/19","10","7",30,39.6019006,-104.9582794,"38810","13",444,"nature,scholarshipsAvailable,offersBeforeAfterCare,sports"
"742","PO Box 287","80306","7/8/19","7/12/19","10","7",30,39.6019006,-104.9582794,"38811","13",444,"scholarshipsAvailable,offersBeforeAfterCare,sports,nature"
"743","PO Box 287","80306","6/3/19","6/7/19","10","7",30,39.5405857,-105.0026892,"38812","13",439,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"744","PO Box 287","80306","7/15/19","7/19/19","10","7",30,39.5405857,-105.0026892,"38813","13",439,"offersBeforeAfterCare,sports,nature,scholarshipsAvailable"
"745","PO Box 287","80306","7/29/19","8/2/19","10","7",30,39.5405857,-105.0026892,"38814","13",439,"nature,offersBeforeAfterCare,scholarshipsAvailable,sports"
"746","PO Box 287","80306","6/17/19","6/21/19","10","7",30,39.9881389,-105.1088567,"38815","13",419,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable"
"747","PO Box 287","80306","7/29/19","8/2/19","10","7",30,39.9881389,-105.1088567,"38816","13",419,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"748","PO Box 287","80306","7/15/19","7/19/19","13","7",30,40.004278,-105.243941,"38817","13",444,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"749","PO Box 287","80306","7/22/19","7/26/19","13","7",30,40.004278,-105.243941,"38818","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports"
"750","PO Box 287","80306","7/1/19","7/5/19","13","7",24,39.6918312,-104.9663572,"38819","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"751","PO Box 287","80306","7/8/19","7/12/19","13","7",30,39.6918312,-104.9663572,"38820","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"752","PO Box 287","80306","6/3/19","6/7/19","13","7",30,39.743626,-105.2114009,"38821","13",439,"sports,scholarshipsAvailable,offersBeforeAfterCare"
"753","PO Box 287","80306","6/10/19","6/14/19","13","7",30,39.743626,-105.2114009,"38822","13",439,"offersBeforeAfterCare,sports,scholarshipsAvailable"
"754","PO Box 287","80306","6/17/19","6/21/19","13","7",30,39.743626,-105.2114009,"38823","13",439,"sports,offersBeforeAfterCare,scholarshipsAvailable"
"755","PO Box 287","80306","6/24/19","6/28/19","13","7",30,39.7128155,-104.8964548,"38824","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"756","PO Box 287","80306","7/29/19","8/2/19","13","7",30,39.7560446,-104.8852189,"38825","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"757","PO Box 287","80306","8/5/19","8/9/19","13","7",30,39.7560446,-104.8852189,"38826","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare"
"758","PO Box 287","80306","6/10/19","6/14/19","13","9",30,40.004278,-105.243941,"38827","13",444,"offersBeforeAfterCare,nature,sports,scholarshipsAvailable"
"759","PO Box 287","80306","6/24/19","6/28/19","13","9",30,40.004278,-105.243941,"38828","13",444,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable"
"760","PO Box 287","80306","7/15/19","7/19/19","13","9",30,40.004278,-105.243941,"38829","13",444,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable"
"761","PO Box 287","80306","8/5/19","8/9/19","13","9",30,40.004278,-105.243941,"38830","13",444,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare"
"762","PO Box 287","80306","6/3/19","6/7/19","13","9",30,39.6918312,-104.9663572,"38831","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable,nature"
"763","PO Box 287","80306","6/17/19","6/21/19","13","9",30,39.6918312,-104.9663572,"38832","13",459,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable"
"764","PO Box 287","80306","7/8/19","7/12/19","13","9",30,39.6918312,-104.9663572,"38833","13",459,"sports,scholarshipsAvailable,offersBeforeAfterCare,nature"
"765","PO Box 287","80306","7/15/19","7/19/19","13","9",30,39.6918312,-104.9663572,"38834","13",459,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare"
"766","PO Box 287","80306","8/5/19","8/9/19","13","9",30,39.6918312,-104.9663572,"38835","13",459,"offersBeforeAfterCare,sports,nature,scholarshipsAvailable"
"767","PO Box 287","80306","8/12/19","8/16/19","13","9",30,39.7036388,-104.9583707,"38836","13",459,"nature,offersBeforeAfterCare,scholarshipsAvailable,sports"
"768","PO Box 287","80306","5/28/19","5/31/19","13","9",6,39.743626,-105.2114009,"38837","13",439,"offersBeforeAfterCare,nature,sports,scholarshipsAvailable"
"769","PO Box 287","80306","6/17/19","6/21/19","13","9",30,39.743626,-105.2114009,"38838","13",439,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports"
"770","PO Box 287","80306","7/8/19","7/12/19","13","9",30,39.743626,-105.2114009,"38839","13",439,"offersBeforeAfterCare,scholarshipsAvailable,nature,sports"
