"X","camp_address_1","camp_zip","session_date_start","session_date_end","total.duration","lat","long","session_id","session_size","session_cost","session_categories","NBHD_Name"
481,"PO Box 287","80306","6/24/2019","6/28/2019",30,39.6918312,-104.9663572,"38550","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable,nature","Washington Park"
482,"PO Box 287","80306","6/3/2019","6/7/2019",30,39.743626,-105.2114009,"38551","13",439,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable",NA
483,"PO Box 287","80306","7/8/2019","7/12/2019",30,39.5405857,-105.0026892,"38552","13",439,"scholarshipsAvailable,nature,sports,offersBeforeAfterCare",NA
484,"PO Box 287","80306","6/24/2019","6/28/2019",30,39.9881389,-105.1088567,"38553","13",419,"nature,offersBeforeAfterCare,sports,scholarshipsAvailable",NA
485,"PO Box 287","80306","6/3/2019","6/7/2019",30,40.004278,-105.243941,"38554","13",444,"nature,sports,offersBeforeAfterCare,scholarshipsAvailable",NA
486,"PO Box 287","80306","6/24/2019","6/28/2019",30,40.004278,-105.243941,"38555","13",444,"scholarshipsAvailable,offersBeforeAfterCare,nature,sports",NA
487,"PO Box 287","80306","7/15/2019","7/19/2019",30,40.004278,-105.243941,"38556","13",444,"scholarshipsAvailable,offersBeforeAfterCare,nature,sports",NA
488,"PO Box 287","80306","8/5/2019","8/9/2019",30,40.004278,-105.243941,"38557","13",444,"offersBeforeAfterCare,nature,scholarshipsAvailable,sports",NA
489,"PO Box 287","80306","6/10/2019","6/14/2019",30,39.6918312,-104.9663572,"38558","13",459,"sports,nature,offersBeforeAfterCare,scholarshipsAvailable","Washington Park"
490,"PO Box 287","80306","7/1/2019","7/5/2019",24,39.6918312,-104.9663572,"38559","13",459,"offersBeforeAfterCare,sports,nature,scholarshipsAvailable","Washington Park"
491,"PO Box 287","80306","7/22/2019","7/26/2019",30,39.6918312,-104.9663572,"38560","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports,nature","Washington Park"
492,"PO Box 287","80306","6/17/2019","6/21/2019",30,39.743626,-105.2114009,"38561","13",439,"offersBeforeAfterCare,sports,scholarshipsAvailable,nature",NA
493,"PO Box 287","80306","7/8/2019","7/12/2019",30,39.743626,-105.2114009,"38562","13",439,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable",NA
494,"PO Box 287","80306","7/29/2019","8/2/2019",30,39.743626,-105.2114009,"38563","13",439,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare",NA
495,"PO Box 287","80306","6/10/2019","6/14/2019",30,40.004278,-105.243941,"38564","13",444,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable",NA
496,"PO Box 287","80306","6/17/2019","6/21/2019",30,40.004278,-105.243941,"38565","13",444,"offersBeforeAfterCare,sports,nature,scholarshipsAvailable",NA
497,"PO Box 287","80306","7/1/2019","7/5/2019",24,40.004278,-105.243941,"38566","13",444,"offersBeforeAfterCare,sports,scholarshipsAvailable,nature",NA
498,"PO Box 287","80306","7/8/2019","7/12/2019",30,40.004278,-105.243941,"38567","13",444,"nature,scholarshipsAvailable,sports,offersBeforeAfterCare",NA
499,"PO Box 287","80306","7/22/2019","7/26/2019",30,40.004278,-105.243941,"38568","13",444,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare",NA
500,"PO Box 287","80306","8/5/2019","8/9/2019",30,40.004278,-105.243941,"38569","13",444,"nature,scholarshipsAvailable,offersBeforeAfterCare,sports",NA
501,"PO Box 287","80306","6/17/2019","6/21/2019",30,39.6918312,-104.9663572,"38570","13",459,"offersBeforeAfterCare,scholarshipsAvailable,nature,sports","Washington Park"
502,"PO Box 287","80306","7/8/2019","7/12/2019",30,39.6918312,-104.9663572,"38571","13",459,"scholarshipsAvailable,nature,offersBeforeAfterCare,sports","Washington Park"
503,"PO Box 287","80306","7/15/2019","7/19/2019",30,39.6918312,-104.9663572,"38572","13",459,"offersBeforeAfterCare,scholarshipsAvailable,nature,sports","Washington Park"
504,"PO Box 287","80306","7/29/2019","8/2/2019",30,39.6918312,-104.9663572,"38573","13",459,"nature,scholarshipsAvailable,offersBeforeAfterCare,sports","Washington Park"
505,"PO Box 287","80306","8/5/2019","8/9/2019",30,39.6918312,-104.9663572,"38574","13",459,"scholarshipsAvailable,sports,nature,offersBeforeAfterCare","Washington Park"
506,"PO Box 287","80306","8/12/2019","8/16/2019",30,39.7036388,-104.9583707,"38575","13",459,"sports,scholarshipsAvailable,offersBeforeAfterCare,nature","Belcaro"
507,"PO Box 287","80306","6/10/2019","6/14/2019",30,39.743626,-105.2114009,"38576","13",439,"scholarshipsAvailable,offersBeforeAfterCare,sports,nature",NA
508,"PO Box 287","80306","6/24/2019","6/28/2019",30,39.743626,-105.2114009,"38577","13",439,"nature,scholarshipsAvailable,sports,offersBeforeAfterCare",NA
509,"PO Box 287","80306","7/15/2019","7/19/2019",30,39.743626,-105.2114009,"38578","13",439,"offersBeforeAfterCare,sports,nature,scholarshipsAvailable",NA
510,"PO Box 287","80306","7/22/2019","7/26/2019",30,39.743626,-105.2114009,"38579","13",439,"nature,offersBeforeAfterCare,scholarshipsAvailable,sports",NA
511,"PO Box 287","80306","8/5/2019","8/9/2019",30,39.743626,-105.2114009,"38580","13",439,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare",NA
512,"PO Box 287","80306","6/17/2019","6/21/2019",30,39.5405857,-105.0026892,"38581","13",439,"sports,nature,scholarshipsAvailable,offersBeforeAfterCare",NA
513,"PO Box 287","80306","7/29/2019","8/2/2019",30,39.5405857,-105.0026892,"38582","13",439,"offersBeforeAfterCare,scholarshipsAvailable,nature,sports",NA
514,"PO Box 287","80306","6/3/2019","6/7/2019",30,39.9881389,-105.1088567,"38583","13",419,"sports,nature,scholarshipsAvailable,offersBeforeAfterCare",NA
515,"PO Box 287","80306","7/15/2019","7/19/2019",30,39.9881389,-105.1088567,"38584","13",419,"scholarshipsAvailable,nature,offersBeforeAfterCare,sports",NA
516,"PO Box 287","80306","6/10/2019","6/14/2019",30,39.7560446,-104.8852189,"38585","13",444,"sports,offersBeforeAfterCare,nature,scholarshipsAvailable","Stapleton"
517,"PO Box 287","80306","7/22/2019","7/26/2019",30,39.7560446,-104.8852189,"38586","13",444,"sports,scholarshipsAvailable,nature,offersBeforeAfterCare","Stapleton"
518,"PO Box 287","80306","5/28/2019","5/31/2019",2.75,40.004278,-105.243941,"38587","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
519,"PO Box 287","80306","5/28/2019","5/31/2019",2.75,40.004278,-105.243941,"38588","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
520,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,40.004278,-105.243941,"38589","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
521,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,40.004278,-105.243941,"38590","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
522,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,40.004278,-105.243941,"38591","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
523,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,40.004278,-105.243941,"38592","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
524,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,40.004278,-105.243941,"38593","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
525,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,40.004278,-105.243941,"38594","20",222,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
526,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,40.004278,-105.243941,"38595","20",222,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
527,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,40.004278,-105.243941,"38596","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
528,"PO Box 287","80306","7/1/2019","7/5/2019",11,40.004278,-105.243941,"38597","20",222,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
529,"PO Box 287","80306","7/1/2019","7/5/2019",11,40.004278,-105.243941,"38598","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
530,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,40.004278,-105.243941,"38599","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
531,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,40.004278,-105.243941,"38600","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
532,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,40.004278,-105.243941,"38601","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
533,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,40.004278,-105.243941,"38602","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
534,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,40.004278,-105.243941,"38603","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
535,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,40.004278,-105.243941,"38604","20",222,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
536,"PO Box 287","80306","7/29/2019","8/2/2019",13.75,40.004278,-105.243941,"38605","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
537,"PO Box 287","80306","7/29/2019","8/2/2019",13.75,40.004278,-105.243941,"38606","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
538,"PO Box 287","80306","8/5/2019","8/9/2019",13.75,40.004278,-105.243941,"38607","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
539,"PO Box 287","80306","8/5/2019","8/9/2019",13.75,40.004278,-105.243941,"38608","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
540,"PO Box 287","80306","8/12/2019","8/16/2019",13.75,39.9840888,-105.2374877,"38609","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
541,"PO Box 287","80306","8/12/2019","8/16/2019",13.75,39.9840888,-105.2374877,"38610","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
542,"PO Box 287","80306","5/28/2019","5/31/2019",2.75,39.743626,-105.2114009,"38611","10",219,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
543,"PO Box 287","80306","5/28/2019","5/31/2019",2.75,39.743626,-105.2114009,"38612","10",219,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
544,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.743626,-105.2114009,"38613","10",219,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
545,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.743626,-105.2114009,"38614","10",219,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
546,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.743626,-105.2114009,"38615","10",219,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
547,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.743626,-105.2114009,"38616","10",219,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
548,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.743626,-105.2114009,"38617","10",219,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
549,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.743626,-105.2114009,"38618","10",219,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
550,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.743626,-105.2114009,"38619","10",219,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
551,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.743626,-105.2114009,"38620","10",219,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
552,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.743626,-105.2114009,"38621","10",219,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
553,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.743626,-105.2114009,"38622","10",219,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
554,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.743626,-105.2114009,"38623","10",219,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
555,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.743626,-105.2114009,"38624","10",219,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
556,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.743626,-105.2114009,"38625","10",219,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
557,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.743626,-105.2114009,"38626","10",219,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
558,"PO Box 287","80306","7/29/2019","8/2/2019",13.75,39.743626,-105.2114009,"38627","10",219,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
559,"PO Box 287","80306","7/29/2019","8/2/2019",13.75,39.743626,-105.2114009,"38628","10",219,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
560,"PO Box 287","80306","8/5/2019","8/9/2019",13.75,39.743626,-105.2114009,"38629","10",219,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
561,"PO Box 287","80306","8/5/2019","8/9/2019",13.75,39.743626,-105.2114009,"38630","10",219,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
562,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.6019006,-104.9582794,"38631","10",222,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
563,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.6019006,-104.9582794,"38632","10",222,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
564,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.6019006,-104.9582794,"38633","10",222,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
565,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.6019006,-104.9582794,"38634","10",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
566,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.6019006,-104.9582794,"38635","10",222,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
567,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.6019006,-104.9582794,"38636","10",222,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
568,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.6019006,-104.9582794,"38637","10",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
569,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.6019006,-104.9582794,"38638","10",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
570,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.6019006,-104.9582794,"38639","10",222,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
571,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.6019006,-104.9582794,"38640","10",222,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
572,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.6019006,-104.9582794,"38641","10",222,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
573,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.6019006,-104.9582794,"38642","10",222,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
574,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.6019006,-104.9582794,"38643","10",222,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
575,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.6019006,-104.9582794,"38644","10",222,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
576,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.5405857,-105.0026892,"38645","10",219,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
577,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.5405857,-105.0026892,"38646","10",219,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
578,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.5405857,-105.0026892,"38647","10",219,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
579,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.5405857,-105.0026892,"38648","10",219,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
580,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.5405857,-105.0026892,"38649","10",219,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
581,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.5405857,-105.0026892,"38650","10",219,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
582,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.5405857,-105.0026892,"38651","10",219,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
583,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.5405857,-105.0026892,"38652","10",219,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
584,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.5405857,-105.0026892,"38653","10",219,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
585,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.5405857,-105.0026892,"38654","10",219,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
586,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.5405857,-105.0026892,"38655","10",219,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
587,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.5405857,-105.0026892,"38656","10",219,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
588,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.5405857,-105.0026892,"38657","10",219,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
589,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.5405857,-105.0026892,"38658","10",219,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
590,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.7128155,-104.8964548,"38659","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare","Lowry Field"
591,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.7128155,-104.8964548,"38660","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports","Lowry Field"
592,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.7128155,-104.8964548,"38661","20",222,"offersBeforeAfterCare,sports,scholarshipsAvailable","Lowry Field"
593,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.7128155,-104.8964548,"38662","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports","Lowry Field"
594,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.7128155,-104.8964548,"38663","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare","Lowry Field"
595,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.7128155,-104.8964548,"38664","20",222,"offersBeforeAfterCare,sports,scholarshipsAvailable","Lowry Field"
596,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.7128155,-104.8964548,"38665","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports","Lowry Field"
597,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.7128155,-104.8964548,"38666","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports","Lowry Field"
598,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.7128155,-104.8964548,"38667","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare","Lowry Field"
599,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.7128155,-104.8964548,"38668","20",222,"offersBeforeAfterCare,sports,scholarshipsAvailable","Lowry Field"
600,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.7128155,-104.8964548,"38669","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports","Lowry Field"
601,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.7128155,-104.8964548,"38670","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare","Lowry Field"
602,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.7128155,-104.8964548,"38671","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare","Lowry Field"
603,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.7128155,-104.8964548,"38672","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports","Lowry Field"
604,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.7560446,-104.8852189,"38673","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare","Stapleton"
605,"PO Box 287","80306","6/3/2019","6/7/2019",13.75,39.7560446,-104.8852189,"38674","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable","Stapleton"
606,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.7560446,-104.8852189,"38675","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable","Stapleton"
607,"PO Box 287","80306","6/10/2019","6/14/2019",13.75,39.7560446,-104.8852189,"38676","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable","Stapleton"
608,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.7560446,-104.8852189,"38677","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare","Stapleton"
609,"PO Box 287","80306","6/17/2019","6/21/2019",13.75,39.7560446,-104.8852189,"38678","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare","Stapleton"
610,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.7560446,-104.8852189,"38679","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable","Stapleton"
611,"PO Box 287","80306","6/24/2019","6/28/2019",13.75,39.7560446,-104.8852189,"38680","20",222,"scholarshipsAvailable,sports,offersBeforeAfterCare","Stapleton"
612,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.7560446,-104.8852189,"38681","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports","Stapleton"
613,"PO Box 287","80306","7/8/2019","7/12/2019",13.75,39.7560446,-104.8852189,"38682","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare","Stapleton"
614,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.7560446,-104.8852189,"38683","20",222,"offersBeforeAfterCare,scholarshipsAvailable,sports","Stapleton"
615,"PO Box 287","80306","7/15/2019","7/19/2019",13.75,39.7560446,-104.8852189,"38684","20",222,"sports,offersBeforeAfterCare,scholarshipsAvailable","Stapleton"
616,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.7560446,-104.8852189,"38685","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare","Stapleton"
617,"PO Box 287","80306","7/22/2019","7/26/2019",13.75,39.7560446,-104.8852189,"38686","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports","Stapleton"
618,"PO Box 287","80306","7/29/2019","8/2/2019",13.75,39.7560446,-104.8852189,"38687","20",222,"sports,scholarshipsAvailable,offersBeforeAfterCare","Stapleton"
619,"PO Box 287","80306","7/29/2019","8/2/2019",13.75,39.7560446,-104.8852189,"38688","20",222,"scholarshipsAvailable,offersBeforeAfterCare,sports","Stapleton"
620,"PO Box 287","80306","7/15/2019","7/19/2019",30,40.004278,-105.243941,"38689","13",444,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
621,"PO Box 287","80306","8/5/2019","8/9/2019",30,40.004278,-105.243941,"38690","13",444,"offersBeforeAfterCare,sports,scholarshipsAvailable",NA
622,"PO Box 287","80306","6/3/2019","6/7/2019",30,39.6918312,-104.9663572,"38691","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable","Washington Park"
623,"PO Box 287","80306","6/10/2019","6/14/2019",30,39.6918312,-104.9663572,"38692","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports","Washington Park"
624,"PO Box 287","80306","6/17/2019","6/21/2019",30,39.6918312,-104.9663572,"38693","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports","Washington Park"
625,"PO Box 287","80306","6/24/2019","6/28/2019",30,39.6918312,-104.9663572,"38694","13",459,"sports,scholarshipsAvailable,offersBeforeAfterCare","Washington Park"
626,"PO Box 287","80306","7/1/2019","7/5/2019",24,39.6918312,-104.9663572,"38695","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports","Washington Park"
627,"PO Box 287","80306","7/8/2019","7/12/2019",30,39.6918312,-104.9663572,"38696","13",459,"sports,offersBeforeAfterCare,scholarshipsAvailable","Washington Park"
628,"PO Box 287","80306","7/15/2019","7/19/2019",30,39.6918312,-104.9663572,"38697","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable","Washington Park"
629,"PO Box 287","80306","7/22/2019","7/26/2019",30,39.6918312,-104.9663572,"38698","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable","Washington Park"
630,"PO Box 287","80306","7/29/2019","8/2/2019",30,39.6918312,-104.9663572,"38699","13",459,"offersBeforeAfterCare,scholarshipsAvailable,sports","Washington Park"
631,"PO Box 287","80306","8/5/2019","8/9/2019",30,39.6918312,-104.9663572,"38700","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable","Washington Park"
632,"PO Box 287","80306","8/12/2019","8/16/2019",30,39.7036388,-104.9583707,"38701","13",459,"scholarshipsAvailable,offersBeforeAfterCare,sports","Belcaro"
633,"PO Box 287","80306","6/10/2019","6/14/2019",30,39.743626,-105.2114009,"38702","13",439,"scholarshipsAvailable,offersBeforeAfterCare,sports",NA
634,"PO Box 287","80306","7/8/2019","7/12/2019",30,39.743626,-105.2114009,"38703","13",439,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
635,"PO Box 287","80306","7/29/2019","8/2/2019",30,39.743626,-105.2114009,"38704","13",439,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
636,"PO Box 287","80306","7/15/2019","7/19/2019",30,39.6019006,-104.9582794,"38705","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
637,"PO Box 287","80306","6/10/2019","6/14/2019",30,39.5405857,-105.0026892,"38706","13",439,"scholarshipsAvailable,sports,offersBeforeAfterCare",NA
638,"PO Box 287","80306","6/24/2019","6/28/2019",30,39.5405857,-105.0026892,"38707","13",439,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
639,"PO Box 287","80306","6/10/2019","6/14/2019",30,39.9881389,-105.1088567,"38708","13",419,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
640,"PO Box 287","80306","6/17/2019","6/21/2019",30,39.7560446,-104.8852189,"38709","13",444,"scholarshipsAvailable,sports,offersBeforeAfterCare","Stapleton"
641,"PO Box 287","80306","6/10/2019","6/14/2019",30,40.004278,-105.243941,"38710","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
642,"PO Box 287","80306","7/1/2019","7/5/2019",24,40.004278,-105.243941,"38711","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
643,"PO Box 287","80306","7/22/2019","7/26/2019",30,40.004278,-105.243941,"38712","13",444,"offersBeforeAfterCare,scholarshipsAvailable,sports",NA
644,"PO Box 287","80306","6/17/2019","6/21/2019",30,39.6918312,-104.9663572,"38713","13",459,"sports,scholarshipsAvailable,offersBeforeAfterCare","Washington Park"
645,"PO Box 287","80306","7/8/2019","7/12/2019",30,39.6918312,-104.9663572,"38714","13",459,"sports,offersBeforeAfterCare,scholarshipsAvailable","Washington Park"
646,"PO Box 287","80306","7/29/2019","8/2/2019",30,39.6918312,-104.9663572,"38715","13",459,"offersBeforeAfterCare,sports,scholarshipsAvailable","Washington Park"
647,"PO Box 287","80306","6/3/2019","6/7/2019",30,39.743626,-105.2114009,"38716","13",439,"sports,scholarshipsAvailable,offersBeforeAfterCare",NA
648,"PO Box 287","80306","6/24/2019","6/28/2019",30,39.743626,-105.2114009,"38717","13",439,"sports,offersBeforeAfterCare,scholarshipsAvailable",NA
