"lat","lon","lat_lon","blockID","driving_morning","transit_morning","kilometers"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068095",17.1833333333333,60.8,"14.8 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068095",46.4166666666667,NA,"63.5 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068095",44.5833333333333,NA,"65.2 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068095",43.3166666666667,NA,"57.9 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068095",37.1166666666667,NA,"54.1 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040022",26.5,78.4333333333333,"14.7 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040022",16.6,35.7833333333333,"9.0 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040022",46.4833333333333,NA,"57.7 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040022",44.65,NA,"59.4 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040022",43.3666666666667,NA,"52.0 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040022",37.1833333333333,NA,"48.3 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040023",25.9666666666667,78.9,"14.4 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040023",15.25,34.2,"8.2 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040023",45.1333333333333,NA,"56.9 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040023",43.2833333333333,NA,"58.6 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040023",42.0166666666667,NA,"51.2 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040023",35.8166666666667,NA,"47.5 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040024",25.2,64.7666666666667,"14.1 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040024",15,33.9166666666667,"7.8 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040024",44.9,NA,"56.5 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040024",43.05,NA,"58.2 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040024",41.7833333333333,NA,"50.8 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040024",35.5833333333333,NA,"47.1 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040031",22.2166666666667,55.4666666666667,"12.3 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040031",14.35,42.7333333333333,"9.9 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040031",43.6,NA,"58.7 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040031",41.75,NA,"60.4 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040031",40.4833333333333,NA,"53.0 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040031",34.2833333333333,NA,"49.3 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040032",23.5833333333333,54.7666666666667,"13.5 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040032",16.1833333333333,50.8666666666667,"11.9 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040032",45.4166666666667,NA,"60.6 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040032",43.5833333333333,NA,"62.3 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040032",42.3,NA,"55.0 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040032",36.1166666666667,NA,"51.2 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040033",22.2833333333333,65.0166666666667,"12.6 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040033",14.4166666666667,46.1333333333333,"10.3 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040033",43.6666666666667,NA,"59.0 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040033",41.8166666666667,NA,"60.7 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040033",40.55,NA,"53.3 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040033",34.3666666666667,NA,"49.6 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310044053",9.91666666666667,44.25,"5.2 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310044053",13.5333333333333,23.7666666666667,"7.9 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310044053",45.5166666666667,NA,"51.6 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310044053",43.6833333333333,NA,"53.2 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310044053",42.3833333333333,NA,"46.1 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310044053",36.2,NA,"42.4 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040034",24.4666666666667,66.1833333333333,"13.4 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040034",16.6,56.4166666666667,"11.1 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040034",45.85,NA,"59.8 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040034",44,NA,"61.5 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040034",42.7333333333333,NA,"54.2 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040034",36.5333333333333,NA,"50.4 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040051",22.9666666666667,44.4166666666667,"12.2 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040051",12.0333333333333,37.4666666666667,"6.7 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040051",41.9166666666667,NA,"55.4 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040051",40.0666666666667,NA,"57.1 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040051",38.8,NA,"49.8 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040051",32.6,NA,"46.0 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040052",20.7,52.8833333333333,"24.5 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040052",10.6666666666667,26.65,"5.8 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040052",40.55,NA,"54.5 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040052",38.7,NA,"56.2 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040052",37.4333333333333,NA,"48.8 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040052",31.2333333333333,NA,"45.1 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040061",22.9166666666667,50.65,"12.4 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040061",13.7,39.5,"7.4 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040061",43.5833333333333,NA,"56.1 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040061",41.75,NA,"57.8 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040061",40.4666666666667,NA,"50.4 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040061",34.2833333333333,NA,"46.7 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040062",23.4166666666667,49.9833333333333,"13.0 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040062",12.5166666666667,29.1,"6.7 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040062",42.4,NA,"55.4 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040062",40.55,NA,"57.0 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040062",39.2833333333333,NA,"49.7 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040062",33.1,NA,"46.0 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040063",25.05,57.75,"13.6 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040063",14.1333333333333,29.6833333333333,"7.1 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040063",44.0166666666667,NA,"55.9 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040063",42.1833333333333,NA,"57.5 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040063",40.9,NA,"50.2 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040063",34.7166666666667,NA,"46.4 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310040064",24.8833333333333,67.7666666666667,"13.2 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310040064",15,37.3,"7.7 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310040064",44.8833333333333,NA,"56.4 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310040064",43.0333333333333,NA,"58.1 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310040064",41.7666666666667,NA,"50.8 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310040064",35.5833333333333,NA,"47.0 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068102",23.7666666666667,42.4166666666667,"13.8 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068102",17.5333333333333,51.05,"15.2 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068102",46.7666666666667,NA,"63.9 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068102",44.9333333333333,NA,"65.6 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068102",43.6666666666667,NA,"58.2 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068102",37.4666666666667,NA,"54.5 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068103",22.7833333333333,44.5333333333333,"13.3 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068103",17.4666666666667,53.1666666666667,"14.9 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068103",46.7166666666667,NA,"63.7 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068103",44.8666666666667,NA,"65.3 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068103",43.6,NA,"58.0 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068103",37.4166666666667,NA,"54.3 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068104",21.8,45.8666666666667,"12.6 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068104",17.7166666666667,54.5,"13.3 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068104",46.9666666666667,NA,"62.0 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068104",45.1166666666667,NA,"63.7 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068104",43.85,NA,"56.3 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068104",37.6666666666667,NA,"52.6 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068111",19.1,34.1333333333333,"10.8 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068111",17.2333333333333,42.7666666666667,"11.7 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068111",46.4666666666667,NA,"60.5 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068111",44.6333333333333,NA,"62.1 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068111",43.3666666666667,NA,"54.8 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068111",37.1666666666667,NA,"51.1 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041011",8.41666666666667,45.35,"5.3 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041011",16.0166666666667,46.85,"8.7 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041011",34.8333333333333,NA,"45.0 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041011",33,NA,"46.6 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041011",31.7166666666667,NA,"39.3 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041011",25.5333333333333,NA,"35.6 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041012",5.2,20.5666666666667,"2.8 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041012",12.9,53.55,"6.8 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041012",38.4,NA,"47.2 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041012",36.5666666666667,NA,"48.8 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041012",35.55,NA,"40.0 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041012",29.35,NA,"36.3 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041013",6.61666666666667,20.7333333333333,"3.8 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041013",11.6833333333333,42.1833333333333,"6.0 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041013",37.2166666666667,NA,"46.4 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041013",35.3833333333333,NA,"48.0 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041013",34.3666666666667,NA,"39.2 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041013",28.1666666666667,NA,"35.5 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041021",5.98333333333333,29.2166666666667,"2.9 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041021",16.45,40.3833333333333,"9.3 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041021",36.2833333333333,NA,"45.1 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041021",34.4333333333333,NA,"46.8 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041021",33.15,NA,"39.7 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041021",26.95,NA,"35.9 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041022",2.96666666666667,13.05,"1.2 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041022",14.4,56.3333333333333,"8.4 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041022",37.8833333333333,NA,"46.0 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041022",36.05,NA,"47.6 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041022",34.75,NA,"40.5 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041022",28.5666666666667,NA,"36.8 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041023",3.8,19.05,"2.0 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041023",13.2,54.6333333333333,"7.6 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041023",38.9,NA,"48.4 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041023",37.0666666666667,NA,"50.0 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041023",36.0166666666667,NA,"41.8 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041023",29.8333333333333,NA,"38.1 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041032",4,23.65,"2.0 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041032",11.9,58.4,"5.9 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041032",39.6666666666667,NA,"48.0 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041032",37.8333333333333,NA,"49.6 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041032",36.8166666666667,NA,"40.8 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041032",30.6166666666667,NA,"37.1 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041033",4.05,13.6166666666667,"2.0 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041033",11.1333333333333,44.9333333333333,"5.6 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041033",40.2166666666667,NA,"48.4 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041033",38.3833333333333,NA,"50.1 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041033",37.3666666666667,NA,"41.3 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041033",31.1666666666667,NA,"37.5 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068112",21.0166666666667,38.5,"12.0 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068112",19.0833333333333,47.1333333333333,"12.9 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068112",48.3333333333333,NA,"61.7 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068112",46.5,NA,"63.4 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068112",45.2166666666667,NA,"56.0 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068112",39.0333333333333,NA,"52.3 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068113",21.45,43.0833333333333,"12.4 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068113",17.4,51.7166666666667,"13.1 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068113",46.6333333333333,NA,"61.9 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068113",44.8,NA,"63.5 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068113",43.5333333333333,NA,"56.2 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068113",37.3333333333333,NA,"52.5 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068114",19.6833333333333,44.6333333333333,"11.2 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068114",17.7666666666667,68.2333333333333,"12.9 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068114",47.0166666666667,NA,"61.7 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068114",45.1666666666667,NA,"63.3 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068114",43.9,NA,"56.0 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068114",37.7166666666667,NA,"52.3 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068121",19.7333333333333,36.8333333333333,"11.1 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068121",15.45,52.7,"10.8 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068121",44.6833333333333,NA,"59.6 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068121",42.85,NA,"61.3 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068121",41.5833333333333,NA,"53.9 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068121",35.3833333333333,NA,"50.2 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068122",20.75,44.0166666666667,"11.6 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068122",16.0666666666667,55.45,"12.0 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068122",45.3166666666667,NA,"60.7 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068122",43.4666666666667,NA,"62.4 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068122",42.2,NA,"55.0 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068122",36.0166666666667,NA,"51.3 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041035",5.68333333333333,25.5666666666667,"2.8 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041035",10.3833333333333,40.7,"5.2 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041035",38.1833333333333,NA,"47.2 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041035",36.3333333333333,NA,"48.9 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041035",35.3166666666667,NA,"40.1 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041035",29.1333333333333,NA,"36.3 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041036",5.6,20.3333333333333,"3.6 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041036",10.9,41.45,"5.6 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041036",37.7,NA,"46.8 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041036",35.85,NA,"48.5 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041036",34.8333333333333,NA,"39.7 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041036",28.65,NA,"35.9 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041042",0.95,5.3,"0.4 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041042",13.85,61.15,"7.6 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041042",38.8,NA,"46.9 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041042",36.9666666666667,NA,"48.5 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041042",35.6666666666667,NA,"41.4 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041042",29.4833333333333,NA,"37.7 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041043",0.866666666666667,5.26666666666667,"0.4 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041043",13.6833333333333,24.4166666666667,"7.2 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041043",39.5666666666667,NA,"47.2 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041043",37.7166666666667,NA,"48.8 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041043",36.4333333333333,NA,"41.7 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041043",30.2333333333333,NA,"38.0 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041045",2.61666666666667,15.95,"1.2 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041045",13.1166666666667,59.8333333333333,"6.8 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041045",39.95,NA,"47.7 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041045",38.1166666666667,NA,"49.3 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041045",36.8166666666667,NA,"42.2 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041045",30.6333333333333,NA,"38.5 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310041046",3.56666666666667,17,"1.6 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310041046",13.3,54.8,"7.6 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310041046",39.0166666666667,NA,"47.3 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310041046",37.1666666666667,NA,"48.9 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310041046",35.8833333333333,NA,"41.8 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310041046",29.6833333333333,NA,"38.1 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310042011",4.55,13.35,"2.4 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310042011",10.2333333333333,40.9666666666667,"5.2 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310042011",40.6833333333333,NA,"48.8 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310042011",38.85,NA,"50.5 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310042011",37.8333333333333,NA,"41.7 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310042011",31.6333333333333,NA,"37.9 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310042012",4.91666666666667,18.4,"2.8 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310042012",9.41666666666667,36.25,"4.7 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310042012",40.8833333333333,NA,"49.2 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310042012",39.0333333333333,NA,"50.9 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310042012",38.0166666666667,NA,"42.1 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310042012",31.8333333333333,NA,"38.3 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310042013",5.66666666666667,24.0666666666667,"3.2 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310042013",8.95,30.15,"4.3 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310042013",42.3333333333333,NA,"49.8 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310042013",40.5,NA,"51.5 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310042013",39.4833333333333,NA,"42.7 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310042013",33.2833333333333,NA,"38.9 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310042014",7.1,21.65,"4.1 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310042014",7.66666666666667,29.5833333333333,"3.5 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310042014",40.8166666666667,NA,"48.9 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310042014",38.9666666666667,NA,"50.5 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310042014",37.95,NA,"41.7 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310042014",31.7666666666667,NA,"38.0 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068123",21.4666666666667,42.3,"12.1 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068123",15.7,56.1166666666667,"10.7 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068123",44.95,NA,"59.4 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068123",43.1,NA,"61.1 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068123",41.8333333333333,NA,"53.8 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068123",35.6333333333333,NA,"50.0 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068132",20.1333333333333,45.2333333333333,"11.0 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068132",20.4666666666667,57.8166666666667,"11.7 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068132",51.6166666666667,NA,"62.1 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068132",49.7833333333333,NA,"63.8 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068132",48.5,NA,"56.5 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068132",42.3166666666667,NA,"52.7 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068141",21.4,44.1,"12.6 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068141",19.5333333333333,52.7333333333333,"13.5 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068141",48.7666666666667,NA,"62.2 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068141",46.9333333333333,NA,"63.9 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068141",45.6666666666667,NA,"56.5 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068141",39.4666666666667,NA,"52.8 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068142",22.9166666666667,58.4833333333333,"13.0 km"
39.7291165,-104.9612258,"39.7291165 -104.9612258","80310068142",21.1,78.9833333333333,"15.2 km"
40.0509244,-105.0771444,"40.0509244 -105.0771444","80310068142",50.3333333333333,NA,"64.0 km"
40.1097472,-105.0320697,"40.1097472 -105.0320697","80310068142",48.5,NA,"65.7 km"
39.968904,-105.1836934,"39.968904 -105.1836934","80310068142",47.2166666666667,NA,"58.3 km"
39.9355836,-105.1786195,"39.9355836 -105.1786195","80310068142",41.0333333333333,NA,"54.6 km"
39.7547359,-104.9056398,"39.7547359 -104.9056398","80310068143",23.1833333333333,38.8166666666667,"13.2 km"
