"","Id","Id2","Geography","TTL_population","Margin.of.Error..Total"
"281","1500000US080310042021",80310042021,"Block Group 1, Census Tract 42.02, Denver County, Colorado",743,353
"282","1500000US080310042022",80310042022,"Block Group 2, Census Tract 42.02, Denver County, Colorado",778,174
"283","1500000US080310042023",80310042023,"Block Group 3, Census Tract 42.02, Denver County, Colorado",1671,241
"284","1500000US080310042024",80310042024,"Block Group 4, Census Tract 42.02, Denver County, Colorado",617,132
"285","1500000US080310042025",80310042025,"Block Group 5, Census Tract 42.02, Denver County, Colorado",706,137
"286","1500000US080310043011",80310043011,"Block Group 1, Census Tract 43.01, Denver County, Colorado",1303,264
"287","1500000US080310043012",80310043012,"Block Group 2, Census Tract 43.01, Denver County, Colorado",888,243
"288","1500000US080310043013",80310043013,"Block Group 3, Census Tract 43.01, Denver County, Colorado",947,260
"289","1500000US080310043014",80310043014,"Block Group 4, Census Tract 43.01, Denver County, Colorado",1402,246
"290","1500000US080310043021",80310043021,"Block Group 1, Census Tract 43.02, Denver County, Colorado",762,170
"291","1500000US080310043022",80310043022,"Block Group 2, Census Tract 43.02, Denver County, Colorado",907,150
"292","1500000US080310043023",80310043023,"Block Group 3, Census Tract 43.02, Denver County, Colorado",750,195
"293","1500000US080310043031",80310043031,"Block Group 1, Census Tract 43.03, Denver County, Colorado",1578,267
"294","1500000US080310043032",80310043032,"Block Group 2, Census Tract 43.03, Denver County, Colorado",1041,205
"295","1500000US080310043033",80310043033,"Block Group 3, Census Tract 43.03, Denver County, Colorado",526,111
"296","1500000US080310043034",80310043034,"Block Group 4, Census Tract 43.03, Denver County, Colorado",909,220
"297","1500000US080310043041",80310043041,"Block Group 1, Census Tract 43.04, Denver County, Colorado",1186,299
"298","1500000US080310043042",80310043042,"Block Group 2, Census Tract 43.04, Denver County, Colorado",1148,282
"299","1500000US080310043043",80310043043,"Block Group 3, Census Tract 43.04, Denver County, Colorado",1812,315
"300","1500000US080310043044",80310043044,"Block Group 4, Census Tract 43.04, Denver County, Colorado",1739,352
"301","1500000US080310043061",80310043061,"Block Group 1, Census Tract 43.06, Denver County, Colorado",458,183
"302","1500000US080310043062",80310043062,"Block Group 2, Census Tract 43.06, Denver County, Colorado",821,260
"303","1500000US080310043063",80310043063,"Block Group 3, Census Tract 43.06, Denver County, Colorado",1816,368
"304","1500000US080310043064",80310043064,"Block Group 4, Census Tract 43.06, Denver County, Colorado",851,212
"305","1500000US080310043065",80310043065,"Block Group 5, Census Tract 43.06, Denver County, Colorado",1311,313
"306","1500000US080310044031",80310044031,"Block Group 1, Census Tract 44.03, Denver County, Colorado",753,203
"307","1500000US080310044032",80310044032,"Block Group 2, Census Tract 44.03, Denver County, Colorado",2283,367
"308","1500000US080310044033",80310044033,"Block Group 3, Census Tract 44.03, Denver County, Colorado",1500,259
"309","1500000US080310044041",80310044041,"Block Group 1, Census Tract 44.04, Denver County, Colorado",1693,612
"310","1500000US080310044042",80310044042,"Block Group 2, Census Tract 44.04, Denver County, Colorado",2743,517
"311","1500000US080310044043",80310044043,"Block Group 3, Census Tract 44.04, Denver County, Colorado",1982,494
"312","1500000US080310044051",80310044051,"Block Group 1, Census Tract 44.05, Denver County, Colorado",1560,436
"313","1500000US080310044052",80310044052,"Block Group 2, Census Tract 44.05, Denver County, Colorado",1293,289
"314","1500000US080310044053",80310044053,"Block Group 3, Census Tract 44.05, Denver County, Colorado",1212,331
"315","1500000US080310044054",80310044054,"Block Group 4, Census Tract 44.05, Denver County, Colorado",4187,462
"316","1500000US080310045031",80310045031,"Block Group 1, Census Tract 45.03, Denver County, Colorado",1399,463
"317","1500000US080310045032",80310045032,"Block Group 2, Census Tract 45.03, Denver County, Colorado",1391,636
"318","1500000US080310045033",80310045033,"Block Group 3, Census Tract 45.03, Denver County, Colorado",1295,424
"319","1500000US080310045041",80310045041,"Block Group 1, Census Tract 45.04, Denver County, Colorado",1488,271
"320","1500000US080310045042",80310045042,"Block Group 2, Census Tract 45.04, Denver County, Colorado",2025,466
"321","1500000US080310045043",80310045043,"Block Group 3, Census Tract 45.04, Denver County, Colorado",993,260
"322","1500000US080310045051",80310045051,"Block Group 1, Census Tract 45.05, Denver County, Colorado",2668,432
"323","1500000US080310045052",80310045052,"Block Group 2, Census Tract 45.05, Denver County, Colorado",750,382
"324","1500000US080310045053",80310045053,"Block Group 3, Census Tract 45.05, Denver County, Colorado",1188,442
"325","1500000US080310045061",80310045061,"Block Group 1, Census Tract 45.06, Denver County, Colorado",849,257
"326","1500000US080310045062",80310045062,"Block Group 2, Census Tract 45.06, Denver County, Colorado",1424,308
"327","1500000US080310045063",80310045063,"Block Group 3, Census Tract 45.06, Denver County, Colorado",1448,294
"328","1500000US080310046011",80310046011,"Block Group 1, Census Tract 46.01, Denver County, Colorado",1186,357
"329","1500000US080310046012",80310046012,"Block Group 2, Census Tract 46.01, Denver County, Colorado",1479,389
"330","1500000US080310046013",80310046013,"Block Group 3, Census Tract 46.01, Denver County, Colorado",1929,527
"331","1500000US080310046014",80310046014,"Block Group 4, Census Tract 46.01, Denver County, Colorado",1010,349
"332","1500000US080310046021",80310046021,"Block Group 1, Census Tract 46.02, Denver County, Colorado",2551,838
"333","1500000US080310046022",80310046022,"Block Group 2, Census Tract 46.02, Denver County, Colorado",3144,745
"334","1500000US080310046023",80310046023,"Block Group 3, Census Tract 46.02, Denver County, Colorado",1306,382
"335","1500000US080310046024",80310046024,"Block Group 4, Census Tract 46.02, Denver County, Colorado",1416,679
"336","1500000US080310046031",80310046031,"Block Group 1, Census Tract 46.03, Denver County, Colorado",1186,469
"337","1500000US080310046032",80310046032,"Block Group 2, Census Tract 46.03, Denver County, Colorado",838,286
"338","1500000US080310046033",80310046033,"Block Group 3, Census Tract 46.03, Denver County, Colorado",1088,306
"339","1500000US080310046034",80310046034,"Block Group 4, Census Tract 46.03, Denver County, Colorado",1666,383
"340","1500000US080310046035",80310046035,"Block Group 5, Census Tract 46.03, Denver County, Colorado",1200,389
"341","1500000US080310047001",80310047001,"Block Group 1, Census Tract 47, Denver County, Colorado",552,280
"342","1500000US080310047002",80310047002,"Block Group 2, Census Tract 47, Denver County, Colorado",724,275
"343","1500000US080310047003",80310047003,"Block Group 3, Census Tract 47, Denver County, Colorado",853,497
"344","1500000US080310047004",80310047004,"Block Group 4, Census Tract 47, Denver County, Colorado",485,258
"345","1500000US080310047005",80310047005,"Block Group 5, Census Tract 47, Denver County, Colorado",1554,557
"346","1500000US080310047006",80310047006,"Block Group 6, Census Tract 47, Denver County, Colorado",2614,724
"347","1500000US080310048011",80310048011,"Block Group 1, Census Tract 48.01, Denver County, Colorado",922,205
"348","1500000US080310048012",80310048012,"Block Group 2, Census Tract 48.01, Denver County, Colorado",1695,404
"349","1500000US080310048013",80310048013,"Block Group 3, Census Tract 48.01, Denver County, Colorado",604,235
"350","1500000US080310050011",80310050011,"Block Group 1, Census Tract 50.01, Denver County, Colorado",1950,367
"351","1500000US080310050012",80310050012,"Block Group 2, Census Tract 50.01, Denver County, Colorado",1089,182
"352","1500000US080310050021",80310050021,"Block Group 1, Census Tract 50.02, Denver County, Colorado",770,210
"353","1500000US080310050022",80310050022,"Block Group 2, Census Tract 50.02, Denver County, Colorado",918,193
"354","1500000US080310050023",80310050023,"Block Group 3, Census Tract 50.02, Denver County, Colorado",1817,345
"355","1500000US080310050024",80310050024,"Block Group 4, Census Tract 50.02, Denver County, Colorado",2880,626
"356","1500000US080310050025",80310050025,"Block Group 5, Census Tract 50.02, Denver County, Colorado",794,213
"357","1500000US080310051021",80310051021,"Block Group 1, Census Tract 51.02, Denver County, Colorado",683,248
"358","1500000US080310051022",80310051022,"Block Group 2, Census Tract 51.02, Denver County, Colorado",583,129
"359","1500000US080310051023",80310051023,"Block Group 3, Census Tract 51.02, Denver County, Colorado",1300,262
"360","1500000US080310051024",80310051024,"Block Group 4, Census Tract 51.02, Denver County, Colorado",1170,449
"361","1500000US080310051041",80310051041,"Block Group 1, Census Tract 51.04, Denver County, Colorado",2003,366
"362","1500000US080310051042",80310051042,"Block Group 2, Census Tract 51.04, Denver County, Colorado",1542,237
"363","1500000US080310052001",80310052001,"Block Group 1, Census Tract 52, Denver County, Colorado",547,161
"364","1500000US080310052002",80310052002,"Block Group 2, Census Tract 52, Denver County, Colorado",636,210
"365","1500000US080310052003",80310052003,"Block Group 3, Census Tract 52, Denver County, Colorado",1404,243
"366","1500000US080310052004",80310052004,"Block Group 4, Census Tract 52, Denver County, Colorado",881,274
"367","1500000US080310053001",80310053001,"Block Group 1, Census Tract 53, Denver County, Colorado",1363,123
"368","1500000US080310055021",80310055021,"Block Group 1, Census Tract 55.02, Denver County, Colorado",2048,189
"369","1500000US080310055031",80310055031,"Block Group 1, Census Tract 55.03, Denver County, Colorado",741,203
"370","1500000US080310055032",80310055032,"Block Group 2, Census Tract 55.03, Denver County, Colorado",2395,483
"371","1500000US080310055033",80310055033,"Block Group 3, Census Tract 55.03, Denver County, Colorado",1012,171
"372","1500000US080310055034",80310055034,"Block Group 4, Census Tract 55.03, Denver County, Colorado",727,195
"373","1500000US080310067011",80310067011,"Block Group 1, Census Tract 67.01, Denver County, Colorado",3231,252
"374","1500000US080310068041",80310068041,"Block Group 1, Census Tract 68.04, Denver County, Colorado",796,161
"375","1500000US080310068042",80310068042,"Block Group 2, Census Tract 68.04, Denver County, Colorado",1627,221
"376","1500000US080310068091",80310068091,"Block Group 1, Census Tract 68.09, Denver County, Colorado",839,278
"377","1500000US080310068092",80310068092,"Block Group 2, Census Tract 68.09, Denver County, Colorado",2573,645
"378","1500000US080310068093",80310068093,"Block Group 3, Census Tract 68.09, Denver County, Colorado",1267,480
"379","1500000US080310068094",80310068094,"Block Group 4, Census Tract 68.09, Denver County, Colorado",1066,269
"380","1500000US080310068095",80310068095,"Block Group 5, Census Tract 68.09, Denver County, Colorado",911,230
"381","1500000US080310068096",80310068096,"Block Group 6, Census Tract 68.09, Denver County, Colorado",669,244
"382","1500000US080310068101",80310068101,"Block Group 1, Census Tract 68.10, Denver County, Colorado",1118,264
"383","1500000US080310068102",80310068102,"Block Group 2, Census Tract 68.10, Denver County, Colorado",1900,371
"384","1500000US080310068103",80310068103,"Block Group 3, Census Tract 68.10, Denver County, Colorado",721,241
"385","1500000US080310068104",80310068104,"Block Group 4, Census Tract 68.10, Denver County, Colorado",1844,357
"386","1500000US080310068111",80310068111,"Block Group 1, Census Tract 68.11, Denver County, Colorado",2250,380
"387","1500000US080310068112",80310068112,"Block Group 2, Census Tract 68.11, Denver County, Colorado",579,267
"388","1500000US080310068113",80310068113,"Block Group 3, Census Tract 68.11, Denver County, Colorado",1863,374
"389","1500000US080310068114",80310068114,"Block Group 4, Census Tract 68.11, Denver County, Colorado",1498,424
"390","1500000US080310068121",80310068121,"Block Group 1, Census Tract 68.12, Denver County, Colorado",1742,271
"391","1500000US080310068122",80310068122,"Block Group 2, Census Tract 68.12, Denver County, Colorado",1309,177
"392","1500000US080310068123",80310068123,"Block Group 3, Census Tract 68.12, Denver County, Colorado",813,185
"393","1500000US080310068131",80310068131,"Block Group 1, Census Tract 68.13, Denver County, Colorado",1032,281
"394","1500000US080310068132",80310068132,"Block Group 2, Census Tract 68.13, Denver County, Colorado",1664,486
"395","1500000US080310068133",80310068133,"Block Group 3, Census Tract 68.13, Denver County, Colorado",1562,406
"396","1500000US080310068141",80310068141,"Block Group 1, Census Tract 68.14, Denver County, Colorado",454,163
"397","1500000US080310068142",80310068142,"Block Group 2, Census Tract 68.14, Denver County, Colorado",1239,317
"398","1500000US080310068143",80310068143,"Block Group 3, Census Tract 68.14, Denver County, Colorado",2081,499
"399","1500000US080310068144",80310068144,"Block Group 4, Census Tract 68.14, Denver County, Colorado",702,222
"400","1500000US080310069011",80310069011,"Block Group 1, Census Tract 69.01, Denver County, Colorado",2266,561
"401","1500000US080310069012",80310069012,"Block Group 2, Census Tract 69.01, Denver County, Colorado",1391,312
"402","1500000US080310069013",80310069013,"Block Group 3, Census Tract 69.01, Denver County, Colorado",601,157
"403","1500000US080310069014",80310069014,"Block Group 4, Census Tract 69.01, Denver County, Colorado",847,339
"404","1500000US080310069015",80310069015,"Block Group 5, Census Tract 69.01, Denver County, Colorado",373,133
"405","1500000US080310070061",80310070061,"Block Group 1, Census Tract 70.06, Denver County, Colorado",2412,442
"406","1500000US080310070062",80310070062,"Block Group 2, Census Tract 70.06, Denver County, Colorado",2359,493
"407","1500000US080310070131",80310070131,"Block Group 1, Census Tract 70.13, Denver County, Colorado",2455,291
"408","1500000US080310070132",80310070132,"Block Group 2, Census Tract 70.13, Denver County, Colorado",1191,199
"409","1500000US080310070371",80310070371,"Block Group 1, Census Tract 70.37, Denver County, Colorado",2663,450
"410","1500000US080310070372",80310070372,"Block Group 2, Census Tract 70.37, Denver County, Colorado",945,330
"411","1500000US080310070373",80310070373,"Block Group 3, Census Tract 70.37, Denver County, Colorado",677,174
"412","1500000US080310070881",80310070881,"Block Group 1, Census Tract 70.88, Denver County, Colorado",1325,312
"413","1500000US080310070882",80310070882,"Block Group 2, Census Tract 70.88, Denver County, Colorado",912,361
"414","1500000US080310070883",80310070883,"Block Group 3, Census Tract 70.88, Denver County, Colorado",1326,228
"415","1500000US080310070884",80310070884,"Block Group 4, Census Tract 70.88, Denver County, Colorado",1058,294
"416","1500000US080310070891",80310070891,"Block Group 1, Census Tract 70.89, Denver County, Colorado",408,99
"417","1500000US080310070892",80310070892,"Block Group 2, Census Tract 70.89, Denver County, Colorado",1185,212
"418","1500000US080310070893",80310070893,"Block Group 3, Census Tract 70.89, Denver County, Colorado",1659,193
"419","1500000US080310070894",80310070894,"Block Group 4, Census Tract 70.89, Denver County, Colorado",1523,326
"420","1500000US080310083041",80310083041,"Block Group 1, Census Tract 83.04, Denver County, Colorado",2092,392
"421","1500000US080310083042",80310083042,"Block Group 2, Census Tract 83.04, Denver County, Colorado",1228,499
"422","1500000US080310083043",80310083043,"Block Group 3, Census Tract 83.04, Denver County, Colorado",794,237
"423","1500000US080310083051",80310083051,"Block Group 1, Census Tract 83.05, Denver County, Colorado",1486,306
"424","1500000US080310083052",80310083052,"Block Group 2, Census Tract 83.05, Denver County, Colorado",1420,306
"425","1500000US080310083053",80310083053,"Block Group 3, Census Tract 83.05, Denver County, Colorado",1613,334
"426","1500000US080310083061",80310083061,"Block Group 1, Census Tract 83.06, Denver County, Colorado",811,464
"427","1500000US080310083062",80310083062,"Block Group 2, Census Tract 83.06, Denver County, Colorado",1607,434
"428","1500000US080310083063",80310083063,"Block Group 3, Census Tract 83.06, Denver County, Colorado",868,298
"429","1500000US080310083064",80310083064,"Block Group 4, Census Tract 83.06, Denver County, Colorado",3079,462
"430","1500000US080310083121",80310083121,"Block Group 1, Census Tract 83.12, Denver County, Colorado",3281,696
"431","1500000US080310083122",80310083122,"Block Group 2, Census Tract 83.12, Denver County, Colorado",2392,515
"432","1500000US080310083123",80310083123,"Block Group 3, Census Tract 83.12, Denver County, Colorado",2361,642
"433","1500000US080310083861",80310083861,"Block Group 1, Census Tract 83.86, Denver County, Colorado",2274,505
"434","1500000US080310083862",80310083862,"Block Group 2, Census Tract 83.86, Denver County, Colorado",2631,569
"435","1500000US080310083871",80310083871,"Block Group 1, Census Tract 83.87, Denver County, Colorado",3720,593
"436","1500000US080310083872",80310083872,"Block Group 2, Census Tract 83.87, Denver County, Colorado",3308,672
"437","1500000US080310083881",80310083881,"Block Group 1, Census Tract 83.88, Denver County, Colorado",7166,797
"438","1500000US080310083882",80310083882,"Block Group 2, Census Tract 83.88, Denver County, Colorado",1366,400
"439","1500000US080310083891",80310083891,"Block Group 1, Census Tract 83.89, Denver County, Colorado",1223,380
"440","1500000US080310083892",80310083892,"Block Group 2, Census Tract 83.89, Denver County, Colorado",2324,590
"441","1500000US080310083893",80310083893,"Block Group 3, Census Tract 83.89, Denver County, Colorado",6675,913
"442","1500000US080310083901",80310083901,"Block Group 1, Census Tract 83.90, Denver County, Colorado",3246,756
"443","1500000US080310083902",80310083902,"Block Group 2, Census Tract 83.90, Denver County, Colorado",3276,580
"444","1500000US080310083903",80310083903,"Block Group 3, Census Tract 83.90, Denver County, Colorado",2814,603
"445","1500000US080310083911",80310083911,"Block Group 1, Census Tract 83.91, Denver County, Colorado",4412,774
"446","1500000US080310083912",80310083912,"Block Group 2, Census Tract 83.91, Denver County, Colorado",3538,665
"447","1500000US080310119021",80310119021,"Block Group 1, Census Tract 119.02, Denver County, Colorado",2069,381
"448","1500000US080310119022",80310119022,"Block Group 2, Census Tract 119.02, Denver County, Colorado",1416,461
"449","1500000US080310119023",80310119023,"Block Group 3, Census Tract 119.02, Denver County, Colorado",1745,565
"450","1500000US080310119024",80310119024,"Block Group 4, Census Tract 119.02, Denver County, Colorado",1372,496
"451","1500000US080310119031",80310119031,"Block Group 1, Census Tract 119.03, Denver County, Colorado",1519,168
"452","1500000US080310119032",80310119032,"Block Group 2, Census Tract 119.03, Denver County, Colorado",864,124
"453","1500000US080310120011",80310120011,"Block Group 1, Census Tract 120.01, Denver County, Colorado",1435,167
"454","1500000US080310120012",80310120012,"Block Group 2, Census Tract 120.01, Denver County, Colorado",651,111
"455","1500000US080310120101",80310120101,"Block Group 1, Census Tract 120.10, Denver County, Colorado",1967,204
"456","1500000US080310120102",80310120102,"Block Group 2, Census Tract 120.10, Denver County, Colorado",1165,216
"457","1500000US080310120103",80310120103,"Block Group 3, Census Tract 120.10, Denver County, Colorado",2022,269
"458","1500000US080310120141",80310120141,"Block Group 1, Census Tract 120.14, Denver County, Colorado",1205,303
"459","1500000US080310120142",80310120142,"Block Group 2, Census Tract 120.14, Denver County, Colorado",2708,499
"460","1500000US080310120143",80310120143,"Block Group 3, Census Tract 120.14, Denver County, Colorado",907,293
"461","1500000US080310120144",80310120144,"Block Group 4, Census Tract 120.14, Denver County, Colorado",1565,317
"462","1500000US080310153001",80310153001,"Block Group 1, Census Tract 153, Denver County, Colorado",1529,344
"463","1500000US080310153002",80310153002,"Block Group 2, Census Tract 153, Denver County, Colorado",1669,307
"464","1500000US080310153003",80310153003,"Block Group 3, Census Tract 153, Denver County, Colorado",537,186
"465","1500000US080310154001",80310154001,"Block Group 1, Census Tract 154, Denver County, Colorado",1264,302
"466","1500000US080310154002",80310154002,"Block Group 2, Census Tract 154, Denver County, Colorado",1025,190
"467","1500000US080310154003",80310154003,"Block Group 3, Census Tract 154, Denver County, Colorado",750,178
"468","1500000US080310154004",80310154004,"Block Group 4, Census Tract 154, Denver County, Colorado",1363,200
"469","1500000US080310155001",80310155001,"Block Group 1, Census Tract 155, Denver County, Colorado",1349,330
"470","1500000US080310155002",80310155002,"Block Group 2, Census Tract 155, Denver County, Colorado",1391,192
"471","1500000US080310155003",80310155003,"Block Group 3, Census Tract 155, Denver County, Colorado",801,206
"472","1500000US080310156001",80310156001,"Block Group 1, Census Tract 156, Denver County, Colorado",3237,763
"473","1500000US080310156002",80310156002,"Block Group 2, Census Tract 156, Denver County, Colorado",2004,508
"474","1500000US080310156003",80310156003,"Block Group 3, Census Tract 156, Denver County, Colorado",1282,760
"475","1500000US080310156004",80310156004,"Block Group 4, Census Tract 156, Denver County, Colorado",1402,635
"476","1500000US080310157001",80310157001,"Block Group 1, Census Tract 157, Denver County, Colorado",1897,562
"477","1500000US080310157002",80310157002,"Block Group 2, Census Tract 157, Denver County, Colorado",920,326
"478","1500000US080310157003",80310157003,"Block Group 3, Census Tract 157, Denver County, Colorado",1184,362
"479","1500000US080310157004",80310157004,"Block Group 4, Census Tract 157, Denver County, Colorado",1648,517
"480","1500000US080319800001",80319800001,"Block Group 1, Census Tract 9800, Denver County, Colorado",1449,240
"481","1500000US080319801001",80319801001,"Block Group 1, Census Tract 9801, Denver County, Colorado",0,11
