"name","class","has_nature","has_garden","has_biking","long","lat","sqft"
"City Park","Regional",FALSE,FALSE,FALSE,-104.95018342,39.74745776,13683046.6209668
"Valverde Park","Athletic Complex",FALSE,FALSE,TRUE,-105.00282139,39.71376266,252310.646830484
"Thomas (Fred N) Park","Community",FALSE,FALSE,TRUE,-104.90146325,39.75265535,1280705.7126123
"Unnamed Kentucky & Knox Park","Pocket",FALSE,FALSE,FALSE,-105.03269389,39.70065223,16680.8423156468
"City of Takayama Park","Linear",FALSE,FALSE,TRUE,-104.94374618,39.70854473,263728.747732419
"City of Karmiel Park","Linear",FALSE,FALSE,TRUE,-104.94833828,39.71230976,145578.787008306
"Cherry Creek Park","Linear",TRUE,FALSE,TRUE,-104.95148584,39.7147795,102647.016066259
"Goldsmith Gulch","Linear",FALSE,FALSE,FALSE,-104.9016431,39.65492748,110922.616558536
"City of Brest Park","Community",FALSE,FALSE,TRUE,-104.94408199,39.70698227,711709.595411715
"Sculpture Park","Special Use",FALSE,FALSE,FALSE,-104.99932806,39.74342506,110110.078735364
"Bear Valley Park","Linear",TRUE,FALSE,TRUE,-105.06952945,39.65907803,3138003.29244749
"Speer Blvd Park","Neighborhood",FALSE,FALSE,FALSE,-105.00597948,39.75156212,153706.349192526
"Broadway Triangles","Pocket",FALSE,FALSE,FALSE,-104.98737056,39.75365865,16214.5462760495
"Overland Pond Park","Open Space",TRUE,FALSE,TRUE,-104.9977044,39.6898504,369958.441777851
"Colorado Blvd Park","Linear",FALSE,FALSE,TRUE,-104.94082063,39.77053412,66231.0280923036
"Harvard Gulch North Park","Athletic Complex",FALSE,FALSE,FALSE,-104.97930212,39.67582735,357677.343437043
"Unnamed 51st & Zuni Park","Neighborhood",FALSE,FALSE,TRUE,-105.01468425,39.78969163,556810.16277844
"Bezoff (Ben) Park","Neighborhood",FALSE,FALSE,TRUE,-104.86966413,39.70492006,232171.239042953
"Vanderbilt Park","Community",TRUE,FALSE,TRUE,-104.99552945,39.70055239,1063149.09399306
"Goldsmith Gulch North Middle","Open Space",TRUE,FALSE,FALSE,-104.89371892,39.63776456,194607.004673101
"Camp Rollendet","Special Use",TRUE,FALSE,FALSE,-105.05427416,39.7899896,306011.872374939
"Unnamed 42nd & Lisbon Park","Community",FALSE,FALSE,TRUE,-104.74613507,39.77286902,783430.779474009
"Barnum Park","Community",FALSE,FALSE,TRUE,-105.02812629,39.72359373,1480241.7651304
"Swansea Neighborhood Park","Neighborhood",FALSE,FALSE,TRUE,-104.94931974,39.79023681,145184.670443014
"Heron Pond/Heller Open Space","Open Space",TRUE,FALSE,FALSE,-104.97428145,39.7940947,1865967.39755771
"Downtown Playground","Pocket",FALSE,FALSE,FALSE,-105.00410282,39.75008749,35494.0846680641
"First Creek Open Space","Open Space",TRUE,FALSE,TRUE,-104.73702282,39.77567981,1643625.13570853
"Park Ave Parks","Neighborhood",FALSE,FALSE,FALSE,-104.97351904,39.74376465,118570.588078767
"Great Lawn Park","Community",TRUE,FALSE,TRUE,-104.88785016,39.72399595,1890940.35145433
"Globeville Recreation Center","Recreation Center",FALSE,FALSE,FALSE,-104.98327388,39.77814605,9238.95492793148
"Glenarm Recreation Center","Recreation Center",FALSE,FALSE,FALSE,-104.97535273,39.75506804,44973.9223745479
"E 56th Ave","Linear",FALSE,FALSE,TRUE,-104.82276878,39.79805803,434688.335791818
"Chambers Rd","Linear",FALSE,FALSE,TRUE,-104.81003717,39.78572844,569922.466315504
"Franco (Bernabe Indio) Park","Pocket",FALSE,FALSE,FALSE,-105.00145374,39.76841421,25214.7551979167
"Russell Square Park","Neighborhood",FALSE,FALSE,FALSE,-104.9615834,39.76755108,99142.8473124138
"City of Nairobi Park","Neighborhood",FALSE,FALSE,FALSE,-104.94685422,39.76634461,98766.8571383874
"Skyland Park","Neighborhood",FALSE,FALSE,TRUE,-104.92112076,39.76471342,353278.967217144
"City of Axum Park","Neighborhood",FALSE,FALSE,FALSE,-104.93498827,39.76323046,221490.646847864
"Pferdesteller Park","Neighborhood",FALSE,FALSE,FALSE,-105.04973106,39.76345709,131097.929868236
"Wellshire Municipal Golf Course","Golf",FALSE,FALSE,FALSE,-104.94608151,39.65572229,5827670.33063062
"Highland Park","Neighborhood",FALSE,FALSE,TRUE,-105.02653911,39.76292368,305101.736085977
"Garland North Greenbelt","Linear",TRUE,FALSE,TRUE,-104.91788879,39.70215728,235614.859195931
"Westwood Park","Neighborhood",FALSE,FALSE,TRUE,-105.04998152,39.70143463,220203.697145565
"La Lomita Park","Neighborhood",FALSE,FALSE,FALSE,-105.01196705,39.68022855,250566.036315983
"Godsman Park","Neighborhood",FALSE,FALSE,FALSE,-105.01469334,39.69020377,219880.176732322
"Lakewood / Dry Gulch Park","Linear",TRUE,TRUE,TRUE,-105.04266115,39.73455647,2405505.24164257
"Unnamed 51st & Broadway","Neighborhood",FALSE,FALSE,FALSE,-104.98723225,39.78853307,55558.2567552451
"Ciancio Park","Neighborhood",FALSE,FALSE,FALSE,-105.00264438,39.77241127,173051.576015452
"Columbus Park","Neighborhood",FALSE,FALSE,FALSE,-105.00482321,39.76990836,99845.4376428264
"Rude Park","Neighborhood",FALSE,FALSE,TRUE,-105.02330674,39.73661357,454205.379489938
"Highland Gateway Park","Pocket",FALSE,FALSE,FALSE,-105.00620155,39.76185988,38560.1038001856
"McClain (Thomas Ernest) Park","Pocket",FALSE,FALSE,TRUE,-104.90380174,39.76121983,14170.9333642429
"Sloan's Lake Park","Regional",FALSE,FALSE,TRUE,-105.0461709,39.74825333,12365281.2710593
"Walker (Madame CJ) Park","Pocket",FALSE,FALSE,FALSE,-104.96458154,39.75935509,43155.6948975163
"Frontier West","Neighborhood",FALSE,FALSE,TRUE,-104.99786801,39.67376786,121407.557284998
"Bonnie Brae Park","Neighborhood",FALSE,FALSE,TRUE,-104.95467283,39.7002049,64188.8950237713
"Jefferson Square Park","Neighborhood",FALSE,FALSE,FALSE,-104.92047744,39.64530472,198333.899198799
"Huston Lake Park","Community",FALSE,FALSE,TRUE,-105.01657279,39.7014433,1423324.28299876
"Westerly Creek (Lowry)","Linear",TRUE,FALSE,TRUE,-104.88708143,39.73425075,101047.833132956
"Derby Lateral/Highline Canal","Linear",TRUE,FALSE,TRUE,-104.80153251,39.79323316,424030.598672889
"Montbello Civic Center Park","Neighborhood",FALSE,FALSE,TRUE,-104.83961779,39.78068111,289713.321873977
"Union & Dudley","Linear",FALSE,FALSE,FALSE,-105.09468896,39.63225768,29064.6867985449
"Sanchez (Paco) Park","Community",FALSE,FALSE,TRUE,-105.02911598,39.73603059,1301551.88296453
"Unnamed Iliff & Bellaire","Undeveloped",FALSE,FALSE,FALSE,-104.93710828,39.67572611,82024.0704129246
"Unnamed 29th & Fairfax","Undeveloped",FALSE,FALSE,FALSE,-104.92792076,39.7577131,15647.5882549855
"Platte Farm Open Space","Undeveloped",FALSE,FALSE,FALSE,-104.98394988,39.78592084,250758.654414845
"Pioneer Monument Park","Pocket",FALSE,FALSE,FALSE,-104.9876854,39.74036457,12949.5742321133
"Unnamed 34th & Arkins","Undeveloped",FALSE,FALSE,FALSE,-104.98090739,39.7704627,91655.2675580057
"Confluence Park","Community",FALSE,FALSE,TRUE,-105.00850837,39.75422159,127312.586283316
"Snyder Mountain Tracts","Mountain",TRUE,FALSE,FALSE,-105.43211684,39.66744385,10206143.7912142
"Hirshorn Park","Neighborhood",FALSE,FALSE,FALSE,-105.01055246,39.76031032,95481.5276535732
"Montbello Open Space","Open Space",TRUE,FALSE,TRUE,-104.84355855,39.7802668,244442.615595716
"Unnamed Hillcrest & Ithica","Pocket",FALSE,FALSE,FALSE,-104.91916785,39.65130626,6236.26907404394
"Mount Pence Tract","Mountain",TRUE,FALSE,FALSE,-105.41097543,39.68145858,24031165.3438953
"First Creek Village","Open Space",FALSE,FALSE,FALSE,-104.77591588,39.79614372,599548.592262153
"Highline Canal (GVR Golf)","Linear",TRUE,FALSE,TRUE,-104.74724837,39.78888941,461302.993790665
"Carla Madison Rec Center","Recreation Center",FALSE,FALSE,FALSE,-104.95838001,39.74096114,126946.446987275
"Uplands Park","Linear",TRUE,FALSE,TRUE,-104.88982658,39.78742517,443691.805906485
"Northfield Athletic Complex","Undeveloped",FALSE,FALSE,FALSE,-104.877778,39.79439688,2097076.85297893
