"","gender","distance","category","mincost","maxcost","sessiontimes","minage","maxage","sort","location","scholarships","specialneeds","beforeaftercare","gifted","keywords","lat","long","users"
"1","both","","music",NA,NA,"",NA,NA,"","","","","","","","19.0837","-102.3537",1
"2","both","20","music",NA,NA,"",NA,NA,"","","","","","","","19.0837","-102.3537",3
"3","both","","sports",NA,NA,"",NA,NA,"","","","","","","","19.0837","-102.3537",3
"4","both","20","sports",NA,NA,"",NA,NA,"","","","","","","","19.0837","-102.3537",3
"5","both","","stem",NA,NA,"",NA,NA,"","","","","","","","19.0837","-102.3537",1
"6","both","20","music",NA,NA,"",10,NA,"","","","","","","","19.0837","-102.3537",4
"7","both","20","sports",NA,NA,"",NA,NA,"","","","","","","Volleyball","19.0837","-102.3537",1
"8","","","",NA,NA,"",NA,NA,"","","","","","","","39.2639","-103.6922",1
"9","both","20","music",NA,NA,"",3,5,"","","","","","","","39.2639","-103.6922",1
"10","both","","arts",NA,NA,"",NA,NA,"","","","","","","","38.0525","-103.7202",1
"11","both","20","",NA,NA,"",NA,NA,"","80010","","","","","","38.2544","-104.6091",1
"12","both","20","",NA,NA,"",NA,NA,"","80817","","","","","","38.6822","-104.7008",1
"13","both","","nature",NA,NA,"",NA,NA,"","","","","","","","40.4233","-104.7091",1
"14","both","","sports",NA,NA,"",NA,NA,"","","","","","","","40.4233","-104.7091",2
"15","both","20","sports",NA,NA,"",NA,NA,"","","","","","","","40.4233","-104.7091",1
"16","both","20","",NA,NA,"",1,3,"","","","","","","","40.4233","-104.7091",1
"17","both","20","drama",NA,NA,"",3,5,"","","","","","","","40.4233","-104.7091",2
"18","both","20","nature",NA,NA,"",NA,NA,"Distance","","","","","","","40.4233","-104.7091",2
"19","both","20","sports",NA,NA,"",NA,NA,"Distance","","","","","","","40.4233","-104.7091",3
"20","both","20","",NA,NA,"",NA,NA,"","80202","","","","","","40.4233","-104.7091",1
"21","both","20","",NA,NA,"",NA,NA,"","80528","","","","","","40.4233","-104.7091",1
"22","both","25","",NA,NA,"",1,3,"","80634","","","","","","40.4233","-104.7091",1
"23","both","46","",NA,NA,"",1,3,"","80634","","","","","","40.4233","-104.7091",1
"24","both","50","",NA,NA,"",NA,NA,"","80631","scholarshipsAvailable","","","","","40.4233","-104.7091",1
"25","both","20","",NA,NA,"",NA,NA,"","","","","","","poudre","40.4233","-104.7091",3
"26","both","20","",NA,NA,"morning",11,13,"","80134","scholarshipsAvailable","","offersBeforeAfterCare","giftedStudent","","39.4553","-104.7344",1
"27","both","20","",NA,NA,"morning",11,13,"Distance","80134","scholarshipsAvailable","","offersBeforeAfterCare","giftedStudent","","39.4553","-104.7344",2
"28","","","",NA,NA,"",NA,NA,"","","","","","","","39.5186","-104.7614",4
"29","both","","academic",NA,NA,"",NA,NA,"","","","","","","","39.5186","-104.7614",1
"30","both","","arts",NA,NA,"",NA,NA,"","","","","","","","39.5186","-104.7614",1
"31","both","20","arts",NA,NA,"",NA,NA,"","","","","","","","39.5186","-104.7614",6
"32","both","","cooking",NA,NA,"",NA,NA,"","","","","","","","39.5186","-104.7614",1
"33","both","","nature",NA,NA,"",NA,NA,"","","","","","","","39.5186","-104.7614",1
"34","both","","sports",NA,NA,"",NA,NA,"","","","","","","","39.5186","-104.7614",2
"35","both","20","sports",NA,NA,"",NA,NA,"","","","","","","","39.5186","-104.7614",6
"36","both","20","",NA,NA,"",10,13,"","","","","","","","39.5186","-104.7614",1
"37","both","20","music",NA,NA,"",11,14,"","","","","","","","39.5186","-104.7614",2
"38","both","20","drama",NA,NA,"",14,18,"","","","","","","","39.5186","-104.7614",3
"39","both","20","dance",NA,NA,"",6,9,"","","","","","","","39.5186","-104.7614",1
"40","both","20","music",NA,NA,"",6,9,"","","","","","","","39.5186","-104.7614",4
"41","both","20","nature",0,0,"",10,13,"Date","","","","","","","39.5186","-104.7614",1
"42","both","20","",NA,NA,"",NA,NA,"","80010","","","","","","39.5186","-104.7614",4
"43","both","20","sports",NA,NA,"",NA,NA,"","80111","","","","","","39.5186","-104.7614",1
"44","both","20","academic",NA,NA,"",13,15,"","80111","","","","","","39.5186","-104.7614",1
"45","both","20","sports",NA,NA,"",13,15,"","80111","","","","","","39.5186","-104.7614",1
"46","both","20","sports",NA,NA,"",NA,NA,"Distance","80111","","","","","","39.5186","-104.7614",1
"47","both","20","sports",NA,NA,"",13,15,"Distance","80111","","","","","","39.5186","-104.7614",1
"48","both","10","",NA,NA,"",NA,NA,"","80134","","","","","","39.5186","-104.7614",1
"49","both","20","sports",NA,NA,"",NA,NA,"","80134","","","","","","39.5186","-104.7614",2
"50","both","20","",NA,NA,"",3,3,"","80134","","","","","","39.5186","-104.7614",1
"51","both","20","",NA,NA,"",3,5,"","80134","","","","","","39.5186","-104.7614",1
"52","both","20","sports",NA,NA,"",NA,NA,"Distance","80134","","","","","","39.5186","-104.7614",2
"53","both","10","academic",NA,100,"morning",7,12,"","80138","","","","","","39.5186","-104.7614",1
"54","both","20","academic",NA,100,"morning",7,12,"","80138","","","","","","39.5186","-104.7614",1
"55","both","20","academic",NA,100,"morning",7,12,"Distance","80138","","","","","","39.5186","-104.7614",1
"56","both","20","",NA,NA,"",NA,NA,"","80202","","","","","","39.5186","-104.7614",4
"57","both","20","",NA,NA,"",NA,NA,"Distance","80202","","","","","","39.5186","-104.7614",3
"58","both","10","",NA,NA,"",NA,NA,"","80210","","","","","","39.5186","-104.7614",1
"59","both","20","music",NA,NA,"",11,14,"","","","","","","Guitar","39.5186","-104.7614",1
"60","both","10","sports",NA,NA,"",6,9,"","80134","","","","","Soccer","39.5186","-104.7614",1
"61","both","20","",NA,NA,"overnight",NA,NA,"","","","","","","","40.0847","-104.8130",1
"62","","","",NA,NA,"",NA,NA,"","","","","","","","39.9853","-104.8205",3
"63","both","","academic",NA,NA,"",NA,NA,"","","","","","","","39.9853","-104.8205",3
"64","both","20","academic",NA,NA,"",NA,NA,"","","","","","","","39.9853","-104.8205",1
"65","both","","nature",NA,NA,"",NA,NA,"","","","","","","","39.9853","-104.8205",1
"66","both","20","",NA,NA,"",6,9,"","","","","","","","39.9853","-104.8205",1
"67","both","20","dance",NA,NA,"",6,9,"","","","","","","","39.9853","-104.8205",2
"68","both","20","drama",NA,NA,"",6,9,"","","","","","","","39.9853","-104.8205",1
"69","both","20","",NA,NA,"",6,9,"Date","","","","","","","39.9853","-104.8205",1
"70","both","20","academic",NA,NA,"",NA,NA,"Distance","","","","","","","39.9853","-104.8205",2
"71","both","20","",NA,NA,"",NA,NA,"","80202","","","","","","39.9853","-104.8205",1
"72","both","20","",NA,NA,"",NA,NA,"Cost","80202","","","","","","39.9853","-104.8205",2
"73","both","15","",NA,NA,"",6,9,"","80231","","","","","","39.9853","-104.8205",1
"74","both","15","",NA,NA,"",6,9,"Distance","80231","","","","","","39.9853","-104.8205",14
"75","both","20","academic",NA,NA,"",NA,NA,"","","scholarshipsAvailable","","","","","39.9853","-104.8205",2
"76","both","20","",NA,NA,"",NA,NA,"","","","","","","basketball","39.9853","-104.8205",1
"77","both","20","academic",NA,NA,"",NA,NA,"","80231","","","","","basketball","39.9853","-104.8205",1
"78","","","",NA,NA,"",NA,NA,"","","","","","","","38.8339","-104.8214",1
"79","both","20","",NA,NA,"",NA,NA,"","","","","","","","38.8339","-104.8214",2
"80","both","","academic",NA,NA,"",NA,NA,"","","","","","","","38.8339","-104.8214",5
"81","both","20","academic",NA,NA,"",NA,NA,"","","","","","","","38.8339","-104.8214",7
"82","both","5","academic",NA,NA,"",NA,NA,"","","","","","","","38.8339","-104.8214",1
"83","both","","stem",NA,NA,"",NA,NA,"","","","","","","","38.8339","-104.8214",1
"84","both","20","",0,5,"",NA,NA,"","","","","","","","38.8339","-104.8214",1
"85","both","20","academic",NA,NA,"",11,12,"","","","","","","","38.8339","-104.8214",1
"86","both","20","drama",NA,NA,"",10,13,"","","","","","","","38.8339","-104.8214",3
"87","both","20","sports",NA,NA,"",10,13,"","","","","","","","38.8339","-104.8214",1
"88","both","20","",NA,NA,"",16,18,"","","","","","","","38.8339","-104.8214",2
"89","both","20","nature",NA,NA,"",3,5,"","","","","","","","38.8339","-104.8214",2
"90","both","20","drama",NA,NA,"",6,9,"","","","","","","","38.8339","-104.8214",3
"91","both","20","music",NA,NA,"",6,9,"","","","","","","","38.8339","-104.8214",2
"92","both","20","stem",NA,NA,"",6,9,"","","","","","","","38.8339","-104.8214",13
"93","both","20","cooking",NA,NA,"",7,9,"","","","","","","","38.8339","-104.8214",2
"94","both","20","",NA,NA,"",16,18,"Cost","","","","","","","38.8339","-104.8214",1
"95","both","20","stem",NA,NA,"",6,9,"Cost","","","","","","","38.8339","-104.8214",2
"96","both","20","drama",NA,NA,"",10,13,"Distance","","","","","","","38.8339","-104.8214",1
"97","both","20","sports",NA,NA,"",10,13,"Distance","","","","","","","38.8339","-104.8214",1
"98","both","5","academic",NA,NA,"",11,12,"","80127","","","","","","38.8339","-104.8214",1
"99","both","20","",NA,NA,"",NA,NA,"","80202","","","","","","38.8339","-104.8214",1
"100","both","20","",NA,NA,"",NA,NA,"Distance","80202","","","","","","38.8339","-104.8214",1
"101","both","5","",NA,NA,"morning",NA,NA,"","80205","","","","","","38.8339","-104.8214",1
"102","both","5","academic",NA,NA,"morning",NA,NA,"","80205","","","","","","38.8339","-104.8214",1
"103","both","5","academic",NA,NA,"",8,12,"","80205","","","","","","38.8339","-104.8214",2
"104","both","20","academic",NA,NA,"",11,15,"","80205","","","","","","38.8339","-104.8214",1
"105","both","20","academic",NA,NA,"",6,7,"","80205","","","","","","38.8339","-104.8214",1
"106","both","20","academic",NA,NA,"",6,8,"","80205","","","","","","38.8339","-104.8214",1
"107","both","5","academic",NA,NA,"",8,12,"Distance","80205","","","","","","38.8339","-104.8214",1
"108","both","5","academic",NA,NA,"",11,15,"","80209","","","","","","38.8339","-104.8214",1
"109","both","10","academic",NA,NA,"",8,12,"","80219","","","","","","38.8339","-104.8214",2
"110","both","10","academic",NA,NA,"",8,12,"Distance","80219","","","","","","38.8339","-104.8214",5
"111","both","20","",NA,NA,"",NA,NA,"","80918","","","","","","38.8339","-104.8214",2
"112","both","5","",NA,NA,"",2,4,"","80918","","","","","","38.8339","-104.8214",1
"113","both","20","",NA,NA,"",NA,NA,"Distance","80918","","","","","","38.8339","-104.8214",2
"114","both","20","academic",NA,NA,"",4,6,"","80921","","","","","","38.8339","-104.8214",1
"115","both","20","academic",NA,NA,"",4,6,"Distance","80921","","","","","","38.8339","-104.8214",1
"116","both","20","",NA,NA,"",NA,NA,"","80923","","","","","","38.8339","-104.8214",1
"117","both","20","nature",NA,NA,"morning",NA,NA,"","80923","","","","","","38.8339","-104.8214",1
"118","both","20","drama",NA,NA,"",10,13,"","80923","","","","","","38.8339","-104.8214",1
"119","both","20","nature",NA,NA,"morning",NA,NA,"Distance","80923","","","","","","38.8339","-104.8214",1
"120","both","20","",NA,NA,"",12,18,"","80927","","","","","","38.8339","-104.8214",1
"121","both","5","drama",NA,NA,"",11,15,"","80209","scholarshipsAvailable","","offersBeforeAfterCare","","","38.8339","-104.8214",2
"122","both","20","",NA,NA,"",NA,NA,"","80922","","","","","Colorado+springs","38.8339","-104.8214",1
"123","both","20","",NA,NA,"",NA,NA,"Distance","80922","","","","","Colorado+springs","38.8339","-104.8214",1
"124","both","20","",NA,NA,"",NA,NA,"","","","","","","soccer","38.8339","-104.8214",3
"125","","","",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",73
"126","both","20","",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",7
"127","both","","academic",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",37
"128","both","20","academic",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",56
"129","both","","arts",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",35
"130","both","20","arts",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",19
"131","both","","cooking",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",19
"132","both","20","cooking",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",10
"133","both","","dance",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",26
"134","both","20","dance",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",10
"135","both","","drama",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",14
"136","both","20","drama",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",9
"137","both","","music",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",20
"138","both","20","music",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",8
"139","both","","nature",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",22
"140","both","20","nature",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",13
"141","both","","sports",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",35
"142","both","20","sports",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",34
"143","both","","stem",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",24
"144","both","20","stem",NA,NA,"",NA,NA,"","","","","","","","39.7294","-104.8319",15
"145","both","20","",0,0,"",NA,NA,"","","","","","","","39.7294","-104.8319",1
"146","both","20","",0,20,"",NA,NA,"","","","","","","","39.7294","-104.8319",2
"147","both","20","",0,30,"",NA,NA,"","","","","","","","39.7294","-104.8319",2
"148","both","20","",NA,NA,"day",NA,NA,"","","","","","","","39.7294","-104.8319",5
"149","both","20","",NA,300,"day",NA,NA,"","","","","","","","39.7294","-104.8319",1
"150","both","20","arts",NA,NA,"morning",NA,NA,"","","","","","","","39.7294","-104.8319",1
"151","both","20","",0,0,"overnight",NA,NA,"","","","","","","","39.7294","-104.8319",1
"152","both","20","dance",NA,NA,"",5,NA,"","","","","","","","39.7294","-104.8319",2
"153","both","20","",NA,300,"",6,11,"","","","","","","","39.7294","-104.8319",1
"154","both","20","",NA,300,"morning",6,11,"","","","","","","","39.7294","-104.8319",1
"155","both","20","",NA,NA,"",5,12,"","","","","","","","39.7294","-104.8319",1
"156","both","20","academic",NA,NA,"",10,13,"","","","","","","","39.7294","-104.8319",21
"157","both","20","arts",NA,NA,"",10,13,"","","","","","","","39.7294","-104.8319",3
"158","both","20","cooking",NA,NA,"",10,13,"","","","","","","","39.7294","-104.8319",1
"159","both","20","dance",NA,NA,"",10,13,"","","","","","","","39.7294","-104.8319",6
"160","both","20","drama",NA,NA,"",10,13,"","","","","","","","39.7294","-104.8319",5
"161","both","20","music",NA,NA,"",10,13,"","","","","","","","39.7294","-104.8319",13
"162","both","20","nature",NA,NA,"",10,13,"","","","","","","","39.7294","-104.8319",3
"163","both","20","sports",NA,NA,"",10,13,"","","","","","","","39.7294","-104.8319",3
"164","both","20","academic",NA,NA,"morning",10,13,"","","","","","","","39.7294","-104.8319",1
"165","both","20","nature",NA,NA,"",NA,14,"","","","","","","","39.7294","-104.8319",3
"166","both","20","cooking",NA,NA,"morning",13,16,"","","","","","","","39.7294","-104.8319",10
"167","both","20","",NA,NA,"",14,17,"","","","","","","","39.7294","-104.8319",1
"168","both","20","academic",NA,NA,"",14,18,"","","","","","","","39.7294","-104.8319",23
"169","both","20","dance",NA,NA,"",14,18,"","","","","","","","39.7294","-104.8319",1
"170","both","20","drama",NA,NA,"",14,18,"","","","","","","","39.7294","-104.8319",1
"171","both","20","nature",NA,NA,"",14,18,"","","","","","","","39.7294","-104.8319",1
"172","both","20","",NA,NA,"",15,18,"","","","","","","","39.7294","-104.8319",2
"173","both","20","dance",NA,NA,"",0,2,"","","","","","","","39.7294","-104.8319",2
"174","both","20","",0,100,"",3,4,"","","","","","","","39.7294","-104.8319",1
"175","both","20","dance",NA,NA,"",3,5,"","","","","","","","39.7294","-104.8319",2
"176","both","20","drama",NA,NA,"",3,5,"","","","","","","","39.7294","-104.8319",1
"177","both","20","music",NA,NA,"",3,5,"","","","","","","","39.7294","-104.8319",5
"178","both","20","nature",NA,NA,"",3,5,"","","","","","","","39.7294","-104.8319",6
"179","both","20","dance",NA,NA,"",4,6,"","","","","","","","39.7294","-104.8319",3
"180","both","20","",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",1
"181","both","20","academic",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",27
"182","both","20","arts",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",2
"183","both","20","cooking",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",4
"184","both","20","dance",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",2
"185","both","20","drama",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",12
"186","both","20","music",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",35
"187","both","20","nature",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",25
"188","both","20","sports",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",1
"189","both","20","stem",NA,NA,"",6,9,"","","","","","","","39.7294","-104.8319",14
"190","both","20","",NA,NA,"day",6,9,"","","","","","","","39.7294","-104.8319",1
"191","both","20","arts",NA,NA,"evening",6,9,"","","","","","","","39.7294","-104.8319",1
"192","both","20","arts",NA,NA,"",NA,NA,"Cost","","","","","","","39.7294","-104.8319",6
"193","both","20","cooking",NA,NA,"",NA,NA,"Cost","","","","","","","39.7294","-104.8319",8
"194","both","20","dance",NA,NA,"",NA,NA,"Cost","","","","","","","39.7294","-104.8319",1
"195","both","20","music",NA,NA,"",NA,NA,"Cost","","","","","","","39.7294","-104.8319",3
"196","both","20","nature",NA,NA,"",NA,NA,"Cost","","","","","","","39.7294","-104.8319",2
"197","both","20","sports",NA,NA,"",NA,NA,"Cost","","","","","","","39.7294","-104.8319",13
"198","both","20","",0,0,"",NA,NA,"Cost","","","","","","","39.7294","-104.8319",1
"199","both","20","",NA,300,"",6,11,"Cost","","","","","","","39.7294","-104.8319",1
"200","both","20","",0,100,"",3,4,"Cost","","","","","","","39.7294","-104.8319",7
"201","both","20","academic",NA,NA,"",6,9,"Cost","","","","","","","39.7294","-104.8319",2
"202","both","20","music",NA,NA,"",6,9,"Cost","","","","","","","39.7294","-104.8319",12
"203","both","20","nature",NA,NA,"",6,9,"Cost","","","","","","","39.7294","-104.8319",4
"204","both","20","sports",NA,NA,"",NA,NA,"Date","","","","","","","39.7294","-104.8319",11
"205","both","20","",NA,NA,"",6,9,"Date","","","","","","","39.7294","-104.8319",3
"206","both","20","",NA,NA,"day",6,9,"Date","","","","","","","39.7294","-104.8319",1
"207","both","20","arts",NA,NA,"",NA,NA,"Distance","","","","","","","39.7294","-104.8319",4
"208","both","20","dance",NA,NA,"",NA,NA,"Distance","","","","","","","39.7294","-104.8319",1
"209","both","20","music",NA,NA,"",NA,NA,"Distance","","","","","","","39.7294","-104.8319",2
"210","both","20","nature",NA,NA,"",NA,NA,"Distance","","","","","","","39.7294","-104.8319",1
"211","both","20","cooking",NA,NA,"",6,9,"Distance","","","","","","","39.7294","-104.8319",17
"212","both","10","sports",NA,NA,"",NA,NA,"","4461+s+argonne+ct+aurora","","","","","","39.7294","-104.8319",1
"213","both","10","dance",NA,NA,"morning",9,13,"","4461+s+argonne+ct+aurora","","","","","","39.7294","-104.8319",1
"214","both","10","sports",NA,NA,"",NA,NA,"Distance","4461+s+argonne+ct+aurora","","","","","","39.7294","-104.8319",3
"215","both","10","dance",NA,NA,"morning",9,13,"Distance","4461+s+argonne+ct+aurora","","","","","","39.7294","-104.8319",6
"216","both","20","",NA,NA,"",NA,NA,"","80010","","","","","","39.7294","-104.8319",44
"217","female","20","",NA,NA,"",NA,NA,"","80010","","","","","","39.7294","-104.8319",5
"218","female","20","academic",NA,NA,"",NA,NA,"","80010","","","","","","39.7294","-104.8319",2
"219","both","20","arts",NA,NA,"",NA,NA,"","80010","","","","","","39.7294","-104.8319",1
"220","both","20","cooking",NA,NA,"",NA,NA,"","80010","","","","","","39.7294","-104.8319",2
"221","female","20","cooking",NA,NA,"",NA,NA,"","80010","","","","","","39.7294","-104.8319",1
"222","both","20","sports",NA,NA,"",NA,NA,"","80010","","","","","","39.7294","-104.8319",1
"223","both","20","",0,0,"",NA,NA,"","80010","","","","","","39.7294","-104.8319",2
"224","both","20","",NA,300,"day",NA,NA,"","80010","","","","","","39.7294","-104.8319",2
"225","both","20","",NA,NA,"morning",NA,NA,"","80010","","","","","","39.7294","-104.8319",1
"226","both","20","",NA,NA,"",6,NA,"","80010","","","","","","39.7294","-104.8319",1
"227","both","20","sports",NA,NA,"",4,10,"","80010","","","","","","39.7294","-104.8319",2
"228","both","20","arts",NA,NA,"",5,10,"","80010","","","","","","39.7294","-104.8319",1
"229","both","20","",NA,300,"",6,11,"","80010","","","","","","39.7294","-104.8319",2
"230","both","20","",NA,300,"morning",6,11,"","80010","","","","","","39.7294","-104.8319",6
"231","both","20","academic",NA,NA,"",NA,15,"","80010","","","","","","39.7294","-104.8319",2
"232","both","20","",NA,NA,"",1,3,"","80010","","","","","","39.7294","-104.8319",1
"233","both","20","arts",NA,NA,"",3,5,"","80010","","","","","","39.7294","-104.8319",1
"234","both","20","",0,0,"",3,6,"","80010","","","","","","39.7294","-104.8319",1
"235","both","20","arts",0,80,"day",5,7,"","80010","","","","","","39.7294","-104.8319",1
"236","both","20","dance",0,80,"evening",5,7,"","80010","","","","","","39.7294","-104.8319",2
"237","both","20","",NA,NA,"",6,7,"","80010","","","","","","39.7294","-104.8319",1
"238","both","20","",0,120,"",6,7,"","80010","","","","","","39.7294","-104.8319",1
"239","both","20","",NA,NA,"",NA,NA,"Cost","80010","","","","","","39.7294","-104.8319",3
"240","both","20","",NA,NA,"",NA,NA,"Distance","80010","","","","","","39.7294","-104.8319",70
"241","female","20","",NA,NA,"",NA,NA,"Distance","80010","","","","","","39.7294","-104.8319",1
"242","both","20","arts",NA,NA,"",NA,NA,"Distance","80010","","","","","","39.7294","-104.8319",1
"243","both","20","sports",NA,NA,"",NA,NA,"Distance","80010","","","","","","39.7294","-104.8319",4
"244","both","20","",0,0,"",NA,NA,"Distance","80010","","","","","","39.7294","-104.8319",1
"245","both","20","",NA,300,"day",NA,NA,"Distance","80010","","","","","","39.7294","-104.8319",3
"246","both","20","",NA,NA,"morning",NA,NA,"Distance","80010","","","","","","39.7294","-104.8319",1
"247","both","20","sports",NA,NA,"",4,10,"Distance","80010","","","","","","39.7294","-104.8319",3
"248","both","20","arts",NA,NA,"",5,10,"Distance","80010","","","","","","39.7294","-104.8319",1
"249","both","20","",NA,300,"",6,11,"Distance","80010","","","","","","39.7294","-104.8319",34
"250","both","20","",NA,300,"morning",6,11,"Distance","80010","","","","","","39.7294","-104.8319",16
"251","both","20","academic",NA,NA,"",NA,15,"Distance","80010","","","","","","39.7294","-104.8319",4
"252","both","20","",NA,NA,"",1,3,"Distance","80010","","","","","","39.7294","-104.8319",33
"253","both","20","arts",NA,NA,"",3,5,"Distance","80010","","","","","","39.7294","-104.8319",6
"254","both","20","",0,0,"",3,6,"Distance","80010","","","","","","39.7294","-104.8319",7
"255","both","20","arts",0,80,"day",5,7,"Distance","80010","","","","","","39.7294","-104.8319",10
"256","both","20","",NA,NA,"",6,7,"Distance","80010","","","","","","39.7294","-104.8319",17
"257","both","20","",0,120,"",6,7,"Distance","80010","","","","","","39.7294","-104.8319",24
"258","both","20","",NA,NA,"day",6,9,"Distance","80010","","","","","","39.7294","-104.8319",2
"259","both","20","",NA,NA,"",NA,NA,"","80011","","","","","","39.7294","-104.8319",1
"260","both","20","academic",NA,NA,"",NA,NA,"","80011","","","","","","39.7294","-104.8319",1
"261","both","20","cooking",NA,NA,"",NA,NA,"","80011","","","","","","39.7294","-104.8319",1
"262","both","20","music",NA,NA,"",NA,NA,"","80011","","","","","","39.7294","-104.8319",1
"263","both","20","sports",NA,NA,"",NA,NA,"","80011","","","","","","39.7294","-104.8319",1
"264","both","20","stem",NA,NA,"",NA,NA,"","80011","","","","","","39.7294","-104.8319",1
"265","both","20","cooking",NA,NA,"afternoon",NA,NA,"","80011","","","","","","39.7294","-104.8319",1
"266","both","20","drama",NA,NA,"afternoon",NA,NA,"","80011","","","","","","39.7294","-104.8319",1
"267","both","20","",0,100,"",3,4,"","80011","","","","","","39.7294","-104.8319",3
"268","both","10","",NA,NA,"day",6,9,"","80011","","","","","","39.7294","-104.8319",1
"269","both","20","",NA,NA,"",NA,NA,"Distance","80011","","","","","","39.7294","-104.8319",1
"270","both","20","academic",NA,NA,"",NA,NA,"Distance","80011","","","","","","39.7294","-104.8319",2
"271","both","20","cooking",NA,NA,"",NA,NA,"Distance","80011","","","","","","39.7294","-104.8319",1
"272","both","20","music",NA,NA,"",NA,NA,"Distance","80011","","","","","","39.7294","-104.8319",3
"273","both","20","sports",NA,NA,"",NA,NA,"Distance","80011","","","","","","39.7294","-104.8319",1
"274","both","20","cooking",NA,NA,"afternoon",NA,NA,"Distance","80011","","","","","","39.7294","-104.8319",1
"275","both","20","",0,100,"",3,4,"Distance","80011","","","","","","39.7294","-104.8319",1
"276","both","10","",NA,NA,"day",6,9,"Distance","80011","","","","","","39.7294","-104.8319",2
"277","both","20","",NA,NA,"",NA,NA,"","80012","","","","","","39.7294","-104.8319",1
"278","both","5","",NA,NA,"",NA,NA,"","80012","","","","","","39.7294","-104.8319",2
"279","both","5","nature",NA,NA,"",NA,NA,"","80012","","","","","","39.7294","-104.8319",1
"280","both","50","",NA,NA,"",NA,NA,"","80013","","","","","","39.7294","-104.8319",1
"281","both","20","academic",NA,NA,"",NA,NA,"","80013","","","","","","39.7294","-104.8319",1
"282","both","20","dance",NA,NA,"",6,12,"","80013","","","","","","39.7294","-104.8319",1
"283","both","10","academic",NA,NA,"morning",6,12,"","80013","","","","","","39.7294","-104.8319",1
"284","both","10","cooking",0,50,"morning",7,13,"","80013","","","","","","39.7294","-104.8319",1
"285","both","10","academic",NA,NA,"",14,18,"","80013","","","","","","39.7294","-104.8319",2
"286","both","50","",NA,NA,"",15,18,"","80013","","","","","","39.7294","-104.8319",1
"287","both","10","nature",NA,NA,"",4,6,"","80013","","","","","","39.7294","-104.8319",2
"288","both","10","academic",NA,NA,"",5,9,"","80013","","","","","","39.7294","-104.8319",1
"289","both","5","academic",NA,NA,"",5,9,"","80013","","","","","","39.7294","-104.8319",2
"290","both","5","arts",NA,NA,"",5,9,"","80013","","","","","","39.7294","-104.8319",1
"291","both","50","",NA,NA,"",NA,NA,"Distance","80013","","","","","","39.7294","-104.8319",1
"292","both","20","academic",NA,NA,"",NA,NA,"Distance","80013","","","","","","39.7294","-104.8319",4
"293","both","20","dance",NA,NA,"",6,12,"Distance","80013","","","","","","39.7294","-104.8319",46
"294","both","10","academic",NA,NA,"morning",6,12,"Distance","80013","","","","","","39.7294","-104.8319",18
"295","both","50","",NA,NA,"",15,18,"Distance","80013","","","","","","39.7294","-104.8319",1
"296","both","10","academic",NA,NA,"",5,9,"Distance","80013","","","","","","39.7294","-104.8319",6
"297","both","5","academic",NA,NA,"",5,9,"Distance","80013","","","","","","39.7294","-104.8319",5
"298","both","5","arts",NA,NA,"",5,9,"Distance","80013","","","","","","39.7294","-104.8319",8
"299","both","20","dance",NA,NA,"",NA,NA,"","80014","","","","","","39.7294","-104.8319",4
"300","both","5","",0,150,"",NA,NA,"","80014","","","","","","39.7294","-104.8319",1
"301","both","20","dance",NA,NA,"",NA,NA,"Distance","80014","","","","","","39.7294","-104.8319",2
"302","both","10","",NA,NA,"",NA,NA,"","80015","","","","","","39.7294","-104.8319",2
"303","female","10","",NA,NA,"",NA,NA,"","80015","","","","","","39.7294","-104.8319",1
"304","both","20","",NA,NA,"",NA,NA,"","80015","","","","","","39.7294","-104.8319",3
