"","gender","distance","category","mincost","maxcost","sessiontimes","minage","maxage","sort","location","scholarships","specialneeds","beforeaftercare","gifted","keywords","lat","long","users"
"2550","both","10","",NA,NA,"day",5,8,"Distance","80302","","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2551","both","20","arts",NA,NA,"",NA,NA,"","","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2552","both","20","",NA,NA,"day",NA,NA,"","","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",3
"2553","both","20","academic",NA,NA,"day",NA,NA,"","","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",5
"2554","both","20","arts",NA,NA,"morning",7,12,"","","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",2
"2555","both","20","cooking",NA,NA,"morning",7,12,"","","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2556","both","20","",NA,NA,"morning",10,13,"","","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2557","both","20","cooking",NA,NA,"morning",7,12,"Date","","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2558","both","10","arts",NA,300,"morning",NA,NA,"Distance","200+Quebec+St","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",2
"2559","both","7","academic",NA,NA,"morning",6,10,"","80010","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2560","both","20","",0,100,"",5,18,"","80202","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",3
"2561","both","20","",0,NA,"overnight",5,18,"","80202","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2562","both","20","",0,100,"overnight",5,18,"","80202","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2563","both","20","",0,100,"",5,18,"Distance","80202","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",2
"2564","both","20","",0,NA,"overnight",5,18,"Distance","80202","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2565","both","20","",0,100,"overnight",5,18,"Distance","80202","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2566","both","20","academic",NA,NA,"morning",7,12,"","80205","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2567","both","20","academic",NA,NA,"morning",7,12,"Distance","80205","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2568","both","10","arts",0,100,"morning",3,11,"","80219","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2569","both","20","arts",0,100,"morning",3,11,"","80219","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2570","both","10","arts",0,200,"morning",3,11,"","80219","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2571","both","10","arts",0,100,"morning",3,11,"Distance","80219","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2572","both","10","arts",0,200,"morning",3,11,"Distance","80219","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2573","both","20","",NA,NA,"overnight",5,18,"","80223","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2574","both","20","",NA,NA,"overnight",5,18,"Distance","80223","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2575","both","20","",NA,NA,"morning",NA,NA,"","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2576","both","5","music",NA,NA,"morning",5,12,"","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2577","both","10","arts",NA,NA,"morning",7,12,"","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",4
"2578","both","10","cooking",NA,NA,"morning",7,12,"","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2579","both","10","music",NA,NA,"morning",7,12,"","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2580","both","5","music",NA,NA,"morning",7,12,"","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2581","both","5","music",NA,NA,"morning",5,12,"Distance","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",2
"2582","both","10","arts",NA,NA,"morning",7,12,"Distance","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",21
"2583","both","10","cooking",NA,NA,"morning",7,12,"Distance","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",3
"2584","both","10","music",NA,NA,"morning",7,12,"Distance","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",2
"2585","both","5","music",NA,NA,"morning",7,12,"Distance","80231","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",3
"2586","both","20","",0,NA,"day",NA,NA,"","80233","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",2
"2587","both","20","",0,20,"day",NA,NA,"","80233","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2588","both","20","academic",NA,NA,"morning",6,8,"","80233","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2589","both","20","",0,20,"day",NA,NA,"Distance","80233","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2590","both","20","academic",NA,NA,"morning",6,8,"Distance","80233","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",5
"2591","both","20","arts",NA,NA,"morning",NA,NA,"","80239","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2592","both","5","cooking",NA,NA,"morning",5,12,"","80247","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2593","both","5","cooking",NA,NA,"morning",5,12,"Distance","80247","scholarshipsAvailable","","offersBeforeAfterCare","","","39.7392","-104.9902",1
"2594","both","20","",NA,NA,"",NA,NA,"","","","","","giftedStudent","","39.7392","-104.9902",12
"2595","both","20","music",0,100,"",10,13,"","","","","","giftedStudent","","39.7392","-104.9902",1
"2596","both","20","sports",NA,NA,"",NA,4,"","","","","","giftedStudent","","39.7392","-104.9902",2
"2597","both","20","music",0,100,"",10,13,"Cost","","","","","giftedStudent","","39.7392","-104.9902",1
"2598","both","20","sports",10,20,"",5,11,"","80011","","","","giftedStudent","","39.7392","-104.9902",1
"2599","both","20","",NA,NA,"",4,8,"","80011","","","","giftedStudent","","39.7392","-104.9902",1
"2600","both","20","",NA,NA,"",4,8,"Distance","80011","","","","giftedStudent","","39.7392","-104.9902",1
"2601","both","5","academic",NA,NA,"morning",6,6,"","80012","","","","giftedStudent","","39.7392","-104.9902",1
"2602","both","10","",0,500,"",14,18,"","80013","","","","giftedStudent","","39.7392","-104.9902",1
"2603","both","20","",0,0,"",3,9,"","80202","","","","giftedStudent","","39.7392","-104.9902",1
"2604","both","20","",NA,NA,"day",NA,NA,"","80206","","","","giftedStudent","","39.7392","-104.9902",1
"2605","both","20","",NA,NA,"day",NA,NA,"Distance","80206","","","","giftedStudent","","39.7392","-104.9902",1
"2606","both","100","stem",NA,NA,"overnight",16,18,"","80211","","","","giftedStudent","","39.7392","-104.9902",1
"2607","both","20","arts",NA,NA,"",NA,NA,"","80212","","","","giftedStudent","","39.7392","-104.9902",1
"2608","both","20","academic",NA,NA,"morning",10,11,"","80216","","","","giftedStudent","","39.7392","-104.9902",2
"2609","both","20","academic",NA,NA,"morning",10,13,"","80216","","","","giftedStudent","","39.7392","-104.9902",1
"2610","both","20","academic",NA,NA,"morning",10,11,"Cost","80216","","","","giftedStudent","","39.7392","-104.9902",1
"2611","both","20","",NA,NA,"day",5,12,"","80220","","","","giftedStudent","","39.7392","-104.9902",1
"2612","both","20","",NA,NA,"morning",5,12,"","80220","","","","giftedStudent","","39.7392","-104.9902",1
"2613","both","20","",NA,NA,"day",5,12,"Distance","80220","","","","giftedStudent","","39.7392","-104.9902",1
"2614","both","20","",NA,NA,"morning",5,12,"Distance","80220","","","","giftedStudent","","39.7392","-104.9902",1
"2615","male","7","sports",1,185,"morning",12,13,"","80224","","","","giftedStudent","","39.7392","-104.9902",1
"2616","both","20","nature",NA,NA,"morning",5,7,"","80247","","","","giftedStudent","","39.7392","-104.9902",1
"2617","both","20","academic",0,100,"",7,11,"","80249","","","","giftedStudent","","39.7392","-104.9902",1
"2618","both","20","academic",0,100,"",7,11,"Distance","80249","","","","giftedStudent","","39.7392","-104.9902",1
"2619","both","20","stem",NA,NA,"",15,17,"","80439","","","","giftedStudent","","39.7392","-104.9902",1
"2620","female","6","academic",0,300,"morning",15,15,"","1956+s+tejon+st+denver+co+80223","scholarshipsAvailable","","","giftedStudent","","39.7392","-104.9902",1
"2621","both","20","academic",NA,NA,"",NA,NA,"","80202","scholarshipsAvailable","","","giftedStudent","","39.7392","-104.9902",1
"2622","both","20","academic",NA,NA,"",1,3,"","80202","scholarshipsAvailable","","","giftedStudent","","39.7392","-104.9902",1
"2623","both","20","academic",NA,NA,"",NA,NA,"Distance","80202","scholarshipsAvailable","","","giftedStudent","","39.7392","-104.9902",1
"2624","both","20","academic",NA,NA,"",1,3,"Distance","80202","scholarshipsAvailable","","","giftedStudent","","39.7392","-104.9902",1
"2625","both","20","academic",NA,NA,"",NA,NA,"","80223","scholarshipsAvailable","","","giftedStudent","","39.7392","-104.9902",1
"2626","both","20","stem",NA,NA,"morning",NA,NA,"","80223","scholarshipsAvailable","","","giftedStudent","","39.7392","-104.9902",1
"2627","both","10","",NA,NA,"morning",NA,NA,"","80231","scholarshipsAvailable","","offersBeforeAfterCare","",".","39.7392","-104.9902",1
"2628","both","10","",NA,NA,"morning",6,12,"","80231","scholarshipsAvailable","","offersBeforeAfterCare","",".","39.7392","-104.9902",1
"2629","both","10","",NA,NA,"morning",NA,NA,"Distance","80231","scholarshipsAvailable","","offersBeforeAfterCare","",".","39.7392","-104.9902",2
"2630","both","20","",NA,NA,"",NA,NA,"","","","","","","""MI+CASA""","39.7392","-104.9902",1
"2631","both","20","sports",NA,NA,"morning",8,10,"","80249","scholarshipsAvailable","","","","""Soccer""","39.7392","-104.9902",2
"2632","both","20","sports",NA,NA,"",NA,NA,"","","","","","","""volleyball""","39.7392","-104.9902",1
"2633","both","10","dance",25,50,"afternoon",7,8,"","80229","","","","","80229","39.7392","-104.9902",1
"2634","both","20","",NA,NA,"",NA,NA,"","","","","","","80239","39.7392","-104.9902",2
"2635","both","20","",NA,NA,"",NA,NA,"","80239","","","","","80239","39.7392","-104.9902",1
"2636","both","50","",NA,NA,"",NA,NA,"","80239","","","","","80239","39.7392","-104.9902",1
"2637","both","20","",NA,NA,"",NA,NA,"Distance","80239","","","","","80239","39.7392","-104.9902",1
"2638","both","50","",NA,NA,"",NA,NA,"Distance","80239","","","","","80239","39.7392","-104.9902",1
"2639","both","20","",NA,NA,"",NA,NA,"","","","","","","abracadabra","39.7392","-104.9902",3
"2640","both","20","",NA,NA,"",NA,NA,"","","","","","","abradabra","39.7392","-104.9902",2
"2641","both","20","",NA,NA,"morning",NA,NA,"","80215","scholarshipsAvailable","","","","academic","39.7392","-104.9902",1
"2642","female","6","academic",0,300,"morning",15,15,"","1956+s+tejon+st+denver+co+80223","scholarshipsAvailable","","","giftedStudent","academic","39.7392","-104.9902",1
"2643","both","20","",NA,NA,"",NA,NA,"","","","","","","action","39.7392","-104.9902",1
"2644","both","20","",NA,NA,"",NA,NA,"","","","","","","After+Beat+Drum+School","39.7392","-104.9902",2
"2645","both","20","",NA,NA,"",NA,NA,"","","","","","","air+force","39.7392","-104.9902",1
"2646","both","20","",NA,NA,"",NA,NA,"","","","","","","aquarium","39.7392","-104.9902",3
"2647","both","20","",NA,NA,"",NA,NA,"","","","","","","art","39.7392","-104.9902",7
"2648","both","20","arts",5,NA,"morning",3,8,"","80301","","","","","Art","39.7392","-104.9902",2
"2649","both","20","arts",5,NA,"morning",3,8,"Distance","80301","","","","","Art","39.7392","-104.9902",1
"2650","both","20","",NA,NA,"",NA,NA,"","","","","","","art+garage","39.7392","-104.9902",3
"2651","both","20","",NA,NA,"",NA,NA,"","","","","","","art+petting+zoo","39.7392","-104.9902",1
"2652","both","20","",NA,NA,"",NA,NA,"","","","","","","art+petting+zoo+woodbury","39.7392","-104.9902",1
"2653","both","20","",NA,NA,"",NA,NA,"","","","","","","art+student","39.7392","-104.9902",2
"2654","both","20","",NA,NA,"",NA,NA,"","","","","","","Arvada","39.7392","-104.9902",2
"2655","both","20","",NA,NA,"",NA,NA,"","","","","","","Arvada+Center+for+the+Arts+and+Humanities","39.7392","-104.9902",2
"2656","both","20","",NA,NA,"",NA,NA,"","","","","","","Ascendigo","39.7392","-104.9902",2
"2657","both","20","",NA,NA,"",NA,NA,"","80207","","","","","athmar+branch","39.7392","-104.9902",1
"2658","both","20","",NA,NA,"",NA,NA,"Distance","80207","","","","","athmar+branch","39.7392","-104.9902",1
"2659","both","10","",NA,NA,"",NA,NA,"","80010","","","","","aurora","39.7392","-104.9902",1
"2660","both","20","",NA,NA,"",NA,NA,"","","","","","","aurora+community+connections","39.7392","-104.9902",1
"2661","both","20","",NA,NA,"",NA,NA,"","","","","","","aurora+cultural+arts","39.7392","-104.9902",1
"2662","both","20","",NA,NA,"",NA,NA,"","","","","","","auset","39.7392","-104.9902",1
"2663","both","20","",NA,NA,"",NA,NA,"","","","","","","autisim","39.7392","-104.9902",2
"2664","both","20","",NA,NA,"",NA,NA,"","","","","","","awesome+art+adventure","39.7392","-104.9902",1
"2665","both","20","",NA,NA,"",NA,NA,"","","","","","","awesome+art+adventures","39.7392","-104.9902",1
"2666","both","20","",NA,NA,"",NA,NA,"","","","","","","backflip","39.7392","-104.9902",1
"2667","both","20","",NA,NA,"",NA,NA,"","","","","","","baking","39.7392","-104.9902",1
"2668","both","20","music",NA,NA,"",NA,NA,"","","","","","","band","39.7392","-104.9902",1
"2669","both","20","",NA,NA,"",NA,NA,"","","","","","","barnum","39.7392","-104.9902",2
"2670","both","20","",NA,NA,"",NA,NA,"","80207","","","","","barnum","39.7392","-104.9902",1
"2671","both","20","",NA,NA,"",NA,NA,"Distance","80207","","","","","barnum","39.7392","-104.9902",1
"2672","both","20","",NA,NA,"",NA,NA,"","","","","","","basketball","39.7392","-104.9902",3
"2673","both","20","cooking",NA,NA,"",NA,NA,"","","","","","","basketball","39.7392","-104.9902",1
"2674","both","20","sports",NA,NA,"",NA,NA,"","","","","","","basketball","39.7392","-104.9902",3
"2675","female","20","sports",NA,NA,"",NA,NA,"","","","","","","basketball","39.7392","-104.9902",1
"2676","both","20","sports",NA,NA,"",NA,NA,"Date","","","","","","basketball","39.7392","-104.9902",2
"2677","male","20","sports",NA,NA,"day",10,13,"","","","","","","Basketball","39.7392","-104.9902",1
"2678","both","10","sports",NA,NA,"",6,9,"","80222","","","","","Basketball","39.7392","-104.9902",1
"2679","both","20","",NA,NA,"",NA,NA,"","","","","","","bastball","39.7392","-104.9902",1
"2680","both","7","",NA,NA,"",9,11,"","80205","","","","","battle+camp","39.7392","-104.9902",2
"2681","both","20","",NA,NA,"",NA,NA,"","","","","","","bear+valley","39.7392","-104.9902",4
"2682","both","20","",NA,NA,"",NA,NA,"","80207","","","","","bear+valley","39.7392","-104.9902",1
"2683","both","20","",NA,NA,"",NA,NA,"Distance","80207","","","","","bear+valley","39.7392","-104.9902",1
"2684","both","20","",NA,NA,"",NA,NA,"","","","","","","bear+valley+branch","39.7392","-104.9902",2
"2685","both","20","",NA,NA,"",NA,NA,"","","","","","","Bear+Valley+Library","39.7392","-104.9902",2
"2686","both","20","cooking",NA,NA,"",NA,NA,"","","","","","","beef","39.7392","-104.9902",1
"2687","both","20","cooking",NA,NA,"",NA,NA,"","","","","","","beef+noodle+soup","39.7392","-104.9902",1
"2688","both","10","",NA,NA,"day",9,9,"","80207","","","","","before+care","39.7392","-104.9902",1
"2689","both","20","",NA,NA,"",NA,NA,"","","","","","","Big+As+Life+Music","39.7392","-104.9902",2
"2690","both","20","sports",NA,NA,"",13,13,"","80123","","","","","bike","39.7392","-104.9902",1
"2691","both","3","",NA,NA,"",8,11,"","80207","","","","","bike","39.7392","-104.9902",1
"2692","both","5","",NA,NA,"",8,11,"","80207","","","","","bike","39.7392","-104.9902",1
"2693","both","20","",NA,NA,"",NA,NA,"","","","","","","biology","39.7392","-104.9902",1
"2694","both","20","",NA,NA,"",NA,NA,"","","","","","","Bits","39.7392","-104.9902",1
"2695","both","20","",NA,NA,"",NA,NA,"","","","","","","blair-caldwell","39.7392","-104.9902",3
"2696","both","20","",NA,NA,"",NA,NA,"","","","","","","bounce","39.7392","-104.9902",3
"2697","both","20","",NA,NA,"",NA,NA,"","","","","","","bounce+camp","39.7392","-104.9902",1
"2698","both","5","arts",0,500,"",10,12,"","80219","","","","","boxing","39.7392","-104.9902",1
"2699","both","20","",NA,NA,"",NA,NA,"","","","","","","boys","39.7392","-104.9902",2
"2700","both","20","",NA,NA,"",NA,NA,"","","","","","","brazillian","39.7392","-104.9902",1
"2701","both","20","",NA,NA,"",NA,NA,"","","","","","","broadway+branch","39.7392","-104.9902",2
"2702","both","20","",NA,NA,"",NA,NA,"","","","","","","bubble+wrap+dance+party","39.7392","-104.9902",1
"2703","both","20","",NA,NA,"",NA,NA,"","","","","","","byers","39.7392","-104.9902",4
"2704","both","20","",NA,NA,"",NA,NA,"","","","","","","camera","39.7392","-104.9902",1
"2705","both","20","",NA,NA,"",NA,NA,"","","","","","","camp","39.7392","-104.9902",7
"2706","both","20","",NA,NA,"",13,18,"","","","","","","camp","39.7392","-104.9902",5
"2707","both","20","",NA,NA,"",NA,NA,"","","","","","","camp+dcl","39.7392","-104.9902",2
"2708","both","20","",NA,NA,"",NA,NA,"","","","","","","camp+invention","39.7392","-104.9902",3
"2709","both","20","",NA,NA,"",NA,NA,"","","","","","","canvas+painting","39.7392","-104.9902",3
"2710","both","20","",NA,NA,"",NA,NA,"","","","","","","canvas+panting","39.7392","-104.9902",1
"2711","both","20","",NA,NA,"",NA,NA,"","","","","","","central+library","39.7392","-104.9902",3
"2712","both","20","",NA,NA,"",NA,NA,"","80207","","","","","central+library","39.7392","-104.9902",1
"2713","both","20","",NA,NA,"",NA,NA,"Distance","80207","","","","","central+library","39.7392","-104.9902",1
"2714","both","20","",NA,NA,"",NA,NA,"","","","","","","ceramics","39.7392","-104.9902",1
"2715","both","20","",NA,NA,"",NA,NA,"","","","","","","Chautauqua","39.7392","-104.9902",3
"2716","both","20","",NA,NA,"",NA,NA,"","","","","","","cheley","39.7392","-104.9902",1
"2717","both","20","",NA,NA,"",NA,NA,"","","","","","","cheltenham","39.7392","-104.9902",1
"2718","both","20","",NA,NA,"",NA,NA,"","","","","","","chemistry","39.7392","-104.9902",1
"2719","both","20","",NA,NA,"",NA,NA,"","","","","","","chess","39.7392","-104.9902",5
"2720","both","20","",NA,NA,"",NA,NA,"","","","","","","children'+museum","39.7392","-104.9902",2
"2721","both","20","",NA,NA,"",NA,NA,"","","","","","","children's+library","39.7392","-104.9902",2
"2722","both","20","",NA,NA,"",NA,NA,"","80207","","","","","children's+library","39.7392","-104.9902",1
"2723","both","20","",NA,NA,"",NA,NA,"Distance","80207","","","","","children's+library","39.7392","-104.9902",1
"2724","both","20","",NA,NA,"",NA,NA,"","","","","","","children+museum","39.7392","-104.9902",3
"2725","both","20","",NA,NA,"",NA,NA,"","","","","","","city+of+aurora","39.7392","-104.9902",1
"2726","both","20","nature",NA,NA,"",4,6,"","","","","","","City+of+Aurora","39.7392","-104.9902",6
"2727","both","20","nature",NA,NA,"",4,6,"Date","","","","","","City+of+Aurora","39.7392","-104.9902",2
"2728","both","20","dance",NA,NA,"",NA,NA,"","","","","","","cleo","39.7392","-104.9902",1
"2729","both","20","",NA,NA,"",NA,NA,"","","","","","","cleo+parker","39.7392","-104.9902",2
"2730","both","20","",NA,NA,"",NA,NA,"","","","","","","code","39.7392","-104.9902",2
"2731","both","20","",NA,NA,"",NA,NA,"","","","","","","coding","39.7392","-104.9902",3
"2732","both","20","",NA,NA,"",NA,NA,"","","","","","","coding+with+kids","39.7392","-104.9902",2
"2733","both","20","",NA,NA,"",NA,NA,"","","","","","","colfax","39.7392","-104.9902",1
"2734","both","20","",NA,NA,"",NA,NA,"","","","","","","colorado+academy","39.7392","-104.9902",2
"2735","both","30","",NA,NA,"",7,9,"","1787+S+Logan+St.++Denver","","","","","colorado+academy","39.7392","-104.9902",4
"2736","both","30","",NA,NA,"",7,9,"Distance","1787+S+Logan+St.++Denver","","","","","colorado+academy","39.7392","-104.9902",2
"2737","both","20","",NA,NA,"",NA,NA,"","","","","","","colored+cloud+dough","39.7392","-104.9902",1
"2738","both","20","",NA,NA,"",NA,NA,"","","","","","","community+connections","39.7392","-104.9902",1
"2739","both","20","",NA,NA,"",NA,NA,"","","","","","","compass","39.7392","-104.9902",2
"2740","both","20","",NA,NA,"",NA,NA,"","","","","","","compass+montessori","39.7392","-104.9902",1
"2741","both","20","",NA,NA,"",NA,NA,"","","","","","","computer","39.7392","-104.9902",1
"2742","both","10","",NA,NA,"",NA,NA,"","80207","","","","","cooking","39.7392","-104.9902",1
"2743","both","10","",NA,NA,"",10,11,"","80207","","","","","cooking","39.7392","-104.9902",2
"2744","both","10","cooking",10,10,"",10,11,"","80207","","","","","cooking","39.7392","-104.9902",2
"2745","both","10","cooking",12,30,"morning",10,11,"","80207","","","","","cooking","39.7392","-104.9902",1
"2746","both","7","",NA,NA,"",9,11,"","80207","","","","","cooking","39.7392","-104.9902",3
"2747","both","5","",NA,NA,"",8,12,"","80207","","","","","cooking","39.7392","-104.9902",2
"2748","both","10","cooking",10,10,"",10,11,"Cost","80207","","","","","cooking","39.7392","-104.9902",1
"2749","both","10","cooking",12,30,"morning",10,11,"Date","80207","","","","","cooking","39.7392","-104.9902",1
"2750","both","10","",NA,NA,"",10,11,"Distance","80207","","","","","cooking","39.7392","-104.9902",6
"2751","both","5","",NA,NA,"",8,12,"Distance","80207","","","","","cooking","39.7392","-104.9902",1
"2752","both","20","",NA,NA,"",NA,NA,"","","","","","","cooking+matters","39.7392","-104.9902",1
"2753","both","20","",NA,NA,"",NA,NA,"","","","","","","cooks+and+books","39.7392","-104.9902",2
"2754","both","20","",NA,NA,"",NA,NA,"","","","","","","corky","39.7392","-104.9902",2
"2755","both","20","",NA,NA,"",NA,NA,"","","","","","","cosmic","39.7392","-104.9902",3
"2756","both","20","",NA,NA,"",NA,NA,"","","","","","","cosmic+circle","39.7392","-104.9902",2
"2757","both","20","",NA,NA,"",NA,NA,"","","","","","","cosmic+circle+puppets","39.7392","-104.9902",1
"2758","both","20","",NA,NA,"",NA,NA,"","","","","","","cowell","39.7392","-104.9902",1
"2759","both","5","arts",0,500,"",10,12,"","80219","","","","","craft","39.7392","-104.9902",2
"2760","both","5","arts",0,500,"",10,12,"Distance","80219","","","","","craft","39.7392","-104.9902",1
"2761","both","20","",NA,NA,"",NA,NA,"","","","","","","craftsman","39.7392","-104.9902",2
"2762","both","20","",NA,NA,"",NA,NA,"","","","","","","craftsman+and+apprentice","39.7392","-104.9902",1
"2763","both","20","",NA,NA,"",NA,NA,"","","","","","","craftsmen","39.7392","-104.9902",3
"2764","both","20","",NA,NA,"",NA,NA,"","","","","","","criminal+justice","39.7392","-104.9902",1
"2765","both","20","",NA,NA,"",NA,NA,"","","","","","","daddy+daughter","39.7392","-104.9902",3
"2766","both","20","",NA,NA,"",NA,NA,"","","","","","","dailey+park","39.7392","-104.9902",1
"2767","both","20","dance",NA,NA,"",NA,NA,"","","","","","","dance","39.7392","-104.9902",1
"2768","both","100","dance",NA,NA,"morning",11,18,"","80220","","","","","dance","39.7392","-104.9902",1
"2769","both","100","dance",NA,NA,"morning",11,18,"Distance","80220","","","","","dance","39.7392","-104.9902",2
"2770","both","20","",NA,NA,"",NA,NA,"","","","","","","Dance","39.7392","-104.9902",1
"2771","both","4","",NA,NA,"morning",3,5,"","","","","offersBeforeAfterCare","","Dance","39.7392","-104.9902",1
"2772","both","5","arts",0,500,"",10,12,"","80219","","","","","dance+floklorico","39.7392","-104.9902",1
"2773","both","20","",NA,NA,"",NA,NA,"","","","","","","daycare","39.7392","-104.9902",1
"2774","both","20","",NA,NA,"",NA,NA,"","","","","","","decker","39.7392","-104.9902",2
"2775","both","20","",NA,NA,"",NA,NA,"","","","","","","denver+botanic+gardens","39.7392","-104.9902",3
"2776","both","20","",NA,NA,"",NA,NA,"","","","","","","denver+center+of+the+performing+arts","39.7392","-104.9902",2
"2777","both","20","",NA,NA,"",NA,NA,"","","","","","","denver+museum+of+nature+and+science","39.7392","-104.9902",1
"2778","both","20","",NA,NA,"",NA,NA,"","","","","","","denver+public+library","39.7392","-104.9902",15
"2779","both","20","nature",NA,NA,"",NA,NA,"","","","","","","denver+public+library","39.7392","-104.9902",3
"2780","both","20","sports",NA,NA,"",NA,NA,"","","","","","","denver+public+library","39.7392","-104.9902",2
"2781","both","20","stem",NA,NA,"",NA,NA,"","","","","","","denver+public+library","39.7392","-104.9902",2
"2782","both","20","",NA,NA,"",NA,NA,"Distance","","","","","","denver+public+library","39.7392","-104.9902",7
"2783","both","20","",NA,NA,"",NA,NA,"","80204","","","","","denver+public+library","39.7392","-104.9902",1
"2784","both","20","",NA,NA,"",NA,NA,"Distance","80204","","","","","denver+public+library","39.7392","-104.9902",1
"2785","both","20","",NA,NA,"",NA,NA,"","80207","","","","","denver+public+library","39.7392","-104.9902",2
"2786","both","20","",NA,NA,"",NA,NA,"Distance","80207","","","","","denver+public+library","39.7392","-104.9902",3
"2787","both","","",NA,NA,"",NA,NA,"","80211","","","","","denver+public+library","39.7392","-104.9902",1
"2788","both","20","",NA,NA,"",NA,NA,"Distance","80211","","","","","denver+public+library","39.7392","-104.9902",5
"2789","both","1","",NA,NA,"",NA,NA,"","","","","","","Denver+Public+Library","39.7392","-104.9902",1
"2790","both","20","",NA,NA,"",NA,NA,"","","","","","","Denver+Public+Library","39.7392","-104.9902",2
"2791","both","1","",NA,NA,"morning",NA,NA,"","","","","","","Denver+Public+Library","39.7392","-104.9902",2
"2792","both","1","",NA,NA,"",NA,NA,"","80204","","","","","Denver+Public+Library","39.7392","-104.9902",2
"2793","both","5","",NA,NA,"",NA,NA,"","80204","","","","","Denver+Public+Library","39.7392","-104.9902",2
"2794","both","20","",NA,NA,"",NA,NA,"","","","","","","denver+public+library+park+hill","39.7392","-104.9902",2
"2795","both","20","",NA,NA,"",NA,NA,"","","","","","","denver+public+library+virginia+village","39.7392","-104.9902",2
"2796","both","20","",NA,NA,"",NA,NA,"","","","","","","denver+tour+club","39.7392","-104.9902",1
"2797","both","1","",NA,NA,"",NA,NA,"","","","","","","Denver+Zoo","39.7392","-104.9902",1
"2798","both","1","",NA,NA,"",NA,NA,"","80207","","","","","Denver+Zoo","39.7392","-104.9902",1
"2799","both","1","",NA,NA,"",NA,NA,"","80249","","","","","Denver+Zoo","39.7392","-104.9902",1
"2800","both","20","",NA,NA,"",NA,NA,"","","","","","","discovery+link","39.7392","-104.9902",1
"2801","both","20","academic",NA,NA,"",3,5,"","","","","","","Discovery+link+just+dive+in","39.7392","-104.9902",1
"2802","both","20","",NA,NA,"",NA,NA,"","","","","","","drama","39.7392","-104.9902",3
"2803","both","20","arts",NA,NA,"",NA,NA,"","","","","","","drawing","39.7392","-104.9902",1
"2804","both","20","",NA,NA,"",NA,NA,"","","","","","","dream","39.7392","-104.9902",1
