"","session_name","session_date_start","session_date_end","session_cost","lat","long","nbhd_id","nbhd_name","camp_name","session_short_description","has_special_needs_offerings","has_scholarships","has_academic","has_arts","has_cooking","has_dance","has_drama","has_music","has_nature","has_sports","has_stem","bgroup_id2","session_address_1","session_zip","session_city","session_id","cost_per_day"
"2266","Summer Fun Camp","2018-06-05","2018-06-07",62,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80013,"Aurora",30136,20.6666666666667
"2267","Summer Fun Camp","2018-06-12","2018-06-14",62,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80013,"Aurora",30137,20.6666666666667
"2268","Summer Fun Camp","2018-06-19","2018-06-21",62,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80013,"Aurora",30138,20.6666666666667
"2269","Summer Fun Camp","2018-06-26","2018-06-28",62,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80013,"Aurora",30139,20.6666666666667
"2270","Court Enforcer Drills Camp","2018-06-05","2018-06-08",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37691,31.25
"2271","Court Enforcer Drills Camp","2018-06-12","2018-06-15",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37692,31.25
"2272","Court Enforcer Drills Camp","2018-06-19","2018-06-22",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37693,31.25
"2273","Summer Fun Camp","2018-07-24","2018-07-26",62,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80013,"Aurora",30143,20.6666666666667
"2274","Summer Fun Camp","2018-07-31","2018-08-02",62,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80013,"Aurora",30144,20.6666666666667
"2275","All Styles Dance Camp","2018-06-25","2018-06-29",120,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Work on different styles of dance each day.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37660,24
"2276","Summer Fun Camp","2018-07-16","2018-07-20",93,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80013,"Aurora",30133,18.6
"2277","Fairytale Princess Camp ","2018-07-16","2018-07-20",120,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Discover your inner princess through dance, crafts & stories.",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37662,24
"2278","Fairytale Princess Camp ","2018-06-18","2018-06-22",120,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Discover your inner princess through dance, crafts & stories.",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37663,24
"2279","Poms & Cheer Camp","2018-06-18","2018-06-22",120,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Intro to arm movements, jumps, turns, leaps & dances for cheerleading & poms.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37664,24
"2280","Stomp It Out Camp ","2018-07-09","2018-07-13",120,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","This dance camp will focus on beginning levels of tap & creation of rhythms with regular household items in the tradition of Stomp. ",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37665,24
"2281","Super Heroes & Villains Camp","2018-06-25","2018-06-29",120,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation"," Join us for this fantastic jazz/hip hop camp celebrating all of our favorite comic book characters.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37666,24
"2282","Welcome to the Jungle ","2018-07-09","2018-07-13",120,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","This ballet & jazz based camp combines the fun of dance with the wild animals & excitement of the jungle.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37667,24
"2283","Junior Acer Drills Camp","2018-07-24","2018-07-27",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37718,31.25
"2284","Court Enforcer Drills Camp","2018-07-17","2018-07-20",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37696,31.25
"2285","Be A Broadway Baby Camp","2018-07-16","2018-07-20",120,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Learn dance technique, acting & singing skills, & choreography from Broadway musicals past & present.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37661,24
"2286","Court Enforcer Drills Camp","2018-06-26","2018-06-29",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37694,31.25
"2287","Court Enforcer Drills Camp","2018-07-10","2018-07-13",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37695,31.25
"2288","Junior Acer Drills Camp","2018-06-19","2018-06-22",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37714,31.25
"2289","Junior Acer Drills Camp","2018-06-26","2018-06-29",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37715,31.25
"2290","Junior Acer Drills Camp","2018-06-05","2018-06-08",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37712,31.25
"2291","Junior Acer Drills Camp","2018-06-12","2018-06-15",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37713,31.25
"2292","Junior Acer Drills Camp","2018-07-10","2018-07-13",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37716,31.25
"2293","Junior Acer Drills Camp","2018-07-17","2018-07-20",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37717,31.25
"2294","Court Enforcer Drills Camp","2018-07-24","2018-07-27",125,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Get your kids playing tennis with this developmental camp.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"3054 S Laredo St",80013,"Aurora",37697,31.25
"2295","Summer Fun Camp","2018-06-11","2018-06-15",93,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80011,"Aurora",30128,18.6
"2296","Summer Fun Camp","2018-06-18","2018-06-22",93,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80011,"Aurora",30129,18.6
"2297","Summer Fun Camp","2018-06-04","2018-06-08",93,39.6608005,-104.7984518,NA,NA,"City of Aurora - Recreation","Campers will engage in activities designed to unleash their creative imagination. ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,"3054 S Laredo St",80011,"Aurora",30127,18.6
"2298","Outdoor Cooking! - Boulder","2018-06-04","2018-06-08",219,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","This half day camp teaches kids ages 3 1/2 and up how to cook in the great outdoors! Combine with Biking for Tykes for a full-day.",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"700 20th Street",80302,"Boulder",30984,43.8
"2299","Work Hard! Play Hard! - Aurora","2018-06-04","2018-06-08",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","How many sports can we fit into a week? Let۪s find out with Sports of all Sorts_and wear ourselves out silly!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33503,39
"2300","H2 Oh Yeah! - Aurora","2018-06-11","2018-06-15",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","Swim, splash, slide and soak it all in_ grab a friend and dive right in!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33504,39
"2301","Y- Camp Throwdown - Aurora","2018-06-18","2018-06-22",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","Discover all you can achieve during this week of friendly competition. Give your all and challenge yourself by learning new leadership skills and getting your body moving!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33505,39
"2302","Rock the Decades - Aurora","2018-05-29","2018-06-01",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","Those clothes! That hair! Bring history to life and get your groovy dance moves on!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33502,48.75
"2303","Holidaze - Aurora","2018-07-02","2018-07-06",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","Halloween and Christmas in July? With no tricks  just treats  campers will get to celebrate some of their favorite holidays all in one week.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33507,39
"2304","You're BACON Me Crazy - Aurora","2018-07-09","2018-07-13",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","I scream, you scream, we all scream for ice cream! Bring your appetite during Food Week for this lip-smacking good time!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33508,39
"2305","Mighty Jungle - Aurora","2018-07-16","2018-07-20",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","Lions, tigers, and bears, oh my! Discover creatures that slither, crawl, swing, climb, and run during this adventurous week of exploring",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33509,39
"2306","Mad Science - Aurora","2018-06-25","2018-06-29",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","You can create anything you put your mind to. Explore the world of amazing experiments and cool activities. Work, squirm, and slime your way through a week of discovery and mess making.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33506,39
"2307","Summer Rewind - Aurora","2018-07-30","2018-08-03",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","So long summer! In our final goodbye, campers will have one more week of fun and adventure with trips and games galore.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33511,39
"2308","Under the Sea - Aurora","2018-07-23","2018-07-27",195,39.6628714,-104.7999911,NA,NA,"YMCA of Metropolitan Denver","Bring your submarine and your sunscreen! It۪s time to dive down at pools, water parks, and more.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"3050 S Laredo St",80013,"Aurora",33510,39
"2309","Work Hard! Play Hard! - Glendale","2018-06-04","2018-06-08",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","How many sports can we fit into a week? Let۪s find out with Sports of all Sorts_and wear ourselves out silly!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33730,39
"2310","You're BACON Me Crazy - Glendale","2018-06-11","2018-06-15",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","I scream, you scream, we all scream for ice cream! Bring your appetite during Food Week for this lip-smacking good time!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33731,39
"2311","Y-Camp Throwdown - Glendale","2018-06-18","2018-06-22",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","Discover all you can achieve during this week of friendly competition. Give your all and challenge yourself by learning new leadership skills and getting your body moving!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33732,39
"2312","Rock the Decades - Glendale","2018-06-25","2018-06-29",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","Those clothes! That hair! Bring history to life and get your groovy dance moves on!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33733,39
"2313","Holidaze - Glendale","2018-07-02","2018-07-06",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","Halloween and Christmas in July? With no tricks  just treats  campers will get to celebrate some of their favorite holidays all in one week. Halloween and Christmas in July? With no tricks  just treats  campers will get to celebrate some of their favorite holidays all in one week.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33734,39
"2314","Mighty Jungle - Glendale","2018-07-09","2018-07-13",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","Lions, tigers, and bears, oh my! Discover creatures that slither, crawl, swing, climb, and run during this adventurous week of exploring",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33735,39
"2315","H2 Oh Ya - Glendale","2018-07-16","2018-07-20",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","Swim, splash, slide and soak it all in_ grab a friend and dive right in!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33736,39
"2316","Summer Rewind - Glendale","2018-07-23","2018-07-27",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","So long summer! In our final goodbye, campers will have one more week of fun and adventure with trips and games galore.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33737,39
"2317","Mad Science - Glendale","2018-07-30","2018-08-03",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","You can create anything you put your mind to. Explore the world of amazing experiments and cool activities. Work, squirm, and slime your way through a week of discovery and mess making.",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33738,39
"2318","Imaginarium - Glendale","2018-08-06","2018-08-10",195,39.6999238,-104.9350447,NA,NA,"YMCA of Metropolitan Denver","Learn, play, experiment. Cultivate your imagination with us!",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,"4500 E. Kentucky Ave",80246,"Glendale",33739,39
"2319","Teen Camps: A Wrinkle in Time","2018-07-09","2018-07-20",180,39.7397693,-104.8725983,NA,NA,"City of Aurora - Recreation","Travel through time & space & try to save your family by creating a play based on a Wrinkle in Time. Perform for family & friends on the last day.",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"9900 E Colfax Ave",80010,"Aurora",32804,21
"2320","Teen Camps: Musical Theatre","2018-07-16","2018-07-20",205,39.7397693,-104.8725983,NA,NA,"City of Aurora - Recreation","Wonderful World of Disneyland. Put together a show with songs & dances from your favorite Disney Broadway musicals, such as Newsies, Mary Poppins & more! Perform your pieces for your family on the last day!",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"9900 E Colfax Ave",80010,"Aurora",32805,41
"2321","Teen Camps: The Hunger Games","2018-06-11","2018-06-22",180,39.7397693,-104.8725983,NA,NA,"City of Aurora - Recreation","Create a performance based on all of your favorite characters in The Hunger Games. Show your family & friends you have what it takes to survive in a performance on the last day of class.",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"9900 E Colfax Ave",80010,"Aurora",32806,21
"2322","Little Foxes Camp: Percy Jackson","2018-06-11","2018-06-22",180,39.7397693,-104.8725983,NA,NA,"City of Aurora - Recreation","Channel your inner demigod as your create a pay about the world of Percy Jackson. Perform for family & friends on the last day!",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"9900 E Colfax Ave",80010,"Aurora",32802,21
"2323","Teen Camp: A Wrinkle In Time","2018-07-09","2018-07-20",200,39.7397693,-104.8725983,NA,NA,"City of Aurora- Cultural Arts","Theatre camp for kids ages 11-17",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"9900 E. Colfax Ave ",80010,"Aurora",24364,23.3333333333333
"2324","Musical Theatre Camp: Wonderful World of Disney","2018-07-16","2018-07-27",225,39.7397693,-104.8725983,NA,NA,"City of Aurora- Cultural Arts","Theatre camp for kids ages 11-17",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"9900 E. Colfax Ave ",80010,"Aurora",24365,26.25
"2325","Teen Camp: The Hunger Games","2018-06-11","2018-06-22",200,39.7397693,-104.8725983,NA,NA,"City of Aurora- Cultural Arts","Theatre camp for kids ages 11-17",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"9900 E. Colfax Ave ",80010,"Aurora",24363,23.3333333333333
"2326","Rock Climbing Skills Camp - Boulder","2018-07-16","2018-07-20",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Grouped by grade and experience level, kids practice scaling local crags where they learn climbing technique, proper use of gear, commands, and climbing history.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31012,87.8
"2327","Rock Climbing Skills Camp - Boulder","2018-08-06","2018-08-10",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Grouped by grade and experience level, kids practice scaling local crags where they learn climbing technique, proper use of gear, commands, and climbing history.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31013,87.8
"2328","Skateboarding Camp - Boulder","2018-07-16","2018-07-20",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Grouped by grade level, campers will learn a variety of skateboard skills as they learn to navigate a variety of features at local skateparks. Campers should feel comfortable riding on a skateboard.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31014,87.8
"2329","Skateboarding Camp - Boulder","2018-07-23","2018-07-27",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Grouped by grade level, campers will learn a variety of skateboard skills as they learn to navigate a variety of features at local skateparks. Campers should feel comfortable riding on a skateboard.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31015,87.8
"2330","Stand Up Paddleboarding Adventure Team - Boulder","2018-06-11","2018-06-15",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Our Stand Up Paddleboarding Camp gets campers out on both flat-water and whitewater, experiencing the joy of paddling with scenic perspective while building core strength.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31016,87.8
"2331","Stand Up Paddleboarding Adventure Team - Boulder","2018-06-25","2018-06-29",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Our Stand Up Paddleboarding Camp gets campers out on both flat-water and whitewater, experiencing the joy of paddling with scenic perspective while building core strength.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31017,87.8
"2332","Stand Up Paddleboarding Adventure Team - Boulder","2018-07-16","2018-07-20",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Our Stand Up Paddleboarding Camp gets campers out on both flat-water and whitewater, experiencing the joy of paddling with scenic perspective while building core strength.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31018,87.8
"2333","Stand Up Paddleboarding Adventure Team - Boulder","2018-08-06","2018-08-10",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Our Stand Up Paddleboarding Camp gets campers out on both flat-water and whitewater, experiencing the joy of paddling with scenic perspective while building core strength.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31019,87.8
"2334","Stand Up Paddleboarding Skills Camp - Boulder","2018-05-29","2018-06-01",351,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Our Stand Up Paddleboarding Camp gets campers out on both flat-water and whitewater, experiencing the joy of paddling with scenic perspective while building core strength.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31020,87.75
"2335","Stand Up Paddleboarding Skills Camp - Boulder","2018-06-04","2018-06-08",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Our Stand Up Paddleboarding Camp gets campers out on both flat-water and whitewater, experiencing the joy of paddling with scenic perspective while building core strength.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31021,87.8
"2336","UNC Baseball Camp","2018-06-11","2018-06-14",190,39.6687787,-104.8067072,NA,NA,"City of Aurora - Recreation","UNC Baseball Camps provide some of the finest youth baseball camps in the country.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"15501 E Yale Ave",80013,"Aurora",37675,47.5
"2337","Stand Up Paddleboarding Skills Camp - Boulder","2018-07-02","2018-07-06",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Our Stand Up Paddleboarding Camp gets campers out on both flat-water and whitewater, experiencing the joy of paddling with scenic perspective while building core strength.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31023,87.8
"2338","Stand Up Paddleboarding Skills Camp - Boulder","2018-07-09","2018-07-13",439,40.0009764,-105.2669553,NA,NA,"Avid4 Adventure","Our Stand Up Paddleboarding Camp gets campers out on both flat-water and whitewater, experiencing the joy of paddling with scenic perspective while building core strength.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"700 20th Street",80302,"Boulder",31024,87.8
