"","session_name","session_date_start","session_date_end","session_cost","lat","long","nbhd_id","nbhd_name","camp_name","session_short_description","has_special_needs_offerings","has_scholarships","has_academic","has_arts","has_cooking","has_dance","has_drama","has_music","has_nature","has_sports","has_stem","bgroup_id2","session_address_1","session_zip","session_city","session_id","cost_per_day"
"151","Sea Safari Camp Session A","2018-06-11","2018-06-15",250,39.7519379,-105.0139648,39,"Jefferson Park","Downtown Aquarium Sea Safari ","Swashbucklers camp",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,80310006001,"700 Water St",80211,"Denver",24225,50
"152","Dotted Mugs Craft - Rodolfo Corky"" Gonzales Branch""","2018-07-27","2018-07-27",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Be an artist! Learn to design unique mugs that you can gift to friends and family.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35380,0
"153","Terrarium Craft - Rodolfo Corky"" Gonzales Branch""","2018-07-06","2018-07-06",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Be a horticulturist! Build your own terrarium and learn about what your plant needs to thrive.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35378,0
"154","Q-Tip Art - Rodolfo Corky"" Gonzales Branch""","2018-07-05","2018-07-05",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Enjoy painting with your little one without worrying about your carpet! Learn a new art process (pointillism with cotton swabs!) and have fun. Ideal for ages 0-5 with a caregiver.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35390,0
"155","Circus Science and Magic - Rodolfo Corky"" Gonzales Branch""","2018-07-12","2018-07-12",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","It۪s never too early to learn about science! This energetic presentation by Peter Davison will use magic and acrobatics to make science concepts accessible to our youngest learners. Ideal for ages 0-5 with a caregiver.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310007022,"1498 N. Irving St",80204,"Denver",35393,0
"156","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-06-08","2018-06-08",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35365,0
"157","Coconut the Clown - Rodolfo Corky"" Gonzales Branch""","2018-06-12","2018-06-12",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Clown magic with large puppets that is educational and entertaining. No registration required.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35385,0
"158","Locker Mirror and Organizer Craft - Rodolfo Corky"" Gonzales Branch""","2018-08-10","2018-08-10",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Be an interior designer! Go back to school prepared with the right tools.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35382,0
"159","Denver Zine Library - Rodolfo Corky"" Gonzales Branch""","2018-07-20","2018-07-20",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","This zine-making workshop will give participants the tools they need to get their ideas, drawings, and stories on paper. All participants will leave the workshop with a mini-zine of their own!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35379,0
"160","Rapids Youth Soccer - Rodolfo Corky"" Gonzales Branch""","2018-06-14","2018-06-14",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Parents, caregivers, and their little ones can enjoy simple, fun soccer games and drills with Colorado Rapids Youth Soccer! Great for those gross motor skills. Ideal for ages 0-5 with a caregiver.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35386,0
"161","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-06-15","2018-06-15",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35366,0
"162","DIY Dry-Erase Board Craft - Rodolfo Corky"" Gonzales Branch""","2018-08-03","2018-08-03",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Be a crafts-person! Would you like to keep yourself on task? Writing them out might just be what you need.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35381,0
"163","Bubble Wrap Dance Party - Rodolfo Corky"" Gonzales Branch""","2018-06-21","2018-06-21",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Join us for silly songs and lots of pop-pop-popping! Everyone must dance! Ideal for ages 0-5 with a caregiver.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35388,0
"164","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-06-22","2018-06-22",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35367,0
"165","Man of 1000 Songs with Rob Wivchar - Rodolfo Corky"" Gonzales Branch""","2018-07-26","2018-07-26",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Using vocals, acoustic guitar and harmonica, The Man of 1000 Songs will present children۪s classics, Disney tunes and classic rock. Ideal for ages 0-5 with a caregiver.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35396,0
"166","Summer of Adventure Kick-Off Party - Rodolfo Corky"" Gonzales Branch""","2018-06-02","2018-06-02",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Celebrate the start of the Summer of Adventure! Play games, make craft creations, and snack! Ideal for ages 0 to 18 years old.",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80310007022,"1498 N. Irving St",80204,"Denver",35383,0
"167","Bleach Pen T-Shirt Craft - Rodolfo Corky"" Gonzales Branch""","2018-06-08","2018-06-08",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Be a fashion designer! Design your own fashion forward t-shirt using a bleach pen.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35375,0
"168","Canvas Painting - Rodolfo Corky"" Gonzales Branch""","2018-08-07","2018-08-07",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Be an artist! Discover your inner artist and create a painting on canvas.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35399,0
"169","Botanic Gardens Strange and Unusual Plants - Rodolfo Corky"" Gonzales Branch""","2018-07-17","2018-07-17",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Discover the wacky ways plants like the Venus Fly Trap and others have adapted to survive. Plant your own strange and unusual plant.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35394,0
"170","Instrument Petting Zoo - Rodolfo Corky"" Gonzales Branch""","2018-07-10","2018-07-10",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Join us for an instrument petting zoo_with Swallow Hill Music! Explore ukuleles, toy pianos, and more.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35392,0
"171","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-07-27","2018-07-27",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35372,0
"172","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-07-06","2018-07-06",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35369,0
"173","Instrument Petting Zoo - Rodolfo Corky"" Gonzales Branch""","2018-06-07","2018-06-07",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Join us for an instrument petting zoo_with Swallow Hill Music! Explore ukuleles, toy pianos, and more. Ideal for ages 0-5 with a caregiver.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35384,0
"174","Hummingbird Henna - Rodolfo Corky"" Gonzales Branch""","2018-06-22","2018-06-22",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Learn about henna and pick one of our designs or create one of your own!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35376,0
"175","The Magic of the Rock People with Erica Sodos - Rodolfo Corky"" Gonzales Branch""","2018-06-19","2018-06-19",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","After thousands of years of seclusion Zuriel of the Rock People is coming to share her wisdom and magic with humans at a time when the return of magic is most needed. (This is an Entertaining, Totally Interactive Magic show filled with both Fictional and Non Fictional Stories).",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35387,0
"176","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-08-10","2018-08-10",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35374,0
"177","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-07-20","2018-07-20",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35371,0
"178","Denver Zoo - Rodolfo Corky"" Gonzales Branch""","2018-07-31","2018-07-31",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Come and learn the stories of some of the Denver Zoo۪s animals that have fantastic adaptations to help them survive the natural world. Spiderman and Ironman have nothing on these amazing Zooper Heroes!",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35397,0
"179","Edible Revolution - Rodolfo Corky"" Gonzales Branch""","2018-06-28","2018-06-28",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Little ones and their grownups can enjoy a simple cooking_lesson as special guest The Edible Revolution teaches us to prepare a fruit snack! Allergy concerns? An ingredient list will be available. Ideal for ages 0-5 with a caregiver.",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35389,0
"180","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-06-29","2018-06-29",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35368,0
"181","UV Bouncy Balls Craft - Rodolfo Corky"" Gonzales Branch""","2018-06-29","2018-06-29",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Be a chemist! Make bouncy balls using fluorescent tempera paint and see how it reacts when exposed to black light.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310007022,"1498 N. Irving St",80204,"Denver",35377,0
"182","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-07-13","2018-07-13",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35370,0
"183","Sail the Seven Seas with Justin Miera - Rodolfo Corky"" Gonzales Branch""","2018-07-24","2018-07-24",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Take a musical journey around the world with Justin Miera. We'll sing songs, play games, and do dances from different ports in exotic places. Its about languages, geography, history and culture all from the deck of a ship. Be prepared, we may encounter a few pirates along the way.",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35395,0
"184","Community Helper Storytime with DPD - Rodolfo Corky"" Gonzales Branch""","2018-08-02","2018-08-02",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Denver Police Department outreach officers will be our special guests at this community helper storytime. Come and see their show cars!",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35398,0
"185","Game Day - Rodolfo Corky"" Gonzales Branch""","2018-08-03","2018-08-03",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","Game on! Gather around for great board games, ping pong, legos, Wii U and XBOX ONE. No registration required. Free snacks!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35373,0
"186","Ann Lincoln and the Boogie Woogie Bunnies - Rodolfo Corky"" Gonzales Branch""","2018-07-03","2018-07-03",0,39.740052,-105.0295596,74,"West Colfax","Denver Public Library","The library is going to rock when Ann Lincoln's animals go on a magical, musical adventure!",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,80310007022,"1498 N. Irving St",80204,"Denver",35391,0
"187","Evolution Brazilian Jiu Jitsu Summer Classes (walk in)","2018-06-05","2018-08-16",0,39.7295727,-105.0191207,61,"Sun Valley","Evolution Youth Services","<p>Our jiu jitsu program was developed taking the most current research and literature to heart. Youth participating in our program will learn to both better regulate their emotions and develop personal resiliency through exposure to difficult and uncomfortable positions. This approach helps youth develop their capacity to operate under stress and discomfort, a skill useful both on and off the mat.</p>",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80310008001,"2595 W. 8th Ave ",80204,"Denver",33026,0
"188","Indoor Camping - Ross-Barnum Branch","2018-06-04","2018-06-04",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Have fun pretending you're camping, ideal for ages 12 and under.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34082,0
"189","STEM Club  - Ross-Barnum Branch","2018-06-11","2018-06-11",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34047,0
"190","Rube Goldberg Machine - Ross-Barnum Branch","2018-07-28","2018-07-28",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Grab a snack and build your own Rube Goldberg Machine, ideal for ages 5 and up</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34102,0
"191","Bilingual Storytime - Ross-Barnum Branch","2018-07-17","2018-07-17",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34062,0
"192","Tail Waggin' Tutors - Ross-Barnum Branch","2018-06-05","2018-06-05",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Enjoy meeting and reading to a therapy dog, ideal for ages 2 and up.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34083,0
"193","Bilingual Storytime - Ross-Barnum Branch","2018-07-05","2018-07-05",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34071,0
"194","Edible Insects 101 - Ross-Barnum Branch","2018-06-02","2018-06-02",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Learn (and taste!) how edible insects are good for you and the planet, ideal for ages 5 and up.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34081,0
"195","Denver Days Summer Party - Ross-Barnum Branch","2018-08-04","2018-08-04",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Bring your family to our 2nd annual Summer Party with fun games, face painting, and ice cream -ideal for all ages!</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34104,0
"196","Clay Sculpting - Ross-Barnum Branch","2018-07-31","2018-07-31",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Grab a snack and create a clay masterpiece, ideal for ages 3 and up.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34103,0
"197","Smoothie Bar - Ross-Barnum Branch","2018-06-01","2018-06-01",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Start your summer right with a refreshing smoothie, for teens and under!</p>",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34080,0
"198","Bilingual Storytime - Ross-Barnum Branch","2018-06-21","2018-06-21",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34069,0
"199","Bilingual Storytime - Ross-Barnum Branch","2018-06-05","2018-06-05",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34056,0
"200","Bilingual Storytime - Ross-Barnum Branch","2018-06-12","2018-06-12",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34057,0
"201","STEM Club - Ross-Barnum Branch","2018-07-23","2018-07-23",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34053,0
"202","Bilingual Storytime - Ross-Barnum Branch","2018-07-03","2018-07-03",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34060,0
"203","Bilingual Storytime - Ross-Barnum Branch","2018-07-10","2018-07-10",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34061,0
"204","Hip Hop - Ross-Barnum Branch","2018-07-26","2018-07-26",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Join us to learn how to dance hip-hop style, ideal for ages 12 and up</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34101,0
"205","Bilingual Storytime - Ross-Barnum Branch","2018-06-28","2018-06-28",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34070,0
"206","Bilingual Storytime - Ross-Barnum Branch","2018-06-26","2018-06-26",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34059,0
"207","Bilingual Storytime - Ross-Barnum Branch","2018-08-07","2018-08-07",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34065,0
"208","Plaza - Ross-Barnum Branch","2018-06-01","2018-08-17",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Open space for activities including English classes, Citizenship, crafts, and more, for all ages.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34079,0
"209","Bilingual Storytime - Ross-Barnum Branch","2018-08-14","2018-08-14",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34066,0
"210","Bilingual Storytime - Ross-Barnum Branch","2018-06-07","2018-06-07",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34067,0
"211","STEM Club - Ross-Barnum Branch","2018-06-18","2018-06-18",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34048,0
"212","STEM Club - Ross-Barnum Branch","2018-06-04","2018-06-04",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Do stuff, make stuff; fun stuff, plus snacks, ideal for ages 8-12!</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34046,0
"213","SAT/ACT Prep Program - Ross-Barnum Branch","2018-06-12","2018-06-12",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Learn about preparing for and taking the SAT and ACT from a profressional, ideal for ages 14-18</p>",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34085,0
"214","Aztec Stories - Ross-Barnum Branch","2018-07-07","2018-07-07",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Aztec Stories is a cultural, educational, musically interactive presentation for listeners and participants of all ages.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,80310009034,"3570 W 1st Ave",80219,"Denver",34095,0
"215","Bilingual Storytime - Ross-Barnum Branch","2018-07-12","2018-07-12",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Stories, songs, and fun for children of all ages and their parents or caregivers, presented in Spanish and English.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34072,0
"216","Terrarium - Ross-Barnum Branch","2018-07-21","2018-07-21",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Grab a snack and build a terrarium to take home, ideal for ages 8 and up!</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34100,0
"217","Bird Houses - Ross-Barnum Branch","2018-07-18","2018-07-18",0,39.7179491,-105.0346007,4,"Barnum","Denver Public Library","<p>Grab a snack and build a bird house using real wood and tools, ideal for ages 8 and up.</p>",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,80310009034,"3570 W 1st Ave",80219,"Denver",34099,0
